profile,family,quantizer,bit_width,q,q_e4,layout,original_inner_median_bytes,compressed_median_bytes,compressed_p95_bytes,compression_ratio,size_change_fraction,forward_layout_median_ms,zstd_compression_median_ms,zstd_decompression_median_ms,inverse_layout_median_ms,complete_codec_median_ms,codec_latency_change_median_ms
noAE_UINT6_q00000,noAE,UINT6,6,0.00,0,CURRENT_CELL_MAJOR,4130868.0,2742677.5,2802886.2,0.6591695362209589,0.0,0.006264,4.542456,2.242776,0.005025,6.8427135,0.01047350000000069
noAE_UINT6_q00000,noAE,UINT6,6,0.00,0,CHANNEL_MAJOR,4130868.0,2516313.0,2583179.75,0.6031914365515916,-0.08492215825126204,29.2810535,6.338686,3.0482405,19.17742,57.8980275,51.0657875
noAE_UINT6_q00000,noAE,UINT6,6,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,4130868.0,2616986.5,2780453.05,0.6291132377474904,-0.04559722017158485,55.248686,6.1547215,2.8599245,76.3593235,140.9526885,134.12044849999998
noAE_UINT6_q03000,noAE,UINT6,6,0.30,3000,CURRENT_CELL_MAJOR,2894964.0,1953722.0,1986885.05,0.6735583137864581,0.0,0.0061305,3.131121,1.5454515,0.004227,4.6861115,0.010301499999999741
noAE_UINT6_q03000,noAE,UINT6,6,0.30,3000,CHANNEL_MAJOR,2894964.0,1835195.0,1854490.85,0.632067904169102,-0.061598838241806786,18.6465415,4.368905,2.140615,13.1141575,38.3573825,33.6815725
noAE_UINT6_q03000,noAE,UINT6,6,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,2894964.0,1970369.0,2021946.7,0.6777375648065054,0.006204735261232663,31.8065635,4.2323615,2.060187,48.049706,86.359131,81.683321
noAE_UINT6_q05000,noAE,UINT6,6,0.50,5000,CURRENT_CELL_MAJOR,2069172.0,1394180.5,1417908.35,0.6743781072211493,0.0,0.0060245,2.273533,1.127227,0.0053085,3.4254685,0.011099999999999888
noAE_UINT6_q05000,noAE,UINT6,6,0.50,5000,CHANNEL_MAJOR,2069172.0,1322524.0,1337823.7,0.6389391014557997,-0.05255064686393818,9.607598,3.169781,1.523548,7.369407,21.6647355,18.250366999999997
noAE_UINT6_q05000,noAE,UINT6,6,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,2069172.0,1444100.5,1491296.9,0.6970109677325036,0.033561084307163425,20.088391,3.0343465,1.486258,34.439469,59.0957505,55.681382
noAE_UINT6_q07000,noAE,UINT6,6,0.70,7000,CURRENT_CELL_MAJOR,1243380.0,834191.0,845375.0,0.6709754484751242,0.0,0.0054415,1.397111,0.6791195,0.003268,2.085557,0.008308500000000052
noAE_UINT6_q07000,noAE,UINT6,6,0.70,7000,CHANNEL_MAJOR,1243380.0,796789.5,807845.15,0.6406872986838296,-0.04514047400710164,4.4808645,1.96131,0.9162575,3.395642,10.8026625,8.725414
noAE_UINT6_q07000,noAE,UINT6,6,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,1243380.0,885433.0,910826.5,0.7134375653460728,0.06328415885774819,11.054416,1.8585565,0.893474,19.3734175,33.26842,31.1911715
noAE_UINT6_q09000,noAE,UINT6,6,0.90,9000,CURRENT_CELL_MAJOR,417588.0,275596.0,279935.35,0.6608309393768499,0.0,0.004015,0.5658705,0.236744,0.002088,0.807223,0.007396999999999987
noAE_UINT6_q09000,noAE,UINT6,6,0.90,9000,CHANNEL_MAJOR,417588.0,265698.0,271097.9,0.6370405571699858,-0.03600070878839001,1.366658,0.7458805,0.308683,1.0601925,3.4889255,2.6890995
noAE_UINT6_q09000,noAE,UINT6,6,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,417588.0,305031.0,311104.95,0.731927686499612,0.10758689232953422,3.6729985,0.6858735,0.3007395,6.438529,11.1289635,10.3291375
noAE_UINT6_q09800,noAE,UINT6,6,0.98,9800,CURRENT_CELL_MAJOR,87348.0,56389.0,57114.4,0.644900999450474,0.0,0.002215,0.142648,0.0621715,0.001316,0.208575,0.004245500000000013
noAE_UINT6_q09800,noAE,UINT6,6,0.98,9800,CHANNEL_MAJOR,87348.0,54916.5,55714.8,0.6277403854409946,-0.026609687415746097,0.253245,0.1559705,0.0707165,0.238228,0.722407,0.5180775
noAE_UINT6_q09800,noAE,UINT6,6,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,87348.0,64124.5,65191.3,0.7339006939197235,0.13800520474473887,0.743243,0.149382,0.073992,1.3501055,2.310182,2.1058525
noAE_UINT4_q00000,noAE,UINT4,4,0.00,0,CURRENT_CELL_MAJOR,2754612.0,1461875.0,1565554.1,0.5221527030167951,0.0,0.0057915,3.5607105,1.501046,0.0032795,5.086075,0.009341000000000044
noAE_UINT4_q00000,noAE,UINT4,4,0.00,0,CHANNEL_MAJOR,2754612.0,1233444.0,1339660.85,0.44890712206020306,-0.14027616927654996,21.7528995,4.3776265,1.8056995,10.5016455,38.583912,33.507177999999996
noAE_UINT4_q00000,noAE,UINT4,4,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,2754612.0,1253008.0,1377267.7,0.45705676970114123,-0.12466838329008911,39.0414295,4.3466735,1.7406345,67.364079,112.958146,107.881412
noAE_UINT4_q03000,noAE,UINT4,4,0.30,3000,CURRENT_CELL_MAJOR,1931572.0,1095638.0,1127985.95,0.5608920682545098,0.0,0.006413,2.404057,1.047585,0.0036445,3.4751585,0.010066999999999826
noAE_UINT4_q03000,noAE,UINT4,4,0.30,3000,CHANNEL_MAJOR,1931572.0,970782.0,997772.7999999999,0.4987999856787632,-0.11070237232802471,12.2760515,3.168049,1.3035835,6.8638855,23.6450725,20.179981
noAE_UINT4_q03000,noAE,UINT4,4,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,1931572.0,1002132.5,1038201.45,0.5144793293687732,-0.08274807491960534,26.087975,3.084141,1.237591,44.443997,75.059425,71.5943335
noAE_UINT4_q05000,noAE,UINT4,4,0.50,5000,CURRENT_CELL_MAJOR,1381044.0,799319.0,821125.55,0.5764198984156189,0.0,0.0058805,1.622392,0.7383115,0.003584,2.3688805,0.00897149999999991
noAE_UINT4_q05000,noAE,UINT4,4,0.50,5000,CHANNEL_MAJOR,1381044.0,722303.0,747978.8,0.5220691737555067,-0.09429016036660731,5.135337,2.269999,0.956082,3.3830135,12.187513,9.827604
noAE_UINT4_q05000,noAE,UINT4,4,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,1381044.0,755034.5,791898.45,0.545016968367771,-0.054479260924481965,15.800292,2.222618,0.8983365,32.619373,51.657275,49.297366
noAE_UINT4_q07000,noAE,UINT4,4,0.70,7000,CURRENT_CELL_MAJOR,830516.0,490247.0,500719.65,0.589300648256626,0.0,0.004835,0.955745,0.437515,0.0024075,1.403153,0.007573500000000122
noAE_UINT4_q07000,noAE,UINT4,4,0.70,7000,CHANNEL_MAJOR,830516.0,448508.0,461920.5,0.5408713528697822,-0.08218096404630815,2.460165,1.41731,0.5889,1.6771455,6.141029,4.745449499999999
noAE_UINT4_q07000,noAE,UINT4,4,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,830516.0,475867.0,497831.7,0.5741786393940634,-0.02566094048479184,9.0235525,1.35276,0.5443485,18.1753265,29.119327,27.723747499999998
noAE_UINT4_q09000,noAE,UINT4,4,0.90,9000,CURRENT_CELL_MAJOR,279988.0,166085.5,169530.85,0.5933108907792477,0.0,0.003016,0.3497955,0.152599,0.0016855,0.507635,0.004097999999999935
noAE_UINT4_q09000,noAE,UINT4,4,0.90,9000,CHANNEL_MAJOR,279988.0,155803.5,159726.85,0.5577258556616712,-0.0599770468916212,0.7838115,0.5374225,0.206093,0.513431,2.055981,1.552444
noAE_UINT4_q09000,noAE,UINT4,4,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,279988.0,171131.5,177040.6,0.6130904773150992,0.03333764278264506,3.0771645,0.521213,0.1915085,6.0872425,9.8906855,9.3871485
noAE_UINT4_q09800,noAE,UINT4,4,0.98,9800,CURRENT_CELL_MAJOR,59828.0,34890.5,35554.2,0.582797509109447,0.0,0.0022615,0.1005745,0.042386,0.001234,0.1476445,0.0035775000000000112
noAE_UINT4_q09800,noAE,UINT4,4,0.98,9800,CHANNEL_MAJOR,59828.0,33639.0,34378.45,0.5617034457110384,-0.03619449820683329,0.128168,0.114556,0.0511915,0.115924,0.41075,0.266683
noAE_UINT4_q09800,noAE,UINT4,4,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,59828.0,37968.0,39014.95,0.6334326371013572,0.08688288333504368,0.6185745,0.110662,0.0499145,1.281293,2.0540605,1.9099935
AE128_UINT8_q00000,AE128,UINT8,8,0.00,0,CURRENT_CELL_MAJOR,2753586.0,2341485.0,2371613.5,0.8503306375985714,0.0,0.005975,1.793671,1.813403,0.0063175,3.6246385,0.012077000000000115
AE128_UINT8_q00000,AE128,UINT8,8,0.00,0,CHANNEL_MAJOR,2753586.0,2334110.5,2360153.65,0.8467677041183751,-0.004190056576414247,3.923652,2.035409,1.8419395,3.6112055,11.676668,8.0641065
AE128_UINT8_q00000,AE128,UINT8,8,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,2753586.0,2206553.5,2292059.75,0.8011273469849861,-0.0578637161099369,15.861354,2.0055165,1.6745375,35.9316025,55.4670595,51.854498
AE128_UINT8_q03000,AE128,UINT8,8,0.30,3000,CURRENT_CELL_MAJOR,1930546.0,1670995.0,1683371.45,0.8659073043649309,0.0,0.0053545,1.265546,1.274278,0.0029935,2.533892,0.00910299999999964
AE128_UINT8_q03000,AE128,UINT8,8,0.30,3000,CHANNEL_MAJOR,1930546.0,1668229.5,1677379.65,0.8637414056049428,-0.002501305565930756,1.793367,1.297303,1.2586675,0.9914035,5.317916,2.793127
AE128_UINT8_q03000,AE128,UINT8,8,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,1930546.0,1623872.5,1645423.25,0.8387474563543164,-0.031365768453164855,10.288197,1.1807805,1.2200485,23.2958915,36.0309075,33.5061185
AE128_UINT8_q05000,AE128,UINT8,8,0.50,5000,CURRENT_CELL_MAJOR,1380018.0,1207870.5,1216483.7,0.8752770004630375,0.0,0.0042005,0.9349195,0.901951,0.002641,1.8201055,0.006994500000000015
AE128_UINT8_q05000,AE128,UINT8,8,0.50,5000,CHANNEL_MAJOR,1380018.0,1205413.0,1214495.6,0.8732178051753673,-0.002352621269130606,1.183984,0.9381995,0.886637,0.671371,3.681423,1.8683120000000002
AE128_UINT8_q05000,AE128,UINT8,8,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,1380018.0,1184270.0,1202398.7,0.857232630978364,-0.020615610229821613,7.3567175,0.849656,0.895269,17.138975,26.2346435,24.4215325
AE128_UINT8_q07000,AE128,UINT8,8,0.70,7000,CURRENT_CELL_MAJOR,829490.0,733059.0,736998.35,0.8833247688338618,0.0,0.003048,0.5727735,0.5086965,0.0019845,1.08154,0.005444999999999922
AE128_UINT8_q07000,AE128,UINT8,8,0.70,7000,CHANNEL_MAJOR,829490.0,732188.0,736198.0,0.8821702378871354,-0.001307028838612223,0.6664775,0.573247,0.499891,0.29802,2.006914,0.9308190000000001
AE128_UINT8_q07000,AE128,UINT8,8,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,829490.0,724727.5,734967.05,0.8738532204276122,-0.010722611592510534,4.3184885,0.532282,0.467196,9.9703645,15.3035585,14.227463499999999
AE128_UINT8_q09000,AE128,UINT8,8,0.90,9000,CURRENT_CELL_MAJOR,278962.0,248580.5,249960.4,0.8911720615173393,0.0,0.0025215,0.2097915,0.1725115,0.0014885,0.3892065,0.004103500000000038
AE128_UINT8_q09000,AE128,UINT8,8,0.90,9000,CHANNEL_MAJOR,278962.0,248566.5,249954.55,0.8908757061893735,-0.0003325455776309605,0.188989,0.1955265,0.167607,0.0958175,0.650927,0.26582400000000006
AE128_UINT8_q09000,AE128,UINT8,8,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,278962.0,250214.0,252773.6,0.8967197201142091,0.006225126253873059,1.403033,0.2001645,0.1748545,3.3602795,5.1399875,4.7548845
AE128_UINT8_q09800,AE128,UINT8,8,0.98,9800,CURRENT_CELL_MAJOR,58802.0,51499.5,51780.9,0.8753778570456787,0.0,0.002331,0.056282,0.0410975,0.001234,0.101156,0.003770499999999996
AE128_UINT8_q09800,AE128,UINT8,8,0.98,9800,CHANNEL_MAJOR,58802.0,51499.0,51780.9,0.875378787073569,1.0624302211326153e-06,0.0311785,0.0497155,0.0359305,0.0262805,0.1436185,0.04623300000000001
AE128_UINT8_q09800,AE128,UINT8,8,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,58802.0,52593.0,53031.9,0.893346261606748,0.020526455423159895,0.27163,0.0473775,0.034642,0.6839695,1.0380365,0.940651
AE128_UINT6_q00000,AE128,UINT6,6,0.00,0,CURRENT_CELL_MAJOR,2065460.0,1860747.0,1891593.0,0.8952249514030772,0.0,0.006003,1.500125,1.1739795,0.003264,2.6933265,0.00912999999999986
AE128_UINT6_q00000,AE128,UINT6,6,0.00,0,CHANNEL_MAJOR,2065460.0,1838312.0,1875707.25,0.8842620825082548,-0.012245937602208823,9.687831,1.659602,1.2007165,8.280108,20.899737,18.2155405
AE128_UINT6_q00000,AE128,UINT6,6,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,2065460.0,1758137.5,1839876.35,0.8464404304912707,-0.05449414790701157,21.090013,1.7338735,1.270623,40.668152,64.7979335,62.113737
AE128_UINT6_q03000,AE128,UINT6,6,0.30,3000,CURRENT_CELL_MAJOR,1448852.0,1336734.5,1345482.05,0.9208172282693471,0.0,0.0056085,1.0362845,0.8439875,0.0037155,1.888102,0.009134999999999893
AE128_UINT6_q03000,AE128,UINT6,6,0.30,3000,CHANNEL_MAJOR,1448852.0,1325129.5,1334003.15,0.913510376448043,-0.007935181485512643,5.3179865,0.985582,0.811718,4.1585085,11.369258,9.490291000000001
AE128_UINT6_q03000,AE128,UINT6,6,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,1448852.0,1297158.5,1319158.45,0.8917594272482627,-0.0315565349224598,13.8200385,0.9713575,0.803894,26.7136325,42.497433,40.618466
AE128_UINT6_q05000,AE128,UINT6,6,0.50,5000,CURRENT_CELL_MAJOR,1035956.0,964096.0,969402.65,0.929948611475777,0.0,0.004772,0.718681,0.605612,0.002585,1.338663,0.007979500000000028
AE128_UINT6_q05000,AE128,UINT6,6,0.50,5000,CHANNEL_MAJOR,1035956.0,956757.5,962550.9,0.9232501715203155,-0.007203021621626338,3.6202005,0.693859,0.5800715,2.901345,7.871736,6.5410525
AE128_UINT6_q05000,AE128,UINT6,6,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,1035956.0,943661.5,958701.65,0.909916465443513,-0.021541132257269613,9.675196,0.67662,0.5742715,19.51157,30.4838785,29.153195
AE128_UINT6_q07000,AE128,UINT6,6,0.70,7000,CURRENT_CELL_MAJOR,623060.0,583706.5,586047.15,0.9356426221993066,0.0,0.003607,0.4309425,0.3686825,0.0019525,0.80112,0.005729000000000095
AE128_UINT6_q07000,AE128,UINT6,6,0.70,7000,CHANNEL_MAJOR,623060.0,580627.5,583274.45,0.9314096204619138,-0.004524165142715364,2.021873,0.4137085,0.363213,1.622002,4.437248,3.6418570000000003
AE128_UINT6_q07000,AE128,UINT6,6,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,623060.0,576787.0,583298.05,0.924770500132411,-0.011619951687685814,5.6819065,0.4008965,0.3462145,11.28824,17.7569795,16.9615885
AE128_UINT6_q09000,AE128,UINT6,6,0.90,9000,CURRENT_CELL_MAJOR,210164.0,197396.0,198138.35,0.9392039892060486,0.0,0.0024645,0.155661,0.130221,0.0014395,0.2920875,0.004653000000000018
AE128_UINT6_q09000,AE128,UINT6,6,0.90,9000,CHANNEL_MAJOR,210164.0,196820.5,197484.65,0.9363701160165394,-0.003017313833925228,0.651363,0.1484345,0.1271755,0.540816,1.4647025,1.177268
AE128_UINT6_q09000,AE128,UINT6,6,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,210164.0,197444.0,198721.95,0.9391167433528101,-9.289340147733416e-05,1.8793905,0.150502,0.125968,3.776647,5.9239605,5.636526
AE128_UINT6_q09800,AE128,UINT6,6,0.98,9800,CURRENT_CELL_MAJOR,45044.0,40961.5,41113.6,0.9089608910176716,0.0,0.002091,0.0472095,0.0308975,0.001199,0.082443,0.0033269999999999966
AE128_UINT6_q09800,AE128,UINT6,6,0.98,9800,CHANNEL_MAJOR,45044.0,40881.5,41042.65,0.9075384970806323,-0.0015648571364240693,0.143722,0.043011,0.028139,0.1379685,0.354736,0.27562
AE128_UINT6_q09800,AE128,UINT6,6,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,45044.0,41202.0,41420.3,0.9141202560274398,0.005676113307792274,0.3827755,0.040892,0.0287605,0.7993585,1.2535535,1.1744375
AE128_UINT4_q00000,AE128,UINT4,4,0.00,0,CURRENT_CELL_MAJOR,1377332.0,886480.5,943926.3,0.6387527945785766,0.0,0.005839,1.4451185,0.753272,0.0040565,2.219546,0.006642499999999885
AE128_UINT4_q00000,AE128,UINT4,4,0.00,0,CHANNEL_MAJOR,1377332.0,834271.5,892086.85,0.6021704178349883,-0.057271572123177794,4.8485055,1.7687425,0.794744,4.4402975,11.887983,9.6750795
AE128_UINT4_q00000,AE128,UINT4,4,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,1377332.0,811615.0,879213.05,0.5894968553787322,-0.0771126789861506,18.238631,1.7943545,0.7820045,37.9531695,58.8359855,56.623082
AE128_UINT4_q03000,AE128,UINT4,4,0.30,3000,CURRENT_CELL_MAJOR,967156.0,672010.5,690461.6,0.6902683211782794,0.0,0.005351,0.882331,0.5448465,0.0026295,1.4391005,0.008283499999999888
AE128_UINT4_q03000,AE128,UINT4,4,0.30,3000,CHANNEL_MAJOR,967156.0,641470.5,657989.1,0.6597560188713093,-0.04420353849483638,2.9092,1.0198095,0.5321475,2.011474,6.468139,5.037322
AE128_UINT4_q03000,AE128,UINT4,4,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,967156.0,635047.5,656293.35,0.6526509005527547,-0.0544968086632055,12.644643,1.0156025,0.5186505,24.523726,38.6311455,37.200328500000005
AE128_UINT4_q05000,AE128,UINT4,4,0.50,5000,CURRENT_CELL_MAJOR,691892.0,498922.5,508091.0,0.7167813378930527,0.0,0.0041015,0.6020345,0.3995745,0.0023125,1.007336,0.00490999999999997
AE128_UINT4_q05000,AE128,UINT4,4,0.50,5000,CHANNEL_MAJOR,691892.0,477905.0,488407.8,0.6880115615045411,-0.04013745178282546,1.952626,0.7141235,0.392382,1.4364235,4.4754355,3.4730095
AE128_UINT4_q05000,AE128,UINT4,4,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,691892.0,477987.0,496592.19999999995,0.6888128290795384,-0.03901958286989793,9.199777,0.685384,0.3723195,18.1276445,28.3964755,27.3940495
AE128_UINT4_q07000,AE128,UINT4,4,0.70,7000,CURRENT_CELL_MAJOR,416628.0,309687.0,313644.8,0.7406242424296975,0.0,0.0031335,0.3113505,0.243368,0.001796,0.5660815,0.005542500000000006
AE128_UINT4_q07000,AE128,UINT4,4,0.70,7000,CHANNEL_MAJOR,416628.0,298300.5,302935.7,0.7137586805555556,-0.03627421347430726,1.148847,0.306657,0.2333925,0.798468,2.540523,1.979984
AE128_UINT4_q07000,AE128,UINT4,4,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,416628.0,301296.0,310627.35,0.7225813743015351,-0.024361703404375157,5.603659,0.294121,0.222909,10.5017785,16.6936575,16.133118500000002
AE128_UINT4_q09000,AE128,UINT4,4,0.90,9000,CURRENT_CELL_MAJOR,141364.0,107628.5,108974.5,0.7615218403377098,0.0,0.002405,0.118402,0.091257,0.001312,0.216325,0.004062999999999983
AE128_UINT4_q09000,AE128,UINT4,4,0.90,9000,CHANNEL_MAJOR,141364.0,105276.5,106688.95,0.7446296661455534,-0.02218212702168243,0.3652145,0.1067995,0.084187,0.2524015,0.8117795,0.5995174999999999
AE128_UINT4_q09000,AE128,UINT4,4,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,141364.0,108238.0,110560.0,0.7654493121480717,0.005157398780079925,1.81665,0.110944,0.088013,3.531163,5.558563,5.346301
AE128_UINT4_q09800,AE128,UINT4,4,0.98,9800,CURRENT_CELL_MAJOR,31284.0,23429.0,23738.0,0.7480843342443422,0.0,0.0021325,0.0347,0.0239905,0.0011635,0.06212,0.0034534999999999982
AE128_UINT4_q09800,AE128,UINT4,4,0.98,9800,CHANNEL_MAJOR,31284.0,23162.5,23458.75,0.7387612277841709,-0.012462640952893178,0.081749,0.0309775,0.0209295,0.06921,0.2047135,0.14604699999999998
AE128_UINT4_q09800,AE128,UINT4,4,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,31284.0,24173.0,24611.6,0.77047022839151,0.029924292118455265,0.3571965,0.0283795,0.0197285,0.729939,1.135236,1.0765695
AE64_UINT8_q00000,AE64,UINT8,8,0.00,0,CURRENT_CELL_MAJOR,1376818.0,1216783.5,1229092.8,0.8832727267238661,0.0,0.003172,0.899988,0.844586,0.002365,1.7524275,0.005674500000000027
AE64_UINT8_q00000,AE64,UINT8,8,0.00,0,CHANNEL_MAJOR,1376818.0,1194409.5,1209691.75,0.8671955461796693,-0.01820183059860625,0.7270815,1.069788,0.88622,0.6287235,3.3093775,1.5626245
AE64_UINT8_q00000,AE64,UINT8,8,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,1376818.0,1089485.5,1135786.15,0.7923266501091648,-0.10296488713291096,7.092809,1.0407985,0.8436845,30.248418,39.3265885,37.5798355
AE64_UINT8_q03000,AE64,UINT8,8,0.30,3000,CURRENT_CELL_MAJOR,966642.0,861835.0,867823.95,0.89179327603963,0.0,0.003599,0.6634625,0.588047,0.002258,1.2451935,0.006443500000000046
AE64_UINT8_q03000,AE64,UINT8,8,0.30,3000,CHANNEL_MAJOR,966642.0,853744.5,858887.8,0.8829528295506506,-0.009913111846098444,0.45941,0.693771,0.5995905,0.4103835,2.173094,0.9343439999999998
AE64_UINT8_q03000,AE64,UINT8,8,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,966642.0,805164.0,817445.35,0.8302125990671831,-0.06905263655487615,4.8570995,0.6191185,0.6047985,20.543563,26.690836,25.452086
AE64_UINT8_q05000,AE64,UINT8,8,0.50,5000,CURRENT_CELL_MAJOR,691378.0,619096.0,623090.35,0.8956919075925182,0.0,0.003269,0.482405,0.411257,0.001785,0.904593,0.005862999999999952
AE64_UINT8_q05000,AE64,UINT8,8,0.50,5000,CHANNEL_MAJOR,691378.0,615634.5,620108.45,0.8906047618849602,-0.005679570915440579,0.3202805,0.4913735,0.411394,0.271242,1.5012675,0.6025375
AE64_UINT8_q05000,AE64,UINT8,8,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,691378.0,587756.5,596892.6,0.848605011929075,-0.05257041541215379,3.4709335,0.4646775,0.4548505,14.893589,19.3526625,18.4539325
