profile,family,quantizer,bit_width,q,q_e4,layout,original_inner_median_bytes,compressed_median_bytes,compressed_p95_bytes,compression_ratio,size_change_fraction,forward_layout_median_ms,zstd_compression_median_ms,zstd_decompression_median_ms,inverse_layout_median_ms,complete_codec_median_ms,codec_latency_change_median_ms
AE64_UINT8_q07000,AE64,UINT8,8,0.70,7000,CURRENT_CELL_MAJOR,416114.0,374058.5,376331.75,0.8991256377459061,0.0,0.0026065,0.3016925,0.2522225,0.001493,0.559025,0.004216499999999956
AE64_UINT8_q07000,AE64,UINT8,8,0.70,7000,CHANNEL_MAJOR,416114.0,373385.5,375666.6,0.8976067668655705,-0.0016892754655994935,0.191269,0.293918,0.2455525,0.162811,0.899839,0.3450305
AE64_UINT8_q07000,AE64,UINT8,8,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,416114.0,359703.5,364581.35,0.8645997738900878,-0.03839937646798075,2.064126,0.2969645,0.291491,8.864163,11.55423,10.9994215
AE64_UINT8_q09000,AE64,UINT8,8,0.90,9000,CURRENT_CELL_MAJOR,140850.0,126305.0,126895.15,0.8966858027156549,0.0,0.002405,0.1130185,0.0892805,0.001313,0.2108945,0.00406200000000001
AE64_UINT8_q09000,AE64,UINT8,8,0.90,9000,CHANNEL_MAJOR,140850.0,126306.0,126862.5,0.896641041001065,-4.991906245688238e-05,0.0585445,0.104654,0.086337,0.0565625,0.3118495,0.105017
AE64_UINT8_q09000,AE64,UINT8,8,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,140850.0,124329.5,125708.6,0.8826133186900958,-0.015693885174650868,0.674883,0.1004695,0.0912965,3.018157,3.882217,3.6753845
AE64_UINT8_q09800,AE64,UINT8,8,0.98,9800,CURRENT_CELL_MAJOR,30770.0,26127.0,26264.3,0.8491278538349041,0.0,0.0020205,0.031934,0.021989,0.0011285,0.0572395,0.003148999999999999
AE64_UINT8_q09800,AE64,UINT8,8,0.98,9800,CHANNEL_MAJOR,30770.0,26126.5,26263.65,0.8491273460350991,-5.980251416293214e-07,0.015838,0.0265415,0.0190835,0.017521,0.079865,0.025774500000000006
AE64_UINT8_q09800,AE64,UINT8,8,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,30770.0,26301.5,26575.85,0.8540512268443289,0.005798152760140285,0.143354,0.026014,0.01873,0.611204,0.799169,0.7450785
AE64_UINT6_q00000,AE64,UINT6,6,0.00,0,CURRENT_CELL_MAJOR,1032756.0,957322.0,971739.3,0.9182996833835873,0.0,0.0044575,0.769765,0.600725,0.0033445,1.385124,0.007781500000000108
AE64_UINT6_q00000,AE64,UINT6,6,0.00,0,CHANNEL_MAJOR,1032756.0,930752.5,952949.95,0.898174225385764,-0.021916002326896833,3.167929,0.874365,0.5996325,2.8241055,7.5230875,6.145745
AE64_UINT6_q00000,AE64,UINT6,6,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,1032756.0,868980.5,913417.45,0.8378459478206857,-0.0876116337821875,9.44303,0.921753,0.6568205,32.6750425,43.8141655,42.436823000000004
AE64_UINT6_q03000,AE64,UINT6,6,0.30,3000,CURRENT_CELL_MAJOR,725796.0,682968.0,686541.3,0.9387054760394106,0.0,0.003952,0.51627,0.429595,0.002078,0.9565615,0.005338499999999913
AE64_UINT6_q03000,AE64,UINT6,6,0.30,3000,CHANNEL_MAJOR,725796.0,673233.5,677735.8,0.9265136786025274,-0.012987883578055581,2.0009125,0.5255955,0.423201,1.9582365,4.924687,3.9734639999999994
AE64_UINT6_q03000,AE64,UINT6,6,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,725796.0,643642.5,655240.65,0.8837298656406207,-0.05856534536342861,6.477552,0.493874,0.4110825,22.153622,29.611069,28.659846
AE64_UINT6_q05000,AE64,UINT6,6,0.50,5000,CURRENT_CELL_MAJOR,519348.0,490752.5,493317.85,0.9441823419701241,0.0,0.003597,0.3711295,0.312288,0.0020015,0.704133,0.00676549999999998
AE64_UINT6_q05000,AE64,UINT6,6,0.50,5000,CHANNEL_MAJOR,519348.0,485259.0,487803.2,0.9341472835892312,-0.0106283055028904,1.457629,0.3712075,0.305707,1.3697695,3.4898895,2.792522
AE64_UINT6_q05000,AE64,UINT6,6,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,519348.0,469111.0,476968.1,0.9021106452224713,-0.04455886842775125,4.666195,0.3518045,0.293385,16.067057,21.4033315,20.705964
AE64_UINT6_q07000,AE64,UINT6,6,0.70,7000,CURRENT_CELL_MAJOR,312900.0,296390.0,297665.95,0.9465341612735698,0.0,0.002915,0.238314,0.1916705,0.0016785,0.4420065,0.0049260000000000415
AE64_UINT6_q07000,AE64,UINT6,6,0.70,7000,CHANNEL_MAJOR,312900.0,293900.5,295316.55,0.9392823935362735,-0.007661390400890533,0.862478,0.2221675,0.186808,0.818722,2.099508,1.6624275000000002
AE64_UINT6_q07000,AE64,UINT6,6,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,312900.0,287001.5,290569.25,0.9166002766458933,-0.0316247271914627,2.825877,0.2292995,0.1833335,9.5470495,12.84793,12.4108495
AE64_UINT6_q09000,AE64,UINT6,6,0.90,9000,CURRENT_CELL_MAJOR,106452.0,100031.5,100377.0,0.9397178423139068,0.0,0.0023195,0.089409,0.0703425,0.0013175,0.163917,0.0039365000000000094
AE64_UINT6_q09000,AE64,UINT6,6,0.90,9000,CHANNEL_MAJOR,106452.0,99528.5,99854.6,0.9351151223086461,-0.004897980859794204,0.3042455,0.083087,0.0665365,0.291404,0.749056,0.5890755000000001
AE64_UINT6_q09000,AE64,UINT6,6,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,106452.0,98539.0,99248.95,0.9254535641650697,-0.015179320330572343,0.9394435,0.0825325,0.0703935,3.2525,4.3428735,4.182893
AE64_UINT6_q09800,AE64,UINT6,6,0.98,9800,CURRENT_CELL_MAJOR,23892.0,20788.5,20862.95,0.8699862270843797,0.0,0.0018995,0.0261435,0.016916,0.001021,0.04601,0.0029295000000000015
AE64_UINT6_q09800,AE64,UINT6,6,0.98,9800,CHANNEL_MAJOR,23892.0,20734.5,20817.0,0.8677760861376193,-0.0025404321102500127,0.0929395,0.023073,0.015116,0.0875575,0.2192705,0.17619
AE64_UINT6_q09800,AE64,UINT6,6,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,23892.0,20703.0,20834.25,0.8660551256696802,-0.004518578906558046,0.2122075,0.0220545,0.0149165,0.683098,0.933619,0.8905385
AE64_UINT4_q00000,AE64,UINT4,4,0.00,0,CURRENT_CELL_MAJOR,688692.0,474797.5,508154.2,0.6823538429551962,0.0,0.0034485,0.7978465,0.425682,0.002061,1.2337745,0.005157000000000078
AE64_UINT4_q00000,AE64,UINT4,4,0.00,0,CHANNEL_MAJOR,688692.0,426263.5,460918.7,0.6180276342690201,-0.09427104331615788,1.558992,0.9324925,0.420742,1.4091105,4.3275915,3.0989739999999997
AE64_UINT4_q00000,AE64,UINT4,4,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,688692.0,396705.5,431349.05,0.5791927963625249,-0.15118409261958965,8.304901,0.9499075,0.3984365,31.157865,40.7602545,39.531637
AE64_UINT4_q03000,AE64,UINT4,4,0.30,3000,CURRENT_CELL_MAJOR,484948.0,358459.0,368122.0,0.732712885582578,0.0,0.003319,0.491235,0.2999055,0.001899,0.7980165,0.005859999999999976
AE64_UINT4_q03000,AE64,UINT4,4,0.30,3000,CHANNEL_MAJOR,484948.0,331073.0,340826.05,0.6784480629881967,-0.07406014506109782,1.046411,0.5881795,0.2937395,0.94804,2.8521455,2.059989
AE64_UINT4_q03000,AE64,UINT4,4,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,484948.0,312523.5,324103.4,0.6405999167694268,-0.12571495687551937,6.051607,0.571448,0.2685685,21.3066605,28.2636365,27.47148
AE64_UINT4_q05000,AE64,UINT4,4,0.50,5000,CURRENT_CELL_MAJOR,347316.0,262209.0,267568.1,0.7517639735860139,0.0,0.003338,0.348526,0.220557,0.0017895,0.571337,0.005842499999999973
AE64_UINT4_q05000,AE64,UINT4,4,0.50,5000,CHANNEL_MAJOR,347316.0,245212.0,250794.6,0.7041439972892122,-0.06334431812374319,0.750422,0.3982035,0.2113755,0.6773425,2.0344975,1.469003
AE64_UINT4_q05000,AE64,UINT4,4,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,347316.0,235606.5,244800.8,0.6757403335507146,-0.10112700622331827,4.4554435,0.388764,0.19372,15.3546205,20.4329165,19.867422
AE64_UINT4_q07000,AE64,UINT4,4,0.70,7000,CURRENT_CELL_MAJOR,209684.0,162064.0,164566.45,0.7707977018394345,0.0,0.0025645,0.1656975,0.1333615,0.0013415,0.3059405,0.003856499999999985
AE64_UINT4_q07000,AE64,UINT4,4,0.70,7000,CHANNEL_MAJOR,209684.0,152844.0,155498.8,0.727853840481391,-0.05571353061323636,0.443006,0.161499,0.1257535,0.3994155,1.1427775,0.8406935
AE64_UINT4_q07000,AE64,UINT4,4,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,209684.0,148465.0,153137.65,0.7087443933490395,-0.08050531072201017,2.7049295,0.182062,0.1238925,9.1462735,12.203897,11.901812999999999
AE64_UINT4_q09000,AE64,UINT4,4,0.90,9000,CURRENT_CELL_MAJOR,72052.0,55908.5,56593.6,0.7756592027285849,0.0,0.002192,0.06496,0.05084,0.0012195,0.119705,0.0034580000000000027
AE64_UINT4_q09000,AE64,UINT4,4,0.90,9000,CHANNEL_MAJOR,72052.0,53804.5,54430.65,0.7471047385915728,-0.03681315716562683,0.1541185,0.0608835,0.045811,0.1462085,0.407283,0.291036
AE64_UINT4_q09000,AE64,UINT4,4,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,72052.0,53687.0,54950.7,0.7447383920640649,-0.03986391259943545,0.9020645,0.0566415,0.044351,3.1165685,4.1114885,3.9952415
AE64_UINT4_q09800,AE64,UINT4,4,0.98,9800,CURRENT_CELL_MAJOR,17012.0,12126.5,12281.2,0.7125705384434516,0.0,0.0018935,0.02221,0.013443,0.0009985,0.0386685,0.0029474999999999987
AE64_UINT4_q09800,AE64,UINT4,4,0.98,9800,CHANNEL_MAJOR,17012.0,11873.0,12045.65,0.6976160210439689,-0.020986718637216684,0.0509085,0.0189565,0.012182,0.045056,0.1269675,0.09124650000000001
AE64_UINT4_q09800,AE64,UINT4,4,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,17012.0,12111.0,12388.2,0.7108378460792382,-0.00243160819979793,0.192377,0.0177585,0.011314,0.6416685,0.8632035,0.8274825
AE32_UINT8_q00000,AE32,UINT8,8,0.00,0,CURRENT_CELL_MAJOR,688434.0,601569.5,608314.45,0.8730814360018535,0.0,0.0025185,0.461215,0.4332465,0.0016605,0.8984015,0.00428699999999993
AE32_UINT8_q00000,AE32,UINT8,8,0.00,0,CHANNEL_MAJOR,688434.0,592849.0,600447.2,0.8598136994613863,-0.015196447883744746,0.2380335,0.5581345,0.470719,0.2674885,1.5278095,0.633695
AE32_UINT8_q00000,AE32,UINT8,8,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,688434.0,536160.0,561302.2,0.7814931015536711,-0.10490239589516137,3.4464485,0.5612345,0.427335,27.975225,32.463691,31.569576499999997
AE32_UINT8_q03000,AE32,UINT8,8,0.30,3000,CURRENT_CELL_MAJOR,484690.0,427946.5,431425.65,0.8828268616280509,0.0,0.0029605,0.3431975,0.3125725,0.001728,0.6709465,0.005766999999999967
AE32_UINT8_q03000,AE32,UINT8,8,0.30,3000,CHANNEL_MAJOR,484690.0,425257.0,429060.4,0.8776819332975716,-0.005827788611904472,0.166869,0.341562,0.320226,0.1887265,1.021378,0.35619849999999986
AE32_UINT8_q03000,AE32,UINT8,8,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,484690.0,397456.0,405233.05,0.8190542859869194,-0.07223678663733257,2.420548,0.345879,0.3141435,19.373349,22.553971,21.8887915
AE32_UINT8_q05000,AE32,UINT8,8,0.50,5000,CURRENT_CELL_MAJOR,347058.0,308023.5,310991.3,0.8879774328066202,0.0,0.002612,0.2507595,0.221288,0.0015605,0.48842,0.004860000000000031
AE32_UINT8_q05000,AE32,UINT8,8,0.50,5000,CHANNEL_MAJOR,347058.0,307175.0,310213.25,0.8855918445187836,-0.002686541571553791,0.116128,0.2504665,0.2109515,0.1297925,0.712824,0.22926400000000002
AE32_UINT8_q05000,AE32,UINT8,8,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,347058.0,290762.0,296565.3,0.837542103913467,-0.05679798498227928,1.723696,0.244555,0.239271,13.9566825,16.2264415,15.7428815
AE32_UINT8_q07000,AE32,UINT8,8,0.70,7000,CURRENT_CELL_MAJOR,209426.0,186671.5,188247.0,0.8916425879546952,0.0,0.0025075,0.1580475,0.132822,0.0013445,0.3013385,0.004154500000000005
AE32_UINT8_q07000,AE32,UINT8,8,0.70,7000,CHANNEL_MAJOR,209426.0,186417.5,188056.75,0.8907962269488984,-0.0009492155458143969,0.072107,0.1488345,0.129324,0.0765715,0.4291475,0.1319635
AE32_UINT8_q07000,AE32,UINT8,8,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,209426.0,178704.5,181860.1,0.8533231159216144,-0.042976269360327946,1.024837,0.1446535,0.1528365,8.470617,9.7961805,9.4989965
AE32_UINT8_q09000,AE32,UINT8,8,0.90,9000,CURRENT_CELL_MAJOR,71794.0,63414.0,63791.0,0.8825788671407081,0.0,0.0023615,0.065314,0.050002,0.0013,0.1202675,0.003826999999999997
AE32_UINT8_q09000,AE32,UINT8,8,0.90,9000,CHANNEL_MAJOR,71794.0,63414.0,63790.65,0.8825789759589938,1.2329582066428202e-07,0.02763,0.0579685,0.04478,0.02736,0.1569075,0.040467
AE32_UINT8_q09000,AE32,UINT8,8,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,71794.0,62028.0,62705.0,0.8635440461598463,-0.021567274823301674,0.349348,0.0553355,0.044132,2.835009,3.2826865,3.166246
AE32_UINT8_q09800,AE32,UINT8,8,0.98,9800,CURRENT_CELL_MAJOR,16754.0,13271.5,13384.95,0.7916542318252358,0.0,0.001943,0.020383,0.0135625,0.0009995,0.036962,0.0030010000000000037
AE32_UINT8_q09800,AE32,UINT8,8,0.98,9800,CHANNEL_MAJOR,16754.0,13271.0,13384.6,0.7916542318252358,0.0,0.0104455,0.016362,0.011294,0.009468,0.0476045,0.013643500000000003
AE32_UINT8_q09800,AE32,UINT8,8,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,16754.0,13259.0,13429.3,0.7906451444431181,-0.0012746567144485965,0.0788245,0.0166325,0.010819,0.5717155,0.678733,0.644772
AE32_UINT6_q00000,AE32,UINT6,6,0.00,0,CURRENT_CELL_MAJOR,516404.0,472642.5,480925.2,0.904873791280664,0.0,0.0025295,0.4255975,0.310314,0.0016585,0.755772,0.004318000000000044
AE32_UINT6_q00000,AE32,UINT6,6,0.00,0,CHANNEL_MAJOR,516404.0,463688.0,473810.55,0.8913749578818134,-0.014917918420143117,1.348225,0.468569,0.310652,1.3686645,3.5577825,2.8063285000000002
AE32_UINT6_q00000,AE32,UINT6,6,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,516404.0,429177.0,452995.3,0.8278476916813193,-0.08512358335666903,4.6797945,0.4871665,0.329345,28.980623,34.5646485,33.813194499999994
AE32_UINT6_q03000,AE32,UINT6,6,0.30,3000,CURRENT_CELL_MAJOR,364268.0,339124.5,341373.2,0.9287554081061197,0.0,0.0031295,0.2761895,0.2229325,0.0017885,0.5178755,0.004835000000000034
AE32_UINT6_q03000,AE32,UINT6,6,0.30,3000,CHANNEL_MAJOR,364268.0,334219.0,336857.0,0.9165957910796446,-0.013092378165819096,0.9513345,0.2721225,0.21954,0.9450015,2.393292,1.8802515000000002
AE32_UINT6_q03000,AE32,UINT6,6,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,364268.0,319386.5,326048.2,0.8733803348427531,-0.05962288109448011,3.3042045,0.269097,0.2144975,20.2117175,24.113429,23.6003885
AE32_UINT6_q05000,AE32,UINT6,6,0.50,5000,CURRENT_CELL_MAJOR,261044.0,244417.5,245964.5,0.9358231095619896,0.0,0.0026045,0.191447,0.1602745,0.0015015,0.361854,0.0039184999999999914
AE32_UINT6_q05000,AE32,UINT6,6,0.50,5000,CHANNEL_MAJOR,261044.0,241710.0,243786.55,0.9258496951184475,-0.010657371400253357,0.6775275,0.179543,0.1571655,0.675471,1.678196,1.3202605
AE32_UINT6_q05000,AE32,UINT6,6,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,261044.0,232941.5,237565.0,0.891638119435804,-0.047215109003737155,2.3770685,0.1961285,0.1563135,14.405307,17.1838985,16.825963
AE32_UINT6_q07000,AE32,UINT6,6,0.70,7000,CURRENT_CELL_MAJOR,157820.0,148132.0,149087.2,0.9372637736028386,0.0,0.0023625,0.1256915,0.1014205,0.001361,0.2391635,0.004124500000000003
AE32_UINT6_q07000,AE32,UINT6,6,0.70,7000,CHANNEL_MAJOR,157820.0,146937.5,148040.95,0.9310817901723483,-0.00659577762909469,0.427625,0.117823,0.0979585,0.41699,1.066484,0.831445
AE32_UINT6_q07000,AE32,UINT6,6,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,157820.0,143088.0,145335.65,0.906000259393613,-0.033356153400711186,1.417913,0.117363,0.0983415,8.722171,10.411985,10.176946
AE32_UINT6_q09000,AE32,UINT6,6,0.90,9000,CURRENT_CELL_MAJOR,54596.0,50280.0,50511.2,0.9209191149534764,0.0,0.002208,0.05456,0.0377445,0.001212,0.0963175,0.0034489999999999937
AE32_UINT6_q09000,AE32,UINT6,6,0.90,9000,CHANNEL_MAJOR,54596.0,50051.5,50293.95,0.9167100726243681,-0.004570479926807702,0.167032,0.050017,0.0352335,0.163842,0.4173845,0.32451599999999997
AE32_UINT6_q09000,AE32,UINT6,6,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,54596.0,49409.0,49764.3,0.9043242064436955,-0.018019941426255737,0.485343,0.0472055,0.0336295,2.971182,3.533597,3.4407285
AE32_UINT6_q09800,AE32,UINT6,6,0.98,9800,CURRENT_CELL_MAJOR,13316.0,10569.5,10654.6,0.793790716994593,0.0,0.0018745,0.025662,0.0108585,0.000987,0.039682,0.002994500000000004
AE32_UINT6_q09800,AE32,UINT6,6,0.98,9800,CHANNEL_MAJOR,13316.0,10550.0,10634.65,0.7923650354836287,-0.0017960420554703482,0.0671785,0.022041,0.0092345,0.060433,0.1599545,0.123267
AE32_UINT6_q09800,AE32,UINT6,6,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,13316.0,10492.0,10588.6,0.7880293209297087,-0.0072580794175798324,0.1269,0.0203285,0.009042,0.6271605,0.784098,0.7474105
AE32_UINT4_q00000,AE32,UINT4,4,0.00,0,CURRENT_CELL_MAJOR,344372.0,229575.5,248889.4,0.6619230303639668,0.0,0.002343,0.442965,0.21811,0.0014255,0.6728345,0.004006999999999983
AE32_UINT4_q00000,AE32,UINT4,4,0.00,0,CHANNEL_MAJOR,344372.0,207156.5,224555.8,0.6015680127521982,-0.09118132296829384,0.647703,0.5318275,0.218306,0.642089,2.026397,1.3575694999999999
AE32_UINT4_q00000,AE32,UINT4,4,0.00,0,CHANNEL_MAJOR_MODULAR_DELTA,344372.0,192888.5,210446.9,0.5637467667594926,-0.1483197578886034,4.03282,0.5275165,0.200111,28.3571775,33.08424,32.4154125
AE32_UINT4_q03000,AE32,UINT4,4,0.30,3000,CURRENT_CELL_MAJOR,243844.0,174749.5,181429.85,0.7114841802033267,0.0,0.002883,0.2517045,0.159805,0.0013925,0.4164945,0.005122000000000015
AE32_UINT4_q03000,AE32,UINT4,4,0.30,3000,CHANNEL_MAJOR,243844.0,160953.5,167318.4,0.6583923789389938,-0.07462119712789739,0.4475465,0.323014,0.15533,0.442455,1.370427,0.9590545000000001
AE32_UINT4_q03000,AE32,UINT4,4,0.30,3000,CHANNEL_MAJOR_MODULAR_DELTA,243844.0,152435.0,159679.75,0.6242981873144305,-0.12254101400256057,3.025241,0.3458615,0.1462785,19.727256,23.2397815,22.828409
AE32_UINT4_q05000,AE32,UINT4,4,0.50,5000,CURRENT_CELL_MAJOR,175028.0,128803.0,132835.1,0.7337389410551455,0.0,0.0024975,0.1731195,0.1150535,0.001358,0.292341,0.003744000000000025
AE32_UINT4_q05000,AE32,UINT4,4,0.50,5000,CHANNEL_MAJOR,175028.0,120569.5,124838.7,0.6888482664202299,-0.06118071717763951,0.3272235,0.209961,0.110573,0.3242125,0.9764345,0.6878375
AE32_UINT4_q05000,AE32,UINT4,4,0.50,5000,CHANNEL_MAJOR_MODULAR_DELTA,175028.0,115410.0,121189.35,0.6592105084615033,-0.10157350036031532,2.2153725,0.222394,0.108447,14.1797075,16.7247475,16.4361505
AE32_UINT4_q07000,AE32,UINT4,4,0.70,7000,CURRENT_CELL_MAJOR,106212.0,80813.0,82453.05,0.760449398961511,0.0,0.0023695,0.0884235,0.0714955,0.0013085,0.164294,0.004228999999999983
AE32_UINT4_q07000,AE32,UINT4,4,0.70,7000,CHANNEL_MAJOR,106212.0,76013.5,78127.7,0.715464266043385,-0.05915598457906446,0.209546,0.0849085,0.0643685,0.199279,0.5712095,0.4111445
AE32_UINT4_q07000,AE32,UINT4,4,0.70,7000,CHANNEL_MAJOR_MODULAR_DELTA,106212.0,73419.5,76536.35,0.691438173181938,-0.09075058231858213,1.3531025,0.0883735,0.0649035,8.565454,10.102676,9.942611000000001
AE32_UINT4_q09000,AE32,UINT4,4,0.90,9000,CURRENT_CELL_MAJOR,37396.0,28170.0,28575.25,0.7522704634185474,0.0,0.0022005,0.0392765,0.0279285,0.001179,0.0713635,0.0037355000000000027
AE32_UINT4_q09000,AE32,UINT4,4,0.90,9000,CHANNEL_MAJOR,37396.0,27047.0,27493.0,0.7229286721841908,-0.03900431116359204,0.0869935,0.0359205,0.025536,0.0813395,0.230291,0.162663
AE32_UINT4_q09000,AE32,UINT4,4,0.90,9000,CHANNEL_MAJOR_MODULAR_DELTA,37396.0,26805.5,27440.4,0.7163098994544871,-0.04780270622436045,0.472959,0.033962,0.0242675,2.899879,3.4341815,3.3665535
AE32_UINT4_q09800,AE32,UINT4,4,0.98,9800,CURRENT_CELL_MAJOR,9876.0,6254.5,6381.3,0.6325704359052248,0.0,0.0018985,0.025522,0.009282,0.0010045,0.037749,0.0028769999999999976
AE32_UINT4_q09800,AE32,UINT4,4,0.98,9800,CHANNEL_MAJOR,9876.0,6124.0,6246.0,0.6191991633758607,-0.02113799787406989,0.038709,0.022073,0.007355,0.0317285,0.099945,0.065073
AE32_UINT4_q09800,AE32,UINT4,4,0.98,9800,CHANNEL_MAJOR_MODULAR_DELTA,9876.0,6179.0,6349.15,0.6244707814398542,-0.012804351903958011,0.108796,0.020945,0.007177,0.598753,0.7363845,0.7015125
