wall_time_iso,elapsed_s,run_id,run_group,stream_id,transport_label,role,frame_id,carla_timestamp,result_received,front_ms,back_ms,round_trip_ms,transport_round_trip_ms_estimate,total_pipeline_ms_estimate,feature_payload_bytes,feature_payload_bytes_uncompressed,feature_payload_chunks,result_payload_bytes_estimate,result_payload_chunks_estimate,mask_present,segmentation_class_count,gt_camera_available,miou_binary,miou_3class_macro,miou_vehicle_iou,miou_person_iou,gt_vehicle_pixels,gt_person_pixels,object_count,radar_projected_points,spatial_map_enabled,spatial_map_dropped_packets,bind_host,remote_host,camera_source_port,remote_port,remote_source_port,camera_result_port,camera_width,camera_height,model_input_width,model_input_height,quantization_mode,entropy_coder
2026-07-15T23:42:55.981,5.892395116039552,20260715_234250_front_fusion_ego_2537,egofpsfast_5,fusion_ego_2537,front,front,6721565,96585.84588500217,True,779.6545960009098,9.028182015754282,45.13748292811215,36.10930091235787,824.792078929022,1140802,2903040,20,3429,1,True,3,0,nan,nan,nan,nan,0,0,1,969,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-15T23:42:56.131,6.0423781629651785,20260715_234250_front_fusion_ego_2537,egofpsfast_5,fusion_ego_2537,front,front,6721566,96586.04588500515,True,40.97504005767405,18.16420105751604,52.963088965043426,34.79888790752739,93.93812902271748,1136187,2903040,19,3827,1,True,3,0,nan,nan,nan,nan,0,0,2,976,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-15T23:42:56.273,6.184598296997137,20260715_234250_front_fusion_ego_2537,egofpsfast_5,fusion_ego_2537,front,front,6721567,96586.24588500813,True,40.247844997793436,5.954819032922387,39.57564302254468,33.620823989622295,79.82348802033812,1133805,2903040,19,3996,1,True,3,0,nan,nan,nan,nan,0,0,2,972,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-15T23:42:56.414,6.325548805994913,20260715_234250_front_fusion_ego_2537,egofpsfast_5,fusion_ego_2537,front,front,6721568,96586.44588501111,True,41.41331894788891,6.8940980127081275,40.14964692760259,33.25554891489446,81.5629658754915,1127063,2903040,19,4176,1,True,3,0,nan,nan,nan,nan,0,0,2,974,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-15T23:42:56.566,6.477859542937949,20260715_234250_front_fusion_ego_2537,egofpsfast_5,fusion_ego_2537,front,front,6721569,96586.64588501409,True,41.566999978385866,17.271511955186725,49.76239905226976,32.49088709708303,91.32939903065562,1130931,2903040,19,3850,1,True,3,0,nan,nan,nan,nan,0,0,2,987,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-15T23:42:56.709,6.620628430042416,20260715_234250_front_fusion_ego_2537,egofpsfast_5,fusion_ego_2537,front,front,6721570,96586.84588501707,True,49.190528923645616,7.082071038894355,39.886928047053516,32.80485700815916,89.07745697069913,1125185,2903040,19,3974,1,True,3,0,nan,nan,nan,nan,0,0,3,989,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-15T23:42:56.882,6.794489201973192,20260715_234250_front_fusion_ego_2537,egofpsfast_5,fusion_ego_2537,front,front,6721571,96587.04588502005,True,41.583361919038,6.239705951884389,39.48708903044462,33.24738307856023,81.07045094948262,1128923,2903040,19,3728,1,True,3,0,nan,nan,nan,nan,0,0,2,985,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-15T23:42:57.033,6.945431952015497,20260715_234250_front_fusion_ego_2537,egofpsfast_5,fusion_ego_2537,front,front,6721572,96587.24588502303,True,40.530715021304786,9.23785800114274,47.42024501319975,38.182387012057006,87.95096003450453,1114973,2903040,19,4417,1,True,3,0,nan,nan,nan,nan,0,0,4,991,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-15T23:42:57.175,7.086713224998675,20260715_234250_front_fusion_ego_2537,egofpsfast_5,fusion_ego_2537,front,front,6721573,96587.44588502601,True,47.18249989673495,7.293394999578595,42.82392293680459,35.530527937226,90.00642283353955,1124906,2903040,19,3368,1,True,3,0,nan,nan,nan,nan,0,0,1,988,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-15T23:42:57.311,7.222995540010743,20260715_234250_front_fusion_ego_2537,egofpsfast_5,fusion_ego_2537,front,front,6721574,96587.645885029,True,39.17414403986186,7.340148906223476,40.74942006263882,33.40927115641534,79.92356410250068,1139423,2903040,19,2646,1,True,2,0,nan,nan,nan,nan,0,0,1,981,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
