profile_id,display_profile_id,sensitivity_floor_id,quality_floor_config_sha256,max_recall_drop,max_class_recall_drop,max_localization_increase_m,max_fp_per_frame_increase,recall_drop,vehicle_recall_drop,pedestrian_recall_drop,localization_increase_m,vehicle_localization_increase_m,pedestrian_localization_increase_m,vehicle_precision_drop,pedestrian_precision_drop,fp_per_frame_increase,vehicle_fp_per_frame_increase,pedestrian_fp_per_frame_increase,miou_drop_secondary,screen_basis,incremental_recall_gate_pass,incremental_vehicle_recall_gate_pass,incremental_pedestrian_recall_gate_pass,incremental_aggregate_localization_gate_pass,incremental_aggregate_fp_gate_pass,roi_incremental_screen_pass,absolute_object_quality_gate_status,class_precision_localization_gate_status,difficult_object_gate_status,difficult_nonempty_gate_status,quality_gate_status,quality_gate_reason,segmentation_used_as_veto,final_eligible,decision_status
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00564247,0.00243112,0.01118099,0.05075426,0.04233501,0.06835404,0.00566091,0.01829203,0.04301573,0.0212766,0.02173913,0.19458227,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.02975122,0.02795786,0.03284416,0.16863521,0.16368846,0.1793185,0.01535781,0.04115454,0.07955597,0.03283996,0.046716,0.42952518,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00872018,0.00324149,0.01816911,0.06484999,0.0553265,0.08595498,0.00652594,0.021826,0.04810361,0.0240518,0.0240518,0.3975114,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00051295,-0.00040519,0.00209644,-0.00072939,-0.00102347,0.00034049,0.00054798,0.00121078,0.00370028,0.00277521,0.00092507,0.03680862,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u6__q0.5__zstd3__ckpt10cebbeede4d,ae32/u6/q0.5,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00692485,0.00243112,0.01467505,0.03609481,0.03774862,0.03568131,0.00939272,0.01951708,0.06012951,0.03746531,0.0226642,0.06352482,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u6__q0.7__zstd3__ckpt10cebbeede4d,ae32/u6/q0.7,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.0074378,0.00324149,0.01467505,0.03985899,0.03829112,0.04529888,0.007805,0.01951708,0.05226642,0.02960222,0.0226642,0.08259574,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u6__q0.98__zstd3__ckpt10cebbeede4d,ae32/u6/q0.98,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.03129007,0.02755267,0.03773585,0.15841706,0.16314533,0.15223169,0.01724996,0.040035,0.08556892,0.04162812,0.0439408,0.22199853,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u6__q0.9__zstd3__ckpt10cebbeede4d,ae32/u6/q0.9,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00872018,0.0028363,0.01886792,0.05897341,0.05230144,0.07501378,0.00897237,0.01506719,0.04949121,0.03515264,0.01433858,0.13844665,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.0,0.00040519,-0.00069881,0.00069056,-0.00058913,0.00282394,-0.00021767,0.0007794,0.0,-0.0013876,0.0013876,0.02378637,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u8__q0.5__zstd3__ckpt10cebbeede4d,ae32/u8/q0.5,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00666838,0.00202593,0.01467505,0.03977261,0.04204493,0.03825778,0.00848794,0.01671862,0.05272895,0.03422757,0.01850139,0.04912957,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00589895,0.00202593,0.01257862,0.04573635,0.04429603,0.05071942,0.00689913,0.01861532,0.04949121,0.02728955,0.02220167,0.06376963,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u8__q0.98__zstd3__ckpt10cebbeede4d,ae32/u8/q0.98,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.03077712,0.02917342,0.03354298,0.16239206,0.15879705,0.17046636,0.01647911,0.0364277,0.07678076,0.03654024,0.04024052,0.2202545,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u8__q0.9__zstd3__ckpt10cebbeede4d,ae32/u8/q0.9,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.0074378,0.00162075,0.0174703,0.06594982,0.05976145,0.0810334,0.00678934,0.01278772,0.03885291,0.02728955,0.01156337,0.12090456,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00025648,0.0,0.00069881,-0.00705218,-0.00748261,-0.006109,0.00279318,0.00411472,0.01711378,0.01156337,0.00555042,0.08482781,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,-0.00230828,0.00121556,-0.00838574,0.05497411,0.04464627,0.07171871,0.00412194,0.00200659,0.02173913,0.01572618,0.00601295,0.1216382,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,-0.00025648,0.00324149,-0.00628931,0.04634046,0.03585932,0.06340487,0.00764448,0.00224084,0.03376503,0.02821462,0.00555042,0.17286929,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.01436266,0.0149919,0.01327743,0.16923325,0.18399584,0.14194173,0.01978348,0.02313987,0.09481961,0.066605,0.02821462,0.34800709,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00666838,0.00324149,0.01257862,0.04776397,0.03540092,0.0728423,0.00971364,0.01188229,0.04902868,0.03700278,0.0120259,0.33992338,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.0,-0.00081037,0.00139762,0.00011609,0.00148739,-0.00196512,-0.00021988,0.00134225,0.0013876,0.0,0.0013876,0.03020058,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00333419,0.0060778,-0.00139762,0.04477298,0.03105385,0.06828805,0.00088007,0.00632339,0.00647549,-0.00323774,0.00971323,0.0440534,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u6__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.7,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00128238,0.00405186,-0.00349406,0.04762066,0.03180684,0.07490576,0.00570354,0.00417718,0.02682701,0.01942646,0.00740056,0.06894098,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u6__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.98,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.01564504,0.01701783,0.01327743,0.17261386,0.17719595,0.16367149,0.01409905,0.01753329,0.06059204,0.04024052,0.02035153,0.21760565,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u6__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.9,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.00718133,0.00162075,0.01677149,0.05539655,0.04688337,0.07446353,0.00827683,0.01065948,0.04209066,0.0333025,0.00878816,0.143499,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u6__q0__zstd3__ckptc6a2362c7c2d,ae64/u6/q0,prior_reference_exploratory,f9f27f22602233504b3d861b2b99075bd176df27ad1195d93531f4de14ec8d2e,0.02,0.02,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
