profile_id,display_profile_id,stratum_axis,stratum_value,evidence_level,n_frames,n_gt,n_gt_vehicle,n_gt_pedestrian,tp,fp,fn,tp_vehicle,fp_vehicle,fn_vehicle,tp_pedestrian,fp_pedestrian,fn_pedestrian,recall,precision,f1,recall_vehicle,precision_vehicle,f1_vehicle,recall_pedestrian,precision_pedestrian,f1_pedestrian,fp_per_frame,fp_vehicle_per_frame,fp_pedestrian_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_pedestrian_m,payload_bytes_mean,payload_bytes_p50,payload_bytes_p95,payload_bytes_min,payload_bytes_max,miou,iou_background,iou_vehicle,iou_person
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3140,2545,425,2211,2011,257,929,534,168,0.88078541,0.55233069,0.67891892,0.8958671,0.52368546,0.66098655,0.84685506,0.63499658,0.72578125,1.77723464,1.40432961,0.37290503,1.03252257,1.3561678,0.94060887,1.25127518,296286.94832402,294936.5,317434.9,255078,353307,0.70960239,0.96468941,0.59195048,0.57216727
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,density_bin,0,frame_aggregate,483,0,0,0,0,25,0,0,9,0,0,16,0,,0.0,,,0.0,,,0.0,,0.05175983,0.01863354,0.03312629,,,,,297181.93167702,296805.0,311341.4,274306,322452,0.59095035,0.99881769,0.63562719,0.13840616
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1437,1266,142,1053,1034,81,384,232,61,0.91006966,0.53163152,0.67118169,0.92857143,0.50455199,0.65383421,0.86292135,0.62337662,0.72384543,1.1604033,0.94775435,0.21264895,0.92639114,1.21259833,0.85948429,1.10986226,296089.24197984,295223.0,315197.5,270327,332295,0.70459849,0.97578001,0.58667617,0.55133928
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,density_bin,3-4,frame_aggregate,453,1528,940,588,1335,1023,193,830,718,110,505,305,83,0.8736911,0.56615776,0.68708183,0.88297872,0.53617571,0.66720257,0.85884354,0.62345679,0.72246066,2.25827815,1.58498896,0.67328918,1.06886803,1.38753534,0.99709392,1.1868334,296107.43046358,293908.0,318308.8,263642,353307,0.71021863,0.95616813,0.59660285,0.57788491
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,density_bin,5+,frame_aggregate,135,792,394,398,657,426,135,328,263,66,329,163,69,0.82954545,0.6066482,0.7008,0.83248731,0.55499154,0.66598985,0.82663317,0.66869919,0.73932584,3.15555556,1.94814815,1.20740741,1.2309028,1.58506652,1.05811377,1.40316664,290399.32592593,287744.0,315724.6,255078,324289,0.75440167,0.96599007,0.60529526,0.6919197
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3429,2715,470,2211,2015,257,1218,700,213,0.87945627,0.55810547,0.68286369,0.8958671,0.52318978,0.66059157,0.85115304,0.6350365,0.72738131,1.61703395,1.20011912,0.41691483,1.0402059,1.35909518,0.94060887,1.22100148,295636.65157832,294459.0,316714.9,255078,353307,0.72165578,0.96981538,0.59223512,0.60291684
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,all,ALL,frame_aggregate,2162,3899,2468,1431,3355,2796,544,2186,2050,282,1169,746,262,0.86047705,0.54543977,0.66766169,0.88573744,0.51605288,0.65214797,0.81691125,0.61044386,0.69874477,1.29324699,0.94819611,0.34505088,1.11410744,1.44820278,1.0194856,1.29104784,245136.69796485,243744.5,265454.1,199200,302979,0.61283704,0.94014908,0.36344361,0.53491843
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2000,1522,376,1109,973,170,891,549,206,0.84175084,0.56785917,0.678196,0.86708366,0.5326609,0.65992264,0.81221513,0.61875,0.70240441,2.24153166,1.43298969,0.80854197,1.16282898,1.50133961,1.04506464,1.30940658,243306.26509573,241624.0,265956.8,199200,286023,0.624989,0.91686266,0.39250987,0.56559449
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2278,1696,432,1109,975,170,1169,721,262,0.84059041,0.57322597,0.68162777,0.86708366,0.53214971,0.65953018,0.81691125,0.61851852,0.70400482,1.83153348,1.05291577,0.77861771,1.1712957,1.50393605,1.04506464,1.29104784,242617.6112311,241568.5,265136.0,199200,286023,0.64041996,0.93871134,0.39253241,0.59001612
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3077,2595,488,2186,2034,282,891,561,206,0.8631136,0.54248942,0.66623363,0.88573744,0.51800948,0.65370813,0.81221513,0.61363636,0.69909769,1.81215084,1.42039106,0.39175978,1.10343737,1.44130299,1.0194856,1.30940658,245425.94343575,243239.5,268159.0,199200,302979,0.59564808,0.90974902,0.36222038,0.51497484
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,density_bin,0,frame_aggregate,483,0,0,0,0,27,0,0,14,0,0,13,0,,0.0,,,0.0,,,0.0,,0.05590062,0.02898551,0.02691511,,,,,246535.47826087,245473.0,260952.0,224618,273959,0.53834961,0.997563,0.45713257,0.16035324
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1396,1273,183,1034,1039,100,362,234,83,0.88410386,0.52304234,0.65725047,0.91181658,0.49879402,0.64483941,0.81348315,0.60738255,0.69548511,1.16681943,0.95233731,0.21448213,1.04664225,1.35673745,0.95565075,1.30654616,244995.84784601,243558.0,265092.0,215189,285255,0.59392082,0.93660597,0.35185621,0.49330028
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,density_bin,3-4,frame_aggregate,453,1528,940,588,1311,1045,217,824,736,116,487,309,101,0.85798429,0.55645161,0.67507724,0.87659574,0.52820513,0.6592,0.82823129,0.61180905,0.70375723,2.30684327,1.62472406,0.68211921,1.11598629,1.45261715,1.05609278,1.21732561,245422.23399558,242493.0,268442.8,211543,302979,0.60260594,0.89565511,0.38310803,0.5290547
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,density_bin,5+,frame_aggregate,135,792,394,398,648,451,144,328,261,66,320,190,78,0.81818182,0.58962693,0.68535167,0.83248731,0.55687606,0.66734486,0.8040201,0.62745098,0.70484581,3.34074074,1.93333333,1.40740741,1.2556479,1.61990298,1.12875669,1.38571139,240312.31851852,237915.0,267255.8,199200,279180,0.62597101,0.90081024,0.34191972,0.63518307
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3355,2769,544,2186,2036,282,1169,733,262,0.86047705,0.54784455,0.66946024,0.88573744,0.51776409,0.65351271,0.81691125,0.61461619,0.70147015,1.64919595,1.21262656,0.43656939,1.11410744,1.44820278,1.0194856,1.29104784,244734.30911257,242907.0,266517.1,199200,302979,0.61101744,0.92292972,0.36244995,0.54767265
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,all,ALL,frame_aggregate,2162,3899,2468,1431,3359,2805,540,2186,2060,282,1173,745,258,0.86150295,0.54493835,0.66759416,0.88573744,0.51483749,0.65117665,0.8197065,0.61157456,0.70050761,1.29740981,0.95282146,0.34458834,1.11913623,1.45416375,1.0274935,1.28992141,189055.5679926,188986.0,202247.2,154450,220867,0.58163112,0.92202572,0.300265,0.52260262
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,1999,1532,377,1106,983,173,893,549,204,0.84132997,0.56612858,0.67682411,0.86473808,0.52943992,0.6567696,0.81403829,0.61927878,0.70342655,2.2562592,1.44771723,0.80854197,1.16701019,1.50760609,1.05040176,1.31143228,188000.66863034,188338.0,200015.9,154450,211805,0.58318067,0.88531479,0.31312312,0.55110411
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2279,1706,431,1106,988,173,1173,718,258,0.84095941,0.5718946,0.68080657,0.86473808,0.52817574,0.65579603,0.8197065,0.62030672,0.70620108,1.84233261,1.06695464,0.77537797,1.17368238,1.50694819,1.05040176,1.28992141,187293.63822894,187410.0,199620.75,154450,211805,0.6008925,0.91502212,0.3120039,0.57565147
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3079,2604,486,2186,2041,282,893,563,204,0.86367461,0.54179131,0.6658737,0.88573744,0.51715164,0.65302465,0.81403829,0.61332418,0.69956913,1.81843575,1.42527933,0.39315642,1.10984404,1.4497124,1.0274935,1.31143228,189309.76606145,189155.5,203468.3,154450,220867,0.56146136,0.88261774,0.29947866,0.50228767
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,density_bin,0,frame_aggregate,483,0,0,0,0,27,0,0,14,0,0,13,0,,0.0,,,0.0,,,0.0,,0.05590062,0.02898551,0.02691511,,,,,190196.89026915,190002.0,200976.5,172473,213445,0.52683476,0.99728417,0.42612473,0.15709539
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1400,1271,179,1036,1039,98,364,232,81,0.88663711,0.52414826,0.65882353,0.91358025,0.49927711,0.64568401,0.81797753,0.61073826,0.69932757,1.16498625,0.95233731,0.21264895,1.04170474,1.3514848,0.95820839,1.2793482,188851.72777269,188510.0,203562.5,165247,212397,0.56997222,0.92014019,0.29724449,0.49253198
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,density_bin,3-4,frame_aggregate,453,1528,940,588,1315,1040,213,824,731,116,491,309,97,0.86060209,0.55838641,0.67731136,0.87659574,0.52990354,0.66052104,0.83503401,0.61375,0.7074928,2.29580574,1.61368653,0.68211921,1.13151717,1.47231339,1.07733781,1.2224414,189500.94922737,189783.0,201727.2,165569,220867,0.56037419,0.85607698,0.30569596,0.51934962
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,density_bin,5+,frame_aggregate,135,792,394,398,644,467,148,326,276,68,318,191,80,0.81313131,0.57965797,0.67682606,0.82741117,0.54152824,0.65461847,0.79899497,0.62475442,0.70121279,3.45925926,2.04444444,1.41481481,1.26218457,1.62246711,1.12168873,1.4062149,185125.0,184718.0,199289.6,154450,208065,0.58651682,0.87340484,0.28280459,0.60334103
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3359,2778,540,2186,2046,282,1173,732,258,0.86150295,0.54733583,0.6693902,0.88573744,0.51654064,0.65253731,0.8197065,0.61574803,0.70323741,1.65455628,1.21858249,0.43597379,1.11913623,1.45416375,1.0274935,1.28992141,188727.24240619,188583.0,202922.2,154450,220867,0.57776762,0.89947265,0.29907392,0.53475629
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,all,ALL,frame_aggregate,2162,3899,2468,1431,3239,2739,660,2081,1980,387,1158,759,273,0.83072583,0.54182001,0.65586717,0.84319287,0.51243536,0.63746362,0.80922432,0.60406886,0.69175627,1.26688252,0.91581869,0.35106383,1.37448636,1.72328689,1.28017229,1.54397477,44034.31313599,44245.0,48485.95,31919,51649,0.49734271,0.96795143,0.1757203,0.3483564
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,1920,1482,456,1045,944,234,875,538,222,0.80808081,0.5643739,0.66458982,0.81704457,0.52538964,0.63953488,0.7976299,0.61924982,0.69721116,2.1826215,1.39027982,0.79234168,1.45984866,1.80922987,1.36040567,1.57861201,42241.40795287,42370.0,46628.2,31919,49790,0.49338643,0.95292565,0.16473528,0.36249835
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2203,1667,507,1045,952,234,1158,715,273,0.81291513,0.56925065,0.66960486,0.81704457,0.52328493,0.63797314,0.80922432,0.61825948,0.70096852,1.80021598,1.02807775,0.77213823,1.45689819,1.799315,1.36040567,1.54397477,42860.56479482,43036.0,47279.5,31919,51649,0.504164,0.96459058,0.1644873,0.38341412
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,2956,2517,609,2081,1957,387,875,560,222,0.82917251,0.54010597,0.65412702,0.84319287,0.51535414,0.63971718,0.7976299,0.6097561,0.69115324,1.75768156,1.36662011,0.39106145,1.36851287,1.72259006,1.28017229,1.57861201,43266.18505587,43554.0,47554.45,31919,51449,0.48661842,0.95282657,0.17587312,0.33115557
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,density_bin,0,frame_aggregate,483,0,0,0,0,37,0,0,15,0,0,22,0,,0.0,,,0.0,,,0.0,,0.07660455,0.0310559,0.04554865,,,,,46041.49275362,45957.0,49656.6,39801,51138,0.41363156,0.99782533,0.17980641,0.06326293
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1392,1289,187,1019,1020,115,373,269,72,0.88157061,0.51920925,0.65352113,0.89858907,0.49975478,0.64229436,0.83820225,0.58099688,0.68629255,1.18148488,0.93492209,0.24656279,1.24726124,1.5920741,1.15673858,1.4945604,44265.8872594,44345.0,48011.0,34593,51649,0.50019086,0.96584274,0.18613627,0.34859358
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,density_bin,3-4,frame_aggregate,453,1528,940,588,1242,997,286,760,703,180,482,294,106,0.81282723,0.55471192,0.65941067,0.80851064,0.51948052,0.63254266,0.81972789,0.62113402,0.70674487,2.200883,1.55187638,0.64900662,1.41462306,1.75316514,1.3689009,1.4867161,42427.82119205,42758.0,46613.0,31919,49227,0.49243239,0.94658326,0.16305372,0.36766019
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,density_bin,5+,frame_aggregate,135,792,394,398,605,416,187,302,242,92,303,174,95,0.76388889,0.59255632,0.6674021,0.76649746,0.55514706,0.64392324,0.76130653,0.63522013,0.69257143,3.08148148,1.79259259,1.28888889,1.58481294,1.93839716,1.47336835,1.69588974,40372.28148148,40402.0,44196.1,33448,45281,0.48827777,0.94871749,0.16068894,0.3554269
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3239,2702,660,2081,1965,387,1158,737,273,0.83072583,0.54519441,0.65833333,0.84319287,0.51433515,0.63893153,0.80922432,0.61108179,0.69633193,1.60929124,1.17033949,0.43895176,1.37448636,1.72328689,1.28017229,1.54397477,43456.90530077,43735.0,47639.4,31919,51649,0.49748319,0.9592831,0.17565959,0.35750689
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,all,ALL,frame_aggregate,2162,3899,2468,1431,3351,2971,548,2169,2220,299,1182,751,249,0.85945114,0.53005378,0.65570883,0.87884927,0.49419002,0.63263818,0.82599581,0.61148474,0.70273484,1.37419056,1.02682701,0.34736355,1.16534272,1.49138118,1.06837433,1.34328218,100693.92229417,100538.0,110025.65,85204,119291,0.52591347,0.92643111,0.28426988,0.36703943
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2001,1606,375,1104,1059,175,897,547,200,0.84217172,0.55475464,0.6688952,0.86317435,0.51040222,0.64148751,0.81768459,0.62119114,0.70602125,2.365243,1.55964654,0.80559647,1.23503909,1.56442124,1.12941744,1.36503495,98806.07216495,98756.0,107445.8,85204,114161,0.5132546,0.89597641,0.2968529,0.34693451
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2286,1792,424,1104,1064,175,1182,728,249,0.84354244,0.56056891,0.67354154,0.86317435,0.50922509,0.64055701,0.82599581,0.61884817,0.70757258,1.93520518,1.14902808,0.78617711,1.23999842,1.56478168,1.12941744,1.34328218,99200.2699784,99136.5,108686.75,85204,114161,0.5380471,0.92382486,0.29868436,0.39163209
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3066,2760,499,2169,2200,299,897,560,200,0.86002805,0.52626159,0.65296561,0.87884927,0.49645228,0.63448881,0.81768459,0.61564859,0.70242756,1.9273743,1.53631285,0.39106145,1.15516643,1.4841259,1.06837433,1.36503495,100021.37360335,99726.0,109316.55,85204,119040,0.49959357,0.88841722,0.28192486,0.32843862
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,density_bin,0,frame_aggregate,483,0,0,0,0,25,0,0,15,0,0,10,0,,0.0,,,0.0,,,0.0,,0.05175983,0.0310559,0.02070393,,,,,102897.56935818,103090.0,110607.9,90555,119291,0.54165865,0.99832574,0.49359926,0.13305095
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1399,1364,180,1031,1109,103,368,255,77,0.8860038,0.5063337,0.6444035,0.90917108,0.4817757,0.62981063,0.82696629,0.59069021,0.68913858,1.25022915,1.01649863,0.23373052,1.07045212,1.37168572,0.98077064,1.3217065,100846.96975252,100741.0,110126.5,87798,119040,0.54620059,0.91797168,0.27257124,0.44805885
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,density_bin,3-4,frame_aggregate,453,1528,940,588,1298,1131,230,809,825,131,489,306,99,0.84947644,0.53437629,0.65605257,0.8606383,0.49510404,0.62859363,0.83163265,0.61509434,0.70715835,2.49668874,1.82119205,0.67549669,1.18911443,1.52575167,1.12296886,1.29854545,99440.83664459,99154.0,108660.2,85523,115990,0.54991199,0.87764058,0.29852191,0.4735735
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,density_bin,5+,frame_aggregate,135,792,394,398,654,451,138,329,271,65,325,180,73,0.82575758,0.5918552,0.68950975,0.83502538,0.54833333,0.66197183,0.81658291,0.64356436,0.71982281,3.34074074,2.00740741,1.33333333,1.32114741,1.65875829,1.20865528,1.43502406,95777.71111111,94230.0,106562.2,85204,110663,0.48062317,0.88980281,0.2851835,0.2668832
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3351,2946,548,2169,2205,299,1182,741,249,0.85945114,0.53215817,0.65731659,0.87884927,0.49588477,0.63402514,0.82599581,0.61466459,0.70483005,1.75461584,1.31328172,0.44133413,1.16534272,1.49138118,1.06837433,1.34328218,100059.99642644,99777.0,109614.9,85204,119040,0.52024964,0.90499618,0.28280967,0.37294307
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,all,ALL,frame_aggregate,2162,3899,2468,1431,3412,2772,487,2205,2049,263,1207,723,224,0.87509618,0.55174644,0.6767827,0.89343598,0.51833568,0.65605475,0.84346611,0.6253886,0.71823862,1.28214616,0.94773358,0.33441258,1.04541359,1.36459554,0.94812845,1.22313829,401445.78445883,401045.0,416840.8,358498,429964,0.8384671,0.99718267,0.93066646,0.58755217
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2042,1510,334,1118,981,161,924,529,173,0.85942761,0.57488739,0.68893387,0.87412041,0.53263459,0.66193014,0.84229717,0.63592567,0.72470588,2.22385862,1.44477172,0.77908689,1.09400673,1.41725809,0.96846716,1.24590418,396486.64064801,395189.0,414608.7,358498,427214,0.85169274,0.99593503,0.93762925,0.62151393
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2325,1682,385,1118,986,161,1207,696,224,0.85793358,0.58023459,0.69227334,0.87412041,0.53136882,0.66095182,0.84346611,0.63426169,0.72405519,1.81641469,1.06479482,0.75161987,1.10067708,1.41644382,0.96846716,1.22313829,397166.65766739,396540.0,413816.25,358498,427214,0.85690438,0.99655793,0.93074728,0.64340794
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3129,2576,436,2205,2035,263,924,541,173,0.87769986,0.54846626,0.67508091,0.89343598,0.52004717,0.65742397,0.84229717,0.63071672,0.72131148,1.79888268,1.42108939,0.3777933,1.03606222,1.36036225,0.94812845,1.24590418,399911.3603352,399050.5,416554.95,358498,429964,0.83591352,0.99641987,0.93971085,0.57160985
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,density_bin,0,frame_aggregate,483,0,0,0,0,24,0,0,9,0,0,15,0,,0.0,,,0.0,,,0.0,,0.04968944,0.01863354,0.0310559,,,,,407227.3747412,407107.0,420527.1,385605,427981,0.58912209,0.99882444,0.63159694,0.1369449
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1425,1289,154,1048,1056,86,377,233,68,0.90246992,0.52505527,0.66387142,0.92416226,0.49809886,0.64731316,0.84719101,0.61803279,0.71469194,1.18148488,0.96791934,0.21356554,0.93632484,1.21722944,0.86151785,1.14427634,401582.32263978,401037.0,416612.0,375165,423833,0.82747497,0.99732242,0.93375152,0.55135098
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,density_bin,3-4,frame_aggregate,453,1528,940,588,1328,1023,200,827,712,113,501,311,87,0.86910995,0.56486601,0.68471255,0.87978723,0.53736192,0.66720452,0.85204082,0.61699507,0.71571429,2.25827815,1.57174393,0.68653422,1.07644903,1.39804111,1.01819377,1.17261091,397791.69977925,395916.0,415107.2,362528,429964,0.83912068,0.99579082,0.94417052,0.5774007
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,density_bin,5+,frame_aggregate,135,792,394,398,659,436,133,330,272,64,329,164,69,0.83207071,0.60182648,0.69846317,0.83756345,0.54817276,0.6626506,0.82663317,0.6673428,0.73849607,3.22962963,2.01481481,1.21481481,1.2187617,1.58071071,1.04759481,1.39044885,391918.59259259,391989.0,409590.6,358498,415720,0.86788118,0.99446917,0.91731575,0.69185862
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3412,2748,487,2205,2040,263,1207,708,224,0.87509618,0.5538961,0.67839746,0.89343598,0.51943463,0.65693431,0.84346611,0.63028721,0.72145846,1.63668851,1.21500893,0.42167957,1.04541359,1.36459554,0.94812845,1.22313829,399782.58725432,399265.0,416140.8,358498,429964,0.84524032,0.99669038,0.93624133,0.60278926
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,all,ALL,frame_aggregate,2162,3899,2468,1431,3421,2706,478,2201,1969,267,1220,737,211,0.87740446,0.55834829,0.68242569,0.89181524,0.52781775,0.66315155,0.85255066,0.62340317,0.7201889,1.25161887,0.9107308,0.34088807,0.96059156,1.28920516,0.88480791,1.09731271,579198.60407031,578369.5,601363.1,524778,654116,0.79687057,0.99244462,0.80759385,0.59057322
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2047,1504,329,1116,958,163,931,546,166,0.86153199,0.57645734,0.6907373,0.87255668,0.53809065,0.66567253,0.84867821,0.63033175,0.72338772,2.21502209,1.41089838,0.80412371,1.01011636,1.34047011,0.91325818,1.12622132,574999.98232695,572524.0,598566.3,524778,618590,0.81142812,0.98897844,0.82078338,0.62452254
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2336,1671,374,1116,960,163,1220,711,211,0.86199262,0.58297979,0.69554861,0.87255668,0.53757225,0.66527571,0.85255066,0.631797,0.72575848,1.80453564,1.03671706,0.76781857,1.00938255,1.33423507,0.91325818,1.09731271,575084.82397408,573598.0,597933.0,524778,618590,0.81802318,0.99151485,0.81671561,0.64583908
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3132,2512,433,2201,1954,267,931,558,166,0.87854137,0.55492558,0.68020415,0.89181524,0.52972323,0.66465348,0.84867821,0.62525185,0.72003094,1.75418994,1.36452514,0.3896648,0.95656905,1.2892048,0.88480791,1.12622132,578224.85335196,576487.5,602520.7,524778,654116,0.79229771,0.9891655,0.81262452,0.5751031
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,density_bin,0,frame_aggregate,483,0,0,0,0,27,0,0,13,0,0,14,0,,0.0,,,0.0,,,0.0,,0.05590062,0.02691511,0.02898551,,,,,584070.04761905,583701.0,600867.1,556409,612595,0.5939455,0.99882389,0.63698613,0.14602648
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1428,1220,151,1050,991,84,378,229,67,0.90436985,0.53927492,0.67565649,0.92592593,0.5144537,0.66141732,0.8494382,0.62273476,0.71863118,1.11824015,0.90834097,0.20989918,0.85057548,1.14840735,0.79584336,1.00260917,579141.01191567,577991.0,602263.5,542194,619804,0.78106975,0.991971,0.79545289,0.55578536
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,density_bin,3-4,frame_aggregate,453,1528,940,588,1334,1029,194,824,711,116,510,318,78,0.87303665,0.56453661,0.68568491,0.87659574,0.53680782,0.66585859,0.86734694,0.61594203,0.72033898,2.27152318,1.56953642,0.70198675,0.99075667,1.30830414,0.95618919,1.04660687,577068.87417219,573315.0,599433.6,541960,654116,0.79748391,0.98721597,0.82459506,0.58064072
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,density_bin,5+,frame_aggregate,135,792,394,398,659,430,133,327,254,67,332,176,66,0.83207071,0.60514233,0.70069112,0.82994924,0.56282272,0.67076923,0.83417085,0.65354331,0.73289183,3.18518519,1.88148148,1.3037037,1.13792493,1.51833311,0.99060181,1.28302933,569381.51851852,567258.0,601230.6,524778,610651,0.83977338,0.98980503,0.83712203,0.69239308
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3421,2679,478,2201,1956,267,1220,723,211,0.87740446,0.56081967,0.68426843,0.89181524,0.52946837,0.66445283,0.85255066,0.62789501,0.72317724,1.59559261,1.16497915,0.43061346,0.96059156,1.28920516,0.88480791,1.09731271,577797.22989875,576303.0,601461.7,524778,654116,0.80229597,0.99053962,0.81068516,0.60566312
