profile_id,display_profile_id,network_regime,profile_payload_p95_bytes,estimated_chunk_count_p95,estimated_udp_ip_bytes_p95,target_offer_hz,target_feature_offer_mbps,estimated_udp_ip_offer_mbps,lower_layer_onwire_offer_status,capacity_reference_mbps,load_ratio,screening_prediction,capacity_uncertainty_relation,evidence_status,directly_measured,network_certification,profile_quality_status
ae64__u8__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.5,mild,165171.55,3,165279.55,10.0,13.213724,13.222364,UNKNOWN_NOT_ESTIMATED,27.778469,0.47599326,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,mild,168224.15,3,168332.15,10.0,13.457932,13.466572,UNKNOWN_NOT_ESTIMATED,27.778469,0.48478453,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,mild,169829.65,3,169937.65,10.0,13.586372,13.595012,UNKNOWN_NOT_ESTIMATED,27.778469,0.48940825,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.9__zstd3__ckptf319e2a5e8fb,noae/u6/q0.9,mild,173559.5,3,173667.5,10.0,13.88476,13.8934,UNKNOWN_NOT_ESTIMATED,27.778469,0.50014995,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,mild,179634.8,3,179742.8,10.0,14.370784,14.379424,UNKNOWN_NOT_ESTIMATED,27.778469,0.51764638,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,mild,202247.2,4,202391.2,10.0,16.179776,16.191296,UNKNOWN_NOT_ESTIMATED,27.778469,0.58287215,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128/u6/q0.3,mild,203740.85,4,203884.85,10.0,16.299268,16.310788,UNKNOWN_NOT_ESTIMATED,27.778469,0.58717376,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.3,mild,206753.65,4,206897.65,10.0,16.540292,16.551812,UNKNOWN_NOT_ESTIMATED,27.778469,0.5958504,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.9__zstd3__ckptf319e2a5e8fb,noae/u8/q0.9,mild,209089.75,4,209233.75,10.0,16.72718,16.7387,UNKNOWN_NOT_ESTIMATED,27.778469,0.60257821,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0__zstd3__ckptc6a2362c7c2d,ae64/u6/q0,mild,209216.95,4,209360.95,10.0,16.737356,16.748876,UNKNOWN_NOT_ESTIMATED,27.778469,0.60294453,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.5__zstd3__ckpt601984b96d85,ae128/u8/q0.5,mild,216832.65,4,216976.65,10.0,17.346612,17.358132,UNKNOWN_NOT_ESTIMATED,27.778469,0.6248772,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,mild,235560.85,4,235704.85,10.0,18.844868,18.856388,UNKNOWN_NOT_ESTIMATED,27.778469,0.67881308,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,mild,265042.0,5,265222.0,10.0,21.20336,21.21776,UNKNOWN_NOT_ESTIMATED,27.778469,0.76382035,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,mild,265454.1,5,265634.1,10.0,21.236328,21.250728,UNKNOWN_NOT_ESTIMATED,27.778469,0.76500717,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,mild,268254.95,5,268434.95,10.0,21.460396,21.474796,UNKNOWN_NOT_ESTIMATED,27.778469,0.77307342,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,mild,279947.95,5,280127.95,10.0,22.395836,22.410236,UNKNOWN_NOT_ESTIMATED,27.778469,0.80674842,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,mild,315701.05,6,315917.05,10.0,25.256084,25.273364,UNKNOWN_NOT_ESTIMATED,27.778469,0.90981846,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.7__zstd3__ckptf319e2a5e8fb,noae/u6/q0.7,mild,348148.7,6,348364.7,10.0,27.851896,27.869176,UNKNOWN_NOT_ESTIMATED,27.778469,1.00326537,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,mild,350948.6,6,351164.6,10.0,28.075888,28.093168,UNKNOWN_NOT_ESTIMATED,27.778469,1.01132888,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,mild,416840.8,7,417092.8,10.0,33.347264,33.367424,UNKNOWN_NOT_ESTIMATED,27.778469,1.20119737,projected_above_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.7__zstd3__ckptf319e2a5e8fb,noae/u8/q0.7,mild,438598.65,8,438886.65,10.0,35.087892,35.110932,UNKNOWN_NOT_ESTIMATED,27.778469,1.2639621,projected_above_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.5__zstd3__ckptf319e2a5e8fb,noae/u6/q0.5,mild,486754.95,9,487078.95,10.0,38.940396,38.966316,UNKNOWN_NOT_ESTIMATED,27.778469,1.40275247,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,mild,601363.1,11,601759.1,10.0,48.109048,48.140728,UNKNOWN_NOT_ESTIMATED,27.778469,1.73302308,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.5__zstd3__ckptf319e2a5e8fb,noae/u8/q0.5,mild,637162.85,11,637558.85,10.0,50.973028,51.004708,UNKNOWN_NOT_ESTIMATED,27.778469,1.8361238,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.3__zstd3__ckptf319e2a5e8fb,noae/u8/q0.3,mild,802558.1,14,803062.1,10.0,64.204648,64.244968,UNKNOWN_NOT_ESTIMATED,27.778469,2.3127613,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0__zstd3__ckptf319e2a5e8fb,noae/u6/q0,mild,822827.2,14,823331.2,10.0,65.826176,65.866496,UNKNOWN_NOT_ESTIMATED,27.778469,2.37113485,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0__zstd3__ckptf319e2a5e8fb,noae/u8/q0,mild,1096245.95,19,1096929.95,10.0,87.699676,87.754396,UNKNOWN_NOT_ESTIMATED,27.778469,3.15907965,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,poor,8281.0,1,8317.0,10.0,0.66248,0.66536,UNKNOWN_NOT_ESTIMATED,10.390025,0.06403834,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.98__zstd3__ckpt10cebbeede4d,ae32/u6/q0.98,poor,11619.65,1,11655.65,10.0,0.929572,0.932452,UNKNOWN_NOT_ESTIMATED,10.390025,0.08974492,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,poor,11808.8,1,11844.8,10.0,0.944704,0.947584,UNKNOWN_NOT_ESTIMATED,10.390025,0.09120132,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.98__zstd3__ckpt10cebbeede4d,ae32/u8/q0.98,poor,13013.45,1,13049.45,10.0,1.041076,1.043956,UNKNOWN_NOT_ESTIMATED,10.390025,0.10047676,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.98,poor,16843.45,1,16879.45,10.0,1.347476,1.350356,UNKNOWN_NOT_ESTIMATED,10.390025,0.12996658,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.98,poor,19050.5,1,19086.5,10.0,1.52404,1.52692,UNKNOWN_NOT_ESTIMATED,10.390025,0.14696019,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.98__zstd3__ckpt601984b96d85,ae128/u4/q0.98,poor,19212.65,1,19248.65,10.0,1.537012,1.539892,UNKNOWN_NOT_ESTIMATED,10.390025,0.14820869,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,poor,20277.35,1,20313.35,10.0,1.622188,1.625068,UNKNOWN_NOT_ESTIMATED,10.390025,0.15640655,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,poor,27483.8,1,27519.8,10.0,2.198704,2.201584,UNKNOWN_NOT_ESTIMATED,10.390025,0.211894,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,poor,28007.85,1,28043.85,10.0,2.240628,2.243508,UNKNOWN_NOT_ESTIMATED,10.390025,0.21592903,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.98__zstd3__ckpt601984b96d85,ae128/u8/q0.98,poor,31893.6,1,31929.6,10.0,2.551488,2.554368,UNKNOWN_NOT_ESTIMATED,10.390025,0.24584811,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.9__zstd3__ckpt10cebbeede4d,ae32/u6/q0.9,poor,32393.45,1,32429.45,10.0,2.591476,2.594356,UNKNOWN_NOT_ESTIMATED,10.390025,0.2496968,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,poor,37757.55,1,37793.55,10.0,3.020604,3.023484,UNKNOWN_NOT_ESTIMATED,10.390025,0.29099872,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.9__zstd3__ckpt10cebbeede4d,ae32/u8/q0.9,poor,38929.0,1,38965.0,10.0,3.11432,3.1172,UNKNOWN_NOT_ESTIMATED,10.390025,0.30001853,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.9__zstd3__ckpt601984b96d85,ae128/u4/q0.9,poor,41001.45,1,41037.45,10.0,3.280116,3.282996,UNKNOWN_NOT_ESTIMATED,10.390025,0.31597576,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.9,poor,44009.2,1,44045.2,10.0,3.520736,3.523616,UNKNOWN_NOT_ESTIMATED,10.390025,0.33913451,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,poor,48485.95,1,48521.95,10.0,3.878876,3.881756,UNKNOWN_NOT_ESTIMATED,10.390025,0.37360411,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,poor,50707.5,1,50743.5,10.0,4.0566,4.05948,UNKNOWN_NOT_ESTIMATED,10.390025,0.39070936,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,poor,53124.35,1,53160.35,10.0,4.249948,4.252828,UNKNOWN_NOT_ESTIMATED,10.390025,0.40931836,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.9,poor,53607.6,1,53643.6,10.0,4.288608,4.291488,UNKNOWN_NOT_ESTIMATED,10.390025,0.41303924,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,poor,67419.0,2,67491.0,10.0,5.39352,5.39928,UNKNOWN_NOT_ESTIMATED,10.390025,0.51965996,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,poor,67666.95,2,67738.95,10.0,5.413356,5.419116,UNKNOWN_NOT_ESTIMATED,10.390025,0.5215691,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.7__zstd3__ckpt10cebbeede4d,ae32/u6/q0.7,poor,67757.6,2,67829.6,10.0,5.420608,5.426368,UNKNOWN_NOT_ESTIMATED,10.390025,0.52226708,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,poor,68073.1,2,68145.1,10.0,5.445848,5.451608,UNKNOWN_NOT_ESTIMATED,10.390025,0.52469633,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.98__zstd3__ckptf319e2a5e8fb,noae/u6/q0.98,poor,68901.75,2,68973.75,10.0,5.51214,5.5179,UNKNOWN_NOT_ESTIMATED,10.390025,0.53107668,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.7__zstd3__ckpt601984b96d85,ae128/u4/q0.7,poor,70398.55,2,70470.55,10.0,5.631884,5.637644,UNKNOWN_NOT_ESTIMATED,10.390025,0.54260158,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.98__zstd3__ckptf319e2a5e8fb,noae/u8/q0.98,poor,74063.0,2,74135.0,10.0,5.92504,5.9308,UNKNOWN_NOT_ESTIMATED,10.390025,0.57081672,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,poor,81274.35,2,81346.35,10.0,6.501948,6.507708,UNKNOWN_NOT_ESTIMATED,10.390025,0.6263419,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,poor,81498.9,2,81570.9,10.0,6.519912,6.525672,UNKNOWN_NOT_ESTIMATED,10.390025,0.62807087,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,poor,85995.4,2,86067.4,10.0,6.879632,6.885392,UNKNOWN_NOT_ESTIMATED,10.390025,0.66269253,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.5__zstd3__ckpt601984b96d85,ae128/u4/q0.5,poor,87825.4,2,87897.4,10.0,7.026032,7.031792,UNKNOWN_NOT_ESTIMATED,10.390025,0.67678297,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.7,poor,89852.75,2,89924.75,10.0,7.18822,7.19398,UNKNOWN_NOT_ESTIMATED,10.390025,0.69239294,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,poor,94873.8,2,94945.8,10.0,7.589904,7.595664,UNKNOWN_NOT_ESTIMATED,10.390025,0.73105349,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.5__zstd3__ckpt10cebbeede4d,ae32/u6/q0.5,poor,99942.0,2,100014.0,10.0,7.99536,8.00112,UNKNOWN_NOT_ESTIMATED,10.390025,0.77007707,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.3__zstd3__ckpt601984b96d85,ae128/u4/q0.3,poor,103735.95,2,103807.95,10.0,8.298876,8.304636,UNKNOWN_NOT_ESTIMATED,10.390025,0.79928932,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,poor,106308.1,2,106380.1,10.0,8.504648,8.510408,UNKNOWN_NOT_ESTIMATED,10.390025,0.81909408,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,poor,110025.65,2,110097.65,10.0,8.802052,8.807812,UNKNOWN_NOT_ESTIMATED,10.390025,0.84771808,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,poor,114217.75,2,114289.75,10.0,9.13742,9.14318,UNKNOWN_NOT_ESTIMATED,10.390025,0.87999596,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,poor,125642.95,3,125750.95,10.0,10.051436,10.060076,UNKNOWN_NOT_ESTIMATED,10.390025,0.96824368,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,poor,127276.85,3,127384.85,10.0,10.182148,10.190788,UNKNOWN_NOT_ESTIMATED,10.390025,0.9808242,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,poor,129576.7,3,129684.7,10.0,10.366136,10.374776,UNKNOWN_NOT_ESTIMATED,10.390025,0.99853234,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.5__zstd3__ckpt10cebbeede4d,ae32/u8/q0.5,poor,129943.4,3,130051.4,10.0,10.395472,10.404112,UNKNOWN_NOT_ESTIMATED,10.390025,1.00135582,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0__zstd3__ckpt601984b96d85,ae128/u4/q0,poor,135398.85,3,135506.85,10.0,10.831908,10.840548,UNKNOWN_NOT_ESTIMATED,10.390025,1.04336111,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,poor,157179.35,3,157287.35,10.0,12.574348,12.582988,UNKNOWN_NOT_ESTIMATED,10.390025,1.21106427,projected_above_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.7__zstd3__ckpt601984b96d85,ae128/u8/q0.7,poor,158005.75,3,158113.75,10.0,12.64046,12.6491,UNKNOWN_NOT_ESTIMATED,10.390025,1.21742729,projected_above_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.5,poor,165171.55,3,165279.55,10.0,13.213724,13.222364,UNKNOWN_NOT_ESTIMATED,10.390025,1.27260175,projected_above_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,poor,168224.15,3,168332.15,10.0,13.457932,13.466572,UNKNOWN_NOT_ESTIMATED,10.390025,1.29610583,projected_above_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,poor,169829.65,3,169937.65,10.0,13.586372,13.595012,UNKNOWN_NOT_ESTIMATED,10.390025,1.30846769,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.9__zstd3__ckptf319e2a5e8fb,noae/u6/q0.9,poor,173559.5,3,173667.5,10.0,13.88476,13.8934,UNKNOWN_NOT_ESTIMATED,10.390025,1.33718639,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,poor,179634.8,3,179742.8,10.0,14.370784,14.379424,UNKNOWN_NOT_ESTIMATED,10.390025,1.38396433,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,poor,202247.2,4,202391.2,10.0,16.179776,16.191296,UNKNOWN_NOT_ESTIMATED,10.390025,1.55835005,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128/u6/q0.3,poor,203740.85,4,203884.85,10.0,16.299268,16.310788,UNKNOWN_NOT_ESTIMATED,10.390025,1.5698507,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.3,poor,206753.65,4,206897.65,10.0,16.540292,16.551812,UNKNOWN_NOT_ESTIMATED,10.390025,1.59304833,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.9__zstd3__ckptf319e2a5e8fb,noae/u8/q0.9,poor,209089.75,4,209233.75,10.0,16.72718,16.7387,UNKNOWN_NOT_ESTIMATED,10.390025,1.61103558,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0__zstd3__ckptc6a2362c7c2d,ae64/u6/q0,poor,209216.95,4,209360.95,10.0,16.737356,16.748876,UNKNOWN_NOT_ESTIMATED,10.390025,1.61201499,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.5__zstd3__ckpt601984b96d85,ae128/u8/q0.5,poor,216832.65,4,216976.65,10.0,17.346612,17.358132,UNKNOWN_NOT_ESTIMATED,10.390025,1.67065354,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,poor,235560.85,4,235704.85,10.0,18.844868,18.856388,UNKNOWN_NOT_ESTIMATED,10.390025,1.81485492,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
