profile_id,display_profile_id,model_family,ae_bottleneck,quantization_mode,roi_drop_fraction,entropy_coder,entropy_level,checkpoint_sha256,eval_set_sha256,n_frames,n_gt,n_gt_vehicle,n_gt_pedestrian,tp,fp,fn,tp_vehicle,fp_vehicle,fn_vehicle,tp_pedestrian,fp_pedestrian,fn_pedestrian,recall,precision,f1,recall_vehicle,precision_vehicle,f1_vehicle,recall_pedestrian,precision_pedestrian,f1_pedestrian,fp_per_frame,fp_vehicle_per_frame,fp_pedestrian_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_pedestrian_m,payload_bytes_mean,payload_bytes_p50,payload_bytes_p95,payload_bytes_min,payload_bytes_max,miou,iou_background,iou_vehicle,iou_person,evidence_pool_version,quality_set_id,quality_frame_count,perception_evidence,difficult_object_evidence,object_detail_evidence,segmentation_role,provenance_status,evidence_source_id,exclusion_reason,eligibility_status
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,ae32,32,per_channel_uint4,0.5,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3490,3063,409,2271,2318,197,1219,745,212,0.89510131,0.5325805,0.66781477,0.92017828,0.49487906,0.64361627,0.85185185,0.6206721,0.71811487,1.41674376,1.07215541,0.34458834,0.93234522,1.23762564,0.82632325,1.12986442,50595.01017576,50363.0,53124.35,47746,57970,0.6561885,0.96382851,0.45944558,0.54529141,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,ae32,32,per_channel_uint4,0.7,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3488,3065,411,2274,2322,194,1214,743,217,0.89458836,0.53227529,0.66743207,0.92139384,0.49477807,0.64382786,0.84835779,0.62033725,0.71664699,1.41766883,1.07400555,0.34366327,0.93227197,1.23444237,0.82998442,1.12387154,34762.59343201,34464.5,37757.55,31705,44760,0.62697668,0.95321279,0.39160431,0.53611295,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,ae32,32,per_channel_uint4,0.9,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3476,3076,423,2272,2328,196,1204,748,227,0.89151064,0.53052503,0.6651995,0.92058347,0.49391304,0.64289757,0.84136967,0.61680328,0.71179427,1.42275671,1.07678076,0.34597595,0.9463677,1.26224584,0.84297591,1.14147248,17128.5892692,16710.5,20277.35,14162,23524,0.42404755,0.89462092,0.19098975,0.18653198,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,ae32,32,per_channel_uint4,0.98,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3394,3144,505,2211,2347,257,1183,797,248,0.87047961,0.519119,0.65037846,0.8958671,0.48508118,0.6293766,0.82669462,0.59747475,0.69363823,1.45420907,1.08556892,0.36864015,1.05015292,1.36850306,0.95133787,1.234836,7098.42183164,7047.0,8281.0,4995,9921,0.39203377,0.87645011,0.11098974,0.18866146,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,ae32,32,per_channel_uint6,0.0,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3518,2996,381,2280,2278,188,1238,718,193,0.90228264,0.54006755,0.67569384,0.92382496,0.50021939,0.64901793,0.86512928,0.63292434,0.73103041,1.38575393,1.05365402,0.33209991,0.88056636,1.18748809,0.78087196,1.06417156,178884.36493987,178948.0,179634.8,176215,180211,0.82237514,0.99659973,0.91599114,0.55453455,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,ae32,32,per_channel_uint6,0.3,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3516,3004,383,2281,2284,187,1235,720,196,0.90176968,0.5392638,0.67492082,0.92423015,0.49967141,0.64865633,0.86303284,0.63171355,0.72947431,1.38945421,1.05642923,0.33302498,0.87983697,1.18604023,0.77984849,1.06451205,127413.23172988,127248.0,129576.7,125331,132760,0.78556652,0.99216566,0.80835288,0.55618102,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u6__q0.5__zstd3__ckpt10cebbeede4d,ae32/u6/q0.5,ae32,32,per_channel_uint6,0.5,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3491,3126,408,2274,2359,194,1217,767,214,0.89535778,0.52758047,0.66394066,0.92139384,0.49082668,0.64047317,0.85045423,0.61340726,0.71273792,1.44588344,1.09111933,0.35476411,0.91666117,1.22698181,0.81862059,1.09985287,96475.613321,96137.5,99942.0,93113,105589,0.75885032,0.98897701,0.74007164,0.5475023,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u6__q0.7__zstd3__ckpt10cebbeede4d,ae32/u6/q0.7,ae32,32,per_channel_uint6,0.7,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3489,3109,410,2272,2342,196,1217,767,214,0.89484483,0.52879661,0.66476136,0.92058347,0.49241439,0.64162666,0.85045423,0.61340726,0.71273792,1.43802035,1.08325624,0.35476411,0.92042535,1.22507709,0.81916309,1.10947044,63322.4079556,62907.5,67757.6,59608,78282,0.7397794,0.98628433,0.69187892,0.54117496,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u6__q0.9__zstd3__ckpt10cebbeede4d,ae32/u6/q0.9,ae32,32,per_channel_uint6,0.9,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3484,3103,415,2273,2354,195,1211,749,220,0.89356245,0.5289206,0.66450505,0.92098865,0.49124703,0.64073291,0.84626136,0.61785714,0.71424359,1.43524514,1.08880666,0.34643848,0.93953977,1.24908198,0.8331734,1.13918534,28059.27289547,27571.5,32393.45,24038,37239,0.68392849,0.98016516,0.55759839,0.51402191,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u6__q0.98__zstd3__ckpt10cebbeede4d,ae32/u6/q0.98,ae32,32,per_channel_uint6,0.98,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3396,3181,503,2212,2368,256,1184,813,247,0.87099256,0.51634484,0.64833906,0.89627229,0.48296943,0.6276958,0.82739343,0.59288933,0.6907818,1.47132285,1.09528215,0.3760407,1.03898342,1.35341631,0.94401729,1.21640325,9976.78815911,9907.0,11619.65,7223,13880,0.60037661,0.97583094,0.36169365,0.46360524,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,ae32,32,per_channel_uint8,0.0,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3516,3013,383,2281,2293,187,1235,720,196,0.90176968,0.53852045,0.67433832,0.92423015,0.49868824,0.64782732,0.86303284,0.63171355,0.72947431,1.39361702,1.06059204,0.33302498,0.87752385,1.18032584,0.77887983,1.05971576,234121.57770583,234087.5,235560.85,231736,242319,0.82242027,0.99660195,0.91604409,0.55461475,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,ae32,32,per_channel_uint8,0.3,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3516,3013,383,2280,2290,188,1236,723,195,0.90176968,0.53852045,0.67433832,0.92382496,0.49890591,0.64791134,0.86373166,0.63093415,0.72920354,1.39361702,1.05920444,0.33441258,0.87821441,1.18084064,0.7782907,1.0625397,167298.07169288,167074.0,169829.65,165083,173608,0.79863389,0.99394136,0.84568533,0.55627499,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u8__q0.5__zstd3__ckpt10cebbeede4d,ae32/u8/q0.5,ae32,32,per_channel_uint8,0.5,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3490,3127,409,2276,2367,192,1214,760,217,0.89510131,0.52742935,0.66375048,0.92220421,0.4902003,0.640135,0.84835779,0.61499493,0.71306902,1.44634598,1.09481961,0.35152636,0.91729646,1.226574,0.82092477,1.09797354,125674.82469935,125298.0,129943.4,121371,136268,0.7732907,0.99121213,0.7811624,0.54749757,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,ae32,32,per_channel_uint8,0.7,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3493,3120,406,2276,2352,192,1217,768,214,0.89587074,0.52820203,0.66457382,0.92220421,0.49178911,0.64148816,0.85045423,0.61309824,0.71252927,1.44310823,1.08788159,0.35522664,0.9232602,1.22845127,0.82317586,1.11043518,81154.88344126,80673.0,85995.4,76857,96539,0.75865064,0.98952016,0.74527722,0.54115453,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u8__q0.9__zstd3__ckpt10cebbeede4d,ae32/u8/q0.9,ae32,32,per_channel_uint8,0.9,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3487,3097,412,2277,2352,191,1210,745,221,0.89433188,0.52961725,0.66526758,0.9226094,0.4918989,0.64167958,0.84556254,0.61892583,0.71470762,1.43246994,1.08788159,0.34458834,0.94347367,1.25509086,0.83864128,1.14074916,34716.77752081,34226.0,38929.0,30383,43470,0.70151571,0.98496646,0.60514707,0.51443359,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae32__u8__q0.98__zstd3__ckpt10cebbeede4d,ae32/u8/q0.98,ae32,32,per_channel_uint8,0.98,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3396,3179,503,2209,2372,259,1187,807,244,0.87099256,0.5165019,0.64846286,0.89505673,0.48220912,0.62675557,0.82948987,0.59528586,0.69313869,1.47039778,1.09713228,0.37326549,1.03991591,1.35270379,0.93767689,1.23018212,11370.99491212,11313.5,13013.45,8716,15142,0.60216577,0.97645652,0.36664088,0.46339991,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,ae64,64,per_channel_uint4,0.0,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3503,2927,396,2269,2225,199,1234,702,197,0.8984355,0.54479005,0.67828444,0.91936791,0.50489542,0.65182419,0.86233403,0.63739669,0.73299673,1.35383904,1.02913969,0.32469935,0.87922339,1.1778971,0.77792179,1.06549026,103505.20721554,103705.5,106308.1,97072,110479,0.82409666,0.99658016,0.9154538,0.56025603,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,ae64,64,per_channel_uint4,0.3,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3502,2964,397,2269,2250,199,1233,714,198,0.89817902,0.54160223,0.67573565,0.91936791,0.50210224,0.64949191,0.86163522,0.63328197,0.73001776,1.37095282,1.04070305,0.33024977,0.87217121,1.16971291,0.77043918,1.05938126,77033.67391304,76831.5,81274.35,70232,86000,0.73926885,0.98412108,0.67217486,0.56151061,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,ae64,64,per_channel_uint4,0.5,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3512,2974,387,2266,2259,202,1246,715,185,0.90074378,0.54147394,0.67636013,0.91815235,0.50077348,0.64807665,0.87071978,0.63539011,0.73466981,1.37557817,1.04486586,0.3307123,0.9341975,1.25118345,0.82256806,1.13720897,62805.28445883,62373.0,68073.1,55933,74406,0.70245846,0.97644785,0.57352644,0.55740109,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,ae64,64,per_channel_uint4,0.7,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3504,3000,395,2261,2286,207,1243,714,188,0.89869197,0.53874539,0.67365183,0.91612642,0.49725093,0.64461867,0.86862334,0.63515585,0.73376623,1.38760407,1.0573543,0.33024977,0.92556385,1.23969694,0.81378111,1.12889513,45660.84690102,45200.0,50707.5,39110,57019,0.65122737,0.96238485,0.44339593,0.54790134,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,ae64,64,per_channel_uint4,0.9,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3477,3033,422,2261,2305,207,1216,728,215,0.89176712,0.53410138,0.6680757,0.91612642,0.49518178,0.64287745,0.84975542,0.6255144,0.72059259,1.40286772,1.06614246,0.33672525,0.92698736,1.23061506,0.81332271,1.13833256,23725.25254394,23476.5,27483.8,19041,32961,0.48417328,0.87501915,0.16444488,0.41305581,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,ae64,64,per_channel_uint4,0.98,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3447,3132,452,2232,2369,236,1215,763,216,0.88407284,0.52393981,0.65794999,0.90437601,0.48511193,0.6314896,0.8490566,0.61425683,0.71281901,1.44865865,1.09574468,0.35291397,1.04845664,1.36347775,0.96191763,1.20743199,9956.34875116,9887.0,11808.8,7038,13478,0.47608957,0.86703673,0.10485581,0.45637617,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
