split,family,quantizer,q,q_support,unique_frames,profile_frames,payload_bytes_median,payload_bytes_p90,payload_bytes_p95,payload_bytes_max,tp_vehicle,fp_vehicle,fn_vehicle,tp_person,fp_person,fn_person,prediction_count,payload_bytes_mean,veh_precision,veh_recall,veh_f1,ped_precision,ped_recall,ped_f1,fp_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_person_m,miou,iou_background,iou_vehicle,iou_person
audit_test,ae32,uint4,0.98,measured_extrapolation,1324,1324,7034.5,8009.4,8274.7,9323,1327,1397,175,775,522,166,4021,7075.205438066465,0.48715124816446403,0.8834886817576565,0.6280170373876005,0.5975327679259831,0.8235919234856536,0.6925826630920465,1.4493957703927491,1.0482891851355263,1.3639152142246616,0.9493574108612953,1.2176859134734677,0.39087830164934295,0.8714875663690971,0.10486186368259048,0.19628547489634132
audit_test,ae32,uint6,0.0,in_distribution,1324,1324,178963.0,179503.7,179654.4,180211,1369,1342,133,816,476,125,4003,178901.92673716013,0.5049797122832903,0.9114513981358189,0.6498931877521956,0.631578947368421,0.8671625929861849,0.7308553515450067,1.3731117824773413,0.8803696719637778,1.190031736605387,0.7783252278730961,1.051569235640424,0.8217386571582237,0.9965049181585788,0.9091618521304657,0.5595492011856262
audit_test,ae32,uint6,0.3,in_distribution,1324,1324,127282.0,128652.9,129547.9,131516,1370,1347,132,814,479,127,4010,127415.67296072507,0.5042326094957674,0.9121171770972037,0.6494429959706093,0.6295436968290796,0.8650371944739639,0.728737690241719,1.3791540785498488,0.8792885415690841,1.1875384372212108,0.777825331005777,1.050055861558925,0.787334708459336,0.9925673435726897,0.8083947950792278,0.56104198672609
audit_test,ae32,uint6,0.5,in_distribution,1324,1324,96140.0,98396.5,99709.65,105589,1370,1397,132,802,508,139,4077,96471.25,0.49512106975063247,0.9121171770972037,0.6418364956664324,0.6122137404580152,0.8522848034006376,0.7125721901377166,1.438821752265861,0.9187636152634523,1.230219602384923,0.8138883613367888,1.097914610125708,0.7617152221467713,0.9897248113553051,0.7438212344759594,0.5515996206090494
audit_test,ae32,uint6,0.7,in_distribution,1324,1324,62918.5,65643.2,67392.25,78282,1369,1385,133,800,508,141,4062,63290.83232628399,0.4970951343500363,0.9114513981358189,0.6433270676691729,0.6116207951070336,0.8501594048884166,0.7114273010226768,1.4297583081570997,0.9221384700831028,1.2275569227421548,0.8151476279489482,1.105226548685175,0.7433526777499505,0.9873810529096257,0.6987092714599822,0.5439677088802435
audit_test,ae32,uint6,0.9,measured_extrapolation,1324,1324,27523.5,30860.1,32088.649999999998,36028,1369,1406,133,793,497,148,4065,28010.109516616314,0.49333333333333335,0.9114513981358189,0.640168342296002,0.6147286821705427,0.842720510095643,0.7108919766920664,1.4373111782477341,0.9410694094794316,1.2537152081285385,0.8319791335784824,1.1293980194521926,0.6904076617540916,0.9823004709953783,0.5720548962148556,0.5168676180520408
audit_test,ae32,uint6,0.98,measured_extrapolation,1324,1324,9881.5,11135.7,11595.999999999996,13775,1330,1397,172,774,537,167,4038,9941.579305135952,0.48771543821048774,0.8854860186418109,0.6289903050366517,0.5903890160183066,0.822529224229543,0.6873889875666075,1.460725075528701,1.0387802547079068,1.3529800375995822,0.9408502811494456,1.207057857850999,0.6074240640688809,0.9774351847454452,0.37542874322414527,0.46940826423705223
audit_test,ae32,uint8,0.0,in_distribution,1324,1324,234097.0,235330.0,235563.85,242319,1370,1348,132,814,482,127,4014,234128.2001510574,0.5040470934510669,0.9121171770972037,0.6492890995260663,0.6280864197530864,0.8650371944739639,0.7277603933839965,1.3821752265861027,0.8809940738429219,1.1901740341296472,0.7834822175286085,1.045111080170452,0.8218239083308236,0.9965064180930572,0.909194554071546,0.5597707528278677
audit_test,ae32,uint8,0.3,in_distribution,1324,1324,167084.0,168570.5,169820.15,172580,1369,1347,133,814,483,127,4013,167281.9335347432,0.5040500736377025,0.9114513981358189,0.6491228070175438,0.6276021588280648,0.8650371944739639,0.7274352100089366,1.3821752265861027,0.8810355933927252,1.1902342286337468,0.7816682259234166,1.048153438682017,0.7999396018672872,0.9941828870190528,0.8443567795393427,0.5612791390434662
audit_test,ae32,uint8,0.5,in_distribution,1324,1324,125298.0,128072.5,129572.5,136268,1370,1397,132,797,503,144,4067,125649.40030211481,0.49512106975063247,0.9121171770972037,0.6418364956664324,0.6130769230769231,0.8469713071200851,0.711289602855868,1.4350453172205437,0.9177425920374886,1.2272494709966457,0.8145460235486901,1.0951319255753227,0.7760986247691267,0.9918153834866326,0.7847799744414791,0.5517005163792685
audit_test,ae32,uint8,0.7,in_distribution,1324,1324,80646.0,83793.6,85569.54999999999,96539,1370,1393,132,801,508,140,4072,81115.48640483383,0.4958378574013753,0.9121171770972037,0.6424384525205159,0.6119174942704354,0.8512221041445271,0.712,1.4358006042296072,0.9240832322222812,1.2301457405168537,0.8175837596665166,1.1062358881541132,0.7623150559509612,0.9904516064429943,0.7524156068813025,0.5440779545285866
audit_test,ae32,uint8,0.9,measured_extrapolation,1324,1324,34167.5,37770.1,38761.35,42502,1373,1402,129,794,491,147,4060,34668.16616314199,0.4947747747747748,0.9141145139813582,0.6420388122515782,0.6178988326848249,0.8437832093517534,0.7133872416891285,1.4297583081570997,0.9464786613042313,1.2637706706530427,0.8401197856352228,1.1303964652003884,0.7057353277710926,0.9858610426597681,0.6140927376880848,0.5172522029654246
audit_test,ae32,uint8,0.98,measured_extrapolation,1324,1324,11276.5,12557.5,12919.7,14939,1327,1397,175,777,533,164,4034,11333.705438066465,0.48715124816446403,0.8834886817576565,0.6280170373876005,0.5931297709923664,0.8257173219978746,0.6903598400710795,1.457703927492447,1.042989924733151,1.355651765067724,0.9363415815763213,1.225129373084648,0.6089309515600346,0.9779248665570536,0.37870022063381314,0.4701677674892373
audit_test,ae64,uint4,0.0,in_distribution,1324,1324,103755.5,105863.1,106283.1,108560,1361,1319,141,813,460,128,3953,103547.32930513595,0.5078358208955224,0.9061251664447404,0.6508847441415591,0.638648860958366,0.8639744952178533,0.7344173441734417,1.343655589123867,0.8869865136743125,1.188915833061636,0.7748772304602803,1.0746626938149,0.8231958367308659,0.9964920841285408,0.9088532821779705,0.5642421438860863
audit_test,ae64,uint4,0.3,in_distribution,1324,1324,76877.0,80218.4,81172.85,86000,1360,1341,142,815,465,126,3981,77059.1827794562,0.503517215845983,0.9054593874833555,0.6471567927670712,0.63671875,0.8660998937300743,0.7339036470058533,1.36404833836858,0.8819534963626593,1.1832697647847263,0.7711436839121847,1.0668631220468867,0.7405083611533426,0.9848090058974382,0.6706298985432033,0.5660861790193865
audit_test,ae64,uint4,0.5,in_distribution,1324,1324,62470.5,66686.2,67960.65,74406,1361,1343,141,823,455,118,3982,62815.2250755287,0.5033284023668639,0.9061251664447404,0.64717070851165,0.6439749608763693,0.8746014877789585,0.7417755745831455,1.3580060422960725,0.9533049293186912,1.2726899472184015,0.8264141287250002,1.1631450017464111,0.6993351629606152,0.9765226172543611,0.5602799901411741,0.5612028814863101
audit_test,ae64,uint4,0.7,in_distribution,1324,1324,45183.0,49137.4,50431.25,57019,1358,1369,144,819,457,122,4003,45626.60347432024,0.497983131646498,0.9041278295605859,0.6422322061953181,0.6418495297805643,0.8703506907545164,0.7388362652232746,1.3791540785498488,0.9424211603570265,1.2613159120802455,0.8155668919535326,1.1527607165132474,0.647643256732715,0.9626043862801411,0.42888720219263926,0.5514381817253643
audit_test,ae64,uint4,0.9,measured_extrapolation,1324,1324,23478.0,26144.100000000002,27216.199999999997,32163,1358,1392,144,801,462,140,4013,23669.30740181269,0.4938181818181818,0.9041278295605859,0.6387582314205079,0.6342042755344418,0.8512221041445271,0.7268602540834845,1.4003021148036254,0.9321376338703791,1.2334615761748524,0.8043973381302916,1.1487060753373441,0.4679478190853912,0.8751997381443688,0.15697361551111794,0.3716701036006869
