split,family,quantizer,q0,q1,interval_role,metric,value_q0,value_q1,observed_delta,delta_ci95_low,delta_ci95_high,bootstrap_reps,resampling_unit
audit_test,ae128,uint4,0.3,0.5,in_distribution,miou,0.6880375280629014,0.616007234250251,-0.07203029381265047,-0.08419171094502319,-0.06007885923593608,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.3,0.5,in_distribution,iou_vehicle,0.538551567891634,0.3633360464093101,-0.17521552148232394,-0.206358154559368,-0.14367886221218176,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.3,0.5,in_distribution,iou_person,0.5522574194526462,0.5384571291200516,-0.013800290332594556,-0.020592960341664492,-0.008105289771965455,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,payload_bytes_mean,81140.27794561934,61054.061933534744,-20086.216012084595,-20296.968287907977,-19863.16839416473,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,veh_precision,0.4917562724014337,0.4940796555435953,0.0023233831421615725,-0.0024823171885775485,0.007423399882215014,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,veh_recall,0.9134487350199734,0.9167776298268975,0.0033288948069241098,-0.0020836609014674963,0.008953136947293463,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,ped_precision,0.6219879518072289,0.6179775280898876,-0.004010423717341283,-0.010846728042564605,0.0028194119567488776,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,ped_recall,0.8777895855472901,0.8767268862911796,-0.0010626992561105775,-0.007885354710468712,0.005910340341600525,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,fp_per_frame,1.4501510574018126,1.4501510574018126,0.0,-0.022712658632272464,0.021465978561833524,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,xy_mae_m,0.9471409218267327,0.9590111196249564,0.011870197798223736,0.0005791692524182324,0.024079436687908896,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,xy_rmse_m,1.2655531712479307,1.2860448739579833,0.02049170271005263,0.002445183394425543,0.04058379006189076,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,miou,0.616007234250251,0.5432473696100935,-0.07275986464015749,-0.11385394394586991,-0.0384409996821158,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,iou_vehicle,0.3633360464093101,0.2712797685818042,-0.09205627782750592,-0.11239971338637975,-0.07233766836067568,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.5,0.7,in_distribution,iou_person,0.5384571291200516,0.438683027887201,-0.09977410123285063,-0.2194531992297887,-0.00706782024602522,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,payload_bytes_mean,61054.061933534744,36262.86555891239,-24791.196374622356,-25062.30200254752,-24517.581501850567,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,veh_precision,0.4940796555435953,0.47560975609756095,-0.018469899446034332,-0.028943757187120733,-0.007792431867291627,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,veh_recall,0.9167776298268975,0.9087882822902796,-0.007989347536617841,-0.016626621715880037,0.0006874642038946128,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,ped_precision,0.6179775280898876,0.6035242290748899,-0.0144532990149977,-0.026546972191362265,-0.0022736633896723846,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,ped_recall,0.8767268862911796,0.873538788522848,-0.0031880977683315104,-0.020980861244019093,0.013486529635018795,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,fp_per_frame,1.4501510574018126,1.5445619335347431,0.09441087613293053,0.04037974381034322,0.14918574276810734,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,xy_mae_m,0.9590111196249564,1.005985711195547,0.046974591570590585,0.011680369781171627,0.08303358246363288,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,xy_rmse_m,1.2860448739579833,1.3514993677749867,0.06545449381700341,0.01159343232322379,0.11989360884635172,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,miou,0.5432473696100935,0.3602570172918693,-0.18299035231822414,-0.23811254390919978,-0.11970425501335795,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,iou_vehicle,0.2712797685818042,0.08075015493034406,-0.19052961365146015,-0.21601678732063778,-0.16422511198245296,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.7,0.9,extrapolation_reference,iou_person,0.438683027887201,0.3338816321687826,-0.1048013957184184,-0.27358669177389444,0.08167633992265182,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,payload_bytes_mean,36262.86555891239,15980.364803625378,-20282.50075528701,-20514.191830637206,-20062.480015455378,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,veh_precision,0.47560975609756095,0.47936984246061515,0.0037600863630541936,-0.010445707011443522,0.018198606113930035,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,veh_recall,0.9087882822902796,0.8508655126498003,-0.05792276964047938,-0.07586683695277138,-0.04041718994883078,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,ped_precision,0.6035242290748899,0.5901398086828551,-0.013384420392034801,-0.02920062669770794,0.0023592043665799853,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,ped_recall,0.873538788522848,0.8522848034006376,-0.02125398512221044,-0.040394337463302996,-0.0011099574014910164,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,fp_per_frame,1.5445619335347431,1.4690332326283988,-0.07552870090634434,-0.14571456882884118,-0.005442272070644716,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,xy_mae_m,1.005985711195547,1.210372754206381,0.20438704301083388,0.15754038879995177,0.24969023198226895,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,xy_rmse_m,1.3514993677749867,1.5332819296216313,0.18178256184664465,0.12239109512035765,0.24233095259457,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,miou,0.3602570172918693,0.22620562343633935,-0.13405139385552997,-0.17631430978773135,-0.09333434068098853,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,iou_vehicle,0.08075015493034406,0.03728206295865332,-0.043468091971690735,-0.0527366720736334,-0.034383363123180015,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint4,0.9,0.98,extrapolation_reference,iou_person,0.3338816321687826,0.351610975366086,0.017729343197303404,-0.10361107444681612,0.14218763251900143,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,payload_bytes_mean,267213.1910876133,197491.8648036254,-69721.3262839879,-70051.62400859632,-69401.25002589518,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,veh_precision,0.5023853211009174,0.5034939315924972,0.0011086104915798423,-0.0015919560459422971,0.003846729057814571,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,veh_recall,0.9114513981358189,0.9114513981358189,0.0,-0.0032895820331460906,0.0032054893754024324,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,ped_precision,0.6303854875283447,0.6339421613394216,0.003556673811076938,-0.0002715346172995514,0.007424799357440184,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,ped_recall,0.8862911795961743,0.8852284803400637,-0.0010626992561105775,-0.0034485741558286653,0.0,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,fp_per_frame,1.3935045317220545,1.3829305135951662,-0.010574018126888296,-0.023166528533020852,0.0015106597812240992,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,xy_mae_m,0.8795910096728616,0.8828608222691356,0.003269812596274013,-0.004349436977166993,0.010831602598949684,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,xy_rmse_m,1.19448488886112,1.1968634663448163,0.002378577483696409,-0.011910578941353745,0.016446280329629394,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,miou,0.8192095068416764,0.759642857887297,-0.05956664895437935,-0.06923638548697607,-0.04823338455007899,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,iou_vehicle,0.9075576816733633,0.7374426771911389,-0.17011500448222439,-0.19624951564711113,-0.1383949125822857,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.0,0.3,in_distribution,iou_person,0.553680421750745,0.5530710028167289,-0.0006094189340161149,-0.0017884387797862029,0.0007606342141276644,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,payload_bytes_mean,197491.8648036254,158338.55589123868,-39153.30891238671,-39387.34412137468,-38915.02810542494,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,veh_precision,0.5034939315924972,0.49318018664752333,-0.01031374494497389,-0.01713320931120345,-0.0032494180985591795,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,veh_recall,0.9114513981358189,0.914780292942743,0.0033288948069241098,-0.0021322720409138298,0.008525411840153959,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,ped_precision,0.6339421613394216,0.6168154761904762,-0.017126685148945442,-0.030326127903141938,-0.004252228871831304,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,ped_recall,0.8852284803400637,0.8809776833156217,-0.004250797024442088,-0.02616224731757681,0.01406926406926412,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,fp_per_frame,1.3829305135951662,1.4554380664652569,0.0725075528700907,0.04085530505312322,0.10456543572873743,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,xy_mae_m,0.8828608222691356,0.949279081283095,0.06641825901395937,0.04528783225500811,0.08769539018109644,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,xy_rmse_m,1.1968634663448163,1.2688406250798494,0.07197715873503308,0.04255763119291006,0.10225253896991723,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,miou,0.759642857887297,0.7148969665066346,-0.04474589138066243,-0.055355947718210424,-0.03423412582344242,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,iou_vehicle,0.7374426771911389,0.6230635695022423,-0.11437910768889659,-0.14499288514721032,-0.08520206252744951,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.3,0.5,in_distribution,iou_person,0.5530710028167289,0.5407796589321642,-0.012291343884564765,-0.01642593629055092,-0.007561824286038639,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,payload_bytes_mean,158338.55589123868,112351.93957703927,-45986.616314199404,-46316.50168217665,-45633.79524297169,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,veh_precision,0.49318018664752333,0.48914204343182627,-0.004038143215697065,-0.008148788424081867,0.0001957409094301538,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,veh_recall,0.914780292942743,0.914780292942743,0.0,-0.0034843813022709612,0.003665846186426987,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,ped_precision,0.6168154761904762,0.6126656848306333,-0.004149791359842836,-0.010401500223839188,0.0016145614104226178,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,ped_recall,0.8809776833156217,0.8841657810839533,0.0031880977683316214,-0.0011037832497896223,0.008072916059780534,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,fp_per_frame,1.4554380664652569,1.4811178247734138,0.02567975830815694,0.00467509931795948,0.04747779899556291,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,xy_mae_m,0.949279081283095,0.9555186356074031,0.006239554324308116,-0.0012178523702746134,0.013282727702994712,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,xy_rmse_m,1.2688406250798494,1.2778963129573693,0.009055687877519869,-0.0030776032163561118,0.021636528939741,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,miou,0.7148969665066346,0.6574819521622673,-0.05741501434436724,-0.06929588552789273,-0.04611511076203003,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,iou_vehicle,0.6230635695022423,0.48164127519516964,-0.14142229430707265,-0.16965782653951111,-0.11521964996192036,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.5,0.7,in_distribution,iou_person,0.5407796589321642,0.5245776620584388,-0.016201996873725366,-0.02920251484992887,-0.004912140599507449,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,payload_bytes_mean,112351.93957703927,59404.82854984894,-52947.11102719033,-53371.111626160804,-52518.97815025302,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,veh_precision,0.48914204343182627,0.4739583333333333,-0.015183710098492953,-0.026294803907671017,-0.004210796788713437,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,veh_recall,0.914780292942743,0.9087882822902796,-0.005992010652463353,-0.016243236318353164,0.0037578751378038048,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,ped_precision,0.6126656848306333,0.6057059253840527,-0.006959759446580671,-0.019355999959974342,0.005947977738378552,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,ped_recall,0.8841657810839533,0.8799149840595112,-0.004250797024442088,-0.02130048102810774,0.011743694077489243,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,fp_per_frame,1.4811178247734138,1.551359516616314,0.0702416918429003,0.016254535447837205,0.12778927502496037,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,xy_mae_m,0.9555186356074031,1.0002116990417393,0.04469306343433621,0.012378189795471315,0.07792666742892299,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,xy_rmse_m,1.2778963129573693,1.339756012615514,0.06185969965814464,0.011701481848561164,0.11095366257204693,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,miou,0.6574819521622673,0.3448401054771013,-0.31264184668516604,-0.32788725550301234,-0.29770213825904995,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,iou_vehicle,0.48164127519516964,0.06308520838039126,-0.41855606681477836,-0.45279345880997085,-0.3868528483551698,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.7,0.9,extrapolation_reference,iou_person,0.5245776620584388,0.44262867894100255,-0.08194898311743626,-0.10302046196712446,-0.06170728139603714,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,payload_bytes_mean,59404.82854984894,23118.182024169186,-36286.64652567975,-36647.381864746894,-35919.195485843746,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,veh_precision,0.4739583333333333,0.48150943396226414,0.007551100628930829,-0.006302447966445679,0.021997852101502978,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,veh_recall,0.9087882822902796,0.8495339547270306,-0.059254327563249,-0.0777452833309898,-0.041799398053417376,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,ped_precision,0.6057059253840527,0.5868924889543446,-0.018813436429708008,-0.03609768277620236,-0.002092280689140426,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,ped_recall,0.8799149840595112,0.8469713071200851,-0.032943676939426125,-0.05498993099128875,-0.008783068783068799,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,fp_per_frame,1.551359516616314,1.4614803625377644,-0.08987915407854974,-0.16516335827836973,-0.016804487752548,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,xy_mae_m,1.0002116990417393,1.204614536840045,0.2044028377983056,0.15812970948290894,0.24985526536756317,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,xy_rmse_m,1.339756012615514,1.523782282773385,0.18402627015787099,0.12453625415646442,0.25012703987510276,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,miou,0.3448401054771013,0.1936166935001468,-0.15122341197695452,-0.1581865262511869,-0.1441531088687443,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,iou_vehicle,0.06308520838039126,0.03586361141434775,-0.027221596966043517,-0.032328008230959125,-0.021908650340180708,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint6,0.9,0.98,extrapolation_reference,iou_person,0.44262867894100255,0.41033157234772955,-0.032297106593273006,-0.04618465824997243,-0.019477262039008476,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,payload_bytes_mean,349168.46525679756,257861.5921450151,-91306.87311178245,-91661.96722925353,-90945.78103081022,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,veh_precision,0.5012834616795013,0.5027583670467084,0.0014749053672070689,-0.0007119778628733517,0.0038097127685808928,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,veh_recall,0.9101198402130493,0.9101198402130493,0.0,-0.0026927546750330016,0.002569084307869193,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,ped_precision,0.6322188449848024,0.6324981017463933,0.00027925676159090695,-0.0025461291389549195,0.003204594981323746,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,ped_recall,0.8841657810839533,0.8852284803400637,0.0010626992561104665,0.0,0.0033632286995515263,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,fp_per_frame,1.392749244712991,1.3867069486404835,-0.0060422960725075026,-0.015131185526326547,0.003709336599044804,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,xy_mae_m,0.8821548360633494,0.8848965178366348,0.002741681773285376,-0.0041924602689591,0.009142512706963438,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,xy_rmse_m,1.197820890011398,1.2026667622558909,0.004845872244492844,-0.008628013595562705,0.01695974464635616,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,miou,0.8192021298798569,0.7638013673663976,-0.05540076251345927,-0.06560709976062275,-0.043223044744685205,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,iou_vehicle,0.9075926826243946,0.7493521715646068,-0.15824051105978787,-0.18615981009493227,-0.12409919839688674,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.0,0.3,in_distribution,iou_person,0.5536218110720004,0.5530343527136178,-0.0005874583583825865,-0.0017476329466170031,0.0008040000101683591,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,payload_bytes_mean,257861.5921450151,205428.831570997,-52432.76057401812,-52739.68657506912,-52132.80945688147,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,veh_precision,0.5027583670467084,0.49299820466786354,-0.009760162378844861,-0.016577778531771933,-0.002659631844394584,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,veh_recall,0.9101198402130493,0.9141145139813582,0.003994673768308976,-0.0020044468991892135,0.009584383937295618,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,ped_precision,0.6324981017463933,0.6176250933532487,-0.014873008393144649,-0.028628683846743306,-0.0013463512597082594,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,ped_recall,0.8852284803400637,0.8788522848034006,-0.006376195536663132,-0.028815604834034204,0.012093468370666827,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,fp_per_frame,1.3867069486404835,1.4531722054380665,0.06646525679758297,0.032077381152926195,0.09992888402625817,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,xy_mae_m,0.8848965178366348,0.9449797179968583,0.060083200160223504,0.03913682596516997,0.0816784674341274,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,xy_rmse_m,1.2026667622558909,1.2616707495661537,0.059003987310262795,0.02799527224828357,0.09061573277718336,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,miou,0.7638013673663976,0.7355706964085563,-0.028230670957841264,-0.0348315723322048,-0.021795287709159637,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,iou_vehicle,0.7493521715646068,0.6806224709440625,-0.06872970062054429,-0.08685851045408202,-0.05129930348848221,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.3,0.5,in_distribution,iou_person,0.5530343527136178,0.5413431572332058,-0.011691195480411976,-0.015568660936112788,-0.007349886577120785,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.5,0.7,in_distribution,payload_bytes_mean,205428.831570997,144040.4833836858,-61388.3481873112,-61757.596306033025,-61010.887870765124,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.5,0.7,in_distribution,veh_precision,0.49299820466786354,0.4903571428571429,-0.0026410618107206574,-0.0067691305441399076,0.0016975032013421595,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.5,0.7,in_distribution,veh_recall,0.9141145139813582,0.9141145139813582,0.0,-0.003901170351105268,0.003968451197576432,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.5,0.7,in_distribution,ped_precision,0.6176250933532487,0.6134515890613451,-0.004173504291903551,-0.010254481554150735,0.0014233259160519754,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.5,0.7,in_distribution,ped_recall,0.8788522848034006,0.8820403825717322,0.0031880977683316214,-0.0011078873724222253,0.008141807828500379,2000,trajectory_block_with_all_q_rows
audit_test,ae128,uint8,0.5,0.7,in_distribution,fp_per_frame,1.4531722054380665,1.472809667673716,0.01963746223564944,0.0014567186599250771,0.03772423693901762,2000,trajectory_block_with_all_q_rows
