split,family,quantizer,protocol,q_left,q_target,q_right,metric,actual,linear_prediction,signed_error,absolute_error,relative_absolute_error,decision_eligible,reason_not_decision_eligible
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,payload_bytes_mean,98752.58308157099,101597.92870090634,-2845.3456193353486,2845.3456193353486,0.028812872843893653,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,veh_precision,0.5038645564961355,0.49637729285262494,0.007487263643510544,0.007487263643510544,0.014859675178537727,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,veh_recall,0.9114513981358189,0.9126498002663116,-0.001198402130492715,0.001198402130492715,0.0013148283418554113,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,ped_precision,0.636986301369863,0.6282917056353267,0.008694595734536348,0.008694595734536348,0.013649580400454912,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,ped_recall,0.8894792773645058,0.8828905419766206,0.006588735387885181,0.006588735387885181,0.007407407407407354,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,fp_per_frame,1.3783987915407856,1.4220543806646524,-0.0436555891238668,0.0436555891238668,0.031671232876712134,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,xy_mae_m,0.8956048053459345,0.924166027263052,-0.02856122191711752,0.02856122191711752,0.03189042951381388,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,xy_rmse_m,1.2120683800582968,1.242261939552772,-0.03019355949447533,0.03019355949447533,0.024910772355123324,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,miou,0.6880375280629014,0.6971085722845648,-0.009071044221663382,0.009071044221663382,0.013183938159887835,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,iou_vehicle,0.538551567891634,0.5808307239511779,-0.0422791560595438,0.0422791560595438,0.07850530678995461,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.0,0.3,0.5,iou_person,0.5522574194526462,0.5442093300678912,0.008048089384754986,0.008048089384754986,0.01457307607153855,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,payload_bytes_mean,81140.27794561934,79903.32250755286,1236.9554380664777,1236.9554380664777,0.015244653695856107,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,veh_precision,0.4917562724014337,0.49897210601986536,-0.007215833618431644,0.007215833618431644,0.01467359751853082,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,veh_recall,0.9134487350199734,0.9141145139813582,-0.0006657789613848664,0.0006657789613848664,0.0007288629737609835,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,ped_precision,0.6219879518072289,0.6274819147298752,-0.005493962922646367,0.005493962922646367,0.00883290891195445,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,ped_recall,0.8777895855472901,0.8831030818278427,-0.005313496280552554,0.005313496280552554,0.006053268765133115,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,fp_per_frame,1.4501510574018126,1.414274924471299,0.035876132930513505,0.035876132930513505,0.024739583333333273,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,xy_mae_m,0.9471409218267329,0.9273079624854451,0.019832959341287815,0.019832959341287815,0.020939818863529153,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,xy_rmse_m,1.2655531712479307,1.24905662700814,0.016496544239790634,0.016496544239790634,0.013035046345404673,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,miou,0.616007234250251,0.6156424488364974,0.00036478541375351003,0.00036478541375351003,0.0005921771587593355,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,iou_vehicle,0.3633360464093101,0.4049156682367191,-0.041579621827408986,0.041579621827408986,0.11443847159763544,False,target is an existing coarse anchor; dense midpoint q outputs are missing
audit_test,ae128,uint4,coarse_leave_one_current_anchor_out,0.3,0.5,0.7,iou_person,0.5384571291200516,0.49547022366992355,0.042986905450128066,0.042986905450128066,0.07983347814593411,False,target is an existing coarse anchor; dense midpoint q outputs are missing
