time,rnti,frame,slot,snrx10,tpc,rssi
21:36:41.060272,960,543,7,100,1,937
21:36:47.090475,960,19,7,100,1,937
21:36:48.115681,3836,116,7,100,1,937
21:36:48.157678,960,120,7,100,1,937
21:36:51.298438,3836,416,7,100,1,937
21:36:52.655194,960,523,7,100,1,929
21:36:52.970845,960,550,17,100,1,937
21:36:53.623773,960,608,7,100,1,937
21:36:54.057726,960,649,7,100,1,937
21:36:55.559554,960,774,7,100,1,937
21:36:55.664210,960,783,17,100,1,929
21:36:56.048720,960,820,7,100,1,937
21:36:56.580288,960,867,7,100,1,937
21:36:57.492022,3836,948,7,100,1,937
21:36:58.058908,960,1001,7,100,1,937
21:37:00.468639,3836,177,7,100,1,937
21:37:02.362911,3836,337,7,100,1,929
21:37:02.669237,3836,363,17,100,1,937
21:37:02.708634,3836,367,7,100,1,937
21:37:03.749807,960,457,7,100,1,937
21:37:04.044975,960,481,17,100,1,937
21:37:04.761333,960,538,7,100,1,937
21:37:04.881913,960,548,7,100,1,937
21:37:04.887889,960,548,17,100,1,937
21:37:05.053934,960,562,17,100,1,937
21:37:05.143691,960,570,7,100,1,937
21:37:05.441719,3836,595,7,100,1,937
21:37:07.331689,960,748,17,100,1,937
21:37:08.199858,3836,828,7,100,1,937
21:37:08.999671,960,895,7,100,1,937
21:37:09.558843,960,937,17,100,1,937
21:37:11.179394,3836,45,17,100,1,937
21:37:12.165550,960,124,7,100,1,937
21:37:13.356999,3836,223,17,100,1,937
21:37:13.606990,3836,242,17,100,1,937
21:37:13.919008,3836,270,7,100,1,937
21:37:14.284405,960,302,7,100,1,937
21:37:16.422685,3836,484,17,100,1,937
21:37:17.454335,960,570,17,100,1,937
21:37:17.541998,960,578,7,100,1,937
21:37:17.767520,960,589,17,100,1,929
21:37:17.855245,960,597,7,100,1,937
21:37:19.964952,960,766,7,100,1,937
21:37:21.056069,960,852,17,100,1,937
21:37:21.280423,960,873,17,100,1,929
21:37:22.347030,960,972,7,100,1,937
21:37:23.264201,960,29,17,100,1,937
21:37:24.550949,3836,145,17,100,1,937
21:37:24.577727,3836,148,7,100,1,937
21:37:24.604454,3836,150,17,100,1,937
21:37:25.557036,960,235,17,100,1,937
21:37:25.840508,960,260,17,100,1,937
21:37:26.650388,3836,332,7,100,1,929
21:37:26.695795,3836,336,7,100,1,937
21:37:26.821895,3836,344,7,100,1,937
21:37:26.868721,960,348,7,100,1,937
21:37:26.980051,3836,357,17,100,1,937
21:37:27.060309,3836,364,17,100,1,929
21:37:27.065893,3836,365,7,100,1,929
21:37:29.183185,3836,540,17,100,1,937
21:37:29.390284,3836,560,17,100,1,937
21:37:29.472584,3836,568,7,100,1,937
21:37:30.260118,960,628,7,100,1,937
21:37:30.549523,960,653,7,100,1,929
21:37:30.701005,960,666,7,100,1,937
21:37:31.862840,960,756,17,100,1,937
21:37:32.641661,3836,814,17,100,1,937
21:37:33.107941,3836,846,7,100,1,937
21:37:33.756290,960,900,17,100,1,937
21:37:34.779019,3836,979,7,100,1,937
21:37:35.184677,3836,1005,7,100,1,937
21:37:35.666359,960,22,7,100,1,937
21:37:38.230155,3836,223,7,100,1,937
21:37:39.036135,960,293,7,100,1,937
21:37:39.880615,3836,359,7,100,1,937
21:37:41.002315,960,459,7,100,1,937
21:37:41.215493,960,475,7,100,1,937
21:37:42.119326,960,561,7,100,1,937
21:37:42.468288,960,583,17,100,1,937
21:37:44.551393,960,754,7,100,1,937
21:37:45.572516,3836,835,7,100,1,937
21:37:45.776243,3836,853,7,100,1,937
21:37:46.604681,960,917,7,100,1,937
21:37:46.868026,960,939,17,100,1,937
21:37:47.924073,960,5,17,100,1,937
21:37:49.096209,3836,102,17,100,1,937
21:37:50.664808,960,227,17,100,1,937
21:37:51.471777,3836,298,17,100,1,937
21:37:52.665117,960,399,7,100,1,937
21:37:55.010194,3836,596,7,100,1,944
21:37:55.067191,960,601,7,100,1,937
21:37:56.225697,960,700,7,100,1,937
