run,delivery_pct,payload_kb,result_kb,capture_to_result_ms,rtt_ms,front_p50_ms,feature_upload_payload_handling_p50_ms,back_p50_ms,result_send_to_recv_wall_p50_ms
Loopback,100.0,1053.87841796875,2.42822265625,46.0747100005392,18.276401489856653,26.669416984077543,7.602894998854026,8.29268348752521,1.605510711669922
Adaptive,85.38461538461539,1054.568359375,2.36669921875,212.73261999886017,186.0683550039539,25.958015510695983,174.22755248844624,7.369500992354006,3.0062198638916016
Fixed MCS28,73.76923076923076,1055.55029296875,2.2421875,73.43375802156515,46.970946015790105,25.1169154944364,35.80563599825837,7.167175004724413,2.962589263916016
