run_label,run_group,window_s,elapsed_s,rows,old_mcs_p50,new_mcs_p50,new_mcs_p95,updated_rows,num_sched_p50,num_sched_p95,bler_after_p50,increase_rows,few_sample_rows,high_bler_rows,hold_rows
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,25,25.426738,889,22.0,22.0,24.0,45,3.0,60.0,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,26,26.422463999999998,837,23.0,23.0,26.0,47,4.0,60.0,0.0,25,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,27,27.505055499999997,806,24.0,24.0,25.0,46,2.0,60.0,0.0,22,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,28,28.5095535,906,22.0,22.0,24.0,44,4.0,60.0,0.0,22,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,29,29.5077845,866,23.0,23.0,24.0,45,3.0,60.0,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,30,30.446053999999997,905,22.0,22.0,23.0,44,6.5,59.85,0.0,23,21,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,31,31.494614,847,23.0,23.0,24.0,49,6.0,60.0,0.0,25,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,32,32.505399,795,24.0,24.0,25.0,45,2.0,59.39999999999999,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,33,33.5076435,870,22.0,22.0,24.0,45,1.0,56.0,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,34,34.500885499999995,924,22.0,22.0,23.0,46,6.0,59.0,0.0,24,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,35,35.505387999999996,843,23.0,23.0,25.0,47,1.0,60.0,0.0,22,25,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,36,36.501759,906,22.0,22.0,23.0,46,4.0,60.0,0.0,23,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,37,37.499316,867,23.0,23.0,24.0,48,5.5,60.0,0.0,25,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,38,38.497108,837,23.0,23.0,24.0,47,4.0,60.0,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,39,39.511174999999994,896,22.0,22.0,25.0,45,3.0,59.8,0.0,21,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,40,40.4956375,880,23.0,23.0,24.0,45,4.0,59.599999999999994,0.0,23,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,41,41.497359,848,23.0,23.0,25.0,48,5.0,60.0,0.0,25,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,42,42.5034085,846,23.0,23.0,25.0,43,1.0,55.9,0.0,21,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,43,43.4979555,838,23.0,23.0,24.0,43,6.0,51.8,0.0,22,21,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,44,44.512198,882,23.0,23.0,24.0,45,3.0,60.0,0.0,21,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,45,45.4969695,886,23.0,23.0,24.0,47,6.0,60.0,0.0,25,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,46,46.500395,855,23.0,23.0,25.0,45,3.0,60.0,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,47,47.509727,860,23.0,23.0,25.0,47,3.0,60.0,0.0,22,25,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,48,48.423208,878,23.0,23.0,26.0,46,7.5,60.0,0.0,25,21,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,49,49.500738999999996,815,24.0,24.0,25.0,47,6.0,58.49999999999998,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,50,50.496914,827,24.0,24.0,25.0,45,1.0,58.79999999999998,0.0,21,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,51,51.499632,925,22.0,22.0,23.0,45,3.0,60.0,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,52,52.432049,956,22.0,22.0,23.0,45,6.0,60.0,0.0,23,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,53,53.5052135,962,21.0,21.0,23.0,46,3.0,60.0,0.0,22,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,54,54.432463999999996,1075,20.0,20.0,21.0,46,7.5,60.0,0.0,23,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,55,55.471777,943,22.0,22.0,23.0,42,12.0,55.949999999999996,0.0,22,20,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,56,56.500572,872,23.0,23.0,24.0,46,4.0,60.0,0.0,23,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,57,57.4600675,872,22.0,22.0,25.0,46,4.0,60.0,0.0,23,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,58,58.498521000000004,804,24.0,24.0,25.0,45,2.0,59.39999999999999,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,59,59.503862,885,22.0,22.0,24.0,46,3.5,59.75,0.0,23,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,60,60.498763499999995,944,22.0,22.0,23.0,47,6.0,60.0,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,61,61.508776999999995,909,22.0,22.0,24.0,46,5.5,60.0,0.0,23,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,62,62.446799999999996,875,23.0,23.0,24.0,48,6.0,60.0,0.0,24,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,63,63.509246000000005,979,21.0,21.0,23.0,47,2.0,60.0,0.0,22,25,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,64,64.422695,937,22.0,22.0,24.0,45,9.0,60.0,0.0,24,21,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,65,65.501746,851,23.0,23.0,24.0,44,4.5,59.7,0.0,22,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,66,66.50005,835,23.0,23.0,25.0,48,4.0,60.0,0.0,24,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,67,67.425286,821,24.0,24.0,25.0,47,4.0,60.0,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,68,68.4963435,784,25.0,25.0,26.0,48,4.5,60.0,0.0,24,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,69,69.503338,825,24.0,24.0,25.0,44,3.5,60.0,0.0,22,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,70,70.49779,797,24.0,24.0,25.0,47,6.0,60.0,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,71,71.498687,818,24.0,24.0,25.0,49,2.0,60.0,0.0,23,26,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,72,72.496844,895,22.0,22.0,23.0,45,5.0,60.0,0.0,23,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,73,73.502452,885,23.0,23.0,23.0,42,2.0,58.949999999999996,0.0,20,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,74,74.4230015,950,21.0,21.0,24.0,49,6.0,60.0,0.0,26,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,75,75.501357,815,24.0,24.0,25.0,47,4.0,60.0,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,76,76.50905,837,23.0,23.0,25.0,46,1.5,60.0,0.0,22,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,77,77.5044235,842,23.0,23.0,25.0,47,6.0,60.0,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,78,78.496765,829,24.0,24.0,25.0,46,6.0,60.0,0.0,24,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,79,79.4986515,878,22.0,22.0,25.0,45,3.0,60.0,0.0,21,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,80,80.5030535,876,23.0,23.0,24.0,48,2.5,60.0,0.0,24,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,81,81.499624,915,22.0,22.0,23.0,45,2.0,59.8,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,82,82.429881,993,21.0,21.0,22.0,48,7.0,60.0,0.0,25,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,83,83.5055795,856,23.0,23.0,24.0,46,4.0,59.5,0.0,23,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,84,84.501077,843,23.0,23.0,24.0,47,5.0,60.0,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,85,85.51175549999999,862,23.0,23.0,25.0,47,1.0,60.0,0.0,22,25,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,86,86.499171,903,22.0,22.0,23.0,47,5.0,60.0,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,87,87.425369,847,23.0,23.0,25.0,45,6.0,60.0,0.0,23,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,88,88.5008525,818,24.0,24.0,24.0,43,4.0,59.9,0.0,22,21,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,89,89.499533,795,24.0,24.0,25.0,48,5.0,60.0,0.0,25,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,90,90.50684,753,25.0,25.0,27.0,44,2.5,60.0,0.0,21,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,91,91.5178305,942,21.0,21.0,25.0,47,2.0,60.0,0.0,22,25,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,92,92.5011375,938,22.0,22.0,22.0,43,6.0,55.9,0.0,22,21,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,93,93.506591,857,23.0,23.0,25.0,46,3.5,60.0,0.0,23,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,94,94.446567,843,23.0,23.0,25.0,44,3.5,59.550000000000004,0.0,22,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,95,95.447118,819,24.0,24.0,25.0,46,6.5,60.0,0.0,24,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,96,96.502093,795,24.0,24.0,26.0,48,1.5,60.0,0.0,23,25,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,97,97.42769,855,23.0,23.0,26.0,48,4.0,60.0,0.0,24,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,98,98.424449,795,24.0,24.0,27.0,46,5.5,60.0,0.0,25,21,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,99,99.50296399999999,781,25.0,25.0,27.0,48,1.0,59.3,0.0,22,26,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,100,100.504661,879,23.0,23.0,24.0,48,4.0,60.0,0.0,24,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,101,101.50377,917,22.0,22.0,24.0,47,3.0,60.0,0.0,23,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,102,102.502374,929,22.0,22.0,23.0,45,3.0,60.0,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,103,103.421651,907,22.0,22.0,25.0,46,9.0,60.0,0.0,25,21,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,104,104.502025,827,23.0,23.0,25.0,45,3.0,60.0,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,105,105.5011535,834,23.0,23.0,24.0,47,3.0,60.0,0.0,23,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,106,106.4738175,782,25.0,25.0,26.0,46,6.5,60.0,0.0,24,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,107,107.50133500000001,782,25.0,25.0,26.0,48,2.5,60.0,0.0,24,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,108,108.50825,880,22.0,22.0,25.0,46,3.5,60.0,0.0,23,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,109,109.50094999999999,866,23.0,23.0,24.0,46,3.0,60.0,0.0,22,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,110,110.4341345,902,22.0,22.0,25.0,46,5.5,60.0,0.0,24,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,111,111.5029375,870,23.0,23.0,25.0,46,2.5,60.0,0.0,22,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,112,112.502456,829,24.0,24.0,24.0,45,4.0,60.0,0.0,23,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,113,113.424534,809,24.0,24.0,26.0,48,3.0,60.0,0.0,24,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,114,114.432406,889,22.0,22.0,24.0,47,6.0,60.0,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,115,115.5026815,830,24.0,24.0,25.0,47,6.0,58.49999999999998,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,116,116.508098,777,25.0,25.0,26.0,43,1.0,55.9,0.0,20,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,117,117.5050865,884,22.0,22.0,24.0,49,2.0,60.0,0.0,24,25,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,118,118.50763400000001,923,22.0,22.0,24.0,47,11.0,60.0,0.0,24,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,119,119.49701800000001,957,21.0,21.0,23.0,44,3.5,59.85,0.0,22,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,120,120.501392,1007,21.0,21.0,23.0,45,2.0,58.8,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,121,121.5081055,954,21.0,21.0,23.0,44,4.0,60.0,0.0,22,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,122,122.50975899999999,875,23.0,23.0,25.0,49,4.0,60.0,0.0,25,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,123,123.50530599999999,920,22.0,22.0,23.0,45,6.0,60.0,0.0,23,22,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,124,124.5038595,846,23.0,23.0,25.0,47,2.0,60.0,0.0,23,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,125,125.503493,841,24.0,24.0,25.0,47,3.0,60.0,0.0,23,24,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,126,126.50780449999999,992,21.0,21.0,22.0,45,2.0,60.0,0.0,22,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,127,127.4269875,932,22.0,22.0,23.0,43,9.0,60.0,0.0,23,20,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,128,128.427447,877,23.0,23.0,24.0,42,8.5,55.949999999999996,0.0,21,21,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,129,129.503272,817,23.0,23.0,25.0,46,4.0,59.75,0.0,23,23,0,0
open loop 10FPS,carla_shape_udp_bw273_blertrace_openloop_20260723_174042,130,130.22398900000002,23,12.0,11.0,20.9,23,1.0,1.0,0.0,0,23,0,0
