key,label,rows,received,delivery_pct,front_ms,uplink_ms,back_ms,downlink_ms,rtt_ms,capture_to_result_ms,uplink_payload_kb,downlink_payload_kb,ul_grants,ul_mcs_mean,ul_mcs_median,ul_mcs28_pct,ul_rb_mean,ul_tbs_kb_mean,gnb_pusch_snr_db_mean,gnb_pusch_phr_mean,color
loopback,Ideal loopback,1300,1300,100.0,26.669416984077543,8.378207290661521,8.29268348752521,1.605510711669922,18.276401489856653,44.945818473934196,1052.300458233173,2.759219501201923,,,,,,,,,#6f6f6f
oai_vanilla,OAI 273PRB vanilla adaptive,1300,1110,85.38461538461539,26.27286249480676,175.6926341477083,7.369500992354006,3.0062198638916016,186.0683550039539,212.34121749876067,1053.4973263302365,2.4846055039414416,681927.0,3.958727253796961,4.0,0.0,256.5758343635022,2.0669568267112903,,,#e45756
oai_hold,OAI 273PRB hold few-sample MCS,1300,1111,85.46153846153847,26.028735002910253,37.52086234817398,7.438503002049401,2.5954246520996094,47.55479000232299,73.58352500523324,1047.884495773796,2.5137298886138613,119541.0,27.647342752695728,28.0,98.07513740055714,183.92743075597494,12.517925400594775,50.547052710342534,59.36128200864649,#2ca02c
oai_fixed28,OAI 273PRB fixed MCS28,1300,960,73.84615384615385,25.675751006929204,37.11792723333929,8.077630001935177,2.98309326171875,48.178650496993214,73.85440150392242,1051.7791636149088,2.800340779622396,130534.0,28.0,28.0,100.0,166.9848545206613,11.476355388011935,50.41366757361753,58.17361451322365,#7b61b3
