wall_time_s,elapsed_s,frame_index,chunk_index,chunk_bytes,frame_bytes,period_s,scheduled_frame_time_s,send_lag_ms
1787336709.964924,0.000070,0,0,25000,25000,0.100000,0.000000,0.001
1787336710.065181,0.100327,1,0,25000,25000,0.100000,0.100000,0.233
1787336710.165395,0.200541,2,0,25000,25000,0.100000,0.200000,0.466
1787336710.265054,0.300200,3,0,25000,25000,0.100000,0.300000,0.115
1787336710.365137,0.400283,4,0,25000,25000,0.100000,0.400000,0.207
1787336710.465048,0.500194,5,0,25000,25000,0.100000,0.500000,0.122
1787336710.565053,0.600199,6,0,25000,25000,0.100000,0.600000,0.124
1787336710.665312,0.700458,7,0,25000,25000,0.100000,0.700000,0.391
1787336710.765038,0.800184,8,0,25000,25000,0.100000,0.800000,0.115
1787336710.865039,0.900185,9,0,25000,25000,0.100000,0.900000,0.116
1787336710.965035,1.000180,10,0,25000,25000,0.100000,1.000000,0.113
1787336711.065037,1.100183,11,0,25000,25000,0.100000,1.100000,0.114
1787336711.165041,1.200187,12,0,25000,25000,0.100000,1.200000,0.115
1787336711.265045,1.300191,13,0,25000,25000,0.100000,1.300000,0.116
1787336711.365042,1.400188,14,0,25000,25000,0.100000,1.400000,0.115
1787336711.465067,1.500213,15,0,25000,25000,0.100000,1.500000,0.114
1787336711.565074,1.600220,16,0,25000,25000,0.100000,1.600000,0.114
1787336711.665076,1.700221,17,0,25000,25000,0.100000,1.700000,0.116
1787336711.765080,1.800226,18,0,25000,25000,0.100000,1.800000,0.114
1787336711.865033,1.900179,19,0,25000,25000,0.100000,1.900000,0.113
1787336711.965036,2.000181,20,0,25000,25000,0.100000,2.000000,0.113
1787336712.065042,2.100188,21,0,25000,25000,0.100000,2.100000,0.117
1787336712.165041,2.200187,22,0,25000,25000,0.100000,2.200000,0.114
1787336712.264960,2.300106,23,0,25000,25000,0.100000,2.300000,0.035
1787336712.365070,2.400215,24,0,25000,25000,0.100000,2.400000,0.116
1787336712.465057,2.500203,25,0,25000,25000,0.100000,2.500000,0.116
1787336712.565054,2.600200,26,0,25000,25000,0.100000,2.600000,0.115
1787336712.665063,2.700208,27,0,25000,25000,0.100000,2.700000,0.117
1787336712.765061,2.800206,28,0,25000,25000,0.100000,2.800000,0.115
1787336712.865059,2.900205,29,0,25000,25000,0.100000,2.900000,0.115
1787336712.965061,3.000206,30,0,25000,25000,0.100000,3.000000,0.115
1787336713.065052,3.100198,31,0,25000,25000,0.100000,3.100000,0.112
1787336713.165063,3.200209,32,0,25000,25000,0.100000,3.200000,0.116
1787336713.265060,3.300206,33,0,25000,25000,0.100000,3.300000,0.115
1787336713.365056,3.400202,34,0,25000,25000,0.100000,3.400000,0.113
1787336713.465052,3.500199,35,0,25000,25000,0.100000,3.500000,0.113
1787336713.565061,3.600207,36,0,25000,25000,0.100000,3.600000,0.112
1787336713.665054,3.700200,37,0,25000,25000,0.100000,3.700000,0.113
