seq,request_bytes,source_ip,recv_wall_ns,recv_monotonic_ns
0,2048,192.168.70.134,1787375375102135176,1590020165679171
1,2048,192.168.70.134,1787375375203700306,1590020267244203
2,2048,192.168.70.134,1787375375302753069,1590020366297236
3,2048,192.168.70.134,1787375375401872694,1590020465417020
4,2048,192.168.70.134,1787375375504136463,1590020567680607
5,2048,192.168.70.134,1787375375601674361,1590020665218542
6,2048,192.168.70.134,1787375375701724502,1590020765268704
7,2048,192.168.70.134,1787375375803689362,1590020867233640
8,2048,192.168.70.134,1787375375902200109,1590020965744392
9,2048,192.168.70.134,1787375375992860805,1590021056405097
10,2048,192.168.70.134,1787375376101765478,1590021165309890
11,2048,192.168.70.134,1787375376199929053,1590021263473560
12,2048,192.168.70.134,1787375376303630349,1590021367174708
13,2048,192.168.70.134,1787375376392961791,1590021456506091
14,2048,192.168.70.134,1787375376501303248,1590021564847482
15,2048,192.168.70.134,1787375376605559191,1590021669103418
16,2048,192.168.70.134,1787375376702525900,1590021766070064
17,2048,192.168.70.134,1787375376801926165,1590021865470144
18,2048,192.168.70.134,1787375376904057307,1590021967601513
19,2048,192.168.70.134,1787375376993336951,1590022056868021
20,2048,192.168.70.134,1787375377102275025,1590022165819368
21,2048,192.168.70.134,1787375377192025995,1590022255570242
22,2048,192.168.70.134,1787375377303635555,1590022367179610
23,2048,192.168.70.134,1787375377402055870,1590022465599990
24,2048,192.168.70.134,1787375377502555213,1590022566099545
25,2048,192.168.70.134,1787375377603549862,1590022667093877
26,2048,192.168.70.134,1787375377692089331,1590022755633288
27,2048,192.168.70.134,1787375377803407953,1590022866952204
28,2048,192.168.70.134,1787375377901663856,1590022965207922
29,2048,192.168.70.134,1787375378004233809,1590023067777867
30,2048,192.168.70.134,1787375378091890742,1590023155435070
31,2048,192.168.70.134,1787375378204970084,1590023268514144
32,2048,192.168.70.134,1787375378293139722,1590023356684188
33,2048,192.168.70.134,1787375378403440238,1590023466984070
34,2048,192.168.70.134,1787375378500922387,1590023564466261
35,2048,192.168.70.134,1787375378603484528,1590023667028831
36,2048,192.168.70.134,1787375378694386638,1590023757931211
37,2048,192.168.70.134,1787375378803210122,1590023866754647
38,2048,192.168.70.134,1787375378893773201,1590023957317326
39,2048,192.168.70.134,1787375379003471240,1590024067014815
40,2048,192.168.70.134,1787375379100469286,1590024164013562
41,2048,192.168.70.134,1787375379199264270,1590024262808623
42,2048,192.168.70.134,1787375379301416238,1590024364960540
43,2048,192.168.70.134,1787375379401155315,1590024464699708
44,2048,192.168.70.134,1787375379499239580,1590024562784021
45,2048,192.168.70.134,1787375379600198183,1590024663741575
46,2048,192.168.70.134,1787375379702218646,1590024765763046
47,2048,192.168.70.134,1787375379801077275,1590024864621562
48,2048,192.168.70.134,1787375379901464378,1590024965008883
49,2048,192.168.70.134,1787375380000272347,1590025063816608
50,2048,192.168.70.134,1787375380099044883,1590025162589066
51,2048,192.168.70.134,1787375381838322194,1590026901866377
52,2048,192.168.70.134,1787375381838369465,1590026901914209
53,2048,192.168.70.134,1787375381838384376,1590026901929140
54,2048,192.168.70.134,1787375381838391509,1590026901936292
55,2048,192.168.70.134,1787375381838398263,1590026901943068
56,2048,192.168.70.134,1787375381838404216,1590026901949022
57,2048,192.168.70.134,1787375381838409700,1590026901954473
58,2048,192.168.70.134,1787375381838415172,1590026901959963
59,2048,192.168.70.134,1787375381838420542,1590026901965342
60,2048,192.168.70.134,1787375381838466265,1590026902010838
61,2048,192.168.70.134,1787375381838481355,1590026902026138
62,2048,192.168.70.134,1787375381838492691,1590026902037478
63,2048,192.168.70.134,1787375381838511400,1590026902056188
64,2048,192.168.70.134,1787375381852100446,1590026915644839
65,2048,192.168.70.134,1787375381866145148,1590026929689568
66,2048,192.168.70.134,1787375381866211878,1590026929756419
67,2048,192.168.70.134,1787375381879319891,1590026942864034
68,2048,192.168.70.134,1787375381969617973,1590027033162039
69,2048,192.168.70.134,1787375382052940738,1590027116484903
70,2048,192.168.70.134,1787375382129065814,1590027192609701
71,2048,192.168.70.134,1787375382221662270,1590027285206361
72,2048,192.168.70.134,1787375382297986101,1590027361530359
73,2048,192.168.70.134,1787375382442340419,1590027505884423
74,2048,192.168.70.134,1787375382518009658,1590027581553809
75,2048,192.168.70.134,1787375382607524275,1590027671068651
76,2048,192.168.70.134,1787375382752108038,1590027815652241
77,2048,192.168.70.134,1787375382828701610,1590027892246098
78,2048,192.168.70.134,1787375382905047247,1590027968591573
79,2048,192.168.70.134,1787375383050170289,1590028113714391
80,2048,192.168.70.134,1787375383125609505,1590028189153643
81,2048,192.168.70.134,1787375383223985804,1590028287529738
82,2048,192.168.70.134,1787375383301699354,1590028365243381
83,2048,192.168.70.134,1787375383453498025,1590028517042100
