1787366053978785526,1580699042331093,connecting to 127.0.0.1:2031
1787366053978819300,1580699042364279,turning ON GNB_MAC_UL_MCS_DECISION
1787366053978821461,1580699042366395,time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
1787366054033269812,1580699096815910,19:34:14.032294,54060,849,2,849,8,471,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054097353802,1580699160899254,19:34:14.097022,54060,859,2,859,8,471,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054161571727,1580699225117831,19:34:14.160904,54060,869,2,869,8,472,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054225705871,1580699289251385,19:34:14.224926,54060,879,2,879,8,473,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054289716192,1580699353261572,19:34:14.289250,54060,889,2,889,8,474,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054353973757,1580699417520145,19:34:14.353504,54060,899,2,899,8,475,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054419224923,1580699482770612,19:34:14.418602,54060,909,2,909,8,475,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054485373449,1580699548919136,19:34:14.484276,54060,919,2,919,8,476,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054550655794,1580699614201566,19:34:14.550187,54060,929,2,929,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054614407226,1580699677953181,19:34:14.614122,54060,939,2,939,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054680600865,1580699744147034,19:34:14.679571,54060,949,2,949,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054744862199,1580699808407560,19:34:14.743966,54060,959,2,959,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054809078782,1580699872624081,19:34:14.808507,54060,969,2,969,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787366054844858088,1580699908403803,19:34:14.843976,54060,974,11,974,17,480,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787366054847975346,1580699911520570,19:34:14.847177,54060,975,1,975,7,480,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787366054851115321,1580699914660301,19:34:14.850379,54060,975,11,975,17,481,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366054851131690,1580699914676629,19:34:14.850737,54060,975,12,975,18,481,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366054851167899,1580699914712832,19:34:14.851082,54060,975,13,975,19,481,0,28,28,28,28,28,20516,12425,8091,5,94,94,48,20,85,8197,-1
1787366054854306589,1580699917851887,19:34:14.853527,54060,976,1,976,7,481,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366054854321562,1580699917866512,19:34:14.853956,54060,976,2,976,8,481,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,9222,-1
1787366054855350703,1580699918895668,19:34:14.854395,54060,976,3,976,9,481,0,28,28,28,28,28,20516,11400,9116,5,106,106,48,20,95,9222,-1
1787366054919117841,1580699982663678,19:34:14.918314,54060,986,2,986,8,485,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787366054944388292,1580700007933723,19:34:14.943716,54060,990,1,990,7,485,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787366054947516704,1580700011061844,19:34:14.947038,54060,990,11,990,17,485,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787366054950716582,1580700014261883,19:34:14.950357,54060,991,1,991,7,486,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366054951769958,1580700015314925,19:34:14.950768,54060,991,2,991,8,486,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366054951780686,1580700015325651,19:34:14.951094,54060,991,3,991,9,486,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366054953916132,1580700017461189,19:34:14.953612,54060,991,11,991,17,486,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366054954972100,1580700018517113,19:34:14.954129,54060,991,12,991,18,486,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366054954976035,1580700018520953,19:34:14.954481,54060,991,13,991,19,486,0,28,28,28,28,28,20516,12425,8091,5,94,94,48,20,85,8197,-1
1787366055016776495,1580700080322300,19:34:15.015675,54060,1001,2,1001,8,488,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787366055045247208,1580700108792959,19:34:15.044344,54060,1005,11,1005,17,489,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787366055048381401,1580700111926359,19:34:15.047543,54060,1006,1,1006,7,489,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787366055051606689,1580700115151898,19:34:15.050845,54060,1006,11,1006,17,489,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055051615764,1580700115160708,19:34:15.051304,54060,1006,12,1006,18,489,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055052858312,1580700116403649,19:34:15.051628,54060,1006,13,1006,19,489,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366055054794943,1580700118340128,19:34:15.054056,54060,1007,1,1007,7,490,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055054803260,1580700118348211,19:34:15.054517,54060,1007,2,1007,8,490,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055055880712,1580700119425744,19:34:15.054876,54060,1007,3,1007,9,490,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366055119673428,1580700183219529,19:34:15.119268,54060,1017,2,1017,8,491,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787366055158464835,1580700222010620,19:34:15.157363,54060,1020,1,1020,7,492,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787366055161596688,1580700225141993,19:34:15.160585,54060,1020,11,1020,17,492,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787366055164719390,1580700228264436,19:34:15.163877,54060,1021,1,1021,7,492,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055164723036,1580700228267954,19:34:15.164280,54060,1021,2,1021,8,492,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055164724791,1580700228269702,19:34:15.164607,54060,1021,3,1021,9,492,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366055167917499,1580700231462636,19:34:15.167019,54060,1021,11,1021,17,492,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055167921690,1580700231466678,19:34:15.167448,54060,1021,12,1021,18,492,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055167923118,1580700231468036,19:34:15.167795,54060,1021,13,1021,19,492,0,28,28,28,28,28,20516,12425,8091,5,94,94,48,20,85,8197,-1
1787366055229241892,1580700292787591,19:34:15.228219,54060,7,2,7,8,494,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787366055244064628,1580700307610133,19:34:15.243719,54060,9,11,9,17,494,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787366055247051692,1580700310596922,19:34:15.246859,54060,10,1,10,7,494,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787366055250275131,1580700313820532,19:34:15.250155,54060,10,11,10,17,494,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055251356460,1580700314901525,19:34:15.250649,54060,10,12,10,18,494,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055251361436,1580700314906414,19:34:15.250974,54060,10,13,10,19,494,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366055253654684,1580700317199948,19:34:15.253389,54060,11,1,11,7,495,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055255084762,1580700318629921,19:34:15.253778,54060,11,2,11,8,495,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055255089638,1580700318634668,19:34:15.254210,54060,11,3,11,9,495,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366055318167592,1580700381713238,19:34:15.317452,54060,21,2,21,8,496,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787366055343521394,1580700407067011,19:34:15.342780,54060,25,1,25,7,496,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787366055346448500,1580700409993481,19:34:15.345857,54060,25,11,25,17,496,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787366055350064271,1580700413609572,19:34:15.349152,54060,26,1,26,7,496,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055350078590,1580700413623556,19:34:15.349577,54060,26,2,26,8,496,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055350966910,1580700414512158,19:34:15.349905,54060,26,3,26,9,496,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366055353027470,1580700416572683,19:34:15.352371,54060,26,11,26,17,497,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055353036214,1580700416581161,19:34:15.352731,54060,26,12,26,18,497,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055354248355,1580700417793647,19:34:15.353170,54060,26,13,26,19,497,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366055414147592,1580700477693948,19:34:15.413381,54060,36,2,36,8,497,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787366055445781428,1580700509327207,19:34:15.444957,54060,41,1,41,7,498,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787366055448844041,1580700512389619,19:34:15.448120,54060,41,11,41,17,498,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787366055452216476,1580700515761898,19:34:15.451368,54060,42,1,42,7,498,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055452241346,1580700515786333,19:34:15.451824,54060,42,2,42,8,498,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055453148545,1580700516694082,19:34:15.452148,54060,42,3,42,9,498,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366055455322634,1580700518867856,19:34:15.454658,54060,42,11,42,17,498,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055455333802,1580700518878800,19:34:15.454958,54060,42,12,42,18,498,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055456769367,1580700520314592,19:34:15.455295,54060,42,13,42,19,498,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366055516540724,1580700580086133,19:34:15.515871,54060,52,2,52,8,499,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787366055544906067,1580700608451158,19:34:15.544371,54060,56,11,56,17,499,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787366055548063421,1580700611608402,19:34:15.547574,54060,57,1,57,7,499,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787366055551246230,1580700614791835,19:34:15.550891,54060,57,11,57,17,499,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055552290483,1580700615835686,19:34:15.551298,54060,57,12,57,18,499,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055552308418,1580700615853403,19:34:15.551627,54060,57,13,57,19,499,0,28,28,28,28,28,20516,12425,8091,5,94,94,48,20,85,8197,-1
1787366055554425569,1580700617970975,19:34:15.554105,54060,58,1,58,7,499,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055555583872,1580700619128923,19:34:15.554549,54060,58,2,58,8,499,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787366055555587469,1580700619132404,19:34:15.554962,54060,58,3,58,9,499,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787366055619278088,1580700682823925,19:34:15.618517,54060,68,2,68,8,500,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787366055646098051,1580700709643432,19:34:15.644464,54060,72,1,72,7,500,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787366055647573436,1580700711118465,19:34:15.647513,54060,72,11,72,17,500,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787366055650802897,1580700714348348,19:34:15.650596,54060,73,1,73,7,500,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787366055651877459,1580700715422455,19:34:15.650777,54060,73,2,73,8,500,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
