time,eNB_ID,frame,subframe,rsrp,rssi,snr,rx_power,noise_power,w_cqi,freq_offset
20:23:58.218448,0,78,0,-2147483648,-183,-93,-90,3,-93,6
20:23:58.288769,0,84,0,-2147483648,-183,-93,-90,3,-93,6
20:23:59.410892,0,178,0,-2147483648,-183,-95,-90,5,-95,6
20:23:59.479603,0,184,0,-2147483648,-183,-93,-90,3,-93,6
20:24:00.572875,0,278,0,-2147483648,-183,-93,-90,3,-93,6
20:24:00.641615,0,284,0,-2147483648,-183,-93,-90,3,-93,6
20:24:01.753275,0,378,0,-2147483648,-183,-93,-90,3,-93,6
20:24:01.824349,0,384,0,-2147483648,-183,-95,-90,5,-95,6
20:24:02.962327,0,478,0,-2147483648,-183,-95,-90,5,-95,6
20:24:03.032499,0,484,0,-2147483648,-183,-93,-90,3,-93,6
20:24:04.138958,0,578,0,-2147483648,-183,-93,-90,3,-93,6
20:24:04.207562,0,584,0,-2147483648,-183,-90,-90,0,-90,6
20:24:05.308233,0,678,0,-2147483648,-183,-93,-90,3,-93,6
20:24:05.376635,0,684,0,-2147483648,-183,-95,-90,5,-95,6
20:24:06.475880,0,778,0,-2147483648,-183,-93,-90,3,-93,6
20:24:06.544239,0,784,0,-2147483648,-183,-95,-90,5,-95,6
20:24:07.638540,0,878,0,-2147483648,-183,-95,-90,5,-95,6
20:24:07.706317,0,884,0,-2147483648,-183,-93,-90,3,-93,6
20:24:08.804466,0,978,0,-2147483648,-183,-93,-90,3,-93,6
20:24:08.869295,0,984,0,-2147483648,-183,-95,-90,5,-95,6
20:24:09.165194,0,1003,0,-2147483648,-183,-95,-90,5,-95,6
20:24:09.976479,0,54,0,-2147483648,-183,-93,-90,3,-93,6
20:24:10.041257,0,60,0,-2147483648,-183,-93,-90,3,-93,6
20:24:11.299489,0,154,0,-2147483648,-183,-95,-90,5,-95,6
20:24:11.368631,0,160,0,-2147483648,-183,-95,-90,5,-95,6
20:24:12.445166,0,254,0,-2147483648,-183,-93,-90,3,-93,6
20:24:12.515637,0,260,0,-2147483648,-183,-90,-90,0,-90,6
20:24:13.647093,0,354,0,-2147483648,-183,-95,-90,5,-95,6
20:24:13.719522,0,360,0,-2147483648,-183,-90,-90,0,-90,6
20:24:14.845879,0,454,0,-2147483648,-183,-90,-90,0,-90,6
20:24:14.907228,0,460,0,-2147483648,-183,-93,-90,3,-93,6
20:24:15.976478,0,554,0,-2147483648,-183,-93,-90,3,-93,6
20:24:16.047481,0,560,0,-2147483648,-183,-93,-90,3,-93,6
20:24:16.643294,0,609,0,-2147483648,-183,-93,-90,3,-93,6
20:24:17.169312,0,654,0,-2147483648,-183,-93,-90,3,-93,6
20:24:17.240162,0,660,0,-2147483648,-183,-93,-90,3,-93,6
20:24:18.451611,0,754,0,-2147483648,-183,-93,-90,3,-93,6
20:24:18.521275,0,760,0,-2147483648,-183,-95,-90,5,-95,6
20:24:19.704899,0,854,0,-2147483648,-183,-95,-90,5,-95,6
20:24:19.773527,0,860,0,-2147483648,-183,-95,-90,5,-95,6
20:24:20.860786,0,954,0,-2147483648,-183,-95,-90,5,-95,6
20:24:20.930190,0,960,0,-2147483648,-183,-95,-90,5,-95,6
20:24:22.050640,0,30,0,-2147483648,-183,-93,-90,3,-93,6
20:24:22.118707,0,36,0,-2147483648,-183,-93,-90,3,-93,6
20:24:23.249473,0,130,0,-2147483648,-183,-93,-90,3,-93,6
20:24:23.319157,0,136,0,-2147483648,-183,-95,-90,5,-95,6
20:24:24.483390,0,230,0,-2147483648,-183,-95,-90,5,-95,6
20:24:24.604609,0,236,0,-2147483648,-183,-93,-90,3,-93,6
20:24:25.749977,0,330,0,-2147483648,-183,-93,-90,3,-93,6
20:24:25.814874,0,336,0,-2147483648,-183,-95,-90,5,-95,6
20:24:26.974493,0,430,0,-2147483648,-183,-96,-90,6,-96,6
20:24:27.047274,0,436,0,-2147483648,-183,-95,-90,5,-95,6
20:24:28.250370,0,530,0,-2147483648,-183,-93,-90,3,-93,6
20:24:28.325398,0,536,0,-2147483648,-183,-93,-90,3,-93,6
20:24:29.499716,0,630,0,-2147483648,-183,-93,-90,3,-93,6
20:24:29.581581,0,636,0,-2147483648,-183,-93,-90,3,-93,6
20:24:30.785297,0,730,0,-2147483648,-183,-93,-90,3,-93,6
20:24:30.859686,0,736,0,-2147483648,-183,-93,-90,3,-93,6
20:24:32.002844,0,830,0,-2147483648,-183,-93,-90,3,-93,6
20:24:32.094654,0,836,0,-2147483648,-183,-93,-90,3,-93,6
20:24:33.265460,0,930,0,-2147483648,-183,-93,-90,3,-93,6
20:24:33.334241,0,936,0,-2147483648,-183,-93,-90,3,-93,6
20:24:34.477967,0,6,0,-2147483648,-183,-93,-90,3,-93,6
20:24:34.552106,0,12,0,-2147483648,-183,-95,-90,5,-95,6
20:24:35.748173,0,106,0,-2147483648,-183,-93,-90,3,-93,6
20:24:35.821651,0,112,0,-2147483648,-183,-93,-90,3,-93,6
20:24:37.075883,0,206,0,-2147483648,-183,-95,-90,5,-95,6
20:24:37.149511,0,212,0,-2147483648,-183,-93,-90,3,-93,6
20:24:38.498578,0,306,0,-2147483648,-183,-93,-90,3,-93,6
20:24:38.572672,0,312,0,-2147483648,-183,-95,-90,5,-95,6
20:24:39.734180,0,406,0,-2147483648,-183,-95,-90,5,-95,6
20:24:39.807942,0,412,0,-2147483648,-183,-93,-90,3,-93,6
20:24:41.019945,0,506,0,-2147483648,-183,-95,-90,5,-95,6
20:24:41.092766,0,512,0,-2147483648,-183,-95,-90,5,-95,6
20:24:42.257040,0,606,0,-2147483648,-183,-93,-90,3,-93,6
20:24:42.330097,0,612,0,-2147483648,-183,-96,-90,6,-96,6
20:24:43.580292,0,706,0,-2147483648,-183,-93,-90,3,-93,6
20:24:43.653486,0,712,0,-2147483648,-183,-95,-90,5,-95,6
20:24:44.801601,0,806,0,-2147483648,-183,-95,-90,5,-95,6
20:24:44.874703,0,812,0,-2147483648,-183,-93,-90,3,-93,6
20:24:46.046588,0,906,0,-2147483648,-183,-93,-90,3,-93,6
20:24:46.110807,0,912,0,-2147483648,-183,-95,-90,5,-95,6
20:24:47.211327,0,1006,0,-2147483648,-183,-93,-90,3,-93,6
20:24:47.276458,0,1012,0,-2147483648,-183,-95,-90,5,-95,6
