wall_time,stream_id,frame_id,carla_timestamp,object_count,packet_bytes,t_capture_perf,t_front_start_perf,t_backbone_input_perf,t_front_model_done_perf,t_front_payload_ready_perf,t_front_send_perf,t_edge_recv_perf,t_tail_done_perf,t_map_publish_perf,t_map_ingest_perf,t_map_update_start_perf,t_map_update_done_perf,front_to_edge_ms,tail_ms,edge_to_map_publish_ms,capture_to_backbone_input_ms,sync_world_tick_ms,camera_frame_wait_ms,radar_wait_ms,rgb_convert_ms,camera_inverse_matrix_ms,radar_tensor_build_ms,camera_matrix_ms,camera_transform_payload_ms,pre_model_other_ms,capture_pipeline_queue_wait_ms,capture_pipeline_queue_depth,model_preprocess_ms,front_backbone_ms,feature_serialize_ms,backbone_input_to_front_send_ms,backbone_input_to_edge_recv_ms,backbone_input_to_tail_done_ms,backbone_input_to_map_publish_ms,backbone_input_to_map_ingest_ms,backbone_input_to_map_update_done_ms,map_queue_ms,map_service_ms,capture_to_map_ingest_ms,capture_to_map_update_done_ms,map_update_delay_ms_config
2026-07-30T00:04:01.083,Lsweep_fast,16052419,192031.76132691506,1,1550,212050.779252171,212050.803867343,212050.867975628,212051.513834616,212051.537798489,212051.537798489,212051.546878144,212051.741692676,212051.741714063,212051.744264192,212051.744397698,212051.744401432,9.0796549920924,194.6126309921965,194.83591901371256,88.72345701092854,34.5277969900053,49.36264400021173,0.007210997864603996,1.0864069918170571,0.026574998628348112,23.4504220134113,0.02387099084444344,0.011162017472088337,0.002095999661833048,,,64.10828500520438,645.8589879912324,23.963873012689874,669.8228610039223,678.9025159960147,873.7170480017085,873.7384350097273,876.288564002607,876.4258039882407,2.5501289928797632,0.0037339923437684774,965.0120210135356,965.1492609991692,0.0
2026-07-30T00:04:01.105,Lsweep_fast,16052420,192031.86132691655,3,1948,212051.628200485,212051.674747551,212051.69484563,212051.703232898,212051.704168477,212051.704168477,212051.712297886,212051.762958012,212051.762975695,212051.766458367,212051.766594669,212051.766601091,8.129408990498632,19.217355991713703,50.677808991167694,66.64514500880614,39.8754560155794,44.47205501492135,0.011830008588731289,1.0288830089848489,0.019920000340789557,45.438419008860365,0.02473700442351401,0.011727010132744908,0.003371969796717167,,,20.09807899594307,8.387267997022718,0.9355790098197758,9.322847006842494,17.452255997341126,68.11238199588843,68.13006498850882,71.61273699603043,71.75546098733321,3.4826720075216144,0.006421993020921946,138.25788200483657,138.40060599613935,0.0
2026-07-30T00:04:01.195,Lsweep_fast,16052421,192031.96132691804,0,1243,212051.785066997,212051.814752044,212051.836811622,212051.8419751,212051.842602867,212051.842602867,212051.84927264,212051.854377561,212051.854398538,212051.856833507,212051.856943984,212051.856956204,6.669773021712899,5.067441990831867,5.125897994730622,51.744625001447275,28.759712004102767,47.077302006073296,0.10157201904803514,1.0562250099610537,0.020500010577961802,28.4611220122315,0.022872991394251585,0.011903000995516777,0.00333995558321476,,,22.059577982872725,5.163477995665744,0.6277670036070049,5.791244999272749,12.461018020985648,17.565938993357122,17.58691601571627,20.021884993184358,20.144581998465583,2.4349689774680883,0.01221999991685152,71.76650999463163,71.88920699991286,0.0
2026-07-30T00:04:01.324,Lsweep_fast,16052422,192032.06132691953,2,1755,212051.919870954,212051.943735308,212051.962489972,212051.964643851,212051.971146546,212051.971146546,212051.977008674,212051.982407585,212051.982422142,212051.985041997,212051.98513562,212051.985140157,5.862127989530563,5.3662629798054695,5.41346799582243,42.61901800055057,32.71407901775092,39.17128499597311,0.011967989848926663,1.054374995874241,0.026335997972637415,22.720858978573233,0.027178000891581178,0.012728996807709336,0.003214023308828473,,,18.75466399360448,2.153879002435133,6.502695003291592,8.656574005726725,14.518701995257288,19.91761298268102,19.932169991079718,22.55202498054132,22.650184982921928,2.619854989461601,0.004536996129900217,65.17104298109189,65.2692029834725,0.0
2026-07-30T00:04:01.499,Lsweep_fast,16052423,192032.16132692102,0,1253,212052.063193669,212052.105268655,212052.133854501,212052.135936705,212052.142628409,212052.142628409,212052.148812874,212052.154221443,212052.154245138,212052.160217726,212052.160312292,212052.160322297,6.184464989928529,5.373272986616939,5.43226400623098,70.66083201789297,44.10736099816859,43.19422601838596,0.010530988220125437,1.0561560047790408,0.024831999326124787,40.93703901162371,0.026202993467450142,0.010229006875306368,0.002876011421903968,,,28.585846011992544,2.082203980535269,6.691704009426758,8.773907989962026,14.958372979890555,20.366941986139864,20.390636986121535,26.363224984379485,26.467795978533104,5.97258799825795,0.010004994692280889,97.02405700227246,97.12862799642608,0.0
2026-07-30T00:04:01.623,Lsweep_fast,16052424,192032.2613269225,2,1755,212052.218125714,212052.242647612,212052.261956765,212052.269910523,212052.270602592,212052.270602592,212052.27656244,212052.281924221,212052.28193795,212052.284409935,212052.284517981,212052.284525222,5.959848000202328,5.326633981894702,5.375509994337335,43.831051007146016,34.154505003243685,36.45141000743024,0.007808004738762975,1.040592003846541,0.02032599877566099,23.41146901017055,0.01962200622074306,0.011390016879886389,0.0023659667931497097,,,19.309152994537726,7.953758002258837,0.6920690066181123,8.64582700887695,14.605675009079278,19.96745599899441,19.981185003416613,22.453170007793233,22.56845700321719,2.47198500437662,0.007241003913804889,66.28422101493925,66.3995080103632,0.0
2026-07-30T00:04:01.741,Lsweep_fast,16052425,192032.361326924,3,1957,212052.33355231,212052.359352815,212052.384787013,212052.386866832,212052.387529097,212052.387529097,212052.394108946,212052.399591536,212052.399604905,212052.402368312,212052.402514155,212052.402522502,6.579848995897919,5.443319998448715,5.4959589906502515,51.23470298713073,30.746639997232705,27.4431639991235,0.007419992471113801,1.0594879859127104,0.0213750172406435,24.667792982654646,0.023300002794712782,0.012167001841589808,0.002268003299832344,,,25.434198003495112,2.079819008940831,0.6622649962082505,2.7420840051490813,9.321933001047,14.804523001657799,14.817891991697252,17.58129900554195,17.735489003825933,2.7634070138446987,0.008347007678821683,68.81600199267268,68.97019199095666,0.0
2026-07-30T00:04:01.851,Lsweep_fast,16052426,192032.4613269255,3,1956,212052.449605457,212052.471605584,212052.495290124,212052.497360322,212052.497969129,212052.497969129,212052.504101478,212052.509746597,212052.509761869,212052.512408819,212052.512683158,212052.512689482,6.132348993560299,5.608328006928787,5.660391005221754,45.684667013119906,29.244511999422684,27.706496010068804,0.01185797736980021,1.0658460087142885,0.023967993911355734,20.853558991802856,0.02204999327659607,0.01153399352915585,0.0033370452001690865,,,23.68454000679776,2.070198010187596,0.6088069931138307,2.6790050033014268,8.811353996861726,14.456472999881953,14.47174500208348,17.1186949883122,17.399358010152355,2.6469499862287194,0.006324000423774123,62.803362001432106,63.08402502327226,0.0
2026-07-30T00:04:01.962,Lsweep_fast,16052427,192032.56132692698,2,1762,212052.565480375,212052.586967773,212052.602929764,212052.606020517,212052.606642241,212052.606642241,212052.612632685,212052.618232729,212052.61824789,212052.622736809,212052.623265919,212052.62327405,5.990443984046578,5.56314698769711,5.615205009235069,37.449388997629285,31.410316994879395,31.184246006887406,0.012953998520970345,1.0743199964053929,0.023872999008744955,20.334176981123164,0.01897200127132237,0.011416006600484252,0.0033110263757407665,,,15.961990982759744,3.0907530162949115,0.6217240006662905,3.712477016961202,9.70292100100778,15.302965010050684,15.31812601024285,19.80704499874264,20.344286022009328,4.48891898849979,0.008130999049171805,57.256433996371925,57.79367501963861,0.0
2026-07-30T00:04:02.064,Lsweep_fast,16052428,192032.66132692847,1,1530,212052.672172177,212052.693410832,212052.706917003,212052.709019438,212052.709642618,212052.709642618,212052.715899348,212052.72251514,212052.722529583,212052.725150234,212052.725470904,212052.725481325,6.256730004679412,6.580323999514803,6.630235002376139,34.74482599995099,31.16353999939747,29.5701090071816,0.011121999705210328,1.0691750212572515,0.022716994863003492,20.091095997486264,0.021446991013363004,0.011837022611871362,0.0030749652069061995,,,13.506171002518386,2.1024350135121495,0.6231799779925495,2.725614991504699,8.98234499618411,15.598136989865452,15.61257999856025,18.233231006888673,18.564322002930567,2.620651008328423,0.01042100484482944,52.97805700683966,53.30914800288156,0.0
2026-07-30T00:04:02.165,Lsweep_fast,16052429,192032.76132692996,2,1746,212052.772667887,212052.79408309,212052.809864075,212052.811977221,212052.812581366,212052.812581366,212052.818686272,212052.823911132,212052.823925568,212052.826314716,212052.826464975,212052.82647438,6.1049060022924095,5.191580014070496,5.239296006038785,37.19618800096214,34.304624976357445,23.884658992756158,0.011721014743670821,1.0893970029428601,0.02583698369562626,20.24632800021209,0.019898026948794723,0.011419004295021296,0.002791959559544921,,,15.780985006131232,2.1131459798198193,0.6041449960321188,2.717290975851938,8.822196978144348,14.047056989511475,14.061492984183133,16.45064097829163,16.6103049996309,2.389147994108498,0.009405019227415323,53.64682897925377,53.806493000593036,0.0
