profile_id,display_profile_id,network_regime,profile_payload_p95_bytes,estimated_chunk_count_p95,estimated_udp_ip_bytes_p95,target_offer_hz,target_feature_offer_mbps,estimated_udp_ip_offer_mbps,lower_layer_onwire_offer_status,capacity_reference_mbps,load_ratio,screening_prediction,capacity_uncertainty_relation,evidence_status,directly_measured,network_certification,profile_quality_status,candidate_tier,measurement_authorized,candidate_network_status
ae64__u6__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.7,mild,89852.75,2,89924.75,10.0,7.18822,7.19398,UNKNOWN_NOT_ESTIMATED,27.778469,0.25897684,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,mild,94873.8,2,94945.8,10.0,7.589904,7.595664,UNKNOWN_NOT_ESTIMATED,27.778469,0.2734371,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u4__q0.3__zstd3__ckpt601984b96d85,ae128/u4/q0.3,mild,103735.95,2,103807.95,10.0,8.298876,8.304636,UNKNOWN_NOT_ESTIMATED,27.778469,0.29895946,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,mild,106308.1,2,106380.1,10.0,8.504648,8.510408,UNKNOWN_NOT_ESTIMATED,27.778469,0.30636706,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,mild,114217.75,2,114289.75,10.0,9.13742,9.14318,UNKNOWN_NOT_ESTIMATED,27.778469,0.32914629,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,mild,127276.85,3,127384.85,10.0,10.182148,10.190788,UNKNOWN_NOT_ESTIMATED,27.778469,0.36685924,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,mild,129576.7,3,129684.7,10.0,10.366136,10.374776,UNKNOWN_NOT_ESTIMATED,27.778469,0.37348264,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u4__q0__zstd3__ckpt601984b96d85,ae128/u4/q0,mild,135398.85,3,135506.85,10.0,10.831908,10.840548,UNKNOWN_NOT_ESTIMATED,27.778469,0.39025002,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,mild,157179.35,3,157287.35,10.0,12.574348,12.582988,UNKNOWN_NOT_ESTIMATED,27.778469,0.4529763,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u8__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.5,mild,165171.55,3,165279.55,10.0,13.213724,13.222364,UNKNOWN_NOT_ESTIMATED,27.778469,0.47599326,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,mild,169829.65,3,169937.65,10.0,13.586372,13.595012,UNKNOWN_NOT_ESTIMATED,27.778469,0.48940825,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,mild,179634.8,3,179742.8,10.0,14.370784,14.379424,UNKNOWN_NOT_ESTIMATED,27.778469,0.51764638,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128/u6/q0.3,mild,203740.85,4,203884.85,10.0,16.299268,16.310788,UNKNOWN_NOT_ESTIMATED,27.778469,0.58717376,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u8__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.3,mild,206753.65,4,206897.65,10.0,16.540292,16.551812,UNKNOWN_NOT_ESTIMATED,27.778469,0.5958504,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u6__q0__zstd3__ckptc6a2362c7c2d,ae64/u6/q0,mild,209216.95,4,209360.95,10.0,16.737356,16.748876,UNKNOWN_NOT_ESTIMATED,27.778469,0.60294453,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,mild,235560.85,4,235704.85,10.0,18.844868,18.856388,UNKNOWN_NOT_ESTIMATED,27.778469,0.67881308,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,mild,265042.0,5,265222.0,10.0,21.20336,21.21776,UNKNOWN_NOT_ESTIMATED,27.778469,0.76382035,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,mild,268254.95,5,268434.95,10.0,21.460396,21.474796,UNKNOWN_NOT_ESTIMATED,27.778469,0.77307342,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,mild,279947.95,5,280127.95,10.0,22.395836,22.410236,UNKNOWN_NOT_ESTIMATED,27.778469,0.80674842,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,mild,350948.6,6,351164.6,10.0,28.075888,28.093168,UNKNOWN_NOT_ESTIMATED,27.778469,1.01132888,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,poor,20277.35,1,20313.35,10.0,1.622188,1.625068,UNKNOWN_NOT_ESTIMATED,10.390025,0.15640655,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,DEGRADED_RESCUE,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,poor,50707.5,1,50743.5,10.0,4.0566,4.05948,UNKNOWN_NOT_ESTIMATED,10.390025,0.39070936,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,poor,53124.35,1,53160.35,10.0,4.249948,4.252828,UNKNOWN_NOT_ESTIMATED,10.390025,0.40931836,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,poor,67666.95,2,67738.95,10.0,5.413356,5.419116,UNKNOWN_NOT_ESTIMATED,10.390025,0.5215691,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,poor,68073.1,2,68145.1,10.0,5.445848,5.451608,UNKNOWN_NOT_ESTIMATED,10.390025,0.52469633,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,poor,81274.35,2,81346.35,10.0,6.501948,6.507708,UNKNOWN_NOT_ESTIMATED,10.390025,0.6263419,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,poor,85995.4,2,86067.4,10.0,6.879632,6.885392,UNKNOWN_NOT_ESTIMATED,10.390025,0.66269253,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u6__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.7,poor,89852.75,2,89924.75,10.0,7.18822,7.19398,UNKNOWN_NOT_ESTIMATED,10.390025,0.69239294,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,poor,94873.8,2,94945.8,10.0,7.589904,7.595664,UNKNOWN_NOT_ESTIMATED,10.390025,0.73105349,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u4__q0.3__zstd3__ckpt601984b96d85,ae128/u4/q0.3,poor,103735.95,2,103807.95,10.0,8.298876,8.304636,UNKNOWN_NOT_ESTIMATED,10.390025,0.79928932,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,poor,106308.1,2,106380.1,10.0,8.504648,8.510408,UNKNOWN_NOT_ESTIMATED,10.390025,0.81909408,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,poor,114217.75,2,114289.75,10.0,9.13742,9.14318,UNKNOWN_NOT_ESTIMATED,10.390025,0.87999596,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,poor,127276.85,3,127384.85,10.0,10.182148,10.190788,UNKNOWN_NOT_ESTIMATED,10.390025,0.9808242,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,poor,129576.7,3,129684.7,10.0,10.366136,10.374776,UNKNOWN_NOT_ESTIMATED,10.390025,0.99853234,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u4__q0__zstd3__ckpt601984b96d85,ae128/u4/q0,poor,135398.85,3,135506.85,10.0,10.831908,10.840548,UNKNOWN_NOT_ESTIMATED,10.390025,1.04336111,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,poor,157179.35,3,157287.35,10.0,12.574348,12.582988,UNKNOWN_NOT_ESTIMATED,10.390025,1.21106427,projected_above_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u8__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.5,poor,165171.55,3,165279.55,10.0,13.213724,13.222364,UNKNOWN_NOT_ESTIMATED,10.390025,1.27260175,projected_above_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,poor,169829.65,3,169937.65,10.0,13.586372,13.595012,UNKNOWN_NOT_ESTIMATED,10.390025,1.30846769,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,poor,179634.8,3,179742.8,10.0,14.370784,14.379424,UNKNOWN_NOT_ESTIMATED,10.390025,1.38396433,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128/u6/q0.3,poor,203740.85,4,203884.85,10.0,16.299268,16.310788,UNKNOWN_NOT_ESTIMATED,10.390025,1.5698507,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u8__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.3,poor,206753.65,4,206897.65,10.0,16.540292,16.551812,UNKNOWN_NOT_ESTIMATED,10.390025,1.59304833,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u6__q0__zstd3__ckptc6a2362c7c2d,ae64/u6/q0,poor,209216.95,4,209360.95,10.0,16.737356,16.748876,UNKNOWN_NOT_ESTIMATED,10.390025,1.61201499,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,poor,235560.85,4,235704.85,10.0,18.844868,18.856388,UNKNOWN_NOT_ESTIMATED,10.390025,1.81485492,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,poor,265042.0,5,265222.0,10.0,21.20336,21.21776,UNKNOWN_NOT_ESTIMATED,10.390025,2.04212791,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,poor,268254.95,5,268434.95,10.0,21.460396,21.474796,UNKNOWN_NOT_ESTIMATED,10.390025,2.06686663,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,poor,279947.95,5,280127.95,10.0,22.395836,22.410236,UNKNOWN_NOT_ESTIMATED,10.390025,2.15689914,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,poor,350948.6,6,351164.6,10.0,28.075888,28.093168,UNKNOWN_NOT_ESTIMATED,10.390025,2.70385952,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED,NORMAL,False,PROVISIONAL_UNRESOLVED_NO_RUN_AUTHORITY
