profile_id,display_profile_id,stratum_axis,stratum_value,evidence_level,n_frames,n_gt,n_gt_vehicle,n_gt_pedestrian,tp,fp,fn,tp_vehicle,fp_vehicle,fn_vehicle,tp_pedestrian,fp_pedestrian,fn_pedestrian,recall,precision,f1,recall_vehicle,precision_vehicle,f1_vehicle,recall_pedestrian,precision_pedestrian,f1_pedestrian,fp_per_frame,fp_vehicle_per_frame,fp_pedestrian_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_pedestrian_m,payload_bytes_mean,payload_bytes_p50,payload_bytes_p95,payload_bytes_min,payload_bytes_max,miou,iou_background,iou_vehicle,iou_person,candidate_tier
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,all,ALL,frame_aggregate,2162,3899,2468,1431,3506,2982,393,2276,2273,192,1230,709,201,0.89920492,0.54038224,0.67507461,0.92220421,0.50032974,0.64871028,0.85953878,0.6343476,0.72997033,1.37927845,1.05134135,0.3279371,0.87926435,1.17898576,0.7840052,1.05553251,65612.92275671,65520.0,67666.95,62380,69901,0.71517699,0.98136955,0.6330229,0.5311385,NORMAL
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2099,1644,277,1161,1129,118,938,515,159,0.88341751,0.56078012,0.68605981,0.90774042,0.5069869,0.65060241,0.85505925,0.64556091,0.73568627,2.42120766,1.66273932,0.75846834,0.94046497,1.25365179,0.82772553,1.08000707,65292.53608247,65079.0,67664.6,62394,69622,0.73715115,0.9765072,0.68465348,0.55029277,NORMAL
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2391,1817,319,1161,1132,118,1230,685,201,0.88228782,0.56820342,0.69124024,0.90774042,0.50632359,0.65005599,0.85953878,0.64229765,0.73520622,1.96220302,1.2224622,0.73974082,0.94491607,1.25190728,0.82772553,1.05553251,65361.12958963,65188.5,67605.75,62394,69622,0.73905425,0.98016457,0.65506141,0.58193676,NORMAL
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3214,2790,351,2276,2262,192,938,528,159,0.90154278,0.53530979,0.67175253,0.92220421,0.50154253,0.6497288,0.85505925,0.63983629,0.73195474,1.94832402,1.57960894,0.36871508,0.8703928,1.17335293,0.7840052,1.08000707,65573.79608939,65412.5,67629.9,62380,69901,0.71650816,0.97595451,0.66692202,0.50664794,NORMAL
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,density_bin,0,frame_aggregate,483,0,0,0,0,19,0,0,8,0,0,11,0,,0.0,,,0.0,,,0.0,,0.03933747,0.01656315,0.02277433,,,,,65761.26086957,65715.0,67884.5,62778,68798,0.41627191,0.99242804,0.18795538,0.06843232,NORMAL
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1479,1360,100,1079,1131,55,400,229,45,0.93666878,0.52095808,0.66953373,0.95149912,0.48823529,0.64533493,0.8988764,0.63593005,0.74487896,1.24656279,1.03666361,0.20989918,0.75984213,1.00718856,0.68074155,0.97321594,65711.57836847,65648.0,67570.5,62380,69086,0.70768722,0.98032099,0.61984189,0.52289878,NORMAL
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,density_bin,3-4,frame_aggregate,453,1528,940,588,1355,1140,173,850,835,90,505,305,83,0.8867801,0.54308617,0.67362665,0.90425532,0.50445104,0.64761905,0.85884354,0.62345679,0.72246066,2.51655629,1.84326711,0.67328918,0.91686815,1.20896995,0.86277447,1.00791691,65379.81015453,65137.0,68002.4,62394,69901,0.7369954,0.97338922,0.69569859,0.54189837,NORMAL
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,density_bin,5+,frame_aggregate,135,792,394,398,672,463,120,347,299,47,325,164,73,0.84848485,0.59207048,0.69745719,0.88071066,0.5371517,0.66730769,0.81658291,0.66462168,0.73280722,3.42962963,2.21481481,1.21481481,1.06627673,1.43952835,0.91215389,1.23083251,65067.14074074,64985.0,66980.3,62911,68883,0.74002306,0.97500113,0.67484736,0.5702207,NORMAL
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3506,2963,393,2276,2265,192,1230,698,201,0.89920492,0.54196939,0.67631173,0.92220421,0.50121119,0.64945071,0.85953878,0.6379668,0.73236082,1.76474092,1.34901727,0.41572365,0.87926435,1.17898576,0.7840052,1.05553251,65570.2501489,65422.0,67622.4,62380,69901,0.72536207,0.97806239,0.65276954,0.54525426,NORMAL
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,all,ALL,frame_aggregate,2162,3899,2468,1431,3490,3063,409,2271,2318,197,1219,745,212,0.89510131,0.5325805,0.66781477,0.92017828,0.49487906,0.64361627,0.85185185,0.6206721,0.71811487,1.41674376,1.07215541,0.34458834,0.93234522,1.23762564,0.82632325,1.12986442,50595.01017576,50363.0,53124.35,47746,57970,0.6561885,0.96382851,0.45944558,0.54529141,NORMAL
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2087,1687,289,1161,1145,118,926,542,171,0.878367,0.55299417,0.67869919,0.90774042,0.50346921,0.64769874,0.84412033,0.63079019,0.72202729,2.48453608,1.68630339,0.7982327,0.99955396,1.3170817,0.87073998,1.16105831,50430.79675994,50099.0,53947.8,47746,56197,0.68443835,0.95516158,0.5191944,0.57895908,NORMAL
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2380,1862,330,1161,1154,118,1219,708,212,0.87822878,0.56105611,0.68469505,0.90774042,0.50151188,0.64607679,0.85185185,0.63258952,0.7260274,2.01079914,1.2462203,0.76457883,1.0034596,1.31542799,0.87073998,1.12986442,50427.48488121,50157.5,53232.5,47746,56197,0.6819427,0.96170119,0.48275536,0.60137154,NORMAL
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3197,2860,368,2271,2294,197,926,566,171,0.89677419,0.52781905,0.66451881,0.92017828,0.49748083,0.6458126,0.84412033,0.62064343,0.71533411,1.9972067,1.60195531,0.3952514,0.9232781,1.23140354,0.82632325,1.16105831,50616.95251397,50321.5,53470.8,47746,57970,0.66609563,0.9563045,0.51323602,0.52874639,NORMAL
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,density_bin,0,frame_aggregate,483,0,0,0,0,28,0,0,15,0,0,13,0,,0.0,,,0.0,,,0.0,,0.05797101,0.0310559,0.02691511,,,,,50620.2815735,50485.0,52650.2,48146,53754,0.36541705,0.97749109,0.07102933,0.04773073,NORMAL
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1466,1401,113,1075,1152,59,391,249,54,0.92843572,0.51133589,0.65946919,0.94797178,0.48271217,0.63969057,0.87865169,0.6109375,0.72073733,1.28414299,1.05591201,0.22823098,0.81152881,1.08357421,0.72659632,1.04503886,50608.28964253,50403.0,52870.5,47876,56011,0.65195021,0.96651383,0.47860878,0.51072802,NORMAL
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,density_bin,3-4,frame_aggregate,453,1528,940,588,1360,1172,168,851,852,89,509,320,79,0.89005236,0.5371248,0.66995074,0.90531915,0.4997064,0.64396519,0.86564626,0.61399276,0.7184192,2.58719647,1.8807947,0.70640177,0.97252309,1.28395566,0.88500811,1.11883988,50640.42384106,50196.0,55045.0,47746,57970,0.6709606,0.9489115,0.53394054,0.53002975,NORMAL
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,density_bin,5+,frame_aggregate,135,792,394,398,664,462,128,345,299,49,319,163,79,0.83838384,0.58969805,0.6923879,0.87563452,0.53571429,0.66473988,0.80150754,0.66182573,0.725,3.42222222,2.21481481,1.20740741,1.11679547,1.44288697,0.99231061,1.25142645,50244.88888889,50112.0,52691.0,48084,55844,0.67782376,0.94007068,0.44194457,0.65145603,NORMAL
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3490,3035,409,2271,2303,197,1219,732,212,0.89510131,0.5348659,0.6696086,0.92017828,0.49650197,0.64498722,0.85185185,0.62480779,0.72087522,1.80762359,1.37164979,0.43597379,0.93234522,1.23762564,0.82632325,1.12986442,50587.74032162,50308.0,53255.4,47746,57970,0.67181233,0.95974769,0.49488479,0.56080452,NORMAL
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,all,ALL,frame_aggregate,2162,3899,2468,1431,3476,3076,423,2272,2328,196,1204,748,227,0.89151064,0.53052503,0.6651995,0.92058347,0.49391304,0.64289757,0.84136967,0.61680328,0.71179427,1.42275671,1.07678076,0.34597595,0.9463677,1.26224584,0.84297591,1.14147248,17128.5892692,16710.5,20277.35,14162,23524,0.42404755,0.89462092,0.19098975,0.18653198,DEGRADED_RESCUE
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2070,1682,306,1155,1136,124,915,546,182,0.87121212,0.55170576,0.67558747,0.90304926,0.50414666,0.64705882,0.83409298,0.62628337,0.71540266,2.47717231,1.6730486,0.80412371,1.02849873,1.36192386,0.90559026,1.18364549,17574.7275405,17120.0,20817.2,14376,23524,0.44903685,0.87775138,0.23342038,0.23593878,DEGRADED_RESCUE
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2359,1856,351,1155,1143,124,1204,713,227,0.8704797,0.55966785,0.68129964,0.90304926,0.50261097,0.64579256,0.84136967,0.62806468,0.71923536,2.00431965,1.23434125,0.7699784,1.02598118,1.35129251,0.90559026,1.14147248,17259.6187905,16699.0,20579.75,14376,23524,0.45403689,0.89489541,0.20860951,0.25860574,DEGRADED_RESCUE
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3187,2874,378,2272,2308,196,915,566,182,0.89396914,0.52582082,0.66216497,0.92058347,0.49606987,0.64472191,0.83409298,0.61782579,0.7098526,2.00698324,1.61173184,0.3952514,0.94078346,1.26130727,0.84297591,1.18364549,17485.48393855,17092.0,20779.0,14162,23524,0.41828088,0.87099604,0.22309213,0.16075448,DEGRADED_RESCUE
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,density_bin,0,frame_aggregate,483,0,0,0,0,28,0,0,13,0,0,15,0,,0.0,,,0.0,,,0.0,,0.05797101,0.02691511,0.0310559,,,,,16446.4389234,16369.0,18194.8,14274,18720,0.34038498,0.93887994,0.02823565,0.05403935,DEGRADED_RESCUE
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1464,1413,115,1080,1168,54,384,245,61,0.92716909,0.5088634,0.65709156,0.95238095,0.48042705,0.63867534,0.86292135,0.61049285,0.7150838,1.29514207,1.07057745,0.22456462,0.80666363,1.07046718,0.72883357,1.02556067,17083.71127406,16672.0,20082.0,14162,23022,0.39805569,0.88995597,0.18894312,0.11526798,DEGRADED_RESCUE
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,density_bin,3-4,frame_aggregate,453,1528,940,588,1352,1170,176,851,856,89,501,314,87,0.88481675,0.53608247,0.66765432,0.90531915,0.49853544,0.64299207,0.85204082,0.61472393,0.71418389,2.58278146,1.88962472,0.69315673,1.00737848,1.33489162,0.9280369,1.14214832,17926.98233996,17800.0,21229.8,14376,23524,0.44906716,0.8664796,0.24942031,0.23130157,DEGRADED_RESCUE
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,density_bin,5+,frame_aggregate,135,792,394,398,660,465,132,341,291,53,319,174,79,0.83333333,0.58666667,0.6885759,0.86548223,0.53955696,0.66471735,0.80150754,0.64705882,0.71604938,3.44444444,2.15555556,1.28888889,1.13127706,1.48293988,0.99220412,1.27994125,17252.8,16550.0,20315.0,14841,21105,0.47165175,0.86236557,0.22767116,0.32491853,DEGRADED_RESCUE
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3476,3048,423,2272,2315,196,1204,733,227,0.89151064,0.53280196,0.66698647,0.92058347,0.49531284,0.64408221,0.84136967,0.62157976,0.71496437,1.81536629,1.3787969,0.43656939,0.9463677,1.26224584,0.84297591,1.14147248,17324.82430018,16853.0,20596.3,14162,23524,0.42724694,0.88150503,0.21170514,0.18853065,DEGRADED_RESCUE
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,all,ALL,frame_aggregate,2162,3899,2468,1431,3510,2972,389,2280,2276,188,1230,696,201,0.90023083,0.54149954,0.67623543,0.92382496,0.50043898,0.64920273,0.85953878,0.63862928,0.73279714,1.3746531,1.05272895,0.32192414,0.88151772,1.18228267,0.78764941,1.0555175,92132.05642923,92209.5,94873.8,87689,96908,0.82155895,0.99656868,0.91518944,0.55291873,NORMAL
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2105,1634,271,1166,1125,113,939,509,158,0.88594276,0.56298476,0.68847097,0.91164973,0.50894806,0.65322129,0.85597083,0.64848066,0.73791749,2.40648012,1.65684831,0.74963181,0.94387779,1.25487692,0.83655693,1.07714309,91644.97496318,91797.0,94199.8,87689,96908,0.83412928,0.99502002,0.92311128,0.58425655,NORMAL
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2396,1803,314,1166,1130,113,1230,673,201,0.88413284,0.57061205,0.69358807,0.91164973,0.50783972,0.65230769,0.85953878,0.64634787,0.73785243,1.94708423,1.22030238,0.72678186,0.94896156,1.25691456,0.83655693,1.0555175,91806.35853132,91974.0,94234.25,87689,96908,0.84006192,0.99582629,0.91542702,0.60893245,NORMAL
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3219,2782,346,2280,2261,188,939,521,158,0.9029453,0.5364106,0.67300857,0.92382496,0.50209205,0.6505921,0.85597083,0.64315068,0.73445444,1.94273743,1.57891061,0.36382682,0.87209631,1.17387763,0.78764941,1.07714309,91968.45949721,92030.0,94441.45,87689,96908,0.81846617,0.99558284,0.92533422,0.53448145,NORMAL
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,density_bin,0,frame_aggregate,483,0,0,0,0,21,0,0,10,0,0,11,0,,0.0,,,0.0,,,0.0,,0.04347826,0.02070393,0.02277433,,,,,92556.77432712,92681.0,95249.5,88484,96588,0.54758717,0.99865601,0.57952046,0.06458503,NORMAL
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1473,1348,106,1076,1131,58,397,217,48,0.9328689,0.52215526,0.66954545,0.94885362,0.48753965,0.64411853,0.89213483,0.6465798,0.74976393,1.2355637,1.03666361,0.19890009,0.75417633,1.00677966,0.67571436,0.96683396,92209.18240147,92355.0,94576.0,88132,96908,0.81227298,0.99671542,0.91839817,0.52170535,NORMAL
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,density_bin,3-4,frame_aggregate,453,1528,940,588,1359,1136,169,854,834,86,505,302,83,0.88939791,0.54468938,0.67561521,0.90851064,0.50592417,0.6499239,0.85884354,0.62577447,0.72401434,2.50772627,1.8410596,0.66666667,0.92170789,1.21352077,0.8708759,1.00766932,91690.18101545,91839.0,94375.2,87794,96488,0.82216693,0.99485675,0.93170717,0.53993688,NORMAL
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,density_bin,5+,frame_aggregate,135,792,394,398,678,467,114,350,301,44,328,166,70,0.85606061,0.59213974,0.70005163,0.88832487,0.53763441,0.66985646,0.8241206,0.66396761,0.73542601,3.45925926,2.22962963,1.22962963,1.07761716,1.44307043,0.92869713,1.23652572,91471.95555556,91461.0,94220.4,87689,95480,0.84795219,0.99318476,0.8963205,0.6543513,NORMAL
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3510,2951,389,2280,2266,188,1230,685,201,0.90023083,0.54325956,0.67760618,0.92382496,0.50153982,0.65012831,0.85953878,0.64229765,0.73520622,1.75759381,1.34961286,0.40798094,0.88151772,1.18228267,0.78764941,1.0555175,92009.87730792,92098.0,94467.8,87689,96908,0.82859042,0.9959429,0.92145909,0.56836928,NORMAL
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,all,ALL,frame_aggregate,2162,3899,2468,1431,3516,3004,383,2281,2284,187,1235,720,196,0.90176968,0.5392638,0.67492082,0.92423015,0.49967141,0.64865633,0.86303284,0.63171355,0.72947431,1.38945421,1.05642923,0.33302498,0.87983697,1.18604023,0.77984849,1.06451205,127413.23172988,127248.0,129576.7,125331,132760,0.78556652,0.99216566,0.80835288,0.55618102,NORMAL
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2107,1645,269,1165,1115,114,942,530,155,0.88678451,0.56156716,0.68766319,0.91086787,0.51096491,0.65467828,0.85870556,0.63994565,0.73335928,2.42268041,1.64212077,0.78055965,0.94291233,1.26111263,0.83057965,1.08183756,127261.14138439,126967.0,130255.9,125331,131516,0.79812473,0.98835177,0.8184157,0.58760671,NORMAL
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2400,1815,310,1165,1117,114,1235,698,196,0.88560886,0.56939502,0.69314079,0.91086787,0.51051709,0.65431059,0.86303284,0.63890326,0.73424495,1.9600432,1.2062635,0.7537797,0.95095737,1.26241548,0.83057965,1.06451205,127307.87149028,127042.0,129831.25,125331,131516,0.80545793,0.99099667,0.813488,0.61188911,NORMAL
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3223,2816,342,2281,2274,187,942,542,155,0.90406732,0.53369763,0.67117868,0.92423015,0.50076839,0.64957995,0.85870556,0.63477089,0.72994963,1.96648045,1.58798883,0.37849162,0.86811213,1.1779397,0.77984849,1.08183756,127368.19553073,127184.5,129701.6,125331,132760,0.78054975,0.9888372,0.81471971,0.53809233,NORMAL
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,density_bin,0,frame_aggregate,483,0,0,0,0,18,0,0,8,0,0,10,0,,0.0,,,0.0,,,0.0,,0.03726708,0.01656315,0.02070393,,,,,127534.94202899,127460.0,129003.1,125746,130396,0.55247792,0.99864939,0.58575272,0.07303164,NORMAL
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1473,1377,106,1080,1146,54,393,231,52,0.9328689,0.51684211,0.66516144,0.95238095,0.4851752,0.64285714,0.88314607,0.62980769,0.7352666,1.26214482,1.05041247,0.21173236,0.75403434,1.0108077,0.67509444,0.97096843,127417.7928506,127307.0,129520.5,125495,132760,0.7749114,0.99211411,0.80728046,0.52533964,NORMAL
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,density_bin,3-4,frame_aggregate,453,1528,940,588,1366,1140,162,854,836,86,512,304,76,0.89397906,0.54509178,0.67724343,0.90851064,0.50532544,0.64942966,0.8707483,0.62745098,0.72934473,2.51655629,1.84547461,0.67108168,0.93027934,1.23903221,0.86910377,1.03231828,127395.0816777,127042.0,130453.0,125331,131493,0.78067866,0.98595673,0.81515288,0.54092638,NORMAL
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,density_bin,5+,frame_aggregate,135,792,394,398,677,469,115,347,294,47,330,175,68,0.85479798,0.59075044,0.69865841,0.88071066,0.54134165,0.6705314,0.82914573,0.65346535,0.73089701,3.47407407,2.17777778,1.2962963,1.05177641,1.40889303,0.88621845,1.22586312,127001.82222222,126705.0,128920.5,125607,131426,0.82546754,0.98887701,0.82817065,0.65935496,NORMAL
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3516,2986,383,2281,2276,187,1235,710,196,0.90176968,0.54075669,0.67608884,0.92423015,0.50054861,0.64939502,0.86303284,0.63496144,0.73163507,1.77843955,1.35556879,0.42287076,0.87983697,1.18604023,0.77984849,1.06451205,127378.21917808,127180.0,129706.8,125331,132760,0.79136053,0.99022623,0.81230136,0.57155399,NORMAL
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,all,ALL,frame_aggregate,2162,3899,2468,1431,3518,2996,381,2280,2278,188,1238,718,193,0.90228264,0.54006755,0.67569384,0.92382496,0.50021939,0.64901793,0.86512928,0.63292434,0.73103041,1.38575393,1.05365402,0.33209991,0.88056636,1.18748809,0.78087196,1.06417156,178884.36493987,178948.0,179634.8,176215,180211,0.82237514,0.99659973,0.91599114,0.55453455,NORMAL
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2108,1635,268,1164,1109,115,944,526,153,0.88720539,0.56318461,0.68900147,0.910086,0.51209855,0.65540541,0.86052871,0.64217687,0.7354889,2.40795287,1.63328424,0.77466863,0.94585955,1.26609746,0.83304682,1.08496339,178795.63328424,178847.0,179518.4,176422,180080,0.83487472,0.9950649,0.92379421,0.58576505,NORMAL
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2402,1808,308,1164,1112,115,1238,696,193,0.88634686,0.57054632,0.69421965,0.910086,0.51142355,0.65485232,0.86512928,0.6401241,0.73580981,1.9524838,1.20086393,0.75161987,0.9521694,1.26519264,0.83304682,1.06417156,178818.59395248,178881.0,179542.25,176422,180211,0.84081623,0.995862,0.91615888,0.61042782,NORMAL
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3224,2804,341,2280,2266,188,944,538,153,0.90434783,0.53483743,0.67215678,0.92382496,0.50153982,0.65012831,0.86052871,0.63697706,0.73206669,1.95810056,1.58240223,0.37569832,0.86991114,1.18078191,0.78087196,1.08496339,178849.00977654,178928.5,179578.0,176215,180115,0.81927243,0.99562583,0.92608487,0.53610659,NORMAL
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,density_bin,0,frame_aggregate,483,0,0,0,0,19,0,0,9,0,0,10,0,,0.0,,,0.0,,,0.0,,0.03933747,0.01863354,0.02070393,,,,,178990.54244306,179028.0,179803.0,177217,180138,0.54969428,0.99866312,0.58186525,0.06855446,NORMAL
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1474,1378,105,1080,1144,54,394,234,51,0.93350222,0.51683029,0.66531257,0.95238095,0.48561151,0.64324002,0.88539326,0.62738854,0.73438956,1.26306141,1.04857929,0.21448213,0.75120031,1.00619081,0.67555919,0.95854143,178891.60769936,178969.0,179592.0,176617,180211,0.81337533,0.99674379,0.91914794,0.52423426,NORMAL
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,density_bin,3-4,frame_aggregate,453,1528,940,588,1369,1133,159,855,831,85,514,302,74,0.89594241,0.54716227,0.67940447,0.90957447,0.50711744,0.6511805,0.87414966,0.62990196,0.73219373,2.50110375,1.83443709,0.66666667,0.93339146,1.24497601,0.86973982,1.03927113,178784.73951435,178860.0,179522.4,176215,180080,0.82219045,0.99491495,0.93251094,0.53914547,NORMAL
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,density_bin,5+,frame_aggregate,135,792,394,398,675,466,117,345,294,49,330,172,68,0.85227273,0.59158633,0.69839628,0.87563452,0.5399061,0.66795741,0.82914573,0.65737052,0.73333333,3.45185185,2.17777778,1.27407407,1.05592638,1.41244245,0.89030898,1.22907185,178780.25185185,178774.0,179562.9,177227,179823,0.84938239,0.99323736,0.89712441,0.65778541,NORMAL
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3518,2977,381,2280,2269,188,1238,708,193,0.90228264,0.54164742,0.676929,0.92382496,0.50120906,0.64985036,0.86512928,0.63617677,0.73319514,1.77307921,1.35139964,0.42167957,0.88056636,1.18748809,0.78087196,1.06417156,178853.82072662,178931.0,179578.0,176215,180211,0.82938995,0.9959811,0.92223342,0.56995531,NORMAL
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,all,ALL,frame_aggregate,2162,3899,2468,1431,3516,3013,383,2280,2290,188,1236,723,195,0.90176968,0.53852045,0.67433832,0.92382496,0.49890591,0.64791134,0.86373166,0.63093415,0.72920354,1.39361702,1.05920444,0.33441258,0.87821441,1.18084064,0.7782907,1.0625397,167298.07169288,167074.0,169829.65,165083,173608,0.79863389,0.99394136,0.84568533,0.55627499,NORMAL
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2106,1653,270,1163,1121,116,943,532,154,0.88636364,0.56025539,0.68655257,0.90930414,0.5091944,0.65282066,0.85961714,0.63932203,0.73328149,2.43446244,1.65095729,0.78350515,0.94174685,1.25682978,0.82756852,1.08256275,167330.12665685,167072.0,170132.3,165137,172504,0.81077609,0.99091994,0.85365597,0.58775235,NORMAL
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2399,1825,311,1163,1123,116,1236,702,195,0.88523985,0.56794508,0.6919527,0.90930414,0.50874891,0.65245442,0.86373166,0.6377709,0.73374889,1.97084233,1.21274298,0.75809935,0.94862912,1.2570389,0.82756852,1.0625397,167286.44276458,167043.0,169939.25,165137,172504,0.81751174,0.99285559,0.84770647,0.61197317,NORMAL
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3223,2822,342,2280,2279,188,943,543,154,0.90406732,0.53316791,0.67075963,0.92382496,0.50010967,0.64892557,0.85961714,0.6345895,0.73015873,1.97067039,1.59148045,0.37918994,0.867316,1.17352189,0.7782907,1.08256275,167344.56703911,167090.5,170132.0,165083,173608,0.79445019,0.99156051,0.85353557,0.53825449,NORMAL
