profile_id,display_profile_id,stratum_axis,stratum_value,evidence_level,n_frames,n_gt,n_gt_vehicle,n_gt_pedestrian,tp,fp,fn,tp_vehicle,fp_vehicle,fn_vehicle,tp_pedestrian,fp_pedestrian,fn_pedestrian,recall,precision,f1,recall_vehicle,precision_vehicle,f1_vehicle,recall_pedestrian,precision_pedestrian,f1_pedestrian,fp_per_frame,fp_vehicle_per_frame,fp_pedestrian_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_pedestrian_m,payload_bytes_mean,payload_bytes_p50,payload_bytes_p95,payload_bytes_min,payload_bytes_max,miou,iou_background,iou_vehicle,iou_person,candidate_tier
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,density_bin,0,frame_aggregate,483,0,0,0,0,19,0,0,9,0,0,10,0,,0.0,,,0.0,,,0.0,,0.03933747,0.01863354,0.02070393,,,,,167227.57971014,167100.0,168789.7,165411,170543,0.55258489,0.99864984,0.58598097,0.07312386,NORMAL
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1475,1383,104,1080,1149,54,395,234,50,0.93413553,0.51609517,0.66486365,0.95238095,0.48452221,0.64228368,0.88764045,0.62798092,0.73556797,1.26764436,1.05316224,0.21448213,0.75120369,1.0042112,0.67224545,0.9670895,167291.91384051,167074.0,169812.0,165083,173608,0.788322,0.9939729,0.84541432,0.5255788,NORMAL
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,density_bin,3-4,frame_aggregate,453,1528,940,588,1368,1141,160,856,837,84,512,304,76,0.89528796,0.54523715,0.67773099,0.9106383,0.50561134,0.65020889,0.8707483,0.62745098,0.72934473,2.5187638,1.84768212,0.67108168,0.92788198,1.22907704,0.86307235,1.03623558,167418.51214128,167072.0,170260.6,165464,172371,0.79513244,0.98937752,0.85490125,0.54111857,NORMAL
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,density_bin,5+,frame_aggregate,135,792,394,398,673,470,119,344,295,50,329,175,69,0.84974747,0.5888014,0.69560724,0.87309645,0.53834116,0.6660213,0.82663317,0.65277778,0.72949002,3.48148148,2.18518519,1.2962963,1.05562239,1.41561278,0.90025516,1.21807324,167195.8962963,167052.0,169227.3,165774,172286,0.83693314,0.99116893,0.86047372,0.65915676,NORMAL
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3516,2994,383,2280,2281,188,1236,713,195,0.90176968,0.54009217,0.67556922,0.92382496,0.49989037,0.64874093,0.86373166,0.63417137,0.73136095,1.78320429,1.35854675,0.42465753,0.87821441,1.18084064,0.7782907,1.0625397,167318.35020846,167072.0,169982.5,165083,173608,0.80491332,0.99253341,0.85054873,0.57165782,NORMAL
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,all,ALL,frame_aggregate,2162,3899,2468,1431,3493,3120,406,2276,2352,192,1217,768,214,0.89587074,0.52820203,0.66457382,0.92220421,0.49178911,0.64148816,0.85045423,0.61309824,0.71252927,1.44310823,1.08788159,0.35522664,0.9232602,1.22845127,0.82317586,1.11043518,81154.88344126,80673.0,85995.4,76857,96539,0.75865064,0.98952016,0.74527722,0.54115453,NORMAL
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2086,1706,290,1159,1143,120,927,563,170,0.87794613,0.55010549,0.67639429,0.9061767,0.50347524,0.64730522,0.84503191,0.62214765,0.71666022,2.51251841,1.68335788,0.82916053,0.9875362,1.30552429,0.86670579,1.1386068,81706.72164948,81080.0,87677.2,77479,92270,0.77113106,0.9845378,0.75692878,0.57192661,NORMAL
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2376,1887,334,1159,1153,120,1217,734,214,0.87675277,0.55735398,0.68148573,0.9061767,0.50129758,0.64550265,0.85045423,0.62378268,0.71969249,2.03779698,1.24514039,0.79265659,0.99154529,1.30250193,0.86670579,1.11043518,81366.3812095,80786.5,86701.75,77479,92270,0.77894745,0.98817418,0.75274548,0.59592268,NORMAL
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3203,2908,362,2276,2325,192,927,583,170,0.89845722,0.5241368,0.66205043,0.92220421,0.49467507,0.64393832,0.84503191,0.61390728,0.71116226,2.03072626,1.62360335,0.40712291,0.91446668,1.22362459,0.82317586,1.1386068,81550.20181564,80904.5,87331.5,77110,96539,0.7528976,0.98487163,0.75054493,0.52327624,NORMAL
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,density_bin,0,frame_aggregate,483,0,0,0,0,31,0,0,17,0,0,14,0,,0.0,,,0.0,,,0.0,,0.06418219,0.03519669,0.02898551,,,,,80353.13457557,80265.0,82621.4,76857,84558,0.5383722,0.99852861,0.56538019,0.05120779,NORMAL
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1464,1423,115,1078,1176,56,386,247,59,0.92716909,0.5071008,0.65562024,0.95061728,0.47826087,0.63636364,0.86741573,0.60979463,0.716141,1.30430797,1.07791017,0.2263978,0.79766631,1.05888889,0.71798912,1.02018448,81040.12740605,80613.0,85355.5,77110,91838,0.74513771,0.98880322,0.73236172,0.51424821,NORMAL
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,density_bin,3-4,frame_aggregate,453,1528,940,588,1363,1184,165,856,859,84,507,325,81,0.89201571,0.53513938,0.66895706,0.9106383,0.49912536,0.64482109,0.8622449,0.609375,0.71408451,2.61368653,1.89624724,0.71743929,0.97097018,1.2840888,0.89463176,1.09985713,82153.38189845,81331.0,89036.6,77721,96539,0.75613873,0.98204899,0.76142887,0.52493832,NORMAL
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,density_bin,5+,frame_aggregate,135,792,394,398,666,482,126,342,300,52,324,182,74,0.84090909,0.58013937,0.68659794,0.8680203,0.53271028,0.66023166,0.81407035,0.64031621,0.71681416,3.57037037,2.22222222,1.34814815,1.10169976,1.44068279,0.97588072,1.23450875,81600.24444444,81044.0,85691.8,78166,89979,0.8047136,0.98654021,0.78781942,0.63978115,NORMAL
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3493,3089,406,2276,2335,192,1217,754,214,0.89587074,0.53068976,0.66653945,0.92220421,0.49360226,0.64302868,0.85045423,0.61745307,0.71546149,1.83978559,1.39070876,0.44907683,0.9232602,1.22845127,0.82317586,1.11043518,81385.52352591,80788.0,86829.2,77110,96539,0.76392355,0.98683231,0.74854993,0.5563884,NORMAL
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,all,ALL,frame_aggregate,2162,3899,2468,1431,3516,3013,383,2281,2293,187,1235,720,196,0.90176968,0.53852045,0.67433832,0.92423015,0.49868824,0.64782732,0.86303284,0.63171355,0.72947431,1.39361702,1.06059204,0.33302498,0.87752385,1.18032584,0.77887983,1.05971576,234121.57770583,234087.5,235560.85,231736,242319,0.82242027,0.99660195,0.91604409,0.55461475,NORMAL
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2106,1650,270,1164,1122,115,942,528,155,0.88636364,0.56070288,0.68688845,0.910086,0.50918635,0.65301543,0.85870556,0.64081633,0.73393066,2.43004418,1.65243004,0.77761414,0.94075948,1.25643262,0.82829465,1.07972876,234307.37702504,234251.0,235700.9,232102,242319,0.83492751,0.99506864,0.92384449,0.58586941,NORMAL
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2399,1823,311,1164,1124,115,1235,699,196,0.88523985,0.56821412,0.69215234,0.910086,0.50874126,0.65264929,0.86303284,0.63857291,0.73402675,1.96868251,1.21382289,0.75485961,0.94742974,1.25650086,0.82829465,1.05971576,234192.98164147,234124.0,235606.0,232070,242319,0.84084949,0.99586469,0.91620936,0.61047441,NORMAL
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3223,2821,342,2281,2282,187,942,539,155,0.90406732,0.53325612,0.67082943,0.92423015,0.49989042,0.64884085,0.85870556,0.63605672,0.73079907,1.96997207,1.59357542,0.37639665,0.86681024,1.17310784,0.77887983,1.07972876,234238.58240223,234214.0,235605.9,231736,242319,0.81934003,0.99562901,0.9261329,0.53625818,NORMAL
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,density_bin,0,frame_aggregate,483,0,0,0,0,19,0,0,9,0,0,10,0,,0.0,,,0.0,,,0.0,,0.03933747,0.01863354,0.02070393,,,,,233898.98343685,233832.0,235315.9,231833,236599,0.54979378,0.99866382,0.58215508,0.06856245,NORMAL
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1474,1388,105,1080,1153,54,394,235,51,0.93350222,0.51502446,0.66381446,0.95238095,0.48365428,0.64152064,0.88539326,0.6263911,0.73370577,1.27222731,1.0568286,0.21539872,0.7515185,1.00495022,0.6737329,0.96473793,234123.9248396,234134.0,235497.5,231736,242319,0.81348686,0.99674611,0.91920365,0.5245108,NORMAL
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,density_bin,3-4,frame_aggregate,453,1528,940,588,1368,1136,160,856,835,84,512,301,76,0.89528796,0.54632588,0.67857143,0.9106383,0.50620934,0.65070315,0.8707483,0.6297663,0.7309065,2.50772627,1.84326711,0.66445916,0.92722479,1.22842718,0.86324464,1.03419161,234225.70198675,234122.0,235592.0,232201,236933,0.82222612,0.9949176,0.93255071,0.53921006,NORMAL
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,density_bin,5+,frame_aggregate,135,792,394,398,674,470,118,345,296,49,329,174,69,0.8510101,0.58916084,0.69628099,0.87563452,0.53822153,0.66666667,0.82663317,0.65407555,0.73029967,3.48148148,2.19259259,1.28888889,1.05221376,1.4128467,0.89871293,1.21317968,234549.60740741,234508.0,235798.1,232379,237147,0.84935509,0.99324306,0.89716424,0.65765797,NORMAL
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3516,2994,383,2281,2284,187,1235,710,196,0.90176968,0.54009217,0.67556922,0.92423015,0.49967141,0.64865633,0.86303284,0.63496144,0.73163507,1.78320429,1.36033353,0.42287076,0.87752385,1.18032584,0.77887983,1.05971576,234185.61167362,234161.0,235577.3,231736,242319,0.82943708,0.99598379,0.92228155,0.57004592,NORMAL
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,all,ALL,frame_aggregate,2162,3899,2468,1431,3502,2964,397,2269,2250,199,1233,714,198,0.89817902,0.54160223,0.67573565,0.91936791,0.50210224,0.64949191,0.86163522,0.63328197,0.73001776,1.37095282,1.04070305,0.33024977,0.87217121,1.16971291,0.77043918,1.05938126,77033.67391304,76831.5,81274.35,70232,86000,0.73926885,0.98412108,0.67217486,0.56151061,NORMAL
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2097,1599,279,1161,1081,118,936,518,161,0.88257576,0.56737013,0.69071146,0.90774042,0.51784121,0.65947174,0.8532361,0.6437414,0.73382987,2.35493373,1.59204713,0.7628866,0.93633606,1.24722521,0.82373484,1.07600489,76156.11782032,75691.0,80728.3,70232,86000,0.75973044,0.97855761,0.70641686,0.59421686,NORMAL
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2394,1775,316,1161,1086,118,1233,689,198,0.88339483,0.57423843,0.6960314,0.90774042,0.51668892,0.65853659,0.86163522,0.64151925,0.73546078,1.91684665,1.17278618,0.74406048,0.9451016,1.25193569,0.82373484,1.05938126,76329.84341253,75968.5,80624.5,70232,86000,0.76165782,0.98242254,0.68479827,0.61775265,NORMAL
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3205,2771,360,2269,2240,199,936,531,161,0.89901823,0.53631191,0.67183733,0.91936791,0.50321579,0.65042282,0.8532361,0.63803681,0.7301092,1.93505587,1.56424581,0.37081006,0.85967771,1.15847932,0.77043918,1.07600489,76884.61173184,76600.0,81170.45,70232,86000,0.73969781,0.97876673,0.69649315,0.54383354,NORMAL
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,density_bin,0,frame_aggregate,483,0,0,0,0,17,0,0,5,0,0,12,0,,0.0,,,0.0,,,0.0,,0.03519669,0.01035197,0.02484472,,,,,77591.32091097,77448.0,82038.0,71195,85481,0.44543766,0.99497605,0.25722416,0.08411276,NORMAL
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1465,1387,114,1065,1144,69,400,243,45,0.92780241,0.51367461,0.66125028,0.93915344,0.48211861,0.63715226,0.8988764,0.62208398,0.73529412,1.27131072,1.04857929,0.22273144,0.75051506,1.0114612,0.66500444,0.97818709,77193.74060495,77128.0,81069.0,70952,84321,0.72268874,0.98301761,0.65650757,0.52854103,NORMAL
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,density_bin,3-4,frame_aggregate,453,1528,940,588,1363,1110,165,857,818,83,506,292,82,0.89201571,0.55115245,0.68132967,0.91170213,0.51164179,0.65544933,0.86054422,0.63408521,0.73015873,2.45033113,1.80573951,0.64459161,0.91430464,1.19962197,0.83887062,1.04206543,76464.00662252,75907.0,81418.0,70232,86000,0.75011625,0.97617627,0.72264657,0.55152591,NORMAL
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,density_bin,5+,frame_aggregate,135,792,394,398,674,450,118,347,283,47,327,167,71,0.8510101,0.59964413,0.70354906,0.88071066,0.55079365,0.67773438,0.82160804,0.66194332,0.73318386,3.33333333,2.0962963,1.23703704,1.05139732,1.40541456,0.92502779,1.18549587,75656.51111111,75707.0,79676.8,71585,81177,0.78277371,0.97881763,0.70761194,0.66189157,NORMAL
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3502,2947,397,2269,2245,199,1233,702,198,0.89817902,0.54302993,0.67684577,0.91936791,0.5026584,0.64995703,0.86163522,0.6372093,0.73262032,1.75521144,1.33710542,0.41810602,0.87217121,1.16971291,0.77043918,1.05938126,76873.25491364,76660.0,81106.7,70232,86000,0.74790493,0.98087303,0.68591829,0.57692347,NORMAL
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,all,ALL,frame_aggregate,2162,3899,2468,1431,3512,2974,387,2266,2259,202,1246,715,185,0.90074378,0.54147394,0.67636013,0.91815235,0.50077348,0.64807665,0.87071978,0.63539011,0.73466981,1.37557817,1.04486586,0.3307123,0.9341975,1.25118345,0.82256806,1.13720897,62805.28445883,62373.0,68073.1,55933,74406,0.70245846,0.97644785,0.57352644,0.55740109,NORMAL
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2111,1604,265,1163,1077,116,948,527,149,0.88846801,0.56823688,0.69315383,0.90930414,0.51919643,0.66098323,0.86417502,0.64271186,0.73716952,2.3622975,1.58615611,0.77614138,0.99880745,1.33020819,0.86506122,1.16288642,62124.32989691,61337.0,67786.6,55933,73244,0.71931041,0.96678668,0.60126106,0.58988348,NORMAL
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2409,1778,301,1163,1084,116,1246,694,185,0.88892989,0.57535228,0.69856459,0.90930414,0.51757899,0.65967102,0.87071978,0.64226804,0.73924651,1.92008639,1.17062635,0.74946004,1.0058234,1.33492211,0.86506122,1.13720897,62223.94168467,61603.0,67591.0,55933,73244,0.72388785,0.97366732,0.58445651,0.61353971,NORMAL
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3214,2787,351,2266,2247,202,948,540,149,0.90154278,0.5355774,0.6719632,0.91815235,0.50210503,0.64919066,0.86417502,0.63709677,0.73346228,1.94622905,1.56913408,0.37709497,0.92294821,1.2398102,0.82256806,1.16288642,62683.48393855,62181.5,68142.2,55933,74406,0.70200824,0.96815897,0.59824092,0.53962483,NORMAL
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,density_bin,0,frame_aggregate,483,0,0,0,0,13,0,0,5,0,0,8,0,,0.0,,,0.0,,,0.0,,0.02691511,0.01035197,0.01656315,,,,,63323.6563147,62966.0,68186.9,57196,72061,0.41875504,0.99214257,0.18183674,0.0822858,NORMAL
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1461,1397,118,1064,1150,70,397,247,48,0.92526916,0.51119664,0.65855308,0.9382716,0.48057814,0.63560335,0.89213483,0.61645963,0.72910927,1.28047663,1.05407883,0.2263978,0.81114529,1.07991635,0.72449459,1.04337791,62828.38771769,62472.0,67704.5,55948,72465,0.68829439,0.97570547,0.56420856,0.52496915,NORMAL
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,density_bin,3-4,frame_aggregate,453,1528,940,588,1370,1120,158,854,822,86,516,298,72,0.89659686,0.5502008,0.68193131,0.90851064,0.50954654,0.6529052,0.87755102,0.63390663,0.7360913,2.47240618,1.81456954,0.65783664,0.97462753,1.29034176,0.86999879,1.14779214,62567.59161148,61723.0,69089.8,55933,74406,0.72266455,0.96769518,0.65335131,0.54694717,NORMAL
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,density_bin,5+,frame_aggregate,135,792,394,398,681,444,111,348,282,46,333,162,65,0.85984848,0.60533333,0.71048513,0.88324873,0.55238095,0.6796875,0.83668342,0.67272727,0.74580067,3.28888889,2.08888889,1.2,1.11685554,1.49055965,1.0060288,1.23267447,61561.54814815,61244.0,66681.7,57636,68750,0.70596102,0.95270438,0.50723454,0.65794415,NORMAL
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3512,2961,387,2266,2254,202,1246,707,185,0.90074378,0.54256141,0.67720787,0.91815235,0.50132743,0.64854035,0.87071978,0.63799283,0.73640662,1.76354973,1.34246575,0.42108398,0.9341975,1.25118345,0.82256806,1.13720897,62656.16378797,62207.0,67989.1,55933,74406,0.71149153,0.97175564,0.58983275,0.57288621,NORMAL
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,all,ALL,frame_aggregate,2162,3899,2468,1431,3504,3000,395,2261,2286,207,1243,714,188,0.89869197,0.53874539,0.67365183,0.91612642,0.49725093,0.64461867,0.86862334,0.63515585,0.73376623,1.38760407,1.0573543,0.33024977,0.92556385,1.23969694,0.81378111,1.12889513,45660.84690102,45200.0,50707.5,39110,57019,0.65122737,0.96238485,0.44339593,0.54790134,NORMAL
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2103,1618,273,1157,1092,122,946,526,151,0.88510101,0.56517065,0.68984747,0.90461298,0.51445087,0.65589569,0.86235187,0.64266304,0.73647334,2.38291605,1.60824742,0.77466863,0.98911228,1.31635004,0.85360541,1.1548432,45455.36818851,44823.0,51107.1,39110,54725,0.67062666,0.95030078,0.48350574,0.57807347,NORMAL
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2400,1795,310,1157,1100,122,1243,695,188,0.88560886,0.57210965,0.69514844,0.90461298,0.51262738,0.65441176,0.86862334,0.64138287,0.73790442,1.93844492,1.18790497,0.75053996,0.99618254,1.32214587,0.85360541,1.12889513,45317.47300216,44776.0,50530.25,39110,54725,0.67620055,0.96051839,0.46576014,0.60232313,NORMAL
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3207,2808,358,2261,2272,207,946,536,151,0.89957924,0.53316708,0.66951983,0.91612642,0.49878668,0.64590773,0.86235187,0.63832659,0.73361768,1.96089385,1.58659218,0.37430168,0.91438751,1.22770493,0.81378111,1.1548432,45828.2353352,45271.0,51328.9,39110,57019,0.64955519,0.9494365,0.46985685,0.52937222,NORMAL
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,density_bin,0,frame_aggregate,483,0,0,0,0,15,0,0,6,0,0,9,0,,0.0,,,0.0,,,0.0,,0.0310559,0.01242236,0.01863354,,,,,45534.02277433,45302.0,49375.1,40061,53274,0.39621833,0.98639128,0.11420543,0.08805828,NORMAL
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1456,1404,123,1061,1165,73,395,239,50,0.9221026,0.50909091,0.6560036,0.9356261,0.47663971,0.63154762,0.88764045,0.62302839,0.73215941,1.28689276,1.06782768,0.21906508,0.80763431,1.07679577,0.71741246,1.04997703,45695.56828598,45276.0,50903.5,39110,55691,0.63561347,0.95907052,0.42650645,0.52126344,NORMAL
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,density_bin,3-4,frame_aggregate,453,1528,940,588,1372,1138,156,854,838,86,518,300,70,0.89790576,0.54661355,0.67954433,0.90851064,0.50472813,0.64893617,0.88095238,0.63325183,0.73684211,2.51214128,1.84988962,0.66225166,0.96446299,1.28010818,0.86608217,1.12665839,45972.69536424,45089.0,52648.2,39705,57019,0.68060446,0.95368813,0.54527352,0.54285171,NORMAL
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,density_bin,5+,frame_aggregate,135,792,394,398,676,443,116,346,277,48,330,166,68,0.85353535,0.60411081,0.70748299,0.87817259,0.55537721,0.68043265,0.82914573,0.66532258,0.73825503,3.28148148,2.05185185,1.22962963,1.1006168,1.46388286,0.98020314,1.2268687,44787.57037037,43958.0,50112.0,40940,51645,0.65268404,0.92864093,0.39520899,0.6342022,NORMAL
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3504,2985,395,2261,2280,207,1243,705,188,0.89869197,0.53999075,0.67462457,0.91612642,0.49790795,0.6451705,0.86862334,0.63809035,0.73572063,1.77784395,1.35795116,0.41989279,0.92556385,1.23969694,0.81378111,1.12889513,45697.3305539,45158.0,51172.9,39110,57019,0.65986439,0.95522165,0.46154459,0.56282695,NORMAL
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,all,ALL,frame_aggregate,2162,3899,2468,1431,3503,2927,396,2269,2225,199,1234,702,197,0.8984355,0.54479005,0.67828444,0.91936791,0.50489542,0.65182419,0.86233403,0.63739669,0.73299673,1.35383904,1.02913969,0.32469935,0.87922339,1.1778971,0.77792179,1.06549026,103505.20721554,103705.5,106308.1,97072,110479,0.82409666,0.99658016,0.9154538,0.56025603,NORMAL
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2099,1571,277,1162,1066,117,937,505,160,0.88341751,0.5719346,0.69434337,0.90852228,0.52154399,0.66267465,0.85414768,0.64979196,0.73808586,2.31369661,1.56995582,0.7437408,0.94352531,1.25672605,0.82884607,1.08574226,102693.82179676,103027.0,105585.1,97072,107605,0.83708006,0.99505267,0.92359339,0.59259413,NORMAL
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2396,1747,314,1162,1072,117,1234,675,197,0.88413284,0.57832489,0.6992558,0.90852228,0.52014324,0.66154284,0.86233403,0.64641173,0.73892216,1.88660907,1.15766739,0.72894168,0.95072376,1.26035453,0.82884607,1.06549026,102959.02159827,103186.0,105699.25,97072,108560,0.84276885,0.99585334,0.9159725,0.61648072,NORMAL
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3206,2731,359,2269,2212,199,937,519,160,0.89929874,0.54000337,0.6748053,0.91936791,0.50636019,0.6530436,0.85414768,0.64354396,0.73403839,1.90712291,1.54469274,0.36243017,0.86788679,1.167406,0.77792179,1.08574226,103185.87988827,103444.0,105950.8,97072,107649,0.82113209,0.99559187,0.92547956,0.54232485,NORMAL
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,density_bin,0,frame_aggregate,483,0,0,0,0,20,0,0,7,0,0,13,0,,0.0,,,0.0,,,0.0,,0.04140787,0.01449275,0.02691511,,,,,104358.44513458,104653.0,107188.9,99849,110479,0.55413373,0.99867392,0.58150139,0.08222589,NORMAL
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1466,1382,113,1067,1137,67,399,245,46,0.92843572,0.51474719,0.66229953,0.94091711,0.48411978,0.63930497,0.89662921,0.61956522,0.73278237,1.26672777,1.04216315,0.22456462,0.76079876,1.01421003,0.67829114,0.98143942,103543.70669111,103801.0,106058.0,98235,108560,0.81451188,0.99672792,0.9187205,0.52808722,NORMAL
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,density_bin,3-4,frame_aggregate,453,1528,940,588,1368,1081,160,858,803,82,510,278,78,0.89528796,0.55859535,0.68795575,0.91276596,0.51655629,0.65974625,0.86734694,0.64720812,0.74127907,2.38631347,1.77262693,0.61368653,0.92119327,1.21757919,0.84682946,1.04629944,102856.53863135,103139.0,105583.6,97542,107649,0.82588067,0.9948331,0.93150288,0.55130603,NORMAL
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,density_bin,5+,frame_aggregate,135,792,394,398,669,444,123,344,278,50,325,166,73,0.84469697,0.60107817,0.7023622,0.87309645,0.55305466,0.67716535,0.81658291,0.66191446,0.73115861,3.28888889,2.05925926,1.22962963,1.05290906,1.40689592,0.91508205,1.19879365,102318.02222222,102595.0,105711.1,97072,106371,0.8498392,0.99328123,0.89729082,0.65894555,NORMAL
