time,eNB_ID,frame,subframe,rsrp,rssi,snr,rx_power,noise_power,w_cqi,freq_offset
21:38:55.549106,0,432,0,-2147483648,-183,-90,-90,0,-90,4
21:38:55.646599,0,438,0,-2147483648,-183,-93,-90,3,-93,5
21:38:56.594662,0,532,0,-2147483648,-183,-93,-90,3,-93,4
21:38:56.655137,0,538,0,-2147483648,-183,-90,-90,0,-90,5
21:38:57.635247,0,632,0,-2147483648,-183,-96,-90,6,-96,4
21:38:57.792645,0,638,0,-2147483648,-183,-95,-90,5,-95,5
21:38:58.845491,0,732,0,-2147483648,-183,-93,-90,3,-93,4
21:38:58.905703,0,738,0,-2147483648,-183,-95,-90,5,-95,5
21:38:59.967915,0,832,0,-2147483648,-183,-93,-90,3,-93,4
21:39:00.029184,0,838,0,-2147483648,-183,-93,-90,3,-93,5
21:39:01.096747,0,932,0,-2147483648,-183,-90,-90,0,-90,4
21:39:01.158262,0,938,0,-2147483648,-183,-90,-90,0,-90,5
21:39:02.270561,0,8,0,-2147483648,-183,-95,-90,5,-95,4
21:39:02.339513,0,14,0,-2147483648,-183,-93,-90,3,-93,5
21:39:03.462384,0,108,0,-2147483648,-183,-93,-90,3,-93,4
21:39:03.521241,0,114,0,-2147483648,-183,-93,-90,3,-93,5
21:39:04.575912,0,208,0,-2147483648,-183,-93,-90,3,-93,4
21:39:04.641888,0,214,0,-2147483648,-183,-95,-90,5,-95,5
21:39:05.719767,0,308,0,-2147483648,-183,-93,-90,3,-93,4
21:39:05.788224,0,314,0,-2147483648,-183,-93,-90,3,-93,5
21:39:06.928250,0,408,0,-2147483648,-183,-93,-90,3,-93,4
21:39:06.995191,0,414,0,-2147483648,-183,-95,-90,5,-95,5
21:39:08.024249,0,508,0,-2147483648,-183,-93,-90,3,-93,4
21:39:08.131014,0,514,0,-2147483648,-183,-95,-90,5,-95,5
21:39:09.078105,0,608,0,-2147483648,-183,-95,-90,5,-95,4
21:39:09.171001,0,614,0,-2147483648,-183,-93,-90,3,-93,5
21:39:10.119962,0,708,0,-2147483648,-183,-93,-90,3,-93,4
21:39:10.196945,0,714,0,-2147483648,-183,-93,-90,3,-93,5
21:39:11.149915,0,808,0,-2147483648,-183,-93,-90,3,-93,4
21:39:11.194063,0,810,0,-2147483648,-183,-95,-90,5,-95,4
21:39:11.234878,0,814,0,-2147483648,-183,-93,-90,3,-93,5
21:39:12.159313,0,900,0,-2147483648,-183,-95,-90,5,-95,5
21:39:12.288398,0,908,0,-2147483648,-183,-93,-90,3,-93,4
21:39:12.349735,0,914,0,-2147483648,-183,-95,-90,5,-95,5
21:39:13.393564,0,1008,0,-2147483648,-183,-95,-90,5,-95,4
21:39:13.453617,0,1014,0,-2147483648,-183,-95,-90,5,-95,5
21:39:14.573798,0,84,0,-2147483648,-183,-93,-90,3,-93,4
21:39:14.643980,0,90,0,-2147483648,-183,-95,-90,5,-95,5
21:39:15.718907,0,184,0,-2147483648,-183,-95,-90,5,-95,4
21:39:15.786626,0,190,0,-2147483648,-183,-95,-90,5,-95,5
21:39:16.240066,0,227,0,-2147483648,-183,-95,-90,5,-95,4
21:39:16.891574,0,284,0,-2147483648,-183,-93,-90,3,-93,4
21:39:16.961523,0,290,0,-2147483648,-183,-96,-90,6,-96,5
21:39:18.109098,0,384,0,-2147483648,-183,-90,-90,0,-90,4
21:39:18.178935,0,390,0,-2147483648,-183,-96,-90,6,-96,5
21:39:19.388961,0,484,0,-2147483648,-183,-93,-90,3,-93,4
21:39:19.506169,0,490,0,-2147483648,-183,-95,-90,5,-95,5
21:39:20.659541,0,584,0,-2147483648,-183,-93,-90,3,-93,4
21:39:20.728379,0,590,0,-2147483648,-183,-90,-90,0,-90,5
21:39:21.837774,0,684,0,-2147483648,-183,-95,-90,5,-95,4
21:39:21.907577,0,690,0,-2147483648,-183,-95,-90,5,-95,5
21:39:23.046344,0,784,0,-2147483648,-183,-93,-90,3,-93,4
21:39:23.115401,0,790,0,-2147483648,-183,-93,-90,3,-93,5
21:39:24.145460,0,884,0,-2147483648,-183,-93,-90,3,-93,4
21:39:24.204897,0,890,0,-2147483648,-183,-93,-90,3,-93,5
21:39:25.368758,0,984,0,-2147483648,-183,-95,-90,5,-95,4
21:39:25.403048,0,987,0,-2147483648,-183,-93,-90,3,-93,4
21:39:25.437444,0,990,0,-2147483648,-183,-95,-90,5,-95,5
21:39:26.597349,0,60,0,-2147483648,-183,-90,-90,0,-90,4
21:39:26.667425,0,66,0,-2147483648,-183,-93,-90,3,-93,5
21:39:27.880680,0,160,0,-2147483648,-183,-93,-90,3,-93,4
21:39:27.950360,0,166,0,-2147483648,-183,-93,-90,3,-93,5
21:39:29.065467,0,260,0,-2147483648,-183,-95,-90,5,-95,4
21:39:29.134587,0,266,0,-2147483648,-183,-95,-90,5,-95,5
21:39:30.254986,0,360,0,-2147483648,-183,-93,-90,3,-93,4
21:39:30.325923,0,366,0,-2147483648,-183,-95,-90,5,-95,5
