rung_index,commanded_noise_power_db,candidate_application_index,candidate_application_attempted_once,attempt_started_monotonic_ns,attempt_started_wall_time_ns,status,ran_epoch_id,control_session_id,send_monotonic_ns,send_wall_time_ns,response_received_monotonic_ns,response_received_wall_time_ns,handler_bracket_ms,response_sha256,post_apply_state_sha256,candidate_applied_once
4,-2.0,0,True,1580704916087618,1787366059852542851,ACK_AND_POST_STATE_VALIDATED_ONCE,e5edee7f-dd30-47e3-8d8b-ef5de5604c62,83d0e033-d5bd-420b-81c3-e290ed8f3a34,1580704916090732,1787366059852545944,1580704916271581,1787366059852726767,0.180849,ba2522ae06aa77154261d104362c33b989976d6e6a0dec6d6d5be095700269e2,a57e9d28b88dc4927463570800e8ac53396daf029383be3137aac328c3fe24bf,True
