time,rnti,frame,slot,snrx10,tpc,rssi
17:10:30.289147,59179,408,7,100,1,937
17:10:30.300656,35341,409,7,100,1,937
17:10:35.100923,35341,806,7,100,1,937
17:10:35.442319,59179,834,17,100,1,937
17:10:35.938064,35341,878,7,100,1,929
17:10:36.405776,35341,913,17,100,1,937
17:10:36.480594,35341,920,7,100,1,937
17:10:37.670428,35341,1016,7,100,1,937
17:10:38.113953,35341,30,17,100,1,937
17:10:38.446657,35341,53,7,100,1,937
17:10:38.858466,59179,89,7,100,1,937
17:10:39.176037,35341,117,7,100,1,929
17:10:39.227179,59179,121,17,100,1,937
17:10:39.598223,35341,150,17,100,1,937
17:10:39.735381,35341,162,17,100,1,937
17:10:39.792666,35341,167,17,100,1,929
17:10:40.650439,35341,238,17,100,1,937
17:10:40.878599,59179,260,17,100,1,937
17:10:41.133032,59179,285,7,100,1,937
17:10:41.313135,35341,302,7,100,1,937
17:10:41.966382,59179,361,7,100,1,929
17:10:42.854146,35341,431,7,100,1,937
17:10:43.260193,59179,466,7,110,1,937
17:10:43.500621,35341,486,17,100,1,937
17:10:43.910294,59179,513,17,100,1,937
17:10:44.265664,35341,544,7,100,1,937
17:10:44.435773,35341,558,17,100,1,937
17:10:44.555433,35341,569,7,100,1,937
17:10:44.696560,35341,574,7,100,1,937
17:10:45.288659,35341,625,17,100,1,937
17:10:45.632449,59179,655,17,100,1,937
17:10:48.217941,59179,872,7,100,1,929
17:10:48.222927,59179,872,17,100,1,929
17:10:48.337454,35341,884,7,100,1,929
17:10:48.446907,59179,895,7,100,1,937
17:10:48.628323,35341,913,7,100,1,937
17:10:48.678468,35341,918,7,100,1,937
17:10:49.072010,35341,947,17,100,1,937
17:10:49.232833,35341,963,17,100,1,937
17:10:49.815288,59179,1020,17,100,1,929
17:10:49.820424,59179,1021,7,100,1,937
17:10:50.489521,35341,51,7,100,1,937
17:10:50.504497,59179,52,17,100,1,937
17:10:50.609900,35341,63,7,100,1,929
17:10:51.042982,35341,103,7,100,1,937
17:10:51.235567,59179,120,7,100,1,937
17:10:51.453998,35341,139,7,100,1,937
17:10:52.248199,35341,202,17,100,1,937
17:10:52.327729,35341,209,17,100,1,929
17:10:53.258773,59179,279,7,100,1,937
17:10:53.654407,35341,313,17,100,1,937
17:10:53.797191,35341,326,7,100,1,937
17:10:53.870951,35341,332,17,100,1,937
17:10:53.930774,35341,337,17,100,1,937
17:10:54.044971,35341,347,17,100,1,937
17:10:54.073556,35341,350,7,100,1,937
17:10:54.707483,59179,404,17,100,1,937
17:10:55.542592,35341,470,17,100,1,929
17:10:56.135711,59179,522,7,100,1,937
17:10:56.287403,59179,534,17,100,1,937
17:10:56.696774,59179,570,17,100,1,937
17:10:56.781868,35341,578,7,100,1,937
17:10:57.032109,35341,600,7,100,1,937
17:10:57.049911,35341,601,17,100,1,937
17:10:58.581643,35341,728,7,100,1,937
17:10:58.989855,35341,764,7,100,1,937
17:10:59.314940,59179,784,17,100,1,937
17:10:59.383341,35341,790,17,100,1,929
17:10:59.400390,35341,792,7,100,1,929
17:10:59.515016,59179,802,7,110,1,937
17:10:59.763496,35341,824,7,100,1,937
17:11:01.122419,35341,936,7,100,1,937
17:11:01.769515,35341,983,7,100,1,937
17:11:01.797679,35341,985,17,100,1,937
17:11:02.312724,35341,5,7,100,1,937
17:11:02.318708,35341,5,17,100,1,929
17:11:02.763031,35341,44,17,100,1,937
17:11:03.215711,35341,82,17,100,1,937
17:11:03.617921,35341,110,17,100,1,937
17:11:03.945525,35341,138,7,100,1,937
17:11:04.211721,59179,161,7,100,1,929
17:11:06.501842,35341,346,7,100,1,937
17:11:06.536071,35341,349,7,100,1,937
17:11:06.541628,35341,349,17,100,1,937
17:11:06.718112,35341,364,17,100,1,937
17:11:07.540706,35341,428,7,100,1,929
17:11:08.256768,35341,489,17,100,1,937
17:11:09.205092,35341,567,17,100,1,937
17:11:09.320198,35341,577,17,100,1,937
17:11:09.688748,35341,601,17,100,1,937
17:11:09.745692,35341,606,17,100,1,937
17:11:10.121711,35341,639,7,100,1,937
17:11:10.283032,35341,652,17,100,1,937
17:11:11.656597,35341,759,7,110,1,937
17:11:11.713924,35341,764,7,100,1,937
17:11:12.220023,35341,807,17,100,1,929
17:11:12.295224,35341,814,7,100,1,929
17:11:13.024444,35341,869,7,100,1,937
17:11:13.058360,35341,872,7,100,1,937
17:11:13.136927,35341,879,7,100,1,937
17:11:13.409600,35341,903,7,100,1,937
17:11:14.198428,35341,967,7,100,1,937
17:11:14.227474,35341,969,17,100,1,937
17:11:14.599614,35341,1002,7,100,1,937
17:11:14.831862,35341,1018,7,100,1,937
