run_group,iface,iface_label,samples,duration_s,avg_tx_mbps,p95_tx_mbps,max_tx_mbps,avg_rx_mbps,p95_rx_mbps,max_rx_mbps,tx_bytes_delta,rx_bytes_delta,tx_packets_delta,rx_packets_delta,tx_drops_delta,rx_drops_delta,tx_errors_delta,rx_errors_delta,ping_attempts,ping_success_rate,avg_ping_rtt_ms,p95_ping_rtt_ms
PREFLIGHT_LOCAL_TRANSPORT,lo,ue0,10,9.0003,12.1799,15.3198,16.4644,12.1799,15.3198,16.4644,13702500,13702500,1107,1107,0,0,0,0,0,,,
PREFLIGHT_LOCAL_TRANSPORT,lo,ue1,10,9.0003,,,,,,,13702500,13702500,1107,1107,0,0,0,0,0,,,
