run_group,iface,iface_label,samples,duration_s,avg_tx_mbps,p95_tx_mbps,max_tx_mbps,avg_rx_mbps,p95_rx_mbps,max_rx_mbps,tx_bytes_delta,rx_bytes_delta,tx_packets_delta,rx_packets_delta,tx_drops_delta,rx_drops_delta,tx_errors_delta,rx_errors_delta,ping_attempts,ping_success_rate,avg_ping_rtt_ms,p95_ping_rtt_ms
A3,oaitun_ue1,ue0,81,80.0003,2.99025,6.64498,6.64931,0,0,0,29902464,0,20160,0,0,0,0,0,0,,,
A3,oaitun_ue2,ue1,81,80.0003,3.03183,6.64517,6.64858,0,0,0,30317776,0,20440,0,0,0,0,0,0,,,
