time,eNB_ID,rnti,rb_id,length
20:38:16.151139,0,61809,4,94
20:38:16.162103,0,61809,4,464
20:38:16.162844,0,61809,4,959
20:38:16.162845,0,61809,4,1208
20:38:16.163306,0,61809,4,304
20:38:16.163306,0,61809,4,1507
20:38:16.163306,0,61809,4,356
20:38:16.168003,0,61809,4,464
20:38:16.168831,0,61809,4,697
20:38:16.168831,0,61809,4,1473
20:38:16.169404,0,61809,4,39
20:38:16.169405,0,61809,4,1507
20:38:16.169405,0,61809,4,621
20:38:16.174192,0,61809,4,464
20:38:16.174845,0,61809,4,432
20:38:16.174845,0,61809,4,1507
20:38:16.174845,0,61809,4,226
20:38:16.175461,0,61809,4,1286
20:38:16.175461,0,61809,4,884
20:38:16.180005,0,61809,4,464
20:38:16.180732,0,61809,4,169
20:38:16.180733,0,61809,4,1507
20:38:16.180733,0,61809,4,491
20:38:16.181453,0,61809,4,1021
20:38:16.181454,0,61809,4,860
20:38:16.185628,0,61809,4,464
20:38:16.186375,0,61809,4,193
20:38:16.186375,0,61809,4,1507
20:38:16.186375,0,61809,4,464
20:38:16.186934,0,61809,4,1048
20:38:16.186935,0,61809,4,1122
20:38:16.191202,0,61809,4,390
20:38:16.191202,0,61809,4,72
20:38:16.192046,0,61809,4,1440
20:38:16.192046,0,61809,4,730
20:38:16.192530,0,61809,4,782
20:38:16.192531,0,61809,4,1388
20:38:16.197308,0,61809,4,124
20:38:16.197309,0,61809,4,337
20:38:16.198008,0,61809,4,1175
20:38:16.198008,0,61809,4,992
20:38:16.198579,0,61809,4,520
20:38:16.198579,0,61809,4,1507
20:38:16.198579,0,61809,4,141
20:38:16.203291,0,61809,4,464
20:38:16.203888,0,61809,4,912
20:38:16.203888,0,61809,4,1258
20:38:16.204624,0,61809,4,254
20:38:16.204624,0,61809,4,1507
20:38:16.204624,0,61809,4,118
20:38:16.209060,0,61809,4,464
20:38:16.209835,0,61809,4,935
20:38:16.209835,0,61809,4,1103
20:38:16.210474,0,61809,4,409
20:38:16.210475,0,61809,4,1507
20:38:16.210475,0,61809,4,252
20:38:16.215122,0,61809,4,464
20:38:16.215891,0,61809,4,801
20:38:16.215891,0,61809,4,1369
20:38:16.216441,0,61809,4,143
20:38:16.216441,0,61809,4,1507
20:38:16.216442,0,61809,4,517
20:38:16.221196,0,61809,4,464
20:38:16.221949,0,61809,4,536
20:38:16.221949,0,61809,4,1507
20:38:16.221950,0,61809,4,122
20:38:16.222553,0,61809,4,1390
20:38:16.222553,0,61809,4,780
20:38:16.227114,0,61809,4,464
20:38:16.227601,0,61809,4,273
20:38:16.227601,0,61809,4,1507
20:38:16.227601,0,61809,4,387
20:38:16.228325,0,61809,4,1125
20:38:16.228325,0,61809,4,756
20:38:16.232966,0,61809,4,464
20:38:16.233775,0,61809,4,297
20:38:16.233776,0,61809,4,1507
20:38:16.233776,0,61809,4,136
20:38:16.234209,0,61809,4,1376
20:38:16.234209,0,61809,4,569
20:38:16.238312,0,61809,4,271
20:38:16.238312,0,61809,4,191
20:38:16.238967,0,61809,4,1321
20:38:16.238967,0,61809,4,849
20:38:16.239531,0,61809,4,663
20:38:16.239532,0,61809,4,1507
20:38:16.244121,0,61809,4,464
20:38:16.244805,0,61809,4,1048
20:38:16.244806,0,61809,4,1119
20:38:16.245340,0,61809,4,393
20:38:16.245340,0,61809,4,1507
20:38:16.245340,0,61809,4,267
20:38:16.249775,0,61809,4,464
20:38:16.250450,0,61809,4,786
20:38:16.250450,0,61809,4,1384
20:38:16.251158,0,61809,4,128
20:38:16.251158,0,61809,4,1507
20:38:16.251159,0,61809,4,244
20:38:16.255734,0,61809,4,464
20:38:16.256536,0,61809,4,809
20:38:16.256536,0,61809,4,1358
20:38:16.257186,0,61809,4,154
20:38:16.257186,0,61809,4,1507
20:38:16.257186,0,61809,4,506
20:38:16.261707,0,61809,4,464
20:38:16.262330,0,61809,4,547
20:38:16.262330,0,61809,4,1507
20:38:16.262330,0,61809,4,114
20:38:16.262895,0,61809,4,1398
20:38:16.262895,0,61809,4,772
20:38:16.267593,0,61809,4,464
20:38:16.268244,0,61809,4,281
20:38:16.268244,0,61809,4,1507
20:38:16.268245,0,61809,4,376
20:38:16.268693,0,61809,4,1136
20:38:16.268694,0,61809,4,1034
20:38:16.273297,0,61809,4,464
