scenario,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct
ALL_VERIFIED_VEHICLE_REPLAY,fixed,2638,54.05610310841546,45.94389689158454,1.288855193328279,27.482941622441242,0.0,85.3297952994693,91.12964366944655,5.799848369977256,0.0,18.65049279757392,18.65049279757392,0,1394,0.0,0.0,0.27481362757225836,492,2301,21.38200782268579,19.755190210661745,23.104220142280173,492,2405,20.457380457380456,18.892902940711696,22.116083151063535,4.391976342806938,1.2120706258227638e-17,1.4210854715202004e-14,34.924032361472875,13.533024188020375,-0.02540931533423502,-0.02540931533423502,-577.9553991807635,-9.472620954597236,0.004672846620854064,2637,0.1989560118355408,0.1612598690810909,6.520090978013647,2.577710386656558,716,27.141774071266113,99.86033519553072,1,0.13966480446927373,0.02465852329792957,0.7868338892485918,1252,753,499,60.14376996805112
ALL_VERIFIED_VEHICLE_REPLAY,greedy,2638,3.980288097043214,96.01971190295679,1.288855193328279,27.482941622441242,0.0,75.58756633813495,91.12964366944655,15.5420773313116,0.0,18.65049279757392,18.65049279757392,0,73,0.0,0.0,4.999200795573111,492,2301,21.38200782268579,19.755190210661745,23.104220142280173,492,2405,20.457380457380456,18.892902940711696,22.116083151063535,4.392715149680589,1.262573568565379e-17,1.4210854715202004e-14,1000000.0,13.533024188020375,0.1626591191362223,0.1626591191362223,-3345.1168596153793,-9.280821138829914,0.19654539648592526,2637,0.008947735634307404,0.0008688007948208462,14.215314632297193,13.570887035633056,41,1.55420773313116,97.5609756097561,1,2.4390243902439024,0.43185315689124104,12.595062055774232,1252,753,499,60.14376996805112
ALL_VERIFIED_VEHICLE_REPLAY,linucb,2638,5.913570887035633,94.08642911296437,1.3646702047005308,27.293404094010615,0.0,75.62547384382108,91.12964366944655,15.504169825625475,0.0,18.46095526914329,18.46095526914329,0,124,0.0,0.0,3.0048615340677696,487,2301,21.16471099521947,19.544469767728113,22.88107126367198,487,2405,20.24948024948025,18.691435157326026,21.902413609268173,4.341054835281381,1.56559122502107e-17,7.105427357601002e-15,1000000.0,13.528828846238953,0.15774235610730616,0.15774235610730616,-3335.6455511906975,-9.286807927706038,0.19055633730685412,2637,0.011933585971991813,0.004636209855415587,14.25322213798332,13.949962092494314,39,1.4783927217589083,97.43589743589743,1,2.564102564102564,0.45407031009900983,13.180990169850077,1252,753,499,60.14376996805112
ALL_VERIFIED_VEHICLE_REPLAY,mpc,2638,1.4404852160727823,98.55951478392721,1.288855193328279,27.482941622441242,0.0,75.5117513267627,91.12964366944655,15.61789234268385,0.0,18.65049279757392,18.65049279757392,0,6,0.0,2.7755575615628914e-15,39.033428790216526,492,2301,21.38200782268579,19.755190210661745,23.104220142280173,492,2405,20.457380457380456,18.892902940711696,22.116083151063535,4.392715149680589,1.262573568565379e-17,1.4210854715202004e-14,1000000.0,13.533024188020375,0.16446958471413195,0.16446958471413195,-3364.0696554916967,-9.279027113051308,0.19834010259285043,2637,0.0071372700563977435,0.0008610906961563488,14.291129643669448,13.646702047005308,35,1.3267626990144048,97.14285714285714,1,2.857142857142857,0.5061491855444202,14.533087233613672,1252,753,499,60.14376996805112
ALL_VERIFIED_VEHICLE_REPLAY,rule,2638,1.5163002274450341,98.48369977255497,1.3646702047005308,27.293404094010615,0.0,75.5117513267627,91.12964366944655,15.61789234268385,0.0,18.46095526914329,18.46095526914329,0,8,0.0,0.0,32.440756488388026,487,2301,21.16471099521947,19.544469767728113,22.88107126367198,487,2405,20.24948024948025,18.691435157326026,21.902413609268173,4.3411894631039445,1.2794078828129173e-17,1.4210854715202004e-14,1000000.0,13.533024188020375,0.1587045989025283,0.1587045989025283,-3364.076293880319,-9.28560863443962,0.19175608536783517,2637,0.007838549720783631,0.0012428253881965393,14.3669446550417,13.646702047005308,37,1.4025777103866566,97.2972972972973,1,2.7027027027027026,0.4786974451940429,13.824069863730518,1252,753,499,60.14376996805112
policy_corpus_advisor_rich_v5__test__fast__01,fixed,119,29.411764705882355,70.58823529411765,6.722689075630252,77.31092436974791,0.0,0.0,22.689075630252102,22.689075630252102,0.0,0.0,0.0,0,27,0.0,0.0,12.455502974186706,0,0,,,,0,27,0.0,0.0,12.455502974186706,19.383454688799056,2.388378943731429e-16,1.4210854715202004e-14,1000000.0,48.953921801462634,0.12469721326966672,0.12469721326966672,-2100.4843706496135,0.12555697778891345,0.12555697778891345,119,0.13417345275082734,0.0024312244203490707,31.092436974789916,8.403361344537815,21,17.647058823529413,100.0,0,0.0,0.0,15.4639018924847,143,102,41,71.32867132867133
policy_corpus_advisor_rich_v5__test__fast__01,greedy,119,6.722689075630252,93.27731092436974,6.722689075630252,77.31092436974791,0.0,0.0,22.689075630252102,22.689075630252102,0.0,0.0,0.0,0,0,,,,0,0,,,,0,27,0.0,0.0,12.455502974186706,19.383690495734665,2.50033420671884e-16,1.4210854715202004e-14,1000000.0,48.953921801462634,0.2027499337520942,0.2027499337520942,-4831.602507285318,0.20257901641475143,0.20257901641475143,119,0.03875167444308312,0.0,19.327731092436977,19.327731092436977,8,6.722689075630252,100.0,0,0.0,0.0,32.440756488388026,143,102,41,71.32867132867133
policy_corpus_advisor_rich_v5__test__fast__01,linucb,119,6.722689075630252,93.27731092436974,6.722689075630252,77.31092436974791,0.0,0.0,22.689075630252102,22.689075630252102,0.0,0.0,0.0,0,0,,,,0,0,,,,0,27,0.0,0.0,12.455502974186706,19.382118357873473,3.0601105216558936e-16,7.105427357601002e-15,1000000.0,48.952762514475914,0.21825892934772623,0.21825892934772623,-4831.58808159413,0.218214728536939,0.218214728536939,119,0.041602485454040154,0.0025060525889917325,19.327731092436977,19.327731092436977,8,6.722689075630252,100.0,0,0.0,0.0,32.440756488388026,143,102,41,71.32867132867133
policy_corpus_advisor_rich_v5__test__fast__01,mpc,119,6.722689075630252,93.27731092436974,6.722689075630252,77.31092436974791,0.0,0.0,22.689075630252102,22.689075630252102,0.0,0.0,0.0,0,0,,,,0,0,,,,0,27,0.0,0.0,12.455502974186706,19.383690495734665,2.50033420671884e-16,1.4210854715202004e-14,1000000.0,48.953921801462634,0.2027499337520942,0.2027499337520942,-4831.602507285318,0.20257901641475143,0.20257901641475143,119,0.03875167444308312,0.0,19.327731092436977,19.327731092436977,8,6.722689075630252,100.0,0,0.0,0.0,32.440756488388026,143,102,41,71.32867132867133
policy_corpus_advisor_rich_v5__test__fast__01,rule,119,6.722689075630252,93.27731092436974,6.722689075630252,77.31092436974791,0.0,0.0,22.689075630252102,22.689075630252102,0.0,0.0,0.0,0,0,,,,0,0,,,,0,27,0.0,0.0,12.455502974186706,19.383690495734665,2.50033420671884e-16,1.4210854715202004e-14,1000000.0,48.953921801462634,0.2027499337520942,0.2027499337520942,-4831.602507285318,0.20257901641475143,0.20257901641475143,119,0.03875167444308312,0.0,19.327731092436977,19.327731092436977,8,6.722689075630252,100.0,0,0.0,0.0,32.440756488388026,143,102,41,71.32867132867133
