rung_index,commanded_noise_power_db,candidate_application_index,candidate_application_attempted_once,attempt_started_monotonic_ns,attempt_started_wall_time_ns,status,ran_epoch_id,control_session_id,send_monotonic_ns,send_wall_time_ns,response_received_monotonic_ns,response_received_wall_time_ns,handler_bracket_ms,response_sha256,post_apply_state_sha256,candidate_applied_once
0,-2.5,0,True,1582184629049172,1787367539565504656,ACK_AND_POST_STATE_VALIDATED_ONCE,5d907a47-7ae3-4b3d-b55a-a9223b798443,3e89bde9-fb9e-4439-a402-f884f61fa796,1582184629052051,1787367539565507264,1582184629339815,1787367539565795213,0.287764,925ece52eb5b2941e21dda8b88ee4923303a28aff81a20a8464390ac5f5fb56f,c6f0ee4425b2d41425a7179a4617cb20f65f2a9cbe9582afaeae1abcbaccb4f4,True
