cell_id,action_id,profile_id,network_profile_id,interval,clock_domain,median_ms,p95_ms,maximum_ms,samples,missing
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,0.1006875,0.829785,6.197439,2016,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,0.10776519775390625,10.725736618041992,23.02408218383789,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,0.010728836059570312,0.01621246337890625,0.06985664367675781,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,23.005129,42.88223,325.395684,2016,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,34061.133324,48116.673574,57377.504,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,592.277783434838,1000.8186418563128,1264.1177885234356,2016,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,12889.69624042511,14595.644235610962,14645.42841911316,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,12889.554381370544,14595.452070236206,14645.35903930664,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,860.88307443335,1134.0824390986327,1207.804514535157,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,edge_ae_decode_ms,edge_container_perf_counter_ns,2.8673260000000003,15.931059,25.8923,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,edge_frozen_tail_ms,edge_container_perf_counter_ns,185.2743515,853.99906,876.196395,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,edge_output_serialization_ms,edge_container_perf_counter_ns,29.4683805,189.975838,230.405232,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,edge_total_edge_processing_ms,edge_container_perf_counter_ns,412.5845035,1218.028429,1233.696288,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,144.9527405,240.319147,324.137632,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,edge_zstd_decompression_ms,edge_container_perf_counter_ns,0.987504,6.09214,7.528374,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,0.6190095,2.038083,15.420379,2064,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,0.17082691192626953,1.4986991882324219,4.29534912109375,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,0.009655952453613281,0.015020370483398438,0.33402442932128906,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,26.6051655,53.080606,341.684167,2064,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,12015.1946905,13695.498676,13778.007171,24,0
a20__adverse_stable,20,split_ae128_uint8_q5000,ADVERSE_STABLE,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,568.6670807190239,1051.998189650476,1401.2971362099051,2064,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,edge_ae_decode_ms,edge_container_perf_counter_ns,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,edge_frozen_tail_ms,edge_container_perf_counter_ns,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,edge_output_serialization_ms,edge_container_perf_counter_ns,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,edge_total_edge_processing_ms,edge_container_perf_counter_ns,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,edge_zstd_decompression_ms,edge_container_perf_counter_ns,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,1.383967,3.592957,49.903985,2087,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,38.855089,65.882644,249.404059,2087,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,,,,0,0
a00__fade_recovery,0,split_noae_uint8_q0000,FADE_RECOVERY,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,536.2746575847268,806.496980600059,1183.1278819590807,2087,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,110244.624376297,179442.5392150879,183104.79068756104,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,110244.4794178009,179442.45433807373,183104.71773147583,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,580.4398231316522,891.6212568969786,1042.3584311673476,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,edge_ae_decode_ms,edge_container_perf_counter_ns,1.6893669999999998,6.807468,14.288354,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,edge_frozen_tail_ms,edge_container_perf_counter_ns,191.8094025,689.576577,961.857989,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,edge_output_serialization_ms,edge_container_perf_counter_ns,30.3904955,191.098911,466.292593,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,edge_total_edge_processing_ms,edge_container_perf_counter_ns,301.988363,955.513339,1225.946272,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,61.531158500000004,100.050809,145.876096,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,edge_zstd_decompression_ms,edge_container_perf_counter_ns,0.0219595,0.033514,1.458391,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,0.045508,0.12002,11.176997,2225,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,0.07677078247070312,1.8658638000488281,17.47584342956543,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,0.01049041748046875,0.013828277587890625,0.024557113647460938,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,16.574613,35.411301,315.368902,2225,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,109672.8537965,178791.703525,182671.734218,104,0
a71__fade_recovery,71,split_ae32_uint4_q9800,FADE_RECOVERY,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,563.8409731909633,887.2144538909197,1290.078217163682,2225,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,34088.632106781006,37373.90685081482,40636.59191131592,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,34088.56022357941,37373.828411102295,40636.52205467224,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,609.4247016208501,1014.4114938309358,1079.0306825823973,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,edge_ae_decode_ms,edge_container_perf_counter_ns,1.6131575,6.309323,159.746729,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,edge_frozen_tail_ms,edge_container_perf_counter_ns,167.65302400000002,442.196866,2164.574412,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,edge_output_serialization_ms,edge_container_perf_counter_ns,22.330156,187.317183,452.853862,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,edge_total_edge_processing_ms,edge_container_perf_counter_ns,353.94314299999996,816.528155,2780.927017,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,157.175547,223.055436,256.108006,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,edge_zstd_decompression_ms,edge_container_perf_counter_ns,0.0818085,0.160477,1.812012,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,0.096356,0.73925,35.986016,2278,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,0.07271766662597656,3.148794174194336,14.95671272277832,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,0.011444091796875,0.0133514404296875,0.035762786865234375,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,20.100535,41.073866,313.81549,2278,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,33520.4043305,36996.809482,40179.018418,70,0
a46__fade_recovery,46,split_ae64_uint6_q9000,FADE_RECOVERY,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,513.4714469313622,910.9635632485151,1221.343306824565,2278,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,4001.2454986572266,12017.477989196777,12342.20552444458,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,3999.5962381362915,12017.402648925781,12342.136144638062,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,789.4509436237793,1108.0141248193358,1300.611678768677,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,edge_ae_decode_ms,edge_container_perf_counter_ns,2.7767825,8.089436,17.55573,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,edge_frozen_tail_ms,edge_container_perf_counter_ns,162.6701905,475.1411,751.959669,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,edge_output_serialization_ms,edge_container_perf_counter_ns,22.5970715,93.570892,181.206291,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,edge_total_edge_processing_ms,edge_container_perf_counter_ns,381.63705100000004,833.303567,1035.221682,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,183.38516750000002,260.276732,284.196599,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,edge_zstd_decompression_ms,edge_container_perf_counter_ns,1.011752,2.337899,2.698164,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,0.5505125,2.449682,20.092948,2492,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,0.09775161743164062,5.183219909667969,30.587434768676758,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,0.01049041748046875,0.013589859008789062,1.3318061828613281,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,28.8989755,55.343425,345.162497,2492,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,3022.186232,11699.104169,12049.235079,64,0
a20__fade_recovery,20,split_ae128_uint8_q5000,FADE_RECOVERY,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,680.6995440274477,1023.228719830513,1395.4586200416088,2492,0
ALL,ALL,ALL,ALL,complete_edge_receive_to_edge_processing_start,UNAVAILABLE,,,,0,live_pilot_runtime.run_edge_service calls edge.process() on the same statement that stamps edge_received_ns; the two instants are not separately recorded.
ALL,ALL,ALL,ALL,edge_queue_wait,UNAVAILABLE,,,,0,"No application-level edge queue exists in source. Feature datagrams wait only in the kernel SO_RCVBUF, which is not instrumented and emits no drop counter."
ALL,ALL,ALL,ALL,feature_datagrams_observed_at_receiver,UNAVAILABLE,,,,0,"feature_received_datagrams is carried inside the edge result, so it exists only for messages that both completed at the edge and returned intact to the UE."
ALL,ALL,ALL,ALL,incomplete_or_expired_feature_reassemblies,UNAVAILABLE,,,,0,"ChunkReassembler.expired_messages is never exported by either endpoint, and a feature message that never completes produces no record anywhere."
ALL,ALL,ALL,ALL,result_publication_to_ue_ingestion,UNAVAILABLE,,,,0,"Publication is edge_container_perf_counter_ns, UE ingestion is ue_process_perf_counter_ns; offset unproven."
ALL,ALL,ALL,ALL,tail_completion_to_result_publication,UNAVAILABLE,,,,0,tail_finished_ns is edge_container_perf_counter_ns and is not retained in per_frame_metrics.csv; the publication instant is not stamped at all.
ALL,ALL,ALL,ALL,ue_ingestion_to_installation,UNAVAILABLE,,,,0,"UE ingestion is ue_process_perf_counter_ns, installation is host_wall_clock_time_time_s; offset unproven. The wall-clock capture->installation AoI is reported instead."
ALL,ALL,ALL,ALL,ue_send_to_complete_edge_receive,UNAVAILABLE,,,,0,Same unproven ue_process_perf_counter_ns -> edge_container_perf_counter_ns offset; only the UE-observed round trip is computable.
ALL,ALL,ALL,ALL,ue_send_to_first_edge_receive,UNAVAILABLE,,,,0,"UE send uses ue_process_perf_counter_ns; the only edge receive timestamp (edge_received_ns) uses edge_container_perf_counter_ns. No pairing event is recorded in both domains, so the offset is unproven."
