1787450439401932988,1665084465478417,connecting to 127.0.0.1:2031
1787450439401962808,1665084465507845,turning ON GNB_MAC_PUSCH_POWER_CONTROL
1787450439401977694,1665084465522660,time,rnti,frame,slot,snrx10,phr,tpc,tb_size,txpower_calc,rbSize,mcs,rssi
1787450439402431805,1665084465976757,19:00:39.391790,65144,889,8,505,48,0,480,0,5,28,860
1787450439486535414,1665084550080896,19:00:39.448950,65144,899,8,505,48,0,480,0,5,28,860
1787450439506321832,1665084569867031,19:00:39.505639,65144,909,8,505,48,0,480,0,5,28,860
1787450439563201853,1665084626747032,19:00:39.562821,65144,919,8,505,48,1,480,0,5,28,860
1787450439621156083,1665084684701386,19:00:39.620158,65144,929,8,505,48,0,480,0,5,28,860
1787450439676973326,1665084740518592,19:00:39.676611,65144,939,8,505,48,0,480,0,5,28,860
1787450439734936141,1665084798481411,19:00:39.733953,65144,949,8,505,48,0,480,0,5,28,860
1787450439795121878,1665084858667012,19:00:39.793941,65144,959,8,505,48,0,480,0,5,28,860
1787450439859364084,1665084922909680,19:00:39.859183,65144,969,8,505,48,0,480,0,5,28,860
1787450439928867242,1665084992412474,19:00:39.928108,65144,979,8,505,48,1,480,0,5,28,860
1787450439999441324,1665085062986657,19:00:39.999333,65144,989,8,505,48,0,480,0,5,28,860
1787450440071386186,1665085134931418,19:00:40.069967,65144,999,8,505,48,0,480,0,5,28,860
1787450440140639148,1665085204184730,19:00:40.139717,65144,1009,8,505,48,0,480,0,5,28,860
1787450440209982028,1665085273527833,19:00:40.208860,65144,1019,8,505,48,0,480,0,5,28,860
1787450440278413929,1665085341959453,19:00:40.278106,65144,5,8,505,48,0,480,0,5,28,860
1787450440347365067,1665085410910462,19:00:40.346631,65144,15,8,505,48,0,480,0,5,28,860
1787450440415795413,1665085479340681,19:00:40.415265,65144,25,8,505,48,1,480,0,5,28,860
1787450440484349907,1665085547895172,19:00:40.483865,65144,35,8,505,48,0,480,0,5,28,860
1787450440553870106,1665085617415728,19:00:40.552645,65144,45,8,505,48,0,480,0,5,28,860
1787450440622323859,1665085685869462,19:00:40.621214,65144,55,8,505,48,0,480,0,5,28,860
1787450440695069043,1665085758614512,19:00:40.694180,65144,65,8,505,48,0,480,0,5,28,860
1787450440768880461,1665085832425950,19:00:40.768136,65144,75,8,505,48,0,480,0,5,28,860
1787450440836273624,1665085899819274,19:00:40.836017,65144,85,8,505,48,0,480,0,5,28,860
1787450440905689052,1665085969234594,19:00:40.904811,65144,95,8,505,48,1,480,0,5,28,860
1787450440974199205,1665086037744522,19:00:40.973172,65144,105,8,505,48,0,480,0,5,28,860
1787450441142610963,1665086206156212,19:00:41.141494,65144,115,8,505,48,0,480,0,5,28,860
1787450441208655352,1665086272200704,19:00:41.207619,65144,125,8,505,48,0,480,0,5,28,860
1787450441276421140,1665086339966496,19:00:41.276176,65144,135,8,505,48,0,480,0,5,28,860
1787450441345029661,1665086408574806,19:00:41.344237,65144,145,8,505,48,0,480,0,5,28,860
1787450441411323899,1665086474869164,19:00:41.410503,65144,154,17,505,48,1,106,0,5,28,860
1787450441414577336,1665086478122442,19:00:41.413839,65144,155,7,505,48,1,106,0,5,28,860
1787450441418088708,1665086481633812,19:00:41.417176,65144,155,17,500,48,0,2178,0,106,28,860
1787450441419034903,1665086482580027,19:00:41.417559,65144,155,18,505,61,1,672,0,7,28,860
1787450441421816046,1665086485361172,19:00:41.420953,65144,156,7,500,61,0,2178,0,106,28,860
1787450441421824817,1665086485369805,19:00:41.421056,65144,156,8,505,61,1,672,0,7,28,860
1787450441434899371,1665086498444381,19:00:41.434283,65144,158,7,505,61,0,106,0,5,28,860
1787450441439049392,1665086502594428,19:00:41.437843,65144,158,17,505,48,0,106,0,5,28,860
1787450441504207528,1665086567752751,19:00:41.503088,65144,168,8,510,48,0,437,0,5,28,860
1787450441509623713,1665086573168759,19:00:41.509349,65144,169,7,500,48,0,2178,0,106,28,860
1787450441510647133,1665086574192237,19:00:41.509654,65144,169,8,510,48,0,672,0,7,28,860
1787450441513799918,1665086577345001,19:00:41.513018,65144,169,17,505,49,0,106,0,5,28,860
1787450441526967963,1665086590513085,19:00:41.526480,65144,171,17,505,49,0,106,0,5,28,860
1787450441530138098,1665086593683075,19:00:41.529956,65144,172,7,505,48,0,106,0,5,28,860
1787450441600941929,1665086664486948,19:00:41.600733,65144,182,8,505,48,0,480,0,5,28,860
1787450441607425375,1665086670970457,19:00:41.606938,65144,183,7,500,48,0,2178,0,106,28,860
1787450441607487454,1665086671032677,19:00:41.607265,65144,183,8,510,48,0,672,0,7,28,860
1787450441610523182,1665086674068229,19:00:41.610341,65144,183,17,505,49,1,106,0,5,28,860
1787450441625292183,1665086688837214,19:00:41.624606,65144,185,17,505,49,0,106,0,5,28,860
1787450441628506282,1665086692051492,19:00:41.628161,65144,186,7,505,48,0,106,0,5,28,860
1787450441697244493,1665086760790308,19:00:41.696540,65144,196,8,505,48,0,480,0,5,28,860
1787450441710881849,1665086774427259,19:00:41.710015,65144,198,7,505,48,0,106,0,5,28,860
1787450441714069911,1665086777615077,19:00:41.713537,65144,198,17,505,48,0,106,0,5,28,860
1787450441717275978,1665086780821022,19:00:41.717074,65144,199,7,500,48,0,2178,0,106,28,860
1787450441718360022,1665086781905139,19:00:41.717797,65144,199,8,505,61,1,672,0,7,28,860
1787450441721535577,1665086785080697,19:00:41.720666,65144,199,17,500,61,0,2178,0,106,28,860
1787450441721544953,1665086785089882,19:00:41.721112,65144,199,18,505,61,1,672,0,7,28,860
1787450441734191648,1665086797736725,19:00:41.734002,65144,201,17,505,61,0,106,0,5,28,860
1787450441737366798,1665086800911843,19:00:41.737250,65144,202,7,505,48,0,106,0,5,28,860
1787450441812157831,1665086875702948,19:00:41.811207,65144,212,7,505,48,0,106,0,5,28,860
1787450441815327238,1665086878872311,19:00:41.814417,65144,212,17,505,48,0,106,0,5,28,860
1787450441818540904,1665086882085958,19:00:41.817929,65144,213,7,500,48,0,2178,0,106,28,860
1787450441818547190,1665086882092113,19:00:41.818375,65144,213,8,505,61,1,672,0,7,28,860
1787450441821696914,1665086885241886,19:00:41.821150,65144,213,17,500,61,0,2178,0,106,28,860
1787450441822770398,1665086886315329,19:00:41.821722,65144,213,18,505,61,1,672,0,7,28,860
1787450441835407366,1665086898952418,19:00:41.835256,65144,215,17,505,61,0,106,0,5,28,860
1787450441839614648,1665086903159591,19:00:41.838551,65144,216,7,505,48,0,106,0,5,28,860
1787450441909097664,1665086972642771,19:00:41.907494,65144,226,8,505,48,0,480,0,5,28,860
1787450441911255195,1665086974800247,19:00:41.910228,65144,226,17,505,48,0,106,0,5,28,860
1787450441914524199,1665086978069241,19:00:41.913613,65144,227,7,500,48,0,2178,0,106,28,860
1787450441914584083,1665086978129017,19:00:41.913948,65144,227,8,510,48,0,672,0,7,28,860
1787450441917758278,1665086981303443,19:00:41.916991,65144,227,17,500,49,0,2178,0,106,28,860
1787450441917780768,1665086981325992,19:00:41.917408,65144,227,18,505,49,1,672,0,7,28,860
1787450441982260640,1665087045805869,19:00:41.982071,65144,237,8,505,49,0,480,0,5,28,860
1787450442013280784,1665087076826174,19:00:42.012543,65144,241,17,505,48,0,106,0,5,28,860
1787450442016554230,1665087080099434,19:00:42.015872,65144,242,7,505,48,0,106,0,5,28,860
1787450442020891663,1665087084436771,19:00:42.019667,65144,242,17,500,48,0,2178,0,106,28,860
1787450442020897774,1665087084442699,19:00:42.019829,65144,242,18,505,61,0,672,0,7,28,860
1787450442023999802,1665087087545082,19:00:42.022992,65144,243,7,500,61,1,2178,0,106,28,860
1787450442024030588,1665087087575625,19:00:42.023386,65144,243,8,505,61,1,672,0,7,28,860
1787450442038165708,1665087101711297,19:00:42.037069,65144,245,7,505,61,0,106,0,5,28,860
1787450442083899947,1665087147445244,19:00:42.082425,65144,245,17,505,48,0,106,0,5,28,860
1787450442150244736,1665087213790025,19:00:42.149192,65144,248,17,505,48,0,106,0,5,28,860
1787450442152847611,1665087216392774,19:00:42.152244,65144,249,7,505,48,0,106,0,5,28,860
1787450442156370318,1665087219915525,19:00:42.155463,65144,249,17,500,48,0,2178,0,106,28,860
1787450442157478031,1665087221023259,19:00:42.155906,65144,249,18,505,61,0,672,0,7,28,860
1787450442159855816,1665087223401115,19:00:42.158911,65144,250,7,500,61,0,2178,0,106,28,860
1787450442159864796,1665087223409780,19:00:42.159015,65144,250,8,505,61,1,672,0,7,28,860
1787450442171985202,1665087235530409,19:00:42.171726,65144,252,7,505,61,0,106,0,5,28,860
1787450442175347524,1665087238892612,19:00:42.174933,65144,252,17,505,48,0,106,0,5,28,860
1787450442210402962,1665087273948079,19:00:42.209882,65144,258,7,500,48,0,106,0,5,28,860
1787450442213453123,1665087276998132,19:00:42.213099,65144,258,17,505,48,0,106,0,5,28,860
1787450442216915542,1665087280460561,19:00:42.216346,65144,259,7,500,48,0,2178,0,106,28,860
1787450442217889540,1665087281434585,19:00:42.216635,65144,259,8,505,61,0,672,0,7,28,860
1787450442219972429,1665087283517418,19:00:42.219575,65144,259,17,500,61,1,2178,0,106,28,860
1787450442221000133,1665087284545070,19:00:42.219927,65144,259,18,505,61,1,672,0,7,28,860
1787450442232760795,1665087296305965,19:00:42.232273,65144,261,17,505,61,0,106,0,5,28,860
1787450442235899477,1665087299444605,19:00:42.235453,65144,262,7,505,48,0,106,0,5,28,860
1787450442300033712,1665087363578948,19:00:42.299735,65144,272,8,505,48,0,437,0,5,28,860
1787450442312933973,1665087376479142,19:00:42.311981,65144,274,7,505,48,0,106,0,5,28,860
1787450442315874994,1665087379420087,19:00:42.315453,65144,274,17,505,48,0,106,0,5,28,860
1787450442319128753,1665087382673973,19:00:42.318327,65144,275,7,500,48,0,2178,0,106,28,860
1787450442319139160,1665087382684094,19:00:42.318645,65144,275,8,505,61,0,672,0,7,28,860
1787450442322309438,1665087385854448,19:00:42.321565,65144,275,17,500,61,0,2178,0,106,28,860
1787450442322316817,1665087385861745,19:00:42.321886,65144,275,18,505,61,1,672,0,7,28,860
1787450442335167884,1665087398713073,19:00:42.334285,65144,277,17,505,61,0,106,0,5,28,860
1787450442338259049,1665087401804295,19:00:42.337406,65144,278,7,505,48,0,106,0,5,28,860
1787450442401916552,1665087465462273,19:00:42.401168,65144,288,8,505,48,0,437,0,5,28,860
1787450442408194169,1665087471739432,19:00:42.407051,65144,289,7,500,48,0,2178,0,106,28,860
1787450442408201412,1665087471746372,19:00:42.407435,65144,289,8,510,48,0,672,0,7,28,860
1787450442411224813,1665087474770075,19:00:42.410228,65144,289,17,505,49,1,106,0,5,28,860
1787450442423908395,1665087487453758,19:00:42.423484,65144,291,17,505,49,0,106,0,5,28,860
1787450442427324330,1665087490869654,19:00:42.426279,65144,292,7,505,48,0,106,0,5,28,860
1787450442491479502,1665087555024771,19:00:42.490582,65144,302,8,505,48,0,480,0,5,28,860
1787450442510491406,1665087574036703,19:00:42.509379,65144,305,7,505,48,0,106,0,5,28,860
1787450442513631833,1665087577177562,19:00:42.512432,65144,305,17,505,48,0,106,0,5,28,860
1787450442517350087,1665087580895357,19:00:42.515715,65144,306,7,500,48,0,2178,0,106,28,860
1787450442517357618,1665087580902585,19:00:42.516034,65144,306,8,505,61,1,672,0,7,28,860
1787450442520087070,1665087583632353,19:00:42.518881,65144,306,17,500,61,0,2178,0,106,28,860
1787450442520096350,1665087583641353,19:00:42.519195,65144,306,18,505,61,1,672,0,7,28,860
1787450442532765690,1665087596310760,19:00:42.532156,65144,308,17,505,61,0,106,0,5,28,860
1787450442535976309,1665087599521274,19:00:42.535180,65144,309,7,505,48,0,106,0,5,28,860
1787450442600618962,1665087664164637,19:00:42.599392,65144,319,8,505,48,0,480,0,5,28,860
1787450442606847549,1665087670392517,19:00:42.605931,65144,320,7,500,48,0,2178,0,106,28,860
1787450442606849591,1665087670394510,19:00:42.606408,65144,320,8,505,48,0,704,0,8,28,860
1787450442610073605,1665087673618537,19:00:42.609296,65144,320,17,505,50,0,106,0,5,28,860
1787450442623059567,1665087686604834,19:00:42.622265,65144,322,17,505,50,0,106,0,5,28,860
1787450442626410376,1665087689955658,19:00:42.625386,65144,323,7,505,48,0,106,0,5,28,860
1787450442691348714,1665087754893994,19:00:42.690295,65144,333,8,505,48,0,480,0,5,28,860
1787450442709755819,1665087773301547,19:00:42.709049,65144,336,7,505,48,0,106,0,5,28,860
1787450442712805470,1665087776350410,19:00:42.712288,65144,336,17,505,48,0,106,0,5,28,860
1787450442715921055,1665087779465992,19:00:42.715308,65144,337,7,500,48,0,2178,0,106,28,860
1787450442715922666,1665087779467580,19:00:42.715634,65144,337,8,505,61,1,672,0,7,28,860
1787450442719380909,1665087782925859,19:00:42.718447,65144,337,17,500,61,1,2178,0,106,28,860
1787450442719383501,1665087782928437,19:00:42.718742,65144,337,18,505,61,1,672,0,7,28,860
1787450442732382066,1665087795927330,19:00:42.731825,65144,339,17,505,61,0,106,0,5,28,860
1787450442735387609,1665087798932870,19:00:42.734187,65144,340,7,505,48,0,106,0,5,28,860
1787450442800655213,1665087864200441,19:00:42.798807,65144,350,8,505,48,0,480,0,5,28,860
1787450442805439260,1665087868984209,19:00:42.804726,65144,351,7,500,48,0,2178,0,106,28,860
1787450442806387815,1665087869932740,19:00:42.805103,65144,351,8,510,48,0,672,0,7,28,860
1787450442808217555,1665087871762525,19:00:42.807810,65144,351,17,505,49,0,106,0,5,28,860
1787450442821911394,1665087885456343,19:00:42.821255,65144,353,17,505,49,0,106,0,5,28,860
1787450442825115884,1665087888660845,19:00:42.824976,65144,354,7,505,48,0,106,0,5,28,860
1787450442889284748,1665087952830005,19:00:42.888985,65144,364,8,505,48,0,480,0,5,28,860
1787450442909209710,1665087972754756,19:00:42.908345,65144,367,7,505,48,0,106,0,5,28,860
1787450442912605809,1665087976150856,19:00:42.911357,65144,367,17,505,48,0,106,0,5,28,860
1787450442915019243,1665087978564371,19:00:42.914374,65144,368,7,500,48,0,2178,0,106,28,860
1787450442915586948,1665087979131883,19:00:42.914674,65144,368,8,505,61,1,704,0,8,28,860
1787450442917715314,1665087981260289,19:00:42.917429,65144,368,17,500,61,0,2178,0,106,28,860
1787450442918776466,1665087982321402,19:00:42.917706,65144,368,18,505,61,1,672,0,7,28,860
1787450442931519528,1665087995064623,19:00:42.930680,65144,370,17,505,61,0,106,0,5,28,860
1787450442933569935,1665087997115033,19:00:42.933412,65144,371,7,505,48,0,106,0,5,28,860
1787450442999000397,1665088062545581,19:00:42.998093,65144,381,8,505,48,0,480,0,5,28,860
1787450443013968400,1665088077513439,19:00:43.012693,65144,383,7,505,48,0,106,0,5,28,860
1787450443016934308,1665088080479302,19:00:43.015877,65144,383,17,505,48,0,106,0,5,28,860
1787450443020143234,1665088083688191,19:00:43.019388,65144,384,7,500,48,0,2178,0,106,28,860
1787450443020146372,1665088083691281,19:00:43.019690,65144,384,8,505,61,1,704,0,8,28,860
1787450443023325691,1665088086870668,19:00:43.023142,65144,384,17,500,61,0,2178,0,106,28,860
1787450443024371053,1665088087916056,19:00:43.023415,65144,384,18,505,61,1,672,0,7,28,860
1787450443032800414,1665088096345386,19:00:43.032529,65144,386,7,505,61,0,106,0,5,28,860
1787450443036021846,1665088099566860,19:00:43.035655,65144,386,17,505,48,0,106,0,5,28,860
1787450443112852856,1665088176397818,19:00:43.112763,65144,390,7,505,48,0,106,0,5,28,860
1787450443116045562,1665088179590517,19:00:43.115862,65144,390,17,505,48,0,106,0,5,28,860
1787450443119373116,1665088182918043,19:00:43.119241,65144,391,7,500,48,0,2178,0,106,28,860
1787450443120364164,1665088183909092,19:00:43.119513,65144,391,8,505,61,0,672,0,7,28,860
1787450443160263624,1665088223808834,19:00:43.158862,65144,391,17,500,61,0,2178,0,106,28,860
1787450443160271305,1665088223816284,19:00:43.159221,65144,391,18,505,61,1,672,0,7,28,860
1787450443171167129,1665088234712135,19:00:43.170602,65144,393,17,505,61,0,106,0,5,28,860
1787450443174500983,1665088238045985,19:00:43.173860,65144,394,7,505,48,0,106,0,5,28,860
1787450443209011688,1665088272556800,19:00:43.208900,65144,399,17,505,48,0,106,0,5,28,860
1787450443212187281,1665088275732209,19:00:43.212022,65144,400,7,505,48,0,106,0,5,28,860
1787450443215370261,1665088278915264,19:00:43.214972,65144,400,17,500,48,0,2178,0,106,28,860
1787450443215551081,1665088279096074,19:00:43.215226,65144,400,18,505,61,1,672,0,7,28,860
1787450443218558942,1665088282103921,19:00:43.218248,65144,401,7,500,61,0,2178,0,106,28,860
1787450443219571801,1665088283116760,19:00:43.218523,65144,401,8,505,61,1,672,0,7,28,860
1787450443232216349,1665088295761487,19:00:43.231223,65144,403,7,505,61,0,106,0,5,28,860
1787450443234357983,1665088297902945,19:00:43.234223,65144,403,17,505,48,0,106,0,5,28,860
1787450443296462793,1665088360008085,19:00:43.295805,65144,413,8,505,48,0,480,0,5,28,860
1787450443309159598,1665088372704724,19:00:43.308460,65144,415,7,505,48,0,106,0,5,28,860
1787450443311450940,1665088374995955,19:00:43.311052,65144,415,17,505,48,0,106,0,5,28,860
1787450443315031812,1665088378576894,19:00:43.314033,65144,416,7,500,48,0,2178,0,106,28,860
1787450443315747994,1665088379293098,19:00:43.314318,65144,416,8,505,61,0,704,0,8,28,860
1787450443317742492,1665088381287465,19:00:43.317379,65144,416,17,500,61,0,2178,0,106,28,860
1787450443318959373,1665088382504334,19:00:43.317696,65144,416,18,505,61,1,672,0,7,28,860
1787450443331348118,1665088394893349,19:00:43.330319,65144,418,17,505,61,0,106,0,5,28,860
1787450443334786656,1665088398331649,19:00:43.333624,65144,419,7,505,48,0,106,0,5,28,860
1787450443399954191,1665088463499457,19:00:43.399137,65144,429,8,510,48,0,480,0,5,28,860
1787450443405579395,1665088469124489,19:00:43.404940,65144,430,7,500,48,0,2178,0,106,28,860
1787450443406602680,1665088470147755,19:00:43.405145,65144,430,8,510,48,0,672,0,7,28,860
1787450443408272454,1665088471817486,19:00:43.407980,65144,430,17,505,49,1,106,0,5,28,860
1787450443421957757,1665088485502904,19:00:43.421378,65144,432,17,505,49,0,106,0,5,28,860
1787450443425178169,1665088488723187,19:00:43.424713,65144,433,7,505,48,0,106,0,5,28,860
1787450443491503392,1665088555048571,19:00:43.491264,65144,443,8,505,48,0,480,0,5,28,860
1787450443511882830,1665088575428514,19:00:43.510515,65144,446,7,505,48,0,106,0,5,28,860
1787450443514729351,1665088578275091,19:00:43.514033,65144,446,17,505,48,0,106,0,5,28,860
1787450443518269799,1665088581815102,19:00:43.517129,65144,447,7,500,48,0,2178,0,106,28,860
1787450443518280170,1665088581825142,19:00:43.517364,65144,447,8,505,61,1,672,0,7,28,860
1787450443521229952,1665088584775029,19:00:43.520320,65144,447,17,500,61,0,2178,0,106,28,860
1787450443521234600,1665088584779518,19:00:43.520535,65144,447,18,505,61,1,672,0,7,28,860
1787450443533698341,1665088597243818,19:00:43.533180,65144,449,17,505,61,0,106,0,5,28,860
1787450443537062092,1665088600607689,19:00:43.536798,65144,450,7,505,48,0,106,0,5,28,860
1787450443602569258,1665088666114504,19:00:43.601765,65144,460,8,510,48,0,480,0,5,28,860
1787450443609662452,1665088673208529,19:00:43.608617,65144,461,7,500,48,0,2178,0,106,28,860
1787450443609688721,1665088673233844,19:00:43.608923,65144,461,8,510,48,0,672,0,7,28,860
1787450443611890144,1665088675435864,19:00:43.611472,65144,461,17,505,49,0,106,0,5,28,860
1787450443625297904,1665088688843506,19:00:43.624104,65144,463,17,505,49,0,106,0,5,28,860
1787450443628589706,1665088692134736,19:00:43.627586,65144,464,7,505,48,0,106,0,5,28,860
1787450443694273927,1665088757819495,19:00:43.693678,65144,474,8,505,48,0,480,0,5,28,860
1787450443711129300,1665088774674854,19:00:43.709937,65144,476,17,505,48,0,106,0,5,28,860
1787450443714309351,1665088777854921,19:00:43.712955,65144,477,7,505,48,0,106,0,5,28,860
1787450443717328370,1665088780873713,19:00:43.716556,65144,477,17,500,48,1,2178,0,106,28,860
1787450443717342021,1665088780887031,19:00:43.717006,65144,477,18,505,61,1,672,0,7,28,860
1787450443721115627,1665088784660905,19:00:43.720163,65144,478,7,500,61,0,2178,0,106,28,860
1787450443721904495,1665088785449787,19:00:43.720347,65144,478,8,510,61,1,672,0,7,28,860
1787450443785972948,1665088849518198,19:00:43.785320,65144,488,8,505,61,0,437,0,5,28,860
1787450443810825910,1665088874371474,19:00:43.810138,65144,492,7,505,48,0,106,0,5,28,860
1787450443815089384,1665088878635256,19:00:43.814516,65144,492,17,505,48,0,106,0,5,28,860
1787450443817266453,1665088880811735,19:00:43.816551,65144,493,7,500,48,0,2178,0,106,28,860
1787450443818406401,1665088881951451,19:00:43.817262,65144,493,8,505,61,0,672,0,7,28,860
1787450443820512098,1665088884057214,19:00:43.819800,65144,493,17,500,61,0,2178,0,106,28,860
1787450443820516789,1665088884061779,19:00:43.820181,65144,493,18,505,61,1,672,0,7,28,860
1787450443830195741,1665088893740954,19:00:43.829468,65144,495,7,505,61,0,106,0,5,28,860
1787450443833600372,1665088897145905,19:00:43.832622,65144,495,17,505,48,0,106,0,5,28,860
1787450443896050345,1665088959596081,19:00:43.895359,65144,505,8,505,48,0,480,0,5,28,860
1787450443910573503,1665088974119376,19:00:43.910395,65144,507,17,505,48,0,106,0,5,28,860
1787450443914989113,1665088978534376,19:00:43.913817,65144,508,7,505,48,0,106,0,5,28,860
1787450443918416204,1665088981961508,19:00:43.917081,65144,508,17,500,48,0,2178,0,106,28,860
1787450443918426209,1665088981971214,19:00:43.917390,65144,508,18,505,61,0,672,0,7,28,860
1787450443921141459,1665088984686702,19:00:43.920566,65144,509,7,500,61,1,2178,0,106,28,860
1787450443921153369,1665088984698368,19:00:43.920840,65144,509,8,505,61,1,672,0,7,28,860
1787450443933833939,1665088997379439,19:00:43.933548,65144,511,7,505,61,0,106,0,5,28,860
1787450443938028994,1665089001574065,19:00:43.937411,65144,511,17,505,48,0,106,0,5,28,860
1787450444000313822,1665089063859058,19:00:43.999737,65144,521,8,510,48,0,480,0,5,28,860
1787450444006798562,1665089070344386,19:00:44.006256,65144,522,7,500,48,0,2178,0,106,28,860
1787450444006820391,1665089070365592,19:00:44.006348,65144,522,8,510,48,0,672,0,7,28,860
1787450444009865665,1665089073410910,19:00:44.009270,65144,522,17,505,49,0,106,0,5,28,860
1787450444022347634,1665089085892916,19:00:44.022270,65144,524,17,505,49,0,106,0,5,28,860
1787450444026632661,1665089090178193,19:00:44.025495,65144,525,7,505,48,0,106,0,5,28,860
1787450444169016914,1665089232562546,19:00:44.167798,65144,530,7,505,48,0,106,0,5,28,860
1787450444172154818,1665089235700436,19:00:44.171104,65144,530,17,505,48,0,106,0,5,28,860
1787450444174242497,1665089237788088,19:00:44.174120,65144,531,7,500,48,0,2178,0,106,28,860
1787450444175363163,1665089238908417,19:00:44.174446,65144,531,8,505,61,1,672,0,7,28,860
1787450444178430969,1665089241976029,19:00:44.177325,65144,531,17,500,61,0,2178,0,106,28,860
1787450444178434538,1665089241979470,19:00:44.177654,65144,531,18,505,61,1,672,0,7,28,860
1787450444191246060,1665089254791875,19:00:44.190081,65144,533,17,505,61,0,106,0,5,28,860
1787450444193193956,1665089256739539,19:00:44.193086,65144,534,7,505,48,0,106,0,5,28,860
1787450444210192147,1665089273737858,19:00:44.209722,65144,536,17,505,48,0,106,0,5,28,860
1787450444213454935,1665089277010438,19:00:44.212765,65144,537,7,505,48,0,106,0,5,28,860
1787450444216449452,1665089279994782,19:00:44.215772,65144,537,17,500,48,0,2178,0,106,28,860
1787450444216464899,1665089280009895,19:00:44.216044,65144,537,18,505,61,0,672,0,7,28,860
1787450444219659170,1665089283204428,19:00:44.219134,65144,538,7,500,61,1,2178,0,106,28,860
1787450444219668423,1665089283213390,19:00:44.219334,65144,538,8,505,61,1,672,0,7,28,860
1787450444232561798,1665089296107531,19:00:44.232041,65144,540,7,505,61,0,106,0,5,28,860
1787450444235719037,1665089299264261,19:00:44.235327,65144,540,17,505,48,0,106,0,5,28,860
1787450444297817710,1665089361363507,19:00:44.296867,65144,550,8,505,48,0,480,0,5,28,860
1787450444310588419,1665089374133715,19:00:44.309752,65144,552,7,505,48,0,106,0,5,28,860
1787450444312663820,1665089376209512,19:00:44.312264,65144,552,17,505,48,0,106,0,5,28,860
1787450444316728376,1665089380273735,19:00:44.315694,65144,553,7,500,48,0,2178,0,106,28,860
1787450444316738630,1665089380283622,19:00:44.315816,65144,553,8,505,61,0,672,0,7,28,860
1787450444319821192,1665089383366187,19:00:44.318946,65144,553,17,500,61,0,2178,0,106,28,860
1787450444319823690,1665089383368605,19:00:44.319112,65144,553,18,505,61,1,672,0,7,28,860
1787450444332623908,1665089396169627,19:00:44.331785,65144,555,17,505,61,0,106,0,5,28,860
1787450444335845877,1665089399391120,19:00:44.334979,65144,556,7,505,48,0,106,0,5,28,860
1787450444400022447,1665089463568288,19:00:44.399019,65144,566,8,505,48,0,480,0,5,28,860
1787450444406388178,1665089469933986,19:00:44.405743,65144,567,7,500,48,0,2178,0,106,28,860
1787450444406408793,1665089469953956,19:00:44.405865,65144,567,8,510,48,0,672,0,7,28,860
1787450444409530326,1665089473075387,19:00:44.408986,65144,567,17,505,49,1,106,0,5,28,860
1787450444422486280,1665089486031859,19:00:44.421332,65144,569,17,505,49,0,106,0,5,28,860
1787450444425580385,1665089489125978,19:00:44.424664,65144,570,7,505,48,0,106,0,5,28,860
1787450444490187308,1665089553732975,19:00:44.489433,65144,580,8,505,48,0,480,0,5,28,860
1787450444509586137,1665089573131808,19:00:44.508574,65144,583,7,505,48,0,106,0,5,28,860
1787450444512830568,1665089576376288,19:00:44.512334,65144,583,17,505,48,0,106,0,5,28,860
1787450444516015799,1665089579561569,19:00:44.515715,65144,584,7,500,48,0,2178,0,106,28,860
1787450444516994411,1665089580539412,19:00:44.515906,65144,584,8,505,61,1,704,0,8,28,860
1787450444519360863,1665089582905862,19:00:44.518773,65144,584,17,500,61,0,2178,0,106,28,860
1787450444520431752,1665089583976776,19:00:44.519383,65144,584,18,505,61,1,672,0,7,28,860
1787450444531769337,1665089595315150,19:00:44.531203,65144,586,17,505,61,0,106,0,5,28,860
1787450444534934990,1665089598480676,19:00:44.534524,65144,587,7,505,48,0,106,0,5,28,860
1787450444600030103,1665089663575732,19:00:44.599067,65144,597,8,505,48,0,480,0,5,28,860
1787450444606946809,1665089670492528,19:00:44.605374,65144,598,7,500,48,0,2178,0,106,28,860
1787450444606966091,1665089670511209,19:00:44.606078,65144,598,8,510,48,0,672,0,7,28,860
1787450444610268070,1665089673813589,19:00:44.609896,65144,598,17,505,49,0,106,0,5,28,860
1787450444621206586,1665089684752311,19:00:44.620617,65144,600,7,505,49,0,106,0,5,28,860
1787450444624425875,1665089687971148,19:00:44.623880,65144,600,17,505,48,0,106,0,5,28,860
1787450444684370818,1665089747916497,19:00:44.683943,65144,610,8,505,48,0,480,0,5,28,860
1787450444709621491,1665089773167088,19:00:44.709412,65144,614,7,500,48,0,106,0,5,28,860
1787450444713898275,1665089777443917,19:00:44.712716,65144,614,17,505,48,0,106,0,5,28,860
1787450444716855720,1665089780401044,19:00:44.716361,65144,615,7,500,48,0,2178,0,106,28,860
1787450444716865718,1665089780410706,19:00:44.716476,65144,615,8,505,61,1,672,0,7,28,860
1787450444720004138,1665089783549158,19:00:44.719074,65144,615,17,500,61,1,2178,0,106,28,860
