cell_id,action_id,network_profile_id,terminal_status,structural_status,eligible_preparation_frames,captures_sent,preparation_coverage,preparation_coverage_met,sustainable_preparation_fps,stale_before_send_frames,queue_replacement_frames,queue_depth_high_water_edge,mean_payload_bytes,mean_feature_datagrams,mean_result_datagrams,receipt_ack_rate,median_receipt_latency_ms,installation_ack_rate,timely_installations,timely_installation_fraction,service_on_time_installations,service_on_time_fraction,ack_within_timeout_installations,ack_within_timeout_fraction,service_deadline_ms,ack_timeout_ms,processing_expiry_ms,median_install_aoi_ms,p95_install_aoi_ms,max_install_aoi_ms,install_aoi_monotone_fraction,first_half_median_install_aoi_ms,second_half_median_install_aoi_ms,median_front_ms,median_queue_wait_ms,p95_queue_wait_ms,median_sensor_wait_ms,p95_sensor_wait_ms,median_radar_window_ms,p95_radar_window_ms,median_radar_prepare_ms,p95_radar_prepare_ms,median_rgb_convert_ms,p95_rgb_convert_ms,median_scene_snapshot_ms,p95_scene_snapshot_ms,median_pre_front_compute_ms,p95_pre_front_compute_ms,median_frozen_tail_ms,incomplete_reassemblies_expired_edge,evaluation_masks_persisted_edge,evaluation_masks_hash_verified_ue,evaluation_masks_hash_mismatched_ue,dense_label_map_on_radio,counter_reconciliation_holds,cold_teardown_verified
a20__favorable_stable,20,FAVORABLE_STABLE,PASSED,PASS,3026,2968,0.9808327825512227,True,9.806130521306,0,57,1,1207717.1674528301,97.14083557951483,3.9903846153846154,0.07008086253369272,446.0411071777344,0.06704851752021564,0,0.0,0,0.0,183,0.9195979899497487,100.0,500.0,500.0,448.51112365722656,501.3301372528076,578.1679153442383,0.5151515151515151,446.17557525634766,449.72801208496094,24.437901,47.34748788177967,105.21182138472795,10.057400912046432,25.107008405029774,5.1997024565935135,13.188601471483707,22.632592357695103,44.380489736795425,2.8779739513993263,7.480966858565807,0.1162094995379448,0.3097420558333397,32.34053496271372,60.24715583771467,123.458811,67,208,208,0,False,True,True
a71__favorable_stable,71,FAVORABLE_STABLE,PASSED,PASS,2987,2931,0.9812520924004018,True,9.817353139929764,2,53,1,6408.201296485841,1.0,4.841306884480747,0.5847833503923575,297.0128059387207,0.5830774479699761,0,0.0,0,0.0,1702,0.9959040374488005,100.0,500.0,500.0,305.94921112060547,401.3223648071289,567.9566860198975,0.5111241217798594,305.86814880371094,305.95993995666504,19.419341,47.76321444660425,100.06976313889027,10.079240426421165,27.84302458167076,5.399937741458416,13.83183617144823,22.387824952602386,45.24881672114134,3.23665514588356,7.84536637365818,0.11927355080842972,0.27594901621341705,32.730042934417725,62.71798722445965,111.370886,0,1714,1714,0,False,True,True
