rung_index,commanded_noise_power_db,candidate_application_index,candidate_application_attempted_once,attempt_started_monotonic_ns,attempt_started_wall_time_ns,status,ran_epoch_id,control_session_id,send_monotonic_ns,send_wall_time_ns,response_received_monotonic_ns,response_received_wall_time_ns,handler_bracket_ms,response_sha256,post_apply_state_sha256,candidate_applied_once
1,-2.0,0,True,1582527377766615,1787367882314221940,ACK_AND_POST_STATE_VALIDATED_ONCE,558bb48f-5a89-4486-ad2c-f5882a418341,1f5e791b-3456-41c3-960e-cd105436f250,1582527377769395,1787367882314224600,1582527378096106,1787367882314551303,0.326711,ba2522ae06aa77154261d104362c33b989976d6e6a0dec6d6d5be095700269e2,a57e9d28b88dc4927463570800e8ac53396daf029383be3137aac328c3fe24bf,True
