cell_id,telemetry_lag_steps,estimate_noise_fraction,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct,false_reject_recovered_pp,matched_false_reject_recovered_pp,finite_matched_reward_delta,capture_attempt_delta_pp,selected_action_changes_vs_baseline,raw_safe_set_changes_vs_baseline
lag0__noise0.00,0,0.0,shielded,1699,5.885815185403178,94.11418481459683,4.355503237198352,56.62154208357858,0.0,47.38081224249559,69.33490288404944,11.830488522660389,0.0,24.367274867569158,25.956444967628016,0,17,0.0,0.0,18.43181350088518,414,986,41.987829614604465,38.94418141858747,45.09366640117927,441,1178,37.43633276740238,34.71771170935345,40.23662774194952,8.09963397703936,4.927063923292337e-17,1.4210854715202004e-14,1000000.0,11.962682205452255,0.31852742303461906,0.31852742303461906,-6503.338246181499,0.43850935797324764,0.43850935797324764,1699,0.027032861938159812,0.006629735710503195,28.72277810476751,26.486168334314304,80,4.7086521483225425,100.0,0,0.0,0.0,4.58181295355271,3185,1439,1746,45.18053375196232,0.0,-0.13811696451367794,-0.00105490659492119,0.0,11,324
lag0__noise0.05,0,0.05,shielded,1699,5.885815185403178,94.11418481459683,4.29664508534432,56.62154208357858,0.0,47.38081224249559,69.33490288404944,11.830488522660389,0.0,24.367274867569158,25.956444967628016,0,17,0.0,0.0,18.43181350088518,414,986,41.987829614604465,38.94418141858747,45.09366640117927,441,1178,37.43633276740238,34.71771170935345,40.23662774194952,8.09988448466667,4.966271328517475e-17,1.4210854715202004e-14,1000000.0,11.962682205452255,0.31903060123127264,0.31903060123127264,-6503.33769953689,0.4390560025822831,0.4390560025822831,1699,0.02681410558928388,0.007063388552781235,28.72277810476751,26.486168334314304,79,4.649793996468511,100.0,0,0.0,0.0,4.637121165392266,3185,1439,1746,45.18053375196232,0.0,-0.13811696451367794,-0.0005082619858857162,-0.058858151854031426,8,114
lag0__noise0.10,0,0.1,shielded,1699,5.885815185403178,94.11418481459683,4.29664508534432,56.62154208357858,0.0,47.321954090641555,69.2760447321954,11.88934667451442,0.0,24.367274867569158,25.897586815773987,0,17,0.0,0.0,18.43181350088518,414,985,42.03045685279188,38.984691566511856,45.13814242274662,440,1177,37.38317757009346,34.664381762460614,40.18406230414475,8.10050693519927,4.9401330583673827e-17,1.4210854715202004e-14,1000000.0,11.962682205452255,0.31866130290580846,0.31866130290580846,-6503.3380617507555,0.43880065571008675,0.43880065571008675,1699,0.026294194260033443,0.007069226063981881,28.78163625662154,26.486168334314304,78,4.590935844614479,100.0,0,0.0,0.0,4.693780971219429,3185,1439,1746,45.18053375196232,-0.04262723818741421,-0.08496176720476001,-0.0007636088580820766,-0.11771630370806374,12,277
lag1__noise0.00,1,0.0,shielded,1699,5.768098881695114,94.23190111830489,4.355503237198352,56.62154208357858,0.0,47.38081224249559,69.2760447321954,11.830488522660389,0.0,24.367274867569158,25.897586815773987,0,15,0.0,0.0,20.388330103584863,414,986,41.987829614604465,38.94418141858747,45.09366640117927,440,1177,37.38317757009346,34.664381762460614,40.18406230414475,8.100557203744481,4.953202193442429e-17,1.4210854715202004e-14,1000000.0,11.962682205452255,0.31748726736719285,0.31748726736719285,-6532.769344905866,0.4375805024209926,0.4375805024209926,1699,0.027090554833989193,0.006876195661929536,28.66391995291348,26.603884638022368,80,4.7086521483225425,100.0,0,0.0,0.0,4.58181295355271,3185,1439,1746,45.18053375196232,0.0,-0.08496176720476001,-0.0019837621471762157,0.0,8,287
lag1__noise0.05,1,0.05,shielded,1699,5.768098881695114,94.23190111830489,4.2377869334902885,56.62154208357858,0.0,47.38081224249559,69.2760447321954,11.830488522660389,0.0,24.367274867569158,25.897586815773987,0,15,0.0,0.0,20.388330103584863,414,986,41.987829614604465,38.94418141858747,45.09366640117927,440,1177,37.38317757009346,34.664381762460614,40.18406230414475,8.100818976856981,4.992409598667567e-17,1.4210854715202004e-14,1000000.0,11.962682205452255,0.3190485448258777,0.3190485448258777,-6532.767622266434,0.43922784438128737,0.43922784438128737,1699,0.026968916508239113,0.00708593066922268,28.66391995291348,26.603884638022368,79,4.649793996468511,100.0,0,0.0,0.0,4.637121165392266,3185,1439,1746,45.18053375196232,0.0,-0.08496176720476001,-0.0003364201868814587,-0.058858151854031426,4,64
lag1__noise0.10,1,0.1,shielded,1699,5.768098881695114,94.23190111830489,4.2377869334902885,56.62154208357858,0.0,47.321954090641555,69.2760447321954,11.88934667451442,0.0,24.367274867569158,25.897586815773987,0,15,0.0,0.0,20.388330103584863,414,985,42.03045685279188,38.984691566511856,45.13814242274662,440,1177,37.38317757009346,34.664381762460614,40.18406230414475,8.101438887286118,5.0185478688176585e-17,1.4210854715202004e-14,1000000.0,11.962682205452255,0.31877037196178426,0.31877037196178426,-6532.767910634127,0.43905430948556534,0.43905430948556534,1699,0.026521036676353596,0.007091781974482153,28.72277810476751,26.603884638022368,78,4.590935844614479,100.0,0,0.0,0.0,4.693780971219429,3185,1439,1746,45.18053375196232,-0.04262723818741421,-0.08496176720476001,-0.000509955082603486,-0.11771630370806374,8,249
lag2__noise0.00,2,0.0,shielded,1699,5.826957033549147,94.17304296645085,4.414361389052384,56.56268393172454,0.0,47.321954090641555,69.21718658034138,11.830488522660389,0.0,24.367274867569158,25.83872866391995,0,15,0.0,0.0,20.388330103584863,414,986,41.987829614604465,38.94418141858747,45.09366640117927,439,1177,37.2982158028887,34.580960363461415,40.09811295611773,8.100489094275394,5.044686138967751e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.31736152574581783,0.31736152574581783,-6547.485066175023,-14.277952523067665,0.43791595244181974,1698,0.027671108198627562,0.006623177051227306,28.72277810476751,26.603884638022368,81,4.767510300176574,98.76543209876543,1,1.2345679012345678,0.21826500585387723,6.666881598048347,3185,1439,1746,45.18053375196232,0.0,0.0,-0.001648312126349083,0.058858151854031426,4,245
lag2__noise0.05,2,0.05,shielded,1699,5.826957033549147,94.17304296645085,4.29664508534432,56.56268393172454,0.0,47.321954090641555,69.21718658034138,11.830488522660389,0.0,24.367274867569158,25.83872866391995,0,15,0.0,0.0,20.388330103584863,414,986,41.987829614604465,38.94418141858747,45.09366640117927,439,1177,37.2982158028887,34.580960363461415,40.09811295611773,8.100750867387896,5.083893544192889e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.31891509738487056,0.31891509738487056,-6547.483343535592,-14.276305181107368,0.4395642645681688,1698,0.02755717569250955,0.00683308525010368,28.72277810476751,26.603884638022368,80,4.7086521483225425,98.75,1,1.25,0.22099755204522745,6.746270077668664,3185,1439,1746,45.18053375196232,0.0,0.0,0.0,0.0,0,0
lag2__noise0.10,2,0.1,shielded,1699,5.826957033549147,94.17304296645085,4.29664508534432,56.56268393172454,0.0,47.26309593878752,69.21718658034138,11.88934667451442,0.0,24.367274867569158,25.83872866391995,0,15,0.0,0.0,20.388330103584863,414,985,42.03045685279188,38.984691566511856,45.13814242274662,439,1177,37.2982158028887,34.580960363461415,40.09811295611773,8.101370777817033,5.1100318143429805e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.31862923807127413,0.31862923807127413,-6547.483631903284,-14.276478716003085,0.4393906274728617,1698,0.027116982310126977,0.006838732427996328,28.78163625662154,26.603884638022368,79,4.649793996468511,98.73417721518987,1,1.2658227848101267,0.22379938550498787,6.827571876965955,3185,1439,1746,45.18053375196232,-0.04262723818741421,0.0,-0.00017363709530715532,-0.058858151854031426,4,205
lag4__noise0.00,4,0.0,shielded,1699,6.003531489111242,93.99646851088875,4.590935844614479,56.56268393172454,0.0,47.14537963507946,69.04061212477927,11.830488522660389,0.0,24.308416715715126,25.779870512065923,0,15,0.0,0.0,20.388330103584863,413,985,41.92893401015228,38.884587397217246,45.035989700184636,438,1176,37.244897959183675,34.52748025467426,40.045374618567465,8.09445179153967,5.56745154196959e-17,1.4210854715202004e-14,1000000.0,12.060043481733562,0.3131577986319525,0.3131577986319525,-6576.92027511399,-43.71312436048623,0.43435706565353854,1696,0.028795539831290174,0.006032279495716122,28.958210712183636,26.603884638022368,84,4.944084755738669,96.42857142857143,3,3.571428571428571,1.2219669231335377,9.98169357251345,3185,1439,1746,45.18053375196232,0.058895604452182226,0.053317843705023904,-0.005207198914630284,0.2354326074161266,12,332
