wall_time_s,elapsed_s,frame_index,chunk_index,chunk_bytes,frame_bytes,period_s,scheduled_frame_time_s,send_lag_ms
1787366054.836017,0.000047,0,0,12500,12500,0.100000,0.000000,0.001
1787366054.936143,0.100173,1,0,12500,12500,0.100000,0.100000,0.112
1787366055.036143,0.200173,2,0,12500,12500,0.100000,0.200000,0.113
1787366055.136160,0.300190,3,0,12500,12500,0.100000,0.300000,0.122
1787366055.236139,0.400169,4,0,12500,12500,0.100000,0.400000,0.120
1787366055.336141,0.500170,5,0,12500,12500,0.100000,0.500000,0.114
1787366055.436141,0.600170,6,0,12500,12500,0.100000,0.600000,0.113
1787366055.536133,0.700163,7,0,12500,12500,0.100000,0.700000,0.113
1787366055.636315,0.800345,8,0,12500,12500,0.100000,0.800000,0.269
1787366055.736143,0.900173,9,0,12500,12500,0.100000,0.900000,0.113
1787366055.836144,1.000173,10,0,12500,12500,0.100000,1.000000,0.114
1787366055.936358,1.100388,11,0,12500,12500,0.100000,1.100000,0.329
1787366056.036418,1.200447,12,0,12500,12500,0.100000,1.200000,0.389
1787366056.136187,1.300217,13,0,12500,12500,0.100000,1.300000,0.123
1787366056.236248,1.400278,14,0,12500,12500,0.100000,1.400000,0.221
1787366056.336286,1.500316,15,0,12500,12500,0.100000,1.500000,0.260
1787366056.436177,1.600207,16,0,12500,12500,0.100000,1.600000,0.120
1787366056.536150,1.700180,17,0,12500,12500,0.100000,1.700000,0.123
1787366056.636185,1.800215,18,0,12500,12500,0.100000,1.800000,0.123
1787366056.736162,1.900192,19,0,12500,12500,0.100000,1.900000,0.115
1787366056.836164,2.000194,20,0,12500,12500,0.100000,2.000000,0.139
1787366056.936155,2.100185,21,0,12500,12500,0.100000,2.100000,0.128
1787366057.036177,2.200206,22,0,12500,12500,0.100000,2.200000,0.135
1787366057.136146,2.300176,23,0,12500,12500,0.100000,2.300000,0.122
1787366057.236134,2.400164,24,0,12500,12500,0.100000,2.400000,0.113
1787366057.336144,2.500174,25,0,12500,12500,0.100000,2.500000,0.121
1787366057.436145,2.600175,26,0,12500,12500,0.100000,2.600000,0.115
1787366057.536271,2.700301,27,0,12500,12500,0.100000,2.700000,0.199
1787366057.636164,2.800194,28,0,12500,12500,0.100000,2.800000,0.120
1787366057.736155,2.900185,29,0,12500,12500,0.100000,2.900000,0.112
1787366057.836168,3.000198,30,0,12500,12500,0.100000,3.000000,0.122
1787366057.936214,3.100244,31,0,12500,12500,0.100000,3.100000,0.123
1787366058.036334,3.200364,32,0,12500,12500,0.100000,3.200000,0.234
1787366058.136544,3.300574,33,0,12500,12500,0.100000,3.300000,0.274
1787366058.236160,3.400190,34,0,12500,12500,0.100000,3.400000,0.114
1787366058.336158,3.500188,35,0,12500,12500,0.100000,3.500000,0.114
1787366058.436166,3.600196,36,0,12500,12500,0.100000,3.600000,0.124
1787366058.536169,3.700199,37,0,12500,12500,0.100000,3.700000,0.125
1787366058.636210,3.800240,38,0,12500,12500,0.100000,3.800000,0.112
1787366058.736176,3.900206,39,0,12500,12500,0.100000,3.900000,0.122
1787366058.836151,4.000181,40,0,12500,12500,0.100000,4.000000,0.112
1787366058.936177,4.100208,41,0,12500,12500,0.100000,4.100000,0.121
1787366059.036092,4.200122,42,0,12500,12500,0.100000,4.200000,0.052
1787366059.136317,4.300347,43,0,12500,12500,0.100000,4.300000,0.223
1787366059.236172,4.400202,44,0,12500,12500,0.100000,4.400000,0.115
1787366059.336293,4.500323,45,0,12500,12500,0.100000,4.500000,0.205
1787366059.436174,4.600204,46,0,12500,12500,0.100000,4.600000,0.118
1787366059.536289,4.700319,47,0,12500,12500,0.100000,4.700000,0.178
1787366059.636150,4.800180,48,0,12500,12500,0.100000,4.800000,0.126
1787366059.736169,4.900199,49,0,12500,12500,0.100000,4.900000,0.120
1787366059.836166,5.000196,50,0,12500,12500,0.100000,5.000000,0.135
1787366059.936162,5.100192,51,0,12500,12500,0.100000,5.100000,0.122
1787366060.036210,5.200239,52,0,12500,12500,0.100000,5.200000,0.128
1787366060.136150,5.300180,53,0,12500,12500,0.100000,5.300000,0.130
1787366060.236139,5.400169,54,0,12500,12500,0.100000,5.400000,0.114
1787366060.336144,5.500175,55,0,12500,12500,0.100000,5.500000,0.120
1787366060.436152,5.600182,56,0,12500,12500,0.100000,5.600000,0.127
1787366060.536133,5.700163,57,0,12500,12500,0.100000,5.700000,0.111
1787366060.636189,5.800219,58,0,12500,12500,0.100000,5.800000,0.120
1787366060.736185,5.900215,59,0,12500,12500,0.100000,5.900000,0.122
1787366060.836140,6.000170,60,0,12500,12500,0.100000,6.000000,0.118
1787366060.936142,6.100172,61,0,12500,12500,0.100000,6.100000,0.120
1787366061.036137,6.200167,62,0,12500,12500,0.100000,6.200000,0.113
1787366061.136147,6.300177,63,0,12500,12500,0.100000,6.300000,0.120
1787366061.236149,6.400179,64,0,12500,12500,0.100000,6.400000,0.121
1787366061.336163,6.500193,65,0,12500,12500,0.100000,6.500000,0.136
1787366061.436153,6.600183,66,0,12500,12500,0.100000,6.600000,0.128
1787366061.536142,6.700171,67,0,12500,12500,0.100000,6.700000,0.115
1787366061.636149,6.800179,68,0,12500,12500,0.100000,6.800000,0.115
1787366061.736154,6.900184,69,0,12500,12500,0.100000,6.900000,0.122
1787366061.836142,7.000172,70,0,12500,12500,0.100000,7.000000,0.113
1787366061.936147,7.100177,71,0,12500,12500,0.100000,7.100000,0.120
1787366062.036190,7.200220,72,0,12500,12500,0.100000,7.200000,0.120
1787366062.136134,7.300164,73,0,12500,12500,0.100000,7.300000,0.112
1787366062.236150,7.400180,74,0,12500,12500,0.100000,7.400000,0.117
1787366062.336133,7.500162,75,0,12500,12500,0.100000,7.500000,0.112
1787366062.436136,7.600166,76,0,12500,12500,0.100000,7.600000,0.112
1787366062.536160,7.700190,77,0,12500,12500,0.100000,7.700000,0.123
1787366062.636169,7.800200,78,0,12500,12500,0.100000,7.800000,0.118
1787366062.736148,7.900178,79,0,12500,12500,0.100000,7.900000,0.111
1787366062.836132,8.000162,80,0,12500,12500,0.100000,8.000000,0.111
1787366062.936114,8.100144,81,0,12500,12500,0.100000,8.100000,0.070
1787366063.036136,8.200166,82,0,12500,12500,0.100000,8.200000,0.112
1787366063.136134,8.300164,83,0,12500,12500,0.100000,8.300000,0.112
1787366063.236136,8.400166,84,0,12500,12500,0.100000,8.400000,0.112
1787366063.336159,8.500190,85,0,12500,12500,0.100000,8.500000,0.123
1787366063.436151,8.600181,86,0,12500,12500,0.100000,8.600000,0.112
1787366063.536148,8.700178,87,0,12500,12500,0.100000,8.700000,0.111
1787366063.636290,8.800320,88,0,12500,12500,0.100000,8.800000,0.218
1787366063.736198,8.900228,89,0,12500,12500,0.100000,8.900000,0.123
1787366063.836158,9.000188,90,0,12500,12500,0.100000,9.000000,0.119
1787366063.936327,9.100357,91,0,12500,12500,0.100000,9.100000,0.249
1787366064.036369,9.200399,92,0,12500,12500,0.100000,9.200000,0.330
1787366064.136196,9.300226,93,0,12500,12500,0.100000,9.300000,0.122
1787366064.236203,9.400233,94,0,12500,12500,0.100000,9.400000,0.116
1787366064.336152,9.500182,95,0,12500,12500,0.100000,9.500000,0.118
1787366064.436211,9.600241,96,0,12500,12500,0.100000,9.600000,0.124
1787366064.536123,9.700153,97,0,12500,12500,0.100000,9.700000,0.110
1787366064.636137,9.800167,98,0,12500,12500,0.100000,9.800000,0.117
1787366064.736141,9.900171,99,0,12500,12500,0.100000,9.900000,0.112
1787366064.836188,10.000218,100,0,12500,12500,0.100000,10.000000,0.121
1787366064.936125,10.100155,101,0,12500,12500,0.100000,10.100000,0.111
1787366065.036198,10.200227,102,0,12500,12500,0.100000,10.200000,0.118
1787366065.136141,10.300171,103,0,12500,12500,0.100000,10.300000,0.114
1787366065.236160,10.400189,104,0,12500,12500,0.100000,10.400000,0.119
1787366065.336139,10.500169,105,0,12500,12500,0.100000,10.500000,0.120
1787366065.436135,10.600165,106,0,12500,12500,0.100000,10.600000,0.116
1787366065.536142,10.700172,107,0,12500,12500,0.100000,10.700000,0.119
1787366065.636163,10.800193,108,0,12500,12500,0.100000,10.800000,0.119
1787366065.736133,10.900163,109,0,12500,12500,0.100000,10.900000,0.112
1787366065.836142,11.000172,110,0,12500,12500,0.100000,11.000000,0.119
1787366065.936136,11.100166,111,0,12500,12500,0.100000,11.100000,0.115
1787366066.036144,11.200174,112,0,12500,12500,0.100000,11.200000,0.117
1787366066.136237,11.300267,113,0,12500,12500,0.100000,11.300000,0.172
1787366066.236131,11.400161,114,0,12500,12500,0.100000,11.400000,0.112
1787366066.336138,11.500169,115,0,12500,12500,0.100000,11.500000,0.114
1787366066.436141,11.600171,116,0,12500,12500,0.100000,11.600000,0.121
1787366066.536135,11.700165,117,0,12500,12500,0.100000,11.700000,0.113
1787366066.636183,11.800213,118,0,12500,12500,0.100000,11.800000,0.121
1787366066.736169,11.900199,119,0,12500,12500,0.100000,11.900000,0.119
1787366066.836555,12.000585,120,0,12500,12500,0.100000,12.000000,0.526
1787366066.936141,12.100171,121,0,12500,12500,0.100000,12.100000,0.120
1787366067.036133,12.200163,122,0,12500,12500,0.100000,12.200000,0.114
1787366067.136148,12.300178,123,0,12500,12500,0.100000,12.300000,0.120
1787366067.236140,12.400170,124,0,12500,12500,0.100000,12.400000,0.114
1787366067.336149,12.500179,125,0,12500,12500,0.100000,12.500000,0.115
1787366067.436258,12.600288,126,0,12500,12500,0.100000,12.600000,0.223
1787366067.536144,12.700174,127,0,12500,12500,0.100000,12.700000,0.115
1787366067.636149,12.800179,128,0,12500,12500,0.100000,12.800000,0.122
1787366067.736262,12.900292,129,0,12500,12500,0.100000,12.900000,0.203
1787366067.836280,13.000309,130,0,12500,12500,0.100000,13.000000,0.238
1787366067.936144,13.100173,131,0,12500,12500,0.100000,13.100000,0.114
1787366068.036142,13.200172,132,0,12500,12500,0.100000,13.200000,0.113
1787366068.136232,13.300262,133,0,12500,12500,0.100000,13.300000,0.204
1787366068.236146,13.400176,134,0,12500,12500,0.100000,13.400000,0.115
1787366068.336193,13.500222,135,0,12500,12500,0.100000,13.500000,0.123
1787366068.436141,13.600172,136,0,12500,12500,0.100000,13.600000,0.115
1787366068.536146,13.700175,137,0,12500,12500,0.100000,13.700000,0.115
1787366068.636137,13.800166,138,0,12500,12500,0.100000,13.800000,0.113
1787366068.736140,13.900170,139,0,12500,12500,0.100000,13.900000,0.114
1787366068.836193,14.000222,140,0,12500,12500,0.100000,14.000000,0.120
1787366068.936147,14.100177,141,0,12500,12500,0.100000,14.100000,0.117
1787366069.036145,14.200175,142,0,12500,12500,0.100000,14.200000,0.114
1787366069.136150,14.300180,143,0,12500,12500,0.100000,14.300000,0.116
1787366069.236192,14.400222,144,0,12500,12500,0.100000,14.400000,0.124
1787366069.336150,14.500180,145,0,12500,12500,0.100000,14.500000,0.121
1787366069.436146,14.600176,146,0,12500,12500,0.100000,14.600000,0.115
1787366069.536190,14.700219,147,0,12500,12500,0.100000,14.700000,0.120
1787366069.636162,14.800192,148,0,12500,12500,0.100000,14.800000,0.121
1787366069.736154,14.900184,149,0,12500,12500,0.100000,14.900000,0.112
1787366069.836158,15.000188,150,0,12500,12500,0.100000,15.000000,0.129
1787366069.936146,15.100176,151,0,12500,12500,0.100000,15.100000,0.121
1787366070.036110,15.200140,152,0,12500,12500,0.100000,15.200000,0.084
1787366070.136142,15.300172,153,0,12500,12500,0.100000,15.300000,0.119
1787366070.236136,15.400166,154,0,12500,12500,0.100000,15.400000,0.113
1787366070.336149,15.500179,155,0,12500,12500,0.100000,15.500000,0.121
1787366070.436137,15.600167,156,0,12500,12500,0.100000,15.600000,0.112
1787366070.536108,15.700138,157,0,12500,12500,0.100000,15.700000,0.088
1787366070.636155,15.800185,158,0,12500,12500,0.100000,15.800000,0.121
1787366070.736144,15.900174,159,0,12500,12500,0.100000,15.900000,0.118
1787366070.836192,16.000221,160,0,12500,12500,0.100000,16.000000,0.120
1787366070.936147,16.100178,161,0,12500,12500,0.100000,16.100000,0.121
1787366071.036120,16.200150,162,0,12500,12500,0.100000,16.200000,0.077
1787366071.136152,16.300181,163,0,12500,12500,0.100000,16.300000,0.111
1787366071.236149,16.400179,164,0,12500,12500,0.100000,16.400000,0.111
1787366071.336154,16.500184,165,0,12500,12500,0.100000,16.500000,0.112
1787366071.436210,16.600240,166,0,12500,12500,0.100000,16.600000,0.165
1787366071.536210,16.700240,167,0,12500,12500,0.100000,16.700000,0.120
1787366071.636207,16.800237,168,0,12500,12500,0.100000,16.800000,0.119
1787366071.736154,16.900184,169,0,12500,12500,0.100000,16.900000,0.112
1787366071.836162,17.000191,170,0,12500,12500,0.100000,17.000000,0.122
1787366071.936155,17.100185,171,0,12500,12500,0.100000,17.100000,0.113
1787366072.036236,17.200266,172,0,12500,12500,0.100000,17.200000,0.166
1787366072.136135,17.300166,173,0,12500,12500,0.100000,17.300000,0.112
1787366072.236136,17.400166,174,0,12500,12500,0.100000,17.400000,0.112
1787366072.336144,17.500174,175,0,12500,12500,0.100000,17.500000,0.120
1787366072.436133,17.600163,176,0,12500,12500,0.100000,17.600000,0.114
1787366072.536132,17.700162,177,0,12500,12500,0.100000,17.700000,0.113
1787366072.636190,17.800220,178,0,12500,12500,0.100000,17.800000,0.168
1787366072.736201,17.900231,179,0,12500,12500,0.100000,17.900000,0.178
1787366072.836134,18.000163,180,0,12500,12500,0.100000,18.000000,0.112
1787366072.936161,18.100190,181,0,12500,12500,0.100000,18.100000,0.137
1787366073.036159,18.200189,182,0,12500,12500,0.100000,18.200000,0.133
1787366073.136225,18.300255,183,0,12500,12500,0.100000,18.300000,0.200
1787366073.236171,18.400201,184,0,12500,12500,0.100000,18.400000,0.113
1787366073.336271,18.500301,185,0,12500,12500,0.100000,18.500000,0.125
1787366073.436155,18.600185,186,0,12500,12500,0.100000,18.600000,0.112
1787366073.536167,18.700197,187,0,12500,12500,0.100000,18.700000,0.141
1787366073.636160,18.800190,188,0,12500,12500,0.100000,18.800000,0.112
1787366073.736222,18.900252,189,0,12500,12500,0.100000,18.900000,0.112
1787366073.836156,19.000186,190,0,12500,12500,0.100000,19.000000,0.113
1787366073.936162,19.100192,191,0,12500,12500,0.100000,19.100000,0.114
1787366074.036116,19.200146,192,0,12500,12500,0.100000,19.200000,0.075
1787366074.136132,19.300162,193,0,12500,12500,0.100000,19.300000,0.113
1787366074.236146,19.400176,194,0,12500,12500,0.100000,19.400000,0.112
1787366074.336137,19.500167,195,0,12500,12500,0.100000,19.500000,0.112
1787366074.436143,19.600173,196,0,12500,12500,0.100000,19.600000,0.115
1787366074.536144,19.700174,197,0,12500,12500,0.100000,19.700000,0.116
1787366074.636170,19.800200,198,0,12500,12500,0.100000,19.800000,0.115
1787366074.736138,19.900168,199,0,12500,12500,0.100000,19.900000,0.114
1787366074.836138,20.000168,200,0,12500,12500,0.100000,20.000000,0.112
1787366074.936739,20.100769,201,0,12500,12500,0.100000,20.100000,0.689
1787366075.036186,20.200216,202,0,12500,12500,0.100000,20.200000,0.141
1787366075.136153,20.300183,203,0,12500,12500,0.100000,20.300000,0.113
1787366075.236156,20.400185,204,0,12500,12500,0.100000,20.400000,0.113
1787366075.336157,20.500187,205,0,12500,12500,0.100000,20.500000,0.113
1787366075.436236,20.600266,206,0,12500,12500,0.100000,20.600000,0.112
1787366075.536164,20.700194,207,0,12500,12500,0.100000,20.700000,0.113
1787366075.636155,20.800185,208,0,12500,12500,0.100000,20.800000,0.128
1787366075.736155,20.900185,209,0,12500,12500,0.100000,20.900000,0.120
1787366075.836143,21.000173,210,0,12500,12500,0.100000,21.000000,0.112
1787366075.936136,21.100166,211,0,12500,12500,0.100000,21.100000,0.112
1787366076.036165,21.200195,212,0,12500,12500,0.100000,21.200000,0.123
1787366076.136147,21.300178,213,0,12500,12500,0.100000,21.300000,0.112
1787366076.236160,21.400190,214,0,12500,12500,0.100000,21.400000,0.111
1787366076.336144,21.500174,215,0,12500,12500,0.100000,21.500000,0.115
1787366076.436506,21.600536,216,0,12500,12500,0.100000,21.600000,0.466
1787366076.536151,21.700181,217,0,12500,12500,0.100000,21.700000,0.120
1787366076.636149,21.800179,218,0,12500,12500,0.100000,21.800000,0.121
1787366076.736330,21.900359,219,0,12500,12500,0.100000,21.900000,0.265
1787366076.836190,22.000220,220,0,12500,12500,0.100000,22.000000,0.129
1787366076.938759,22.102789,221,0,12500,12500,0.100000,22.100000,1.341
1787366077.036149,22.200179,222,0,12500,12500,0.100000,22.200000,0.112
1787366077.136148,22.300178,223,0,12500,12500,0.100000,22.300000,0.114
1787366077.236153,22.400183,224,0,12500,12500,0.100000,22.400000,0.113
1787366077.336142,22.500172,225,0,12500,12500,0.100000,22.500000,0.113
1787366077.436138,22.600168,226,0,12500,12500,0.100000,22.600000,0.112
1787366077.536138,22.700168,227,0,12500,12500,0.100000,22.700000,0.112
1787366077.636137,22.800167,228,0,12500,12500,0.100000,22.800000,0.111
1787366077.736171,22.900201,229,0,12500,12500,0.100000,22.900000,0.113
1787366077.836164,23.000194,230,0,12500,12500,0.100000,23.000000,0.110
1787366077.936154,23.100184,231,0,12500,12500,0.100000,23.100000,0.112
1787366078.036275,23.200305,232,0,12500,12500,0.100000,23.200000,0.122
1787366078.136176,23.300206,233,0,12500,12500,0.100000,23.300000,0.114
1787366078.236167,23.400197,234,0,12500,12500,0.100000,23.400000,0.113
1787366078.336162,23.500192,235,0,12500,12500,0.100000,23.500000,0.113
1787366078.436150,23.600181,236,0,12500,12500,0.100000,23.600000,0.111
1787366078.536159,23.700189,237,0,12500,12500,0.100000,23.700000,0.112
1787366078.636168,23.800198,238,0,12500,12500,0.100000,23.800000,0.112
1787366078.736165,23.900195,239,0,12500,12500,0.100000,23.900000,0.113
1787366078.836163,24.000193,240,0,12500,12500,0.100000,24.000000,0.113
1787366078.936146,24.100176,241,0,12500,12500,0.100000,24.100000,0.122
1787366079.036147,24.200177,242,0,12500,12500,0.100000,24.200000,0.121
1787366079.136139,24.300169,243,0,12500,12500,0.100000,24.300000,0.120
1787366079.236145,24.400175,244,0,12500,12500,0.100000,24.400000,0.115
1787366079.336165,24.500195,245,0,12500,12500,0.100000,24.500000,0.114
1787366079.436167,24.600198,246,0,12500,12500,0.100000,24.600000,0.120
1787366079.536224,24.700254,247,0,12500,12500,0.100000,24.700000,0.119
1787366079.636173,24.800203,248,0,12500,12500,0.100000,24.800000,0.121
1787366079.736165,24.900195,249,0,12500,12500,0.100000,24.900000,0.116
