time,mono_sec,mono_nsec,ue_id,lcid,pdu_bytes
20:19:43.980687,892229,44231913,0,4,94
20:19:43.990022,892229,53567768,0,4,464
20:19:43.990445,892229,53990369,0,4,959
20:19:43.990446,892229,53991525,0,4,983
20:19:43.990911,892229,54455942,0,4,529
20:19:43.990912,892229,54456895,0,4,1416
20:19:43.994868,892229,58413446,0,4,96
20:19:43.994869,892229,58414291,0,4,365
20:19:43.995328,892229,58873244,0,4,1147
20:19:43.995330,892229,58875154,0,4,1023
20:19:43.995802,892229,59347273,0,4,489
20:19:43.995803,892229,59348297,0,4,1507
20:19:43.995803,892229,59348626,0,4,172
20:19:43.999722,892229,63267418,0,4,464
20:19:44.000218,892229,63763797,0,4,881
20:19:44.000219,892229,63764555,0,4,1157
20:19:44.000686,892229,64231705,0,4,355
20:19:44.000687,892229,64232232,0,4,1507
20:19:44.000688,892229,64233008,0,4,305
20:19:44.004929,892229,68474702,0,4,464
20:19:44.005105,892229,68649848,0,4,748
20:19:44.005106,892229,68651652,0,4,1422
20:19:44.005827,892229,69372466,0,4,90
20:19:44.005828,892229,69373266,0,4,1507
20:19:44.005829,892229,69374022,0,4,281
20:19:44.009745,892229,73290271,0,4,464
20:19:44.009957,892229,73502095,0,4,772
20:19:44.009957,892229,73502825,0,4,1395
20:19:44.010581,892229,74126005,0,4,117
20:19:44.010581,892229,74126687,0,4,1507
20:19:44.010582,892229,74127312,0,4,543
20:19:44.014719,892229,78264548,0,4,464
20:19:44.014896,892229,78441145,0,4,510
20:19:44.014897,892229,78441878,0,4,1507
20:19:44.014897,892229,78442359,0,4,151
20:19:44.015382,892229,78927086,0,4,1361
20:19:44.015382,892229,78927690,0,4,809
20:19:44.019421,892229,82966648,0,4,464
20:19:44.019884,892229,83429742,0,4,244
20:19:44.019885,892229,83430636,0,4,1507
20:19:44.019886,892229,83430962,0,4,413
20:19:44.020475,892229,84020508,0,4,1099
20:19:44.020477,892229,84022183,0,4,1071
20:19:44.024672,892229,88216793,0,4,441
20:19:44.024673,892229,88218409,0,4,21
20:19:44.024764,892229,88308935,0,4,1491
20:19:44.024764,892229,88309766,0,4,679
20:19:44.025368,892229,88912886,0,4,833
20:19:44.025369,892229,88913952,0,4,1048
20:19:44.029544,892229,93089697,0,4,464
20:19:44.029756,892229,93300900,0,4,1507
20:19:44.029756,892229,93301489,0,4,660
20:19:44.030186,892229,93731067,0,4,852
20:19:44.030187,892229,93731954,0,4,1318
20:19:44.034145,892229,97689880,0,4,194
20:19:44.034146,892229,97691114,0,4,267
20:19:44.034618,892229,98163477,0,4,1245
20:19:44.034619,892229,98164128,0,4,925
20:19:44.035115,892229,98660408,0,4,587
20:19:44.035116,892229,98661058,0,4,1507
20:19:44.035116,892229,98661612,0,4,74
20:19:44.039177,892229,102722441,0,4,464
20:19:44.039679,892229,103223942,0,4,979
20:19:44.039680,892229,103225384,0,4,1188
20:19:44.040335,892229,103880469,0,4,324
20:19:44.040336,892229,103881617,0,4,1507
20:19:44.040338,892229,103882945,0,4,336
20:19:44.044220,892229,107765633,0,4,464
20:19:44.044623,892229,108168207,0,4,717
20:19:44.044624,892229,108169078,0,4,1453
20:19:44.045445,892229,108990310,0,4,59
20:19:44.045446,892229,108991040,0,4,1507
20:19:44.045446,892229,108991631,0,4,312
20:19:44.048982,892229,112527437,0,4,464
20:19:44.049516,892229,113061249,0,4,741
20:19:44.049517,892229,113062072,0,4,1426
