time,mono_sec,mono_nsec,ue_id,rb_id,sdu_bytes
21:19:16.584786,895801,648331603,1,1,1504
21:19:16.584789,895801,648334182,1,1,1504
21:19:16.584790,895801,648335336,1,1,1504
21:19:16.584792,895801,648336733,1,1,1504
21:19:16.584798,895801,648343672,1,1,1504
21:19:16.584799,895801,648344387,1,1,1504
21:19:16.584800,895801,648344919,1,1,1504
21:19:16.584800,895801,648345716,1,1,1504
21:19:16.584802,895801,648346852,1,1,1504
21:19:16.584802,895801,648347393,1,1,1504
21:19:16.584803,895801,648348102,1,1,1504
21:19:16.584804,895801,648348532,1,1,1504
21:19:16.584804,895801,648349475,1,1,1504
21:19:16.584805,895801,648349952,1,1,1504
21:19:16.584805,895801,648350727,1,1,1504
21:19:16.584806,895801,648351108,1,1,1504
21:19:16.584806,895801,648351498,1,1,1504
21:19:16.584807,895801,648352255,1,1,1504
21:19:16.584808,895801,648353279,1,1,1504
21:19:16.584809,895801,648353920,1,1,1504
21:19:16.584809,895801,648354212,1,1,1504
21:19:16.584810,895801,648355167,1,1,1504
21:19:16.584813,895801,648358313,1,1,1504
21:19:16.584814,895801,648358879,1,1,1504
21:19:16.584817,895801,648361740,1,1,1504
21:19:16.584817,895801,648362262,1,1,1504
21:19:16.584817,895801,648362532,1,1,1504
21:19:16.584818,895801,648363595,1,1,1504
21:19:16.584819,895801,648364222,1,1,1504
21:19:16.584819,895801,648364556,1,1,1504
21:19:16.584820,895801,648364883,1,1,1504
21:19:16.584820,895801,648365781,1,1,1504
21:19:16.584821,895801,648366278,1,1,1504
21:19:16.584822,895801,648366953,1,1,1504
21:19:16.584822,895801,648367539,1,1,1504
21:19:16.584823,895801,648368188,1,1,1504
21:19:16.584826,895801,648371107,1,1,1504
21:19:16.584827,895801,648371823,1,1,1504
21:19:16.584828,895801,648372727,1,1,1504
21:19:16.584829,895801,648373896,1,1,1504
21:19:16.584829,895801,648374580,1,1,832
21:19:16.584830,895801,648375351,1,1,1504
21:19:16.584833,895801,648378170,1,1,1504
21:19:16.584834,895801,648378823,1,1,1504
21:19:16.584834,895801,648379444,1,1,1504
21:19:16.584839,895801,648384169,1,1,1504
21:19:16.584840,895801,648384816,1,1,1504
21:19:16.584840,895801,648385573,1,1,1504
21:19:16.584841,895801,648385951,1,1,1504
21:19:16.584844,895801,648389134,1,1,1504
21:19:16.584844,895801,648389672,1,1,1504
21:19:16.584845,895801,648390200,1,1,1504
21:19:16.584845,895801,648390545,1,1,1504
21:19:16.584848,895801,648393249,1,1,1504
21:19:16.584849,895801,648393868,1,1,1504
21:19:16.584849,895801,648394245,1,1,1504
21:19:16.584849,895801,648394711,1,1,1504
21:19:16.584850,895801,648395223,1,1,1504
21:19:16.584851,895801,648396174,1,1,1504
21:19:16.584852,895801,648397252,1,1,1504
21:19:16.584855,895801,648399913,1,1,1504
21:19:16.584855,895801,648400572,1,1,1504
21:19:16.584856,895801,648401299,1,1,1504
21:19:16.584859,895801,648404185,1,1,1504
21:19:16.584860,895801,648404981,1,1,1504
21:19:16.584861,895801,648405636,1,1,1504
21:19:16.584861,895801,648406531,1,1,1504
21:19:16.584864,895801,648409210,1,1,1504
21:19:16.584865,895801,648409872,1,1,1504
21:19:16.584865,895801,648410403,1,1,1504
21:19:16.584873,895801,648418471,1,1,1504
21:19:16.584874,895801,648419089,1,1,1504
21:19:16.584874,895801,648419667,1,1,1504
21:19:16.584875,895801,648420144,1,1,1504
21:19:16.584876,895801,648421312,1,1,1504
21:19:16.584879,895801,648424038,1,1,1504
21:19:16.584879,895801,648424511,1,1,1504
21:19:16.584882,895801,648427009,1,1,1504
21:19:16.584882,895801,648427765,1,1,1504
21:19:16.584885,895801,648430477,1,1,1504
21:19:16.584886,895801,648430938,1,1,1504
21:19:16.584909,895801,648453737,1,1,832
21:19:16.584909,895801,648454269,1,1,1504
21:19:16.584909,895801,648454712,1,1,1504
21:19:16.584910,895801,648455085,1,1,1504
21:19:16.584913,895801,648457822,1,1,1504
21:19:16.584913,895801,648458501,1,1,1504
21:19:16.584915,895801,648460121,1,1,1504
21:19:16.584916,895801,648460752,1,1,1504
21:19:16.584916,895801,648461387,1,1,1504
21:19:16.584918,895801,648463019,1,1,1504
21:19:16.584921,895801,648466174,1,1,1504
21:19:16.584923,895801,648468195,1,1,1504
21:19:16.584924,895801,648468657,1,1,1504
21:19:16.584924,895801,648469455,1,1,1504
21:19:16.584926,895801,648470889,1,1,1504
21:19:16.584926,895801,648471703,1,1,1504
21:19:16.584928,895801,648473305,1,1,1504
21:19:16.584929,895801,648474320,1,1,1504
21:19:16.584929,895801,648474767,1,1,1504
21:19:16.584931,895801,648476345,1,1,1504
21:19:16.584932,895801,648476965,1,1,1504
21:19:16.584932,895801,648477314,1,1,1504
21:19:16.584934,895801,648479244,1,1,1504
21:19:16.584934,895801,648479744,1,1,1504
21:19:16.584936,895801,648481434,1,1,1504
21:19:16.584939,895801,648484430,1,1,1504
21:19:16.584940,895801,648484862,1,1,1504
21:19:16.584942,895801,648486998,1,1,1504
21:19:16.584942,895801,648487467,1,1,1504
21:19:16.584944,895801,648489310,1,1,1504
21:19:16.584944,895801,648489645,1,1,1504
21:19:16.584945,895801,648489961,1,1,1504
21:19:16.584947,895801,648491922,1,1,1504
21:19:16.584947,895801,648492547,1,1,1504
21:19:16.584949,895801,648494347,1,1,1504
21:19:16.584949,895801,648494784,1,1,1504
21:19:16.584950,895801,648495091,1,1,1504
21:19:16.584952,895801,648497135,1,1,1504
21:19:16.584952,895801,648497557,1,1,1504
21:19:16.584954,895801,648499084,1,1,1504
21:19:16.584954,895801,648499513,1,1,1504
21:19:16.584955,895801,648499873,1,1,832
21:19:16.584957,895801,648501836,1,1,1504
21:19:16.584957,895801,648502372,1,1,1504
21:19:16.584957,895801,648502730,1,1,1504
21:19:16.584959,895801,648504359,1,1,1504
21:19:16.584960,895801,648504967,1,1,1504
21:19:16.584960,895801,648505342,1,1,1504
21:19:16.584964,895801,648509332,1,1,1504
21:19:16.584967,895801,648512111,1,1,1504
21:19:16.584970,895801,648514771,1,1,1504
21:19:16.584970,895801,648515333,1,1,1504
21:19:16.584970,895801,648515701,1,1,1504
21:19:16.584972,895801,648517536,1,1,1504
21:19:16.584973,895801,648518273,1,1,1504
21:19:16.584975,895801,648519870,1,1,1504
21:19:16.584976,895801,648520653,1,1,1504
21:19:16.584976,895801,648521505,1,1,1504
21:19:16.584978,895801,648523285,1,1,1504
21:19:16.584979,895801,648523864,1,1,1504
21:19:16.584980,895801,648525358,1,1,1504
21:19:16.584981,895801,648526033,1,1,1504
21:19:16.584981,895801,648526442,1,1,1504
21:19:16.584983,895801,648527976,1,1,1504
21:19:16.584983,895801,648528766,1,1,1504
21:19:16.584985,895801,648530515,1,1,1504
21:19:16.584986,895801,648531002,1,1,1504
21:19:16.584986,895801,648531375,1,1,1504
21:19:16.584988,895801,648533464,1,1,1504
21:19:16.584989,895801,648534201,1,1,1504
21:19:16.584990,895801,648534661,1,1,1504
21:19:16.584991,895801,648536541,1,1,1504
21:19:16.584992,895801,648537071,1,1,1504
21:19:16.584994,895801,648538786,1,1,1504
21:19:16.584994,895801,648539247,1,1,1504
21:19:16.584995,895801,648539552,1,1,1504
21:19:16.584997,895801,648542003,1,1,1504
21:19:16.584997,895801,648542489,1,1,1504
21:19:16.584999,895801,648544509,1,1,1504
21:19:16.585002,895801,648547517,1,1,1504
21:19:16.585003,895801,648547914,1,1,1504
21:19:16.585005,895801,648550213,1,1,1504
21:19:16.585005,895801,648550702,1,1,832
21:19:16.585006,895801,648551010,1,1,1504
21:19:16.585008,895801,648553470,1,1,1504
21:19:16.585009,895801,648554112,1,1,1504
21:19:16.585010,895801,648555754,1,1,1504
21:19:16.585011,895801,648556118,1,1,1504
21:19:16.585011,895801,648556416,1,1,1504
21:19:16.585013,895801,648558276,1,1,1504
21:19:16.585013,895801,648558697,1,1,1504
21:19:16.585016,895801,648560845,1,1,1504
21:19:16.585016,895801,648561278,1,1,1504
21:19:16.585017,895801,648561670,1,1,1504
21:19:16.585018,895801,648563594,1,1,1504
21:19:16.585019,895801,648564012,1,1,1504
21:19:16.585019,895801,648564275,1,1,1504
21:19:16.585021,895801,648566229,1,1,1504
21:19:16.585021,895801,648566766,1,1,1504
21:19:16.585023,895801,648568365,1,1,1504
21:19:16.585024,895801,648569437,1,1,1504
21:19:16.585024,895801,648569712,1,1,1504
21:19:16.585026,895801,648571268,1,1,1504
21:19:16.585029,895801,648574373,1,1,1504
21:19:16.585031,895801,648576522,1,1,1504
21:19:16.585032,895801,648576909,1,1,1504
21:19:16.585032,895801,648577410,1,1,1504
21:19:16.585034,895801,648579156,1,1,1504
21:19:16.585034,895801,648579557,1,1,1504
21:19:16.585036,895801,648581220,1,1,1504
21:19:16.585036,895801,648581805,1,1,1504
21:19:16.585037,895801,648582240,1,1,1504
21:19:16.585039,895801,648583928,1,1,1504
21:19:16.585039,895801,648584361,1,1,1504
21:19:16.585039,895801,648584620,1,1,1504
21:19:16.585041,895801,648586126,1,1,1504
21:19:16.585041,895801,648586712,1,1,1504
21:19:16.585043,895801,648588697,1,1,1504
21:19:16.585044,895801,648589232,1,1,1504
21:19:16.585044,895801,648589625,1,1,1504
21:19:16.585046,895801,648591164,1,1,1504
21:19:16.585047,895801,648591991,1,1,1504
21:19:16.585048,895801,648593574,1,1,1504
21:19:16.585049,895801,648594041,1,1,832
21:19:16.585049,895801,648594511,1,1,1504
21:19:16.585051,895801,648596214,1,1,1504
21:19:16.585054,895801,648598970,1,1,1504
21:19:16.585054,895801,648599409,1,1,1504
21:19:16.585056,895801,648601295,1,1,1504
21:19:16.585057,895801,648601897,1,1,1504
21:19:16.585058,895801,648603754,1,1,1504
21:19:16.585059,895801,648604286,1,1,1504
21:19:16.585059,895801,648604610,1,1,1504
21:19:16.585061,895801,648606112,1,1,1504
21:19:16.585062,895801,648606868,1,1,1504
21:19:16.585063,895801,648608570,1,1,1504
21:19:16.585064,895801,648608981,1,1,1504
21:19:16.585064,895801,648609362,1,1,1504
21:19:16.585066,895801,648610922,1,1,1504
21:19:16.585066,895801,648611369,1,1,1504
21:19:16.585066,895801,648611758,1,1,1504
21:19:16.585068,895801,648613357,1,1,1504
21:19:16.585082,895801,648626867,1,1,1504
21:19:16.585084,895801,648629122,1,1,1504
21:19:16.585085,895801,648629704,1,1,1504
21:19:16.585085,895801,648630508,1,1,1504
21:19:16.585087,895801,648632243,1,1,1504
21:19:16.585088,895801,648632916,1,1,1504
21:19:16.585090,895801,648634847,1,1,1504
21:19:16.585090,895801,648635244,1,1,1504
21:19:16.585091,895801,648636038,1,1,1504
21:19:16.585092,895801,648637831,1,1,1504
21:19:16.585096,895801,648641257,1,1,1504
21:19:16.585099,895801,648643770,1,1,1504
21:19:16.585099,895801,648644287,1,1,1504
21:19:16.585099,895801,648644604,1,1,1504
21:19:16.585101,895801,648646291,1,1,1504
21:19:16.585104,895801,648649137,1,1,1504
21:19:16.585108,895801,648653335,1,1,1504
21:19:16.585109,895801,648653896,1,1,1504
21:19:16.585109,895801,648654231,1,1,1504
21:19:16.585111,895801,648656453,1,1,1504
21:19:16.585112,895801,648656900,1,1,1504
21:19:16.585112,895801,648657223,1,1,1504
21:19:16.585114,895801,648659252,1,1,832
21:19:16.585114,895801,648659735,1,1,1504
21:19:16.585117,895801,648662608,1,1,1504
21:19:16.585120,895801,648664786,1,1,1504
21:19:16.585120,895801,648665442,1,1,1504
21:19:16.585123,895801,648668277,1,1,1504
21:19:16.585123,895801,648668803,1,1,1504
21:19:16.585124,895801,648669075,1,1,1504
21:19:16.585126,895801,648671667,1,1,1504
21:19:16.585127,895801,648672316,1,1,1504
21:19:16.585129,895801,648673868,1,1,1504
21:19:16.585129,895801,648674318,1,1,1504
21:19:16.585130,895801,648675181,1,1,1504
21:19:16.585132,895801,648677172,1,1,1504
21:19:16.585133,895801,648678297,1,1,1504
21:19:16.585137,895801,648682480,1,1,1504
21:19:16.585138,895801,648682943,1,1,1504
21:19:16.585138,895801,648683337,1,1,1504
21:19:16.585140,895801,648685079,1,1,1504
21:19:16.585140,895801,648685619,1,1,1504
21:19:16.585142,895801,648687319,1,1,1504
21:19:16.585145,895801,648690033,1,1,1504
21:19:16.585146,895801,648690632,1,1,1504
21:19:16.585147,895801,648692649,1,1,1504
21:19:16.585148,895801,648693039,1,1,1504
21:19:16.585149,895801,648693826,1,1,1504
21:19:16.585150,895801,648695672,1,1,1504
21:19:16.585151,895801,648696106,1,1,1504
21:19:16.585153,895801,648697947,1,1,1504
21:19:16.585153,895801,648698276,1,1,1504
21:19:16.585153,895801,648698630,1,1,1504
21:19:16.585155,895801,648700145,1,1,1504
21:19:16.585155,895801,648700707,1,1,1504
21:19:16.585157,895801,648702206,1,1,1504
21:19:16.585157,895801,648702432,1,1,848
21:19:17.384378,895802,447923458,0,1,1504
21:19:17.384393,895802,447938224,0,1,1504
21:19:17.384394,895802,447938875,0,1,1504
21:19:17.384394,895802,447939396,0,1,1504
21:19:17.384395,895802,447939870,0,1,1504
21:19:17.384395,895802,447940332,0,1,1504
21:19:17.384395,895802,447940797,0,1,1504
21:19:17.384396,895802,447941362,0,1,1504
21:19:17.384397,895802,447941861,0,1,1504
21:19:17.384397,895802,447942331,0,1,1504
21:19:17.384397,895802,447942665,0,1,1504
21:19:17.384398,895802,447943051,0,1,1504
21:19:17.384398,895802,447943498,0,1,1504
21:19:17.384399,895802,447943925,0,1,1504
21:19:17.384399,895802,447944247,0,1,1504
21:19:17.384399,895802,447944541,0,1,1504
21:19:17.384399,895802,447944769,0,1,1504
21:19:17.384400,895802,447945277,0,1,1504
21:19:17.384400,895802,447945608,0,1,1504
21:19:17.384401,895802,447945943,0,1,1504
21:19:17.384401,895802,447946232,0,1,1504
21:19:17.384401,895802,447946488,0,1,1504
21:19:17.384401,895802,447946740,0,1,1504
