time,direction,dci_format,rnti_type,rnti,dci_frame,dci_slot,sched_frame,sched_slot,mcs,mcs_table,rb_start,rb_size,start_symbol,nr_symbols,tbs,harq_pid,ndi,rv,round,qam_mod_order,target_code_rate,tpc,n_cce,N_cce
21:19:05.949321,1,7,0,960,580,2,580,8,28,0,0,5,0,13,480,9,1,0,0,6,9480,1,4,2
21:19:05.959063,1,7,0,960,581,1,581,7,28,0,0,23,10,3,480,9,0,2,1,6,9480,2,2,2
21:19:05.969245,1,7,0,960,582,1,582,7,28,0,0,23,10,3,480,9,0,3,2,6,9480,1,2,2
21:19:05.979188,1,7,0,960,583,1,583,7,28,0,0,23,10,3,480,9,0,1,3,6,9480,1,2,2
21:19:05.999071,1,7,0,3836,585,2,585,8,28,0,0,5,0,13,480,11,1,0,0,6,9480,1,10,2
21:19:06.008681,1,7,0,3836,586,1,586,7,28,0,0,23,10,3,480,11,0,2,1,6,9480,1,12,2
21:19:06.018670,1,7,0,3836,587,1,587,7,28,0,0,23,10,3,480,11,0,3,2,6,9480,1,12,2
21:19:06.028800,1,7,0,3836,588,1,588,7,28,0,0,23,10,3,480,11,0,1,3,6,9480,2,12,2
21:19:06.078622,1,7,0,960,593,2,593,8,28,0,0,5,0,13,480,10,1,0,0,6,9480,1,4,2
21:19:06.087806,1,7,0,960,594,1,594,7,28,0,0,23,10,3,480,10,0,2,1,6,9480,2,2,2
21:19:06.098104,1,7,0,960,595,1,595,7,28,0,0,23,10,3,480,10,0,3,2,6,9480,1,2,2
21:19:06.108140,1,7,0,960,596,1,596,7,28,0,0,23,10,3,480,10,0,1,3,6,9480,1,2,2
21:19:06.129470,1,7,0,3836,598,2,598,8,28,0,0,5,0,13,480,12,1,0,0,6,9480,1,10,2
21:19:06.139048,1,7,0,3836,599,1,599,7,28,0,0,23,10,3,480,12,0,2,1,6,9480,1,12,2
21:19:06.149023,1,7,0,3836,600,1,600,7,28,0,0,23,10,3,480,12,0,3,2,6,9480,1,12,2
21:19:06.159283,1,7,0,3836,601,1,601,7,28,0,0,23,10,3,480,12,0,1,3,6,9480,1,12,2
21:19:06.210133,1,7,0,960,606,2,606,8,28,0,0,5,0,13,480,11,1,0,0,6,9480,1,4,2
21:19:06.219471,1,7,0,960,607,1,607,7,28,0,0,23,10,3,480,11,0,2,1,6,9480,1,2,2
21:19:06.229825,1,7,0,960,608,1,608,7,28,0,0,23,10,3,480,11,0,3,2,6,9480,2,2,2
21:19:06.239775,1,7,0,960,609,1,609,7,28,0,0,23,10,3,480,11,0,1,3,6,9480,1,2,2
21:19:06.259335,1,7,0,3836,611,2,611,8,28,0,0,5,0,13,480,13,1,0,0,6,9480,2,10,2
21:19:06.268587,1,7,0,3836,612,1,612,7,28,0,0,23,10,3,480,13,0,2,1,6,9480,1,12,2
21:19:06.278277,1,7,0,3836,613,1,613,7,28,0,0,23,10,3,480,13,0,3,2,6,9480,1,12,2
21:19:06.288569,1,7,0,3836,614,1,614,7,28,0,0,23,10,3,480,13,0,1,3,6,9480,1,12,2
21:19:06.339010,1,7,0,960,619,2,619,8,28,0,0,5,0,13,480,12,1,0,0,6,9480,1,4,2
21:19:06.348647,1,7,0,960,620,1,620,7,28,0,0,23,10,3,480,12,0,2,1,6,9480,1,2,2
21:19:06.359175,1,7,0,960,621,1,621,7,28,0,0,23,10,3,480,12,0,3,2,6,9480,1,2,2
21:19:06.369308,1,7,0,960,622,1,622,7,28,0,0,23,10,3,480,12,0,1,3,6,9480,2,2,2
21:19:06.389407,1,7,0,3836,624,2,624,8,28,0,0,5,0,12,437,14,1,0,0,6,9480,1,10,2
21:19:06.398767,1,7,0,3836,625,1,625,7,28,0,0,21,10,3,437,14,0,2,1,6,9480,2,12,2
21:19:06.408666,1,7,0,3836,626,1,626,7,28,0,0,21,10,3,437,14,0,3,2,6,9480,1,12,2
21:19:06.418492,1,7,0,3836,627,1,627,7,28,0,0,21,10,3,437,14,0,1,3,6,9480,1,12,2
21:19:06.427798,0,1,0,3836,628,0,628,0,0,0,0,5,1,13,168,5,1,0,0,2,1200,1,2,2
21:19:06.434934,0,1,0,3836,628,14,628,14,0,0,0,5,1,13,168,5,0,2,1,2,1200,0,4,2
21:19:06.444570,0,1,0,3836,629,14,629,14,0,0,0,5,1,13,168,5,0,3,2,2,1200,0,4,2
21:19:06.447800,0,1,0,960,630,0,630,0,0,0,0,5,1,13,168,6,1,0,0,2,1200,1,2,2
21:19:06.454492,0,1,0,3836,630,14,630,14,0,0,0,5,1,13,168,5,0,1,3,2,1200,0,4,2
21:19:06.454734,0,1,0,960,630,14,630,14,0,0,5,5,1,13,168,6,0,2,1,2,1200,0,8,2
21:19:06.464691,0,1,0,960,631,14,631,14,0,0,0,5,1,13,168,6,0,3,2,2,1200,0,8,2
21:19:06.468548,1,7,0,960,632,2,632,8,28,0,0,5,0,12,437,13,1,0,0,6,9480,1,4,2
21:19:06.474605,0,1,0,960,632,14,632,14,0,0,0,5,1,13,168,6,0,1,3,2,1200,0,8,2
21:19:06.477964,1,7,0,960,633,1,633,7,28,0,0,21,10,3,437,13,0,2,1,6,9480,1,2,2
21:19:06.488013,1,7,0,960,634,1,634,7,28,0,0,21,10,3,437,13,0,3,2,6,9480,1,2,2
21:19:06.498760,1,7,0,960,635,1,635,7,28,0,0,21,10,3,437,13,0,1,3,6,9480,1,2,2
21:19:06.518314,1,7,0,3836,637,2,637,8,28,0,0,5,0,13,480,15,1,0,0,6,9480,1,10,2
21:19:06.527802,1,7,0,3836,638,1,638,7,28,0,0,23,10,3,480,15,0,2,1,6,9480,2,12,2
21:19:06.538223,1,7,0,3836,639,1,639,7,28,0,0,23,10,3,480,15,0,3,2,6,9480,1,12,2
21:19:06.547545,1,7,0,3836,640,1,640,7,28,0,0,23,10,3,480,15,0,1,3,6,9480,1,12,2
21:19:06.599011,1,7,0,960,645,2,645,8,28,0,0,5,0,13,480,14,1,0,0,6,9480,2,4,2
21:19:06.607982,1,7,0,960,646,1,646,7,28,0,0,23,10,3,480,14,0,2,1,6,9480,1,2,2
21:19:06.618019,1,7,0,960,647,1,647,7,28,0,0,23,10,3,480,14,0,3,2,6,9480,1,2,2
21:19:06.627983,1,7,0,960,648,1,648,7,28,0,0,23,10,3,480,14,0,1,3,6,9480,1,2,2
21:19:06.648290,1,7,0,3836,650,2,650,8,28,0,0,5,0,13,480,0,1,0,0,6,9480,1,10,2
21:19:06.657659,1,7,0,3836,651,1,651,7,28,0,0,23,10,3,480,0,0,2,1,6,9480,1,12,2
21:19:06.667604,1,7,0,3836,652,1,652,7,28,0,0,23,10,3,480,0,0,3,2,6,9480,2,12,2
21:19:06.677505,1,7,0,3836,653,1,653,7,28,0,0,23,10,3,480,0,0,1,3,6,9480,1,12,2
21:19:06.727700,1,7,0,960,658,2,658,8,27,0,0,5,0,13,469,15,1,0,0,6,9100,2,4,2
21:19:06.737136,1,7,0,960,659,1,659,7,27,0,0,23,10,3,469,15,0,2,1,6,9100,1,2,2
21:19:06.747080,1,7,0,960,660,1,660,7,27,0,0,23,10,3,469,15,0,3,2,6,9100,1,2,2
21:19:06.757020,1,7,0,960,661,1,661,7,27,0,0,23,10,3,469,15,0,1,3,6,9100,1,2,2
21:19:06.777424,1,7,0,3836,663,2,663,8,27,0,0,5,0,13,469,1,1,0,0,6,9100,1,10,2
21:19:06.788219,1,7,0,3836,664,1,664,7,27,0,0,23,10,3,469,1,0,2,1,6,9100,1,12,2
21:19:06.798464,1,7,0,3836,665,1,665,7,27,0,0,23,10,3,469,1,0,3,2,6,9100,1,12,2
21:19:06.808529,1,7,0,3836,666,1,666,7,27,0,0,23,10,3,469,1,0,1,3,6,9100,2,12,2
21:19:06.860690,1,7,0,960,671,2,671,8,27,0,0,5,0,13,469,0,1,0,0,6,9100,1,4,2
21:19:06.870259,1,7,0,960,672,1,672,7,27,0,0,23,10,3,469,0,0,2,1,6,9100,2,2,2
21:19:06.880552,1,7,0,960,673,1,673,7,27,0,0,23,10,3,469,0,0,3,2,6,9100,1,2,2
21:19:06.890532,1,7,0,960,674,1,674,7,27,0,0,23,10,3,469,0,0,1,3,6,9100,1,2,2
21:19:06.911104,1,7,0,3836,676,2,676,8,27,0,0,5,0,13,469,2,1,0,0,6,9100,1,10,2
21:19:06.920799,1,7,0,3836,677,1,677,7,27,0,0,23,10,3,469,2,0,2,1,6,9100,1,12,2
21:19:06.930759,1,7,0,3836,678,1,678,7,27,0,0,23,10,3,469,2,0,3,2,6,9100,1,12,2
21:19:06.960541,1,7,0,3836,679,1,679,7,27,0,0,23,10,3,469,2,0,1,3,6,9100,2,12,2
21:19:07.011586,1,7,0,960,684,2,684,8,25,0,0,5,0,13,421,1,1,0,0,6,8220,1,4,2
21:19:07.020915,1,7,0,960,685,1,685,7,25,0,0,23,10,3,421,1,0,2,1,6,8220,1,2,2
21:19:07.030928,1,7,0,960,686,1,686,7,25,0,0,23,10,3,421,1,0,3,2,6,8220,2,2,2
21:19:07.040627,1,7,0,960,687,1,687,7,25,0,0,23,10,3,421,1,0,1,3,6,8220,1,2,2
21:19:07.060681,1,7,0,3836,689,2,689,8,25,0,0,5,0,13,421,3,1,0,0,6,8220,1,10,2
21:19:07.070111,1,7,0,3836,690,1,690,7,25,0,0,23,10,3,421,3,0,2,1,6,8220,1,12,2
21:19:07.079845,1,7,0,3836,691,1,691,7,25,0,0,23,10,3,421,3,0,3,2,6,8220,1,12,2
21:19:07.089779,1,7,0,3836,692,1,692,7,25,0,0,23,10,3,421,3,0,1,3,6,8220,1,12,2
21:19:07.139941,1,7,0,960,697,2,697,8,23,0,0,5,0,13,372,2,1,0,0,6,7190,1,4,2
21:19:07.149147,1,7,0,960,698,1,698,7,23,0,0,23,10,3,372,2,0,2,1,6,7190,1,2,2
21:19:07.158880,1,7,0,960,699,1,699,7,23,0,0,23,10,3,372,2,0,3,2,6,7190,1,2,2
21:19:07.168619,1,7,0,960,700,1,700,7,23,0,0,23,10,3,372,2,0,1,3,6,7190,2,2,2
21:19:07.188727,1,7,0,3836,702,2,702,8,23,0,0,5,0,13,372,4,1,0,0,6,7190,2,10,2
21:19:07.198315,1,7,0,3836,703,1,703,7,23,0,0,23,10,3,372,4,0,2,1,6,7190,1,12,2
21:19:07.208585,1,7,0,3836,704,1,704,7,23,0,0,23,10,3,372,4,0,3,2,6,7190,1,12,2
21:19:07.218609,1,7,0,3836,705,1,705,7,23,0,0,23,10,3,372,4,0,1,3,6,7190,1,12,2
21:19:07.269314,1,7,0,960,710,2,710,8,22,0,0,5,0,13,341,3,1,0,0,6,6660,1,4,2
21:19:07.278990,1,7,0,960,711,1,711,7,22,0,0,23,10,3,341,3,0,2,1,6,6660,1,2,2
21:19:07.288994,1,7,0,960,712,1,712,7,22,0,0,23,10,3,341,3,0,3,2,6,6660,1,2,2
21:19:07.299182,1,7,0,960,713,1,713,7,22,0,0,23,10,3,341,3,0,1,3,6,6660,2,2,2
21:19:07.319464,1,7,0,3836,715,2,715,8,22,0,0,5,0,13,341,5,1,0,0,6,6660,1,10,2
