time,direction,dci_format,rnti_type,rnti,dci_frame,dci_slot,sched_frame,sched_slot,mcs,mcs_table,rb_start,rb_size,start_symbol,nr_symbols,tbs,harq_pid,ndi,rv,round,qam_mod_order,target_code_rate,tpc,n_cce,N_cce
17:09:32.211873,1,7,0,35341,381,2,381,8,28,0,0,5,0,13,480,6,1,0,0,6,9480,0,10,2
17:09:32.233387,1,7,0,59179,383,2,383,8,28,0,0,5,0,13,480,12,1,0,0,6,9480,0,0,2
17:09:32.319250,1,7,0,35341,391,2,391,8,28,0,0,5,0,13,480,7,1,0,0,6,9480,0,10,2
17:09:32.340257,1,7,0,59179,393,2,393,8,28,0,0,5,0,13,480,13,1,0,0,6,9480,0,0,2
17:09:32.425633,1,7,0,35341,401,2,401,8,28,0,0,5,0,13,480,8,1,0,0,6,9480,0,10,2
17:09:32.446508,1,7,0,59179,403,2,403,8,28,0,0,5,0,13,480,14,1,0,0,6,9480,0,0,2
17:09:32.531614,1,7,0,35341,411,2,411,8,28,0,0,5,0,13,480,9,1,0,0,6,9480,0,10,2
17:09:32.552594,1,7,0,59179,413,2,413,8,28,0,0,5,0,13,480,15,1,0,0,6,9480,0,0,2
17:09:32.638433,1,7,0,35341,421,2,421,8,28,0,0,5,0,13,480,10,1,0,0,6,9480,0,10,2
17:09:32.659239,1,7,0,59179,423,2,423,8,28,0,0,5,0,13,480,0,1,0,0,6,9480,0,0,2
17:09:32.711293,0,1,0,59179,428,0,428,0,0,0,5,5,1,13,168,5,1,0,0,2,1200,1,12,2
17:09:32.711699,0,1,0,35341,428,0,428,0,0,0,0,5,1,13,168,6,1,0,0,2,1200,1,0,2
17:09:32.744558,1,7,0,35341,431,2,431,8,28,0,0,5,0,13,480,11,1,0,0,6,9480,1,10,2
17:09:32.765524,1,7,0,59179,433,2,433,8,28,0,0,5,0,13,480,1,1,0,0,6,9480,0,0,2
17:09:32.851207,1,7,0,35341,441,2,441,8,28,0,0,5,0,13,480,12,1,0,0,6,9480,0,10,2
17:09:32.872318,1,7,0,59179,443,2,443,8,28,0,0,5,0,13,480,2,1,0,0,6,9480,0,0,2
17:09:32.982430,1,7,0,35341,451,2,451,8,28,0,0,5,0,13,480,13,1,0,0,6,9480,0,10,2
17:09:33.003332,1,7,0,59179,453,2,453,8,28,0,0,5,0,13,480,3,1,0,0,6,9480,0,0,2
17:09:33.089094,1,7,0,35341,461,2,461,8,28,0,0,5,0,13,480,14,1,0,0,6,9480,0,10,2
17:09:33.109999,1,7,0,59179,463,2,463,8,28,0,0,5,0,13,480,4,1,0,0,6,9480,0,0,2
17:09:33.195239,1,7,0,35341,471,2,471,8,28,0,0,5,0,13,480,15,1,0,0,6,9480,0,10,2
17:09:33.216591,1,7,0,59179,473,2,473,8,28,0,0,5,0,13,480,5,1,0,0,6,9480,0,0,2
17:09:33.302348,1,7,0,35341,481,2,481,8,28,0,0,5,0,13,480,0,1,0,0,6,9480,0,10,2
