1787372800939375291,1587446002921151,connecting to 127.0.0.1:2031
1787372800939439026,1587446002984018,turning ON GNB_MAC_UL_MCS_DECISION
1787372800939442682,1587446002987634,time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
1787372800998961629,1587446062507287,21:26:40.997929,61002,854,2,854,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801060086584,1587446123632302,21:26:41.059214,61002,864,2,864,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,106,-1
1787372801121132193,1587446184677665,21:26:41.120426,61002,874,2,874,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801194841879,1587446258387891,21:26:41.194079,61002,884,2,884,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801253884333,1587446317430404,21:26:41.253087,61002,894,2,894,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801313769203,1587446377315459,21:26:41.312498,61002,904,2,904,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,106,-1
1787372801372897066,1587446436442424,21:26:41.372049,61002,914,2,914,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801432942002,1587446496487130,21:26:41.431760,61002,924,2,924,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801493032198,1587446556577634,21:26:41.491740,61002,934,2,934,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801553256282,1587446616801966,21:26:41.551716,61002,944,2,944,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,106,-1
1787372801612205134,1587446675750728,21:26:41.611385,61002,954,2,954,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801672016073,1587446735561386,21:26:41.671016,61002,964,2,964,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801735922301,1587446799467618,21:26:41.734492,61002,974,2,974,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801804399335,1587446867945205,21:26:41.804023,61002,984,2,984,8,66,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,106,-1
1787372801811773323,1587446875318959,21:26:41.810592,61002,985,1,985,7,66,0,9,9,9,9,9,20516,0,20516,5,106,106,48,20,106,528,-1
1787372801811793238,1587446875338345,21:26:41.810922,61002,985,2,985,8,66,0,9,9,9,9,9,20516,528,19988,5,106,106,48,20,106,2433,-1
1787372801811798481,1587446875343531,21:26:41.811312,61002,985,3,985,9,66,0,9,9,9,9,9,20516,2961,17555,5,106,106,48,20,106,2433,-1
1787372801815035456,1587446878580648,21:26:41.814075,61002,985,11,985,17,66,0,9,9,9,9,9,20516,5394,15122,5,106,106,48,20,106,528,-1
1787372801815047762,1587446878592708,21:26:41.814407,61002,985,12,985,18,66,0,9,9,9,9,9,20516,5922,14594,5,106,106,48,20,106,2433,-1
1787372801815989991,1587446879534985,21:26:41.814766,61002,985,13,985,19,66,0,9,9,9,9,9,20516,8355,12161,5,94,94,48,20,94,2178,-1
1787372801818171322,1587446881716298,21:26:41.817518,61002,986,1,986,7,66,0,9,9,9,9,9,10570,0,10570,5,106,106,61,20,106,528,-1
1787372801818173950,1587446881718871,21:26:41.817848,61002,986,2,986,8,66,0,9,9,9,9,9,10570,528,10042,5,106,106,61,20,106,2433,-1
1787372801819194846,1587446882739768,21:26:41.818212,61002,986,3,986,9,66,0,9,9,9,9,9,10570,2961,7609,5,106,106,61,20,106,2433,-1
1787372801822026238,1587446885571803,21:26:41.820999,61002,986,11,986,17,66,0,9,9,9,9,9,3909,0,3909,5,106,106,61,20,106,528,-1
1787372801822332168,1587446885877136,21:26:41.821327,61002,986,12,986,18,66,0,9,9,9,9,9,3909,528,3381,5,106,106,61,20,106,2433,-1
1787372801822343521,1587446885888459,21:26:41.821682,61002,986,13,986,19,66,0,9,9,9,9,9,3909,2961,948,5,106,106,61,20,42,960,-1
1787372801887412181,1587446950957758,21:26:41.886713,61002,996,2,996,8,65,0,9,9,9,9,9,0,0,0,5,5,5,61,20,5,116,-1
1787372801956251604,1587447019797025,21:26:41.955856,61002,1006,2,1006,8,65,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,116,-1
1787372801962960223,1587447026505351,21:26:41.962411,61002,1007,1,1007,7,65,0,9,9,9,9,9,20516,0,20516,5,106,106,48,20,106,528,-1
1787372801962967711,1587447026512674,21:26:41.962739,61002,1007,2,1007,8,65,0,9,9,9,9,9,20516,528,19988,5,106,106,48,20,106,2433,-1
1787372801963990084,1587447027535038,21:26:41.963095,61002,1007,3,1007,9,65,0,9,9,9,9,9,20516,2961,17555,5,106,106,48,20,106,2433,-1
1787372801966265534,1587447029810504,21:26:41.965859,61002,1007,11,1007,17,65,0,9,9,9,9,9,20516,5394,15122,5,106,106,48,20,106,528,-1
1787372801967194380,1587447030739314,21:26:41.966193,61002,1007,12,1007,18,65,0,9,9,9,9,9,20516,5922,14594,5,106,106,48,20,106,2433,-1
1787372801967198996,1587447030743916,21:26:41.966556,61002,1007,13,1007,19,65,0,9,9,9,9,9,20516,8355,12161,5,94,94,48,20,94,2178,-1
1787372801970517024,1587447034062037,21:26:41.969283,61002,1008,1,1008,7,65,0,9,9,9,9,9,10570,0,10570,5,106,106,61,20,106,528,-1
1787372801970522597,1587447034067523,21:26:41.969613,61002,1008,2,1008,8,65,0,9,9,9,9,9,10570,528,10042,5,106,106,61,20,106,2241,-1
1787372801970530385,1587447034075315,21:26:41.969970,61002,1008,3,1008,9,65,0,9,9,9,9,9,10570,2769,7801,5,106,106,61,20,106,2433,-1
1787372801974125059,1587447037670096,21:26:41.972785,61002,1008,11,1008,17,65,0,9,9,9,9,9,3909,0,3909,5,106,106,61,20,106,528,-1
1787372801974130561,1587447037675491,21:26:41.973114,61002,1008,12,1008,18,65,0,9,9,9,9,9,3909,528,3381,5,106,106,61,20,106,2433,-1
1787372801974132113,1587447037677032,21:26:41.973475,61002,1008,13,1008,19,65,0,9,9,9,9,9,3909,2961,948,5,106,106,61,20,42,960,-1
1787372802035420895,1587447098966523,21:26:42.034849,61002,1017,11,1017,17,65,0,9,9,9,9,9,0,0,0,5,5,5,61,20,5,24,-1
1787372802043053318,1587447106598583,21:26:42.041714,61002,1018,11,1018,17,65,0,9,9,9,9,9,20516,0,20516,5,106,106,48,20,106,528,-1
1787372802043069855,1587447106614937,21:26:42.042053,61002,1018,12,1018,18,65,0,9,9,9,9,9,20516,528,19988,5,106,106,48,20,106,2433,-1
1787372802043080482,1587447106625541,21:26:42.042468,61002,1018,13,1018,19,65,0,9,9,9,9,9,20516,2961,17555,5,106,106,48,20,106,2433,-1
1787372802046176495,1587447109721864,21:26:42.045338,61002,1019,1,1019,7,65,0,9,9,9,9,9,20516,5394,15122,5,106,106,48,20,106,528,-1
1787372802046187510,1587447109732434,21:26:42.045670,61002,1019,2,1019,8,65,0,9,9,9,9,9,20516,5922,14594,5,106,106,48,20,106,2433,-1
1787372802047771851,1587447111317166,21:26:42.046030,61002,1019,3,1019,9,65,0,9,9,9,9,9,20516,8355,12161,5,106,106,48,20,106,2433,-1
1787372802049376247,1587447112921265,21:26:42.048774,61002,1019,11,1019,17,65,0,9,9,9,9,9,10570,0,10570,5,106,106,61,20,106,528,-1
1787372802049383023,1587447112927955,21:26:42.049106,61002,1019,12,1019,18,65,0,9,9,9,9,9,10570,528,10042,5,106,106,61,20,106,2433,-1
1787372802050688971,1587447114233901,21:26:42.049465,61002,1019,13,1019,19,65,0,9,9,9,9,9,10570,2961,7609,5,94,94,61,20,94,2178,-1
1787372802052692537,1587447116237597,21:26:42.052231,61002,1020,1,1020,7,64,0,9,9,9,9,9,3909,0,3909,5,106,106,61,20,106,528,-1
1787372802053860364,1587447117405388,21:26:42.052570,61002,1020,2,1020,8,64,0,9,9,9,9,9,3909,528,3381,5,106,106,61,20,106,2433,-1
1787372802053866982,1587447117411901,21:26:42.052930,61002,1020,3,1020,9,64,0,9,9,9,9,9,3909,2961,948,5,106,106,61,20,42,960,-1
1787372802115012232,1587447178557567,21:26:42.114402,61002,5,1,5,7,64,0,9,9,9,9,9,0,0,0,5,5,5,61,20,5,24,-1
1787372802122251664,1587447185796672,21:26:42.121265,61002,6,1,6,7,64,0,9,9,9,9,9,20516,0,20516,5,106,106,48,20,106,528,-1
1787372802122261310,1587447185806257,21:26:42.121601,61002,6,2,6,8,64,0,9,9,9,9,9,20516,528,19988,5,106,106,48,20,106,2433,-1
1787372802122263076,1587447185807996,21:26:42.121959,61002,6,3,6,9,64,0,9,9,9,9,9,20516,2961,17555,5,106,106,48,20,106,2433,-1
1787372802125423630,1587447188968797,21:26:42.124748,61002,6,11,6,17,64,0,9,9,9,9,9,20516,5394,15122,5,106,106,48,20,106,528,-1
1787372802125433934,1587447188978872,21:26:42.125076,61002,6,12,6,18,64,0,9,9,9,9,9,20516,5922,14594,5,106,106,48,20,106,2433,-1
1787372802126700604,1587447190245543,21:26:42.125435,61002,6,13,6,19,64,0,9,9,9,9,9,20516,8355,12161,5,106,106,48,20,106,2433,-1
1787372802128728202,1587447192273241,21:26:42.128241,61002,7,1,7,7,64,0,9,9,9,9,9,10570,0,10570,5,106,106,61,20,106,528,-1
1787372802129817574,1587447193362527,21:26:42.128572,61002,7,2,7,8,64,0,9,9,9,9,9,10570,528,10042,5,106,106,61,20,106,2433,-1
1787372802129827102,1587447193372028,21:26:42.128928,61002,7,3,7,9,64,0,9,9,9,9,9,10570,2961,7609,5,106,106,61,20,106,2433,-1
1787372802132067882,1587447195613034,21:26:42.131699,61002,7,11,7,17,64,0,9,9,9,9,9,3909,0,3909,5,106,106,61,20,106,528,-1
1787372802133095911,1587447196640871,21:26:42.132032,61002,7,12,7,18,64,0,9,9,9,9,9,3909,528,3381,5,106,106,61,20,106,2433,-1
1787372802133109288,1587447196654219,21:26:42.132392,61002,7,13,7,19,64,0,9,9,9,9,9,3909,2961,948,5,94,94,61,20,42,960,-1
1787372802199447149,1587447262993112,21:26:42.198316,61002,17,2,17,8,64,0,9,9,9,9,9,0,0,0,5,5,5,61,20,5,116,-1
1787372802244276781,1587447307823580,21:26:42.243095,61002,23,11,23,17,64,0,9,9,9,9,9,0,0,0,5,5,5,48,20,5,24,-1
1787372802247397377,1587447310942654,21:26:42.246486,61002,24,1,24,7,64,0,9,9,9,9,9,0,24,0,5,5,5,48,20,5,24,-1
1787372802250759509,1587447314304733,21:26:42.249976,61002,24,11,24,17,64,0,9,9,9,9,9,20516,0,20516,5,106,106,48,20,106,528,-1
1787372802250768651,1587447314313584,21:26:42.250305,61002,24,12,24,18,64,0,9,9,9,9,9,20516,528,19988,5,106,106,48,20,106,2433,-1
1787372802251608560,1587447315153635,21:26:42.250688,61002,24,13,24,19,64,0,9,9,9,9,9,20516,2961,17555,5,106,106,48,20,106,2433,-1
1787372802254257190,1587447317802673,21:26:42.253448,61002,25,1,25,7,64,0,9,9,9,9,9,20516,0,20516,5,106,106,48,20,106,528,-1
1787372802254777178,1587447318322349,21:26:42.253790,61002,25,2,25,8,64,0,9,9,9,9,9,20516,528,19988,5,106,106,48,20,106,2433,-1
1787372802254784852,1587447318329790,21:26:42.254157,61002,25,3,25,9,64,0,9,9,9,9,9,20516,2961,17555,5,106,106,48,20,106,2433,-1
1787372802259018810,1587447322564077,21:26:42.258656,61002,25,11,25,17,64,0,9,9,9,9,9,10570,0,10570,5,106,106,61,20,106,528,-1
1787372802260324371,1587447323869658,21:26:42.259153,61002,25,12,25,18,64,0,9,9,9,9,9,10570,528,10042,5,106,106,61,20,106,2433,-1
1787372802260338693,1587447323883636,21:26:42.259997,61002,25,13,25,19,64,0,9,9,9,9,9,10570,2961,7609,5,94,94,61,20,94,2178,-1
1787372802263562234,1587447327107929,21:26:42.262729,61002,26,1,26,7,64,0,9,9,9,9,9,2806,0,2806,5,106,106,61,20,106,528,-1
1787372802263576109,1587447327121042,21:26:42.263066,61002,26,2,26,8,64,0,9,9,9,9,9,2806,528,2278,5,106,106,61,20,100,2304,-1
1787372802347997345,1587447411544139,21:26:42.346373,61002,36,1,36,7,64,0,9,9,9,9,9,0,0,0,5,5,5,61,20,5,24,-1
1787372802353960342,1587447417505555,21:26:42.353083,61002,37,1,37,7,64,0,9,9,9,9,9,20516,0,20516,5,106,106,48,20,106,528,-1
1787372802353969970,1587447417514923,21:26:42.353401,61002,37,2,37,8,64,0,9,9,9,9,9,20516,528,19988,5,106,106,48,20,106,2433,-1
1787372802353972135,1587447417517061,21:26:42.353791,61002,37,3,37,9,64,0,9,9,9,9,9,20516,2961,17555,5,106,106,48,20,106,2433,-1
1787372802357152906,1587447420697864,21:26:42.356444,61002,37,11,37,17,64,0,9,9,9,9,9,20516,5394,15122,5,106,106,48,20,106,528,-1
1787372802357155776,1587447420700693,21:26:42.356766,61002,37,12,37,18,64,0,9,9,9,9,9,20516,5922,14594,5,106,106,48,20,106,2433,-1
1787372802358239252,1587447421784270,21:26:42.357153,61002,37,13,37,19,64,0,9,9,9,9,9,20516,8355,12161,5,94,94,48,20,94,2178,-1
1787372802360855023,1587447424403022,21:26:42.359847,61002,38,1,38,7,64,0,9,9,9,9,9,10570,0,10570,5,106,106,61,20,106,528,-1
1787372802360891490,1587447424436474,21:26:42.360183,61002,38,2,38,8,64,0,9,9,9,9,9,10570,528,10042,5,106,106,61,20,106,2433,-1
1787372802361734790,1587447425279772,21:26:42.360550,61002,38,3,38,9,64,0,9,9,9,9,9,10570,2961,7609,5,106,106,61,20,106,2433,-1
1787372802363956223,1587447427501359,21:26:42.363348,61002,38,11,38,17,64,0,9,9,9,9,9,3909,0,3909,5,106,106,61,20,106,528,-1
1787372802363983874,1587447427529059,21:26:42.363676,61002,38,12,38,18,64,0,9,9,9,9,9,3909,528,3381,5,106,106,61,20,106,2433,-1
