1787372801007066798,1587446070612518,connecting to 127.0.0.1:2031
1787372801007088323,1587446070633336,turning ON GNB_MAC_PUSCH_POWER_CONTROL
1787372801007090546,1587446070635506,time,rnti,frame,slot,snrx10,phr,tpc,tb_size,txpower_calc,rbSize,mcs,rssi
1787372801100824684,1587446164370933,21:26:41.063196,61002,864,8,65,48,2,106,0,5,9,890
1787372801125109925,1587446188655365,21:26:41.124241,61002,874,8,65,48,1,116,0,5,9,890
1787372801198773622,1587446262319579,21:26:41.197990,61002,884,8,65,48,1,116,0,5,9,890
1787372801257926723,1587446321472703,21:26:41.256816,61002,894,8,65,48,1,116,0,5,9,890
1787372801317163216,1587446380708813,21:26:41.316437,61002,904,8,65,48,1,106,0,5,9,890
1787372801377146666,1587446440692391,21:26:41.375880,61002,914,8,65,48,2,116,0,5,9,890
1787372801437338925,1587446500884660,21:26:41.435830,61002,924,8,70,48,1,116,0,5,9,890
1787372801496188564,1587446559734449,21:26:41.495706,61002,934,8,65,48,1,116,0,5,9,890
1787372801556209717,1587446619755377,21:26:41.555502,61002,944,8,65,48,1,106,0,5,9,890
1787372801616238608,1587446679784102,21:26:41.615146,61002,954,8,70,48,1,116,0,5,9,890
1787372801675758280,1587446739304827,21:26:41.674761,61002,964,8,65,48,2,116,0,5,9,890
1787372801740220218,1587446803765683,21:26:41.739053,61002,974,8,65,48,1,116,0,5,9,890
1787372801809817818,1587446873363573,21:26:41.808408,61002,984,8,65,48,1,106,0,5,9,890
1787372801816188719,1587446879734171,21:26:41.814976,61002,985,7,60,48,1,528,0,106,9,890
1787372801816205494,1587446879750532,21:26:41.815469,61002,985,8,65,48,1,2433,0,106,9,890
1787372801816208645,1587446879753601,21:26:41.815777,61002,985,9,65,61,1,2433,0,106,9,890
1787372801819269694,1587446882815242,21:26:41.818368,61002,985,17,65,61,1,528,0,106,9,890
1787372801819288457,1587446882833530,21:26:41.818777,61002,985,18,65,61,1,2433,0,106,9,890
1787372801820549132,1587446884094086,21:26:41.819254,61002,985,19,65,61,1,2178,0,94,9,890
1787372801822372403,1587446885917568,21:26:41.821862,61002,986,7,60,61,2,528,0,106,9,890
1787372801823522140,1587446887067775,21:26:41.822276,61002,986,8,65,61,1,2433,0,106,9,890
1787372801823535243,1587446887080215,21:26:41.822635,61002,986,9,65,61,1,2433,0,106,9,890
1787372801825828386,1587446889373442,21:26:41.825310,61002,986,17,60,61,1,528,0,106,9,890
1787372801826737252,1587446890282271,21:26:41.825668,61002,986,18,65,61,1,2433,0,106,9,890
1787372801826740257,1587446890285181,21:26:41.826092,61002,986,19,70,61,1,960,0,42,9,890
1787372801891860603,1587446955406355,21:26:41.891124,61002,996,8,65,61,2,116,0,5,9,890
1787372801961000719,1587447024546134,21:26:41.960462,61002,1006,8,65,48,2,116,0,5,9,890
1787372801967207417,1587447030752687,21:26:41.966730,61002,1007,7,60,48,1,528,0,106,9,890
1787372801968395727,1587447031940720,21:26:41.967242,61002,1007,8,65,48,1,2433,0,106,9,890
1787372801968411675,1587447031956629,21:26:41.967573,61002,1007,9,65,61,1,2433,0,106,9,890
1787372801970714016,1587447034259339,21:26:41.970250,61002,1007,17,60,61,1,528,0,106,9,890
1787372801971621304,1587447035166497,21:26:41.970594,61002,1007,18,65,61,1,2433,0,106,9,890
1787372801971638431,1587447035183390,21:26:41.971012,61002,1007,19,65,61,1,2178,0,94,9,890
1787372801975232451,1587447038777723,21:26:41.973734,61002,1008,7,60,61,1,528,0,106,9,890
1787372801975253044,1587447038798023,21:26:41.974133,61002,1008,8,65,61,1,2241,0,106,9,890
1787372801975262309,1587447038807361,21:26:41.974477,61002,1008,9,65,61,1,2433,0,106,9,890
1787372801978097600,1587447041642563,21:26:41.977139,61002,1008,17,60,61,2,528,0,106,9,890
1787372801978106751,1587447041651664,21:26:41.977503,61002,1008,18,65,61,1,2433,0,106,9,890
1787372801979028633,1587447042573587,21:26:41.977895,61002,1008,19,65,61,1,960,0,42,9,890
1787372802039828153,1587447103373597,21:26:42.039401,61002,1017,17,65,61,2,24,0,5,9,890
1787372802047804442,1587447111349885,21:26:42.046196,61002,1018,17,60,48,1,528,0,106,9,890
1787372802047814488,1587447111359428,21:26:42.046601,61002,1018,18,65,61,1,2433,0,106,9,890
1787372802047833554,1587447111378502,21:26:42.046903,61002,1018,19,65,61,1,2433,0,106,9,890
1787372802050707175,1587447114252425,21:26:42.049630,61002,1019,7,60,61,1,528,0,106,9,890
1787372802050720469,1587447114265402,21:26:42.050123,61002,1019,8,65,61,1,2433,0,106,9,890
1787372802051529573,1587447115074520,21:26:42.050369,61002,1019,9,65,61,1,2433,0,106,9,890
1787372802053921251,1587447117466598,21:26:42.053139,61002,1019,17,60,61,2,528,0,106,9,890
1787372802053929763,1587447117474736,21:26:42.053478,61002,1019,18,65,61,1,2433,0,106,9,890
1787372802054786858,1587447118331945,21:26:42.053991,61002,1019,19,65,61,1,2178,0,94,9,890
1787372802057199868,1587447120744845,21:26:42.056638,61002,1020,7,60,61,2,528,0,106,9,890
1787372802058294295,1587447121839306,21:26:42.057082,61002,1020,8,65,61,1,2433,0,106,9,890
1787372802058308385,1587447121853312,21:26:42.057344,61002,1020,9,65,61,1,960,0,42,9,890
1787372802119130287,1587447182675766,21:26:42.118660,61002,5,7,65,61,2,24,0,5,9,890
