wall_time_iso,elapsed_s,run_id,run_group,stream_id,transport_label,frame_id,carla_timestamp,scheduled_elapsed_s,send_lag_ms,capture_pipeline_queue_wait_ms,capture_pipeline_queue_depth,front_ms,camera_sent_perf,camera_sent_wall_s,t_front_start_perf,t_backbone_input_perf,t_front_model_done_perf,t_front_payload_ready_perf,capture_to_backbone_input_ms,sync_world_tick_ms,camera_frame_wait_ms,radar_wait_ms,rgb_convert_ms,camera_inverse_matrix_ms,radar_tensor_build_ms,camera_matrix_ms,camera_transform_payload_ms,pre_model_other_ms,capture_pipeline_queue_wait_ms,capture_pipeline_queue_depth,model_preprocess_ms,front_backbone_ms,feature_serialize_ms,backbone_input_to_front_send_ms,send_call_ms,feature_payload_bytes,feature_payload_bytes_uncompressed,feature_payload_chunks,radar_projected_points,ego_speed_mps
2026-07-30T00:03:11.615,5.860826799005736,L_normal,uplinkonly_Lsweep,Lsweep_normal,L_normal,16051582,192000.49858576892,0.018098253989592195,5842.7285450161435,nan,0,716.8441340036225,212002.270548322,1785384191.6094873,212001.55947629,212001.617397427,212002.247657898,212002.270548322,95.64198399311863,30.5777849862352,35.6989559950307,0.012354983482509851,1.043810014380142,0.02908398164436221,36.59009299008176,0.023994012735784054,0.010937976185232401,0.0021720188669860363,nan,0,57.921137020457536,630.2604709926527,22.89042400661856,653.1508949992713,5.771961994469166,1112497,2903040,19,19501,2.2194053917427845
2026-07-30T00:03:11.759,6.005206353001995,L_normal,uplinkonly_Lsweep,Lsweep_normal,L_normal,16051583,192000.5985857704,0.1180982539895922,5887.108099012403,nan,0,32.35179299372248,212002.414773563,1785384191.7537127,212002.388343539,212002.410775794,212002.41404208,212002.414773563,61.663742002565414,41.508021007757634,31.14408499095589,0.010379997547715902,2.063994004856795,0.023876986233517528,37.07270399900153,0.030825991416350007,0.015709985746070743,0.00440803705714643,nan,0,22.43225500569679,3.2662859885022044,0.7314830145332962,3.9977690030355006,5.921686999499798,1128168,2903040,19,19481,2.616731342435318
2026-07-30T00:03:11.901,6.146983771992382,L_normal,uplinkonly_Lsweep,Lsweep_normal,L_normal,16051584,192000.6985857719,0.2180982539895922,5928.8855180027895,nan,0,23.43174902489409,212002.557549399,1785384191.8964882,212002.539051471,212002.553605076,212002.555745186,212002.557549399,58.33980502211489,29.56610600813292,44.85407899483107,0.01140800304710865,2.0611140062101185,0.023633998353034258,41.64358499110676,0.023997999960556626,0.011575990356504917,0.003514025593176484,nan,0,14.553605025867,2.140109980246052,1.8042130104731768,3.944322990719229,4.933677002554759,1104309,2903040,19,19522,3.0056887926371614
2026-07-30T00:03:12.034,6.279795499984175,L_normal,uplinkonly_Lsweep,Lsweep_normal,L_normal,16051585,192000.7985857734,0.31809825398959224,5961.697245994583,nan,0,25.438407988986,212002.689865471,1785384192.0288043,212002.669853728,212002.684879339,212002.686860882,212002.689865471,58.02340499940328,35.82653900957666,28.435209998860955,0.010424992069602013,1.0362050088588148,0.020984007278457284,41.86900399508886,0.03016801201738417,0.01627698657102883,0.00357598764821887,nan,0,15.025611006421968,1.9815429986920208,3.004589001648128,4.986132000340149,5.4265380022116005,1101014,2903040,19,19497,3.3969650529260584
2026-07-30T00:03:12.141,6.386900616984349,L_normal,uplinkonly_Lsweep,Lsweep_normal,L_normal,16051586,192000.89858577488,0.4180982539895922,5968.802362994757,nan,0,20.87724200100638,212002.797523532,1785384192.1364625,212002.781518746,212002.792838312,212002.794830556,212002.797523532,33.783521997975186,28.78099199733697,34.8598989949096,0.010487012332305312,1.059093017829582,0.0204840034712106,21.32768600131385,0.022643973352387547,0.012461008736863732,0.0029520015232264996,nan,0,11.319565994199365,1.9922440114896744,2.692976006073877,4.685220017563552,4.872341989539564,1097141,2903040,19,19461,3.8076216985910554
2026-07-30T00:03:12.289,6.534699329989962,L_normal,uplinkonly_Lsweep,Lsweep_normal,L_normal,16051587,192000.99858577637,0.5180982539895922,6016.60107600037,nan,0,36.332254006993026,212002.939646124,1785384192.2785852,212002.913852419,212002.933874184,212002.935889969,212002.939646124,64.79068798944354,35.579596005845815,30.984654993517324,0.009332987247034907,1.107140997191891,0.022563996026292443,43.58599602710456,0.020904990378767252,0.01197800156660378,0.0026779889594763517,nan,0,20.021764998091385,2.015784994000569,3.7561549979727715,5.7719399919733405,10.538414993789047,1093479,2903040,19,19498,4.250146092966908
2026-07-30T00:03:12.415,6.661327327979961,L_normal,uplinkonly_Lsweep,Lsweep_normal,L_normal,16051588,192001.09858577786,0.6180982539895923,6043.229073990369,nan,0,38.25863398378715,212003.069888876,1785384192.4088275,212003.038534187,212003.061281297,212003.069154841,212003.069888876,52.9017930093687,29.874026018660516,28.15995502169244,0.00927300425246358,2.4028519983403385,0.023580010747537017,27.66816600342281,0.025577988708391786,0.014115998055785894,0.0029660004656761885,nan,0,22.747109993360937,7.873544003814459,0.7340349839068949,8.607578987721354,6.903770001372322,1084546,2903040,19,19502,4.7309176182329296
2026-07-30T00:03:12.540,6.786265250004362,L_normal,uplinkonly_Lsweep,Lsweep_normal,L_normal,16051589,192001.19858577935,0.7180982539895923,6068.16699601477,nan,0,37.21012399182655,212003.1946496,1785384192.5335886,212003.164538046,212003.183713031,212003.192556571,212003.1946496,50.466471002437174,30.34226200543344,25.939129991456866,0.00990901025943458,2.423038997221738,0.024569977540522814,28.78054400207475,0.026399007765576243,0.014998979168012738,0.003308028681203723,nan,0,19.174985005520284,8.84354001027532,2.093028975650668,10.936568985925987,7.098316011251882,1083957,2903040,19,19445,5.253128888928836
2026-07-30T00:03:12.666,6.911917100980645,L_normal,uplinkonly_Lsweep,Lsweep_normal,L_normal,16051590,192001.29858578084,0.8180982539895922,6093.818846991053,nan,0,34.43497899570502,212003.321449924,1785384192.660389,212003.292967577,212003.312767578,212003.318598547,212003.321449924,52.6483999856282,30.316807999042794,27.895073988474905,0.013398996088653803,1.700491993688047,0.031150004360824823,31.04957300820388,0.02643602783791721,0.015017023542895913,0.0036559358704835176,nan,0,19.800000998657197,5.830968992086127,2.851377008482814,8.682346000568941,5.952420993708074,1085078,2903040,19,19511,5.819870858031865
2026-07-30T00:03:12.773,7.018593991990201,L_normal,uplinkonly_Lsweep,Lsweep_normal,L_normal,16051591,192001.39858578233,0.9180982539895922,6100.495738000609,nan,0,26.82411199202761,212003.42937152,1785384192.7683103,212003.407263002,212003.426741661,212003.42874064,212003.42937152,46.16934101795778,27.43663699948229,25.58262602542527,0.01017499016597867,2.5132360169664025,0.03310097963549197,24.092006991850212,0.018229009583592415,0.012904987670481205,0.003541033947840333,nan,0,19.478659000014886,1.998978987103328,0.630880007520318,2.629858994623646,4.715505987405777,1083498,2903040,19,19470,6.429023399479856
