recv_raw_ns,recv_wall_ns,source_ip,ue_id,message_id,chunk_index,total_chunks,udp_payload_bytes,onwire_bytes,duplicate
895907661881119,1786681271281999350,192.168.70.134,1,736870912,0,2,60000,60028,0
895907699211873,1786681271319304710,192.168.70.134,1,736870912,1,2,32176,32204,0
895908093425717,1786681271713526755,192.168.70.134,0,368435456,0,2,60000,60028,0
895908131273652,1786681271751369158,192.168.70.134,0,368435456,1,2,32176,32204,0
895908465181850,1786681272085285607,192.168.70.134,1,736870913,0,2,60000,60028,0
895908503913873,1786681272124016206,192.168.70.134,1,736870913,1,2,32176,32204,0
895908791153990,1786681272411259554,192.168.70.134,0,368435457,0,2,60000,60028,0
895908828003165,1786681272448107174,192.168.70.134,0,368435457,1,2,32176,32204,0
895909133660457,1786681272753770821,192.168.70.134,1,736870914,0,2,60000,60028,0
895909172548056,1786681272792655634,192.168.70.134,1,736870914,1,2,32176,32204,0
895909568768310,1786681273188885364,192.168.70.134,0,368435458,0,2,60000,60028,0
895909606962881,1786681273227076601,192.168.70.134,0,368435458,1,2,32176,32204,0
895909901522396,1786681273521644077,192.168.70.134,1,736870915,0,2,60000,60028,0
895909938418338,1786681273558543807,192.168.70.134,1,736870915,1,2,32176,32204,0
895910224132723,1786681273844258383,192.168.70.134,0,368435459,0,2,60000,60028,0
895910261833270,1786681273881956149,192.168.70.134,0,368435459,1,2,32176,32204,0
895910619335540,1786681274239475429,192.168.70.134,1,736870916,0,2,60000,60028,0
895910656892852,1786681274277017590,192.168.70.134,1,736870916,1,2,32176,32204,0
895910941789584,1786681274561919833,192.168.70.134,0,368435460,0,2,60000,60028,0
895910978575815,1786681274598707686,192.168.70.134,0,368435460,1,2,32176,32204,0
895911271396695,1786681274891543106,192.168.70.134,1,736870917,0,2,60000,60028,0
895911308088755,1786681274928226230,192.168.70.134,1,736870917,1,2,32176,32204,0
895911666036006,1786681275286177385,192.168.70.134,0,368435461,0,2,60000,60028,0
895911703883420,1786681275324342678,192.168.70.134,0,368435461,1,2,32176,32204,0
895911985027085,1786681275605180140,192.168.70.134,1,736870918,0,2,60000,60028,0
895912023133005,1786681275643273504,192.168.70.134,1,736870918,1,2,32176,32204,0
895912317354503,1786681275937503486,192.168.70.134,0,368435462,0,2,60000,60028,0
