wall_time_s,elapsed_s,frame_index,chunk_index,chunk_bytes,frame_bytes,period_s,scheduled_frame_time_s,send_lag_ms
1787365882.785092,0.000051,0,0,12500,12500,0.100000,0.000000,0.001
1787365882.885219,0.100176,1,0,12500,12500,0.100000,0.100000,0.114
1787365882.985217,0.200175,2,0,12500,12500,0.100000,0.200000,0.120
1787365883.085229,0.300187,3,0,12500,12500,0.100000,0.300000,0.120
1787365883.185267,0.400225,4,0,12500,12500,0.100000,0.400000,0.123
1787365883.285251,0.500209,5,0,12500,12500,0.100000,0.500000,0.122
1787365883.385208,0.600166,6,0,12500,12500,0.100000,0.600000,0.113
1787365883.485236,0.700194,7,0,12500,12500,0.100000,0.700000,0.120
1787365883.585223,0.800181,8,0,12500,12500,0.100000,0.800000,0.112
1787365883.685225,0.900183,9,0,12500,12500,0.100000,0.900000,0.112
1787365883.785331,1.000289,10,0,12500,12500,0.100000,1.000000,0.212
1787365883.885283,1.100241,11,0,12500,12500,0.100000,1.100000,0.120
1787365883.985865,1.200823,12,0,12500,12500,0.100000,1.200000,0.113
1787365884.085235,1.300193,13,0,12500,12500,0.100000,1.300000,0.119
1787365884.185226,1.400184,14,0,12500,12500,0.100000,1.400000,0.112
1787365884.285232,1.500190,15,0,12500,12500,0.100000,1.500000,0.112
1787365884.385232,1.600190,16,0,12500,12500,0.100000,1.600000,0.114
1787365884.485224,1.700181,17,0,12500,12500,0.100000,1.700000,0.113
1787365884.585238,1.800196,18,0,12500,12500,0.100000,1.800000,0.122
1787365884.685225,1.900183,19,0,12500,12500,0.100000,1.900000,0.111
1787365884.785223,2.000181,20,0,12500,12500,0.100000,2.000000,0.112
1787365884.885220,2.100178,21,0,12500,12500,0.100000,2.100000,0.112
1787365884.985228,2.200186,22,0,12500,12500,0.100000,2.200000,0.113
1787365885.085216,2.300174,23,0,12500,12500,0.100000,2.300000,0.111
1787365885.185209,2.400167,24,0,12500,12500,0.100000,2.400000,0.112
1787365885.285217,2.500175,25,0,12500,12500,0.100000,2.500000,0.120
1787365885.385252,2.600210,26,0,12500,12500,0.100000,2.600000,0.121
1787365885.485253,2.700211,27,0,12500,12500,0.100000,2.700000,0.119
1787365885.585257,2.800215,28,0,12500,12500,0.100000,2.800000,0.118
1787365885.685235,2.900193,29,0,12500,12500,0.100000,2.900000,0.113
1787365885.785628,3.000586,30,0,12500,12500,0.100000,3.000000,0.525
1787365885.885640,3.100598,31,0,12500,12500,0.100000,3.100000,0.268
1787365885.985303,3.200261,32,0,12500,12500,0.100000,3.200000,0.200
1787365886.085547,3.300505,33,0,12500,12500,0.100000,3.300000,0.160
1787365886.185392,3.400350,34,0,12500,12500,0.100000,3.400000,0.277
1787365886.285218,3.500176,35,0,12500,12500,0.100000,3.500000,0.114
