run_index,run_id,condition_id,repetition_index,rfsim_command,commanded_noise_power_db,achieved_pusch_snr_db_p05,achieved_pusch_snr_db_median,achieved_pusch_snr_db_p95,tail_pusch_samples,tail_status,messages_attempted,messages_delivered_and_acked,delivery_ack_percent,ack_latency_ms_p50,ack_latency_ms_p95,ack_latency_ms_max,deadline_misses_over_100ms,longest_outage_s,ue_or_pdu_disconnected,disconnect_reason,recovered_after_restore,clean_restore_verified,verdict,fail_reasons,output_dir
1,run_01_CMD_MINUS2P0_rep01,CMD_MINUS2P0,1,channelmod modify 2 noise_power_dB -2.0,-2.0,5.0,5.0,5.5,2696,TAIL_ACCEPTED,600,317,52.8333,48.2939,82.7491,94.0655,0,0.8556,False,,True,True,FAIL,DELIVERY_317_BELOW_594,run_01_CMD_MINUS2P0_rep01
