run_group,iface,iface_label,samples,duration_s,avg_tx_mbps,p95_tx_mbps,max_tx_mbps,avg_rx_mbps,p95_rx_mbps,max_rx_mbps,tx_bytes_delta,rx_bytes_delta,tx_packets_delta,rx_packets_delta,tx_drops_delta,rx_drops_delta,tx_errors_delta,rx_errors_delta,ping_attempts,ping_success_rate,avg_ping_rtt_ms,p95_ping_rtt_ms
A2,oaitun_ue1,ue0,81,80.0008,2.24269,3.32316,3.32386,0,0,0,22426848,0,15120,0,0,0,0,0,0,,,
A2,oaitun_ue2,ue1,81,80.0008,2.24271,3.32316,3.32386,0,0,0,22426848,0,15120,0,0,0,0,0,0,,,
