run_group,iface,iface_label,samples,duration_s,avg_tx_mbps,p95_tx_mbps,max_tx_mbps,avg_rx_mbps,p95_rx_mbps,max_rx_mbps,tx_bytes_delta,rx_bytes_delta,tx_packets_delta,rx_packets_delta,tx_drops_delta,rx_drops_delta,tx_errors_delta,rx_errors_delta,ping_attempts,ping_success_rate,avg_ping_rtt_ms,p95_ping_rtt_ms
D0_TRACE_MIN,oaitun_ue1,ue0,51,50.0008,3.12317,6.6454,6.6465,0.000368643,0,0.0138242,19519664,2304,13160,4,0,0,0,0,0,,,
D0_TRACE_MIN,oaitun_ue2,ue1,51,50.0008,3.18958,6.64512,6.64634,0.000276482,0,0.00921611,19934976,1728,13440,3,0,0,0,0,0,,,
