episode_id,step_index,controller,cross_trajectory_action_agreement,matched_reward_delta_vs_exact
pcarv5_fast_te01,36,lambda_rdo,True,0.0
pcarv5_fast_te01,37,lambda_rdo,True,0.0
pcarv5_fast_te01,38,lambda_rdo,True,0.0
pcarv5_fast_te01,39,lambda_rdo,True,0.0
pcarv5_fast_te01,40,lambda_rdo,True,0.0
pcarv5_fast_te01,41,lambda_rdo,True,0.0
pcarv5_fast_te01,42,lambda_rdo,True,0.0
pcarv5_fast_te01,43,lambda_rdo,True,0.0
pcarv5_fast_te01,44,lambda_rdo,True,0.0
pcarv5_fast_te01,45,lambda_rdo,True,0.0
pcarv5_fast_te01,46,lambda_rdo,True,0.0
pcarv5_fast_te01,47,lambda_rdo,True,0.0
pcarv5_fast_te01,48,lambda_rdo,True,0.0
pcarv5_fast_te01,49,lambda_rdo,True,0.0
pcarv5_fast_te01,50,lambda_rdo,True,0.0
pcarv5_fast_te01,51,lambda_rdo,True,0.0
pcarv5_fast_te01,52,lambda_rdo,True,0.0
pcarv5_fast_te01,53,lambda_rdo,True,0.0
pcarv5_fast_te01,54,lambda_rdo,True,0.0
pcarv5_fast_te01,55,lambda_rdo,True,0.0
pcarv5_fast_te01,56,lambda_rdo,True,0.0
pcarv5_fast_te01,57,lambda_rdo,True,0.0
pcarv5_fast_te01,58,lambda_rdo,True,0.0
pcarv5_fast_te01,59,lambda_rdo,True,0.0
pcarv5_fast_te01,60,lambda_rdo,True,0.0
pcarv5_fast_te01,61,lambda_rdo,True,0.0
pcarv5_fast_te01,62,lambda_rdo,True,0.0
pcarv5_fast_te01,63,lambda_rdo,True,0.0
pcarv5_fast_te01,64,lambda_rdo,True,0.0
pcarv5_fast_te01,65,lambda_rdo,True,0.0
pcarv5_fast_te01,66,lambda_rdo,True,0.0
pcarv5_fast_te01,67,lambda_rdo,True,0.0
pcarv5_fast_te01,68,lambda_rdo,True,0.0
pcarv5_fast_te01,69,lambda_rdo,True,0.0
pcarv5_fast_te01,70,lambda_rdo,True,0.0
pcarv5_fast_te01,71,lambda_rdo,True,0.0
pcarv5_fast_te01,72,lambda_rdo,True,0.0
pcarv5_fast_te01,73,lambda_rdo,True,0.0
pcarv5_fast_te01,74,lambda_rdo,True,0.0
pcarv5_fast_te01,75,lambda_rdo,True,0.0
pcarv5_fast_te01,76,lambda_rdo,True,0.0
pcarv5_fast_te01,77,lambda_rdo,True,0.0
pcarv5_fast_te01,78,lambda_rdo,True,0.0
pcarv5_fast_te01,79,lambda_rdo,True,0.0
pcarv5_fast_te01,80,lambda_rdo,True,0.0
pcarv5_fast_te01,81,lambda_rdo,True,0.0
pcarv5_fast_te01,82,lambda_rdo,True,0.0
pcarv5_fast_te01,83,lambda_rdo,True,0.0
pcarv5_fast_te01,84,lambda_rdo,True,0.0
pcarv5_fast_te01,85,lambda_rdo,True,0.0
pcarv5_fast_te01,86,lambda_rdo,True,0.0
pcarv5_fast_te01,87,lambda_rdo,True,0.0
pcarv5_fast_te01,88,lambda_rdo,True,0.0
pcarv5_fast_te01,89,lambda_rdo,True,0.0
pcarv5_fast_te01,90,lambda_rdo,True,0.0
pcarv5_fast_te01,91,lambda_rdo,True,0.0
pcarv5_fast_te01,92,lambda_rdo,True,0.0
pcarv5_fast_te01,93,lambda_rdo,True,0.0
pcarv5_fast_te01,94,lambda_rdo,True,0.0
pcarv5_fast_te01,95,lambda_rdo,True,0.0
pcarv5_fast_te01,96,lambda_rdo,True,0.0
pcarv5_fast_te01,97,lambda_rdo,True,0.0
pcarv5_fast_te01,98,lambda_rdo,True,0.0
pcarv5_fast_te01,99,lambda_rdo,True,0.0
pcarv5_fast_te01,100,lambda_rdo,True,0.0
pcarv5_fast_te01,101,lambda_rdo,True,0.0
pcarv5_fast_te01,102,lambda_rdo,True,0.0
pcarv5_fast_te01,103,lambda_rdo,True,0.0
pcarv5_fast_te01,104,lambda_rdo,True,0.0
pcarv5_fast_te01,105,lambda_rdo,True,0.0
pcarv5_fast_te01,106,lambda_rdo,True,0.0
pcarv5_fast_te01,107,lambda_rdo,True,0.0
pcarv5_fast_te01,108,lambda_rdo,True,0.0
pcarv5_fast_te01,109,lambda_rdo,True,0.0
pcarv5_fast_te01,110,lambda_rdo,True,0.0
pcarv5_fast_te01,111,lambda_rdo,True,0.0
pcarv5_fast_te01,112,lambda_rdo,True,0.0
pcarv5_fast_te01,113,lambda_rdo,True,0.0
pcarv5_fast_te01,114,lambda_rdo,True,0.0
pcarv5_fast_te01,115,lambda_rdo,True,0.0
pcarv5_fast_te01,116,lambda_rdo,True,0.0
pcarv5_fast_te01,117,lambda_rdo,True,0.0
pcarv5_fast_te01,118,lambda_rdo,True,0.0
pcarv5_fast_te02,0,lambda_rdo,True,0.0
pcarv5_fast_te02,1,lambda_rdo,True,0.0
pcarv5_fast_te02,2,lambda_rdo,True,0.0
pcarv5_fast_te02,3,lambda_rdo,True,0.0
pcarv5_fast_te02,4,lambda_rdo,True,0.0
pcarv5_fast_te02,5,lambda_rdo,True,0.0
pcarv5_fast_te02,6,lambda_rdo,True,0.0
pcarv5_fast_te02,7,lambda_rdo,True,0.0
pcarv5_fast_te02,8,lambda_rdo,True,0.0
pcarv5_fast_te02,9,lambda_rdo,True,0.0
pcarv5_fast_te02,10,lambda_rdo,True,0.0
pcarv5_fast_te02,11,lambda_rdo,True,0.0
pcarv5_fast_te02,12,lambda_rdo,True,0.0
pcarv5_fast_te02,13,lambda_rdo,True,0.0
pcarv5_fast_te02,14,lambda_rdo,True,0.0
pcarv5_fast_te02,15,lambda_rdo,True,0.0
pcarv5_fast_te02,16,lambda_rdo,True,0.0
pcarv5_fast_te02,17,lambda_rdo,True,0.0
pcarv5_fast_te02,18,lambda_rdo,True,0.0
pcarv5_fast_te02,19,lambda_rdo,True,0.0
pcarv5_fast_te02,20,lambda_rdo,True,0.0
pcarv5_fast_te02,21,lambda_rdo,True,0.0
pcarv5_fast_te02,22,lambda_rdo,True,0.0
pcarv5_fast_te02,23,lambda_rdo,True,0.0
pcarv5_fast_te02,24,lambda_rdo,True,0.0
pcarv5_fast_te02,25,lambda_rdo,True,0.0
pcarv5_fast_te02,26,lambda_rdo,True,0.0
pcarv5_fast_te02,27,lambda_rdo,True,0.0
pcarv5_fast_te02,28,lambda_rdo,True,0.0
pcarv5_fast_te02,29,lambda_rdo,True,0.0
pcarv5_fast_te02,30,lambda_rdo,True,0.0
pcarv5_fast_te02,31,lambda_rdo,True,0.0
pcarv5_fast_te02,32,lambda_rdo,True,0.0
pcarv5_fast_te02,33,lambda_rdo,True,0.0
pcarv5_fast_te02,34,lambda_rdo,True,0.0
pcarv5_fast_te02,35,lambda_rdo,True,0.0
pcarv5_fast_te02,36,lambda_rdo,True,0.0
pcarv5_fast_te02,37,lambda_rdo,True,0.0
pcarv5_fast_te02,38,lambda_rdo,True,0.0
pcarv5_fast_te02,39,lambda_rdo,True,0.0
pcarv5_fast_te02,40,lambda_rdo,True,0.0
pcarv5_fast_te02,41,lambda_rdo,True,0.0
pcarv5_fast_te02,42,lambda_rdo,True,0.0
pcarv5_fast_te02,43,lambda_rdo,True,0.0
pcarv5_fast_te02,44,lambda_rdo,True,0.0
pcarv5_fast_te02,45,lambda_rdo,True,0.0
pcarv5_fast_te02,46,lambda_rdo,True,0.0
pcarv5_fast_te02,47,lambda_rdo,True,0.0
pcarv5_fast_te02,48,lambda_rdo,True,0.0
pcarv5_fast_te02,49,lambda_rdo,True,0.0
pcarv5_fast_te02,50,lambda_rdo,True,0.0
pcarv5_fast_te02,51,lambda_rdo,True,0.0
pcarv5_fast_te02,52,lambda_rdo,True,0.0
pcarv5_fast_te02,53,lambda_rdo,True,0.0
pcarv5_fast_te02,54,lambda_rdo,True,0.0
pcarv5_fast_te02,55,lambda_rdo,True,0.0
pcarv5_fast_te02,56,lambda_rdo,True,0.0
pcarv5_fast_te02,57,lambda_rdo,True,0.0
pcarv5_fast_te02,58,lambda_rdo,True,0.0
pcarv5_fast_te02,59,lambda_rdo,True,0.0
pcarv5_fast_te02,60,lambda_rdo,True,0.0
pcarv5_fast_te02,61,lambda_rdo,True,0.0
pcarv5_fast_te02,62,lambda_rdo,True,0.0
pcarv5_fast_te02,63,lambda_rdo,True,0.0
pcarv5_fast_te02,64,lambda_rdo,True,0.0
pcarv5_fast_te02,65,lambda_rdo,True,0.0
pcarv5_fast_te02,66,lambda_rdo,True,0.0
pcarv5_fast_te02,67,lambda_rdo,True,0.0
pcarv5_fast_te02,68,lambda_rdo,True,0.0
pcarv5_fast_te02,69,lambda_rdo,True,0.0
pcarv5_fast_te02,70,lambda_rdo,True,0.0
pcarv5_fast_te02,71,lambda_rdo,True,0.0
pcarv5_fast_te02,72,lambda_rdo,True,0.0
pcarv5_fast_te02,73,lambda_rdo,True,0.0
pcarv5_fast_te02,74,lambda_rdo,True,0.0
pcarv5_fast_te02,75,lambda_rdo,True,0.0
pcarv5_fast_te02,76,lambda_rdo,True,0.0
pcarv5_fast_te02,77,lambda_rdo,True,0.0
pcarv5_fast_te02,78,lambda_rdo,True,0.0
pcarv5_fast_te02,79,lambda_rdo,True,0.0
pcarv5_fast_te02,80,lambda_rdo,True,0.0
pcarv5_fast_te02,81,lambda_rdo,True,0.0
pcarv5_fast_te02,82,lambda_rdo,True,0.0
pcarv5_fast_te02,83,lambda_rdo,True,0.0
pcarv5_fast_te02,84,lambda_rdo,True,0.0
pcarv5_fast_te02,85,lambda_rdo,True,0.0
pcarv5_fast_te02,86,lambda_rdo,True,0.0
pcarv5_fast_te02,87,lambda_rdo,True,0.0
pcarv5_fast_te02,88,lambda_rdo,True,0.0
pcarv5_fast_te02,89,lambda_rdo,True,0.0
pcarv5_fast_te02,90,lambda_rdo,True,0.0
pcarv5_fast_te02,91,lambda_rdo,True,0.0
pcarv5_fast_te02,92,lambda_rdo,True,0.0
pcarv5_fast_te02,93,lambda_rdo,True,0.0
pcarv5_fast_te02,94,lambda_rdo,True,0.0
pcarv5_fast_te02,95,lambda_rdo,True,0.0
pcarv5_fast_te02,96,lambda_rdo,True,0.0
pcarv5_fast_te02,97,lambda_rdo,True,0.0
pcarv5_fast_te02,98,lambda_rdo,True,0.0
pcarv5_fast_te02,99,lambda_rdo,True,0.0
pcarv5_fast_te02,100,lambda_rdo,True,0.0
pcarv5_fast_te02,101,lambda_rdo,True,0.0
pcarv5_fast_te02,102,lambda_rdo,True,0.0
pcarv5_fast_te02,103,lambda_rdo,True,0.0
pcarv5_fast_te02,104,lambda_rdo,True,0.0
pcarv5_fast_te02,105,lambda_rdo,True,0.0
pcarv5_fast_te02,106,lambda_rdo,True,0.0
pcarv5_fast_te02,107,lambda_rdo,True,0.0
pcarv5_fast_te02,108,lambda_rdo,True,0.0
pcarv5_fast_te02,109,lambda_rdo,True,0.0
pcarv5_fast_te02,110,lambda_rdo,True,0.0
pcarv5_fast_te02,111,lambda_rdo,True,0.0
pcarv5_fast_te02,112,lambda_rdo,True,0.0
pcarv5_fast_te02,113,lambda_rdo,True,0.0
pcarv5_fast_te02,114,lambda_rdo,True,0.0
pcarv5_fast_te02,115,lambda_rdo,True,0.0
pcarv5_fast_te02,116,lambda_rdo,True,0.0
pcarv5_fast_te02,117,lambda_rdo,True,0.0
pcarv5_fast_te02,118,lambda_rdo,True,0.0
pcarv5_mixed_te01,0,lambda_rdo,True,0.0
pcarv5_mixed_te01,1,lambda_rdo,True,0.0
pcarv5_mixed_te01,2,lambda_rdo,True,0.0
pcarv5_mixed_te01,3,lambda_rdo,True,0.0
pcarv5_mixed_te01,4,lambda_rdo,True,0.0
pcarv5_mixed_te01,5,lambda_rdo,True,0.0
pcarv5_mixed_te01,6,lambda_rdo,True,0.0
pcarv5_mixed_te01,7,lambda_rdo,True,0.0
pcarv5_mixed_te01,8,lambda_rdo,True,0.0
pcarv5_mixed_te01,9,lambda_rdo,True,0.0
pcarv5_mixed_te01,10,lambda_rdo,True,0.0
pcarv5_mixed_te01,11,lambda_rdo,True,0.0
pcarv5_mixed_te01,12,lambda_rdo,True,0.0
pcarv5_mixed_te01,13,lambda_rdo,True,0.0
pcarv5_mixed_te01,14,lambda_rdo,True,0.0
pcarv5_mixed_te01,15,lambda_rdo,True,0.0
pcarv5_mixed_te01,16,lambda_rdo,True,0.0
pcarv5_mixed_te01,17,lambda_rdo,True,0.0
pcarv5_mixed_te01,18,lambda_rdo,True,0.0
pcarv5_mixed_te01,19,lambda_rdo,True,0.0
pcarv5_mixed_te01,20,lambda_rdo,True,0.0
pcarv5_mixed_te01,21,lambda_rdo,True,0.0
pcarv5_mixed_te01,22,lambda_rdo,True,0.0
pcarv5_mixed_te01,23,lambda_rdo,True,0.0
pcarv5_mixed_te01,24,lambda_rdo,True,0.0
pcarv5_mixed_te01,25,lambda_rdo,True,0.0
pcarv5_mixed_te01,26,lambda_rdo,True,0.0
pcarv5_mixed_te01,27,lambda_rdo,True,0.0
pcarv5_mixed_te01,28,lambda_rdo,True,0.0
pcarv5_mixed_te01,29,lambda_rdo,True,0.0
pcarv5_mixed_te01,30,lambda_rdo,True,0.0
pcarv5_mixed_te01,31,lambda_rdo,True,0.0
pcarv5_mixed_te01,32,lambda_rdo,True,0.0
pcarv5_mixed_te01,33,lambda_rdo,True,0.0
pcarv5_mixed_te01,34,lambda_rdo,True,0.0
pcarv5_mixed_te01,35,lambda_rdo,True,0.0
pcarv5_mixed_te01,36,lambda_rdo,True,0.0
pcarv5_mixed_te01,37,lambda_rdo,True,0.0
pcarv5_mixed_te01,38,lambda_rdo,True,0.0
pcarv5_mixed_te01,39,lambda_rdo,True,0.0
pcarv5_mixed_te01,40,lambda_rdo,True,0.0
pcarv5_mixed_te01,41,lambda_rdo,True,0.0
pcarv5_mixed_te01,42,lambda_rdo,True,0.0
pcarv5_mixed_te01,43,lambda_rdo,True,0.0
pcarv5_mixed_te01,44,lambda_rdo,True,0.0
pcarv5_mixed_te01,45,lambda_rdo,True,0.0
pcarv5_mixed_te01,46,lambda_rdo,True,0.0
pcarv5_mixed_te01,47,lambda_rdo,True,0.0
pcarv5_mixed_te01,48,lambda_rdo,True,0.0
pcarv5_mixed_te01,49,lambda_rdo,True,0.0
pcarv5_mixed_te01,50,lambda_rdo,True,0.0
pcarv5_mixed_te01,51,lambda_rdo,True,0.0
pcarv5_mixed_te01,52,lambda_rdo,True,0.0
pcarv5_mixed_te01,53,lambda_rdo,True,0.0
pcarv5_mixed_te01,54,lambda_rdo,True,0.0
pcarv5_mixed_te01,55,lambda_rdo,True,0.0
pcarv5_mixed_te01,56,lambda_rdo,True,0.0
pcarv5_mixed_te01,57,lambda_rdo,True,0.0
pcarv5_mixed_te01,58,lambda_rdo,True,0.0
pcarv5_mixed_te01,59,lambda_rdo,True,0.0
pcarv5_mixed_te01,60,lambda_rdo,True,0.0
pcarv5_mixed_te01,61,lambda_rdo,True,0.0
pcarv5_mixed_te01,62,lambda_rdo,True,0.0
pcarv5_mixed_te01,63,lambda_rdo,True,0.0
pcarv5_mixed_te01,64,lambda_rdo,True,0.0
pcarv5_mixed_te01,65,lambda_rdo,True,0.0
pcarv5_mixed_te01,66,lambda_rdo,True,0.0
pcarv5_mixed_te01,67,lambda_rdo,True,0.0
pcarv5_mixed_te01,68,lambda_rdo,True,0.0
pcarv5_mixed_te01,69,lambda_rdo,True,0.0
pcarv5_mixed_te01,70,lambda_rdo,True,0.0
pcarv5_mixed_te01,71,lambda_rdo,True,0.0
pcarv5_mixed_te01,72,lambda_rdo,True,0.0
pcarv5_mixed_te01,73,lambda_rdo,True,0.0
pcarv5_mixed_te01,74,lambda_rdo,True,0.0
pcarv5_mixed_te01,75,lambda_rdo,True,0.0
pcarv5_mixed_te01,76,lambda_rdo,True,0.0
pcarv5_mixed_te01,77,lambda_rdo,True,0.0
pcarv5_mixed_te01,78,lambda_rdo,True,0.0
pcarv5_mixed_te01,79,lambda_rdo,True,0.0
pcarv5_mixed_te01,80,lambda_rdo,True,0.0
pcarv5_mixed_te01,81,lambda_rdo,True,0.0
pcarv5_mixed_te01,82,lambda_rdo,True,0.0
pcarv5_mixed_te01,83,lambda_rdo,True,0.0
pcarv5_mixed_te01,84,lambda_rdo,True,0.0
pcarv5_mixed_te01,85,lambda_rdo,True,0.0
pcarv5_mixed_te01,86,lambda_rdo,True,0.0
pcarv5_mixed_te01,87,lambda_rdo,True,0.0
pcarv5_mixed_te01,88,lambda_rdo,True,0.0
pcarv5_mixed_te01,89,lambda_rdo,True,0.0
pcarv5_mixed_te01,90,lambda_rdo,True,0.0
pcarv5_mixed_te01,91,lambda_rdo,True,0.0
pcarv5_mixed_te01,92,lambda_rdo,True,0.0
pcarv5_mixed_te01,93,lambda_rdo,True,0.0
pcarv5_mixed_te01,94,lambda_rdo,True,0.0
pcarv5_mixed_te01,95,lambda_rdo,True,0.0
pcarv5_mixed_te01,96,lambda_rdo,True,0.0
pcarv5_mixed_te01,97,lambda_rdo,True,0.0
pcarv5_mixed_te01,98,lambda_rdo,True,0.0
pcarv5_mixed_te01,99,lambda_rdo,True,0.0
pcarv5_mixed_te01,100,lambda_rdo,True,0.0
pcarv5_mixed_te01,101,lambda_rdo,True,0.0
pcarv5_mixed_te01,102,lambda_rdo,True,0.0
pcarv5_mixed_te01,103,lambda_rdo,True,0.0
pcarv5_mixed_te01,104,lambda_rdo,True,0.0
pcarv5_mixed_te01,105,lambda_rdo,True,0.0
pcarv5_mixed_te01,106,lambda_rdo,True,0.0
pcarv5_mixed_te01,107,lambda_rdo,True,0.0
pcarv5_mixed_te01,108,lambda_rdo,True,0.0
pcarv5_mixed_te01,109,lambda_rdo,True,0.0
pcarv5_mixed_te01,110,lambda_rdo,True,0.0
pcarv5_mixed_te01,111,lambda_rdo,True,0.0
pcarv5_mixed_te01,112,lambda_rdo,True,0.0
pcarv5_mixed_te01,113,lambda_rdo,True,0.0
pcarv5_mixed_te01,114,lambda_rdo,True,0.0
pcarv5_mixed_te01,115,lambda_rdo,True,0.0
pcarv5_mixed_te01,116,lambda_rdo,True,0.0
pcarv5_mixed_te01,117,lambda_rdo,True,0.0
pcarv5_mixed_te01,118,lambda_rdo,True,0.0
pcarv5_mixed_te01,119,lambda_rdo,True,0.0
pcarv5_mixed_te01,120,lambda_rdo,True,0.0
pcarv5_mixed_te01,121,lambda_rdo,True,0.0
pcarv5_mixed_te01,122,lambda_rdo,True,0.0
pcarv5_mixed_te01,123,lambda_rdo,True,0.0
pcarv5_mixed_te01,124,lambda_rdo,True,0.0
pcarv5_mixed_te01,125,lambda_rdo,True,0.0
pcarv5_mixed_te01,126,lambda_rdo,True,0.0
pcarv5_mixed_te01,127,lambda_rdo,True,0.0
pcarv5_mixed_te01,128,lambda_rdo,True,0.0
pcarv5_mixed_te01,129,lambda_rdo,True,0.0
pcarv5_mixed_te01,130,lambda_rdo,True,0.0
pcarv5_mixed_te01,131,lambda_rdo,True,0.0
pcarv5_mixed_te01,132,lambda_rdo,True,0.0
pcarv5_mixed_te01,133,lambda_rdo,True,0.0
pcarv5_mixed_te01,134,lambda_rdo,True,0.0
pcarv5_mixed_te01,135,lambda_rdo,True,0.0
pcarv5_mixed_te01,136,lambda_rdo,True,0.0
pcarv5_mixed_te01,137,lambda_rdo,True,0.0
pcarv5_mixed_te01,138,lambda_rdo,True,0.0
pcarv5_mixed_te01,139,lambda_rdo,True,0.0
pcarv5_mixed_te01,140,lambda_rdo,True,0.0
pcarv5_mixed_te01,141,lambda_rdo,True,0.0
pcarv5_mixed_te01,142,lambda_rdo,True,0.0
pcarv5_mixed_te01,143,lambda_rdo,True,0.0
pcarv5_mixed_te01,144,lambda_rdo,True,0.0
pcarv5_mixed_te01,145,lambda_rdo,True,0.0
pcarv5_mixed_te01,146,lambda_rdo,True,0.0
pcarv5_mixed_te01,147,lambda_rdo,True,0.0
pcarv5_mixed_te01,148,lambda_rdo,True,0.0
pcarv5_mixed_te01,149,lambda_rdo,True,0.0
pcarv5_mixed_te01,150,lambda_rdo,True,0.0
pcarv5_mixed_te01,151,lambda_rdo,True,0.0
pcarv5_mixed_te01,152,lambda_rdo,True,0.0
pcarv5_mixed_te01,153,lambda_rdo,True,0.0
pcarv5_mixed_te01,154,lambda_rdo,True,0.0
pcarv5_mixed_te01,155,lambda_rdo,True,0.0
pcarv5_mixed_te01,156,lambda_rdo,True,0.0
pcarv5_mixed_te01,157,lambda_rdo,True,0.0
pcarv5_mixed_te01,158,lambda_rdo,True,0.0
pcarv5_mixed_te01,159,lambda_rdo,True,0.0
pcarv5_mixed_te01,160,lambda_rdo,True,0.0
pcarv5_mixed_te01,161,lambda_rdo,True,0.0
pcarv5_mixed_te01,162,lambda_rdo,True,0.0
pcarv5_mixed_te01,163,lambda_rdo,True,0.0
pcarv5_mixed_te01,164,lambda_rdo,True,0.0
pcarv5_mixed_te01,165,lambda_rdo,True,0.0
pcarv5_mixed_te01,166,lambda_rdo,True,0.0
pcarv5_mixed_te01,167,lambda_rdo,True,0.0
pcarv5_mixed_te01,168,lambda_rdo,True,0.0
pcarv5_mixed_te01,169,lambda_rdo,True,0.0
pcarv5_mixed_te01,170,lambda_rdo,True,0.0
pcarv5_mixed_te01,171,lambda_rdo,True,0.0
pcarv5_mixed_te01,172,lambda_rdo,True,0.0
pcarv5_mixed_te01,173,lambda_rdo,True,0.0
pcarv5_mixed_te01,174,lambda_rdo,True,0.0
pcarv5_mixed_te01,175,lambda_rdo,True,0.0
pcarv5_mixed_te01,176,lambda_rdo,True,0.0
pcarv5_mixed_te01,177,lambda_rdo,True,0.0
pcarv5_mixed_te01,178,lambda_rdo,True,0.0
pcarv5_mixed_te01,179,lambda_rdo,True,0.0
pcarv5_mixed_te01,180,lambda_rdo,True,0.0
pcarv5_mixed_te01,181,lambda_rdo,True,0.0
pcarv5_mixed_te01,182,lambda_rdo,True,0.0
pcarv5_mixed_te01,183,lambda_rdo,True,0.0
pcarv5_mixed_te01,184,lambda_rdo,True,0.0
pcarv5_mixed_te01,185,lambda_rdo,True,0.0
pcarv5_mixed_te01,186,lambda_rdo,True,0.0
pcarv5_mixed_te01,187,lambda_rdo,True,0.0
pcarv5_mixed_te01,188,lambda_rdo,True,0.0
pcarv5_mixed_te01,189,lambda_rdo,True,0.0
pcarv5_mixed_te01,190,lambda_rdo,True,0.0
pcarv5_mixed_te01,191,lambda_rdo,True,0.0
pcarv5_mixed_te01,192,lambda_rdo,True,0.0
pcarv5_mixed_te01,193,lambda_rdo,True,0.0
pcarv5_mixed_te01,194,lambda_rdo,True,0.0
pcarv5_mixed_te01,195,lambda_rdo,True,0.0
pcarv5_mixed_te01,196,lambda_rdo,True,0.0
pcarv5_mixed_te01,197,lambda_rdo,True,0.0
pcarv5_mixed_te01,198,lambda_rdo,True,0.0
pcarv5_mixed_te01,199,lambda_rdo,True,0.0
pcarv5_mixed_te01,200,lambda_rdo,True,0.0
pcarv5_mixed_te01,201,lambda_rdo,True,0.0
pcarv5_mixed_te01,202,lambda_rdo,True,0.0
pcarv5_mixed_te01,203,lambda_rdo,True,0.0
pcarv5_mixed_te01,204,lambda_rdo,True,0.0
pcarv5_mixed_te01,205,lambda_rdo,True,0.0
pcarv5_mixed_te01,206,lambda_rdo,True,0.0
pcarv5_mixed_te01,207,lambda_rdo,True,0.0
pcarv5_mixed_te01,208,lambda_rdo,True,0.0
pcarv5_mixed_te01,209,lambda_rdo,True,0.0
pcarv5_mixed_te01,210,lambda_rdo,True,0.0
pcarv5_mixed_te01,211,lambda_rdo,True,0.0
pcarv5_mixed_te01,212,lambda_rdo,True,0.0
pcarv5_mixed_te01,213,lambda_rdo,True,0.0
pcarv5_mixed_te01,214,lambda_rdo,True,0.0
pcarv5_mixed_te01,215,lambda_rdo,True,0.0
pcarv5_mixed_te01,216,lambda_rdo,True,0.0
pcarv5_mixed_te01,217,lambda_rdo,True,0.0
pcarv5_mixed_te01,218,lambda_rdo,True,0.0
pcarv5_mixed_te01,219,lambda_rdo,True,0.0
pcarv5_mixed_te01,220,lambda_rdo,True,0.0
pcarv5_mixed_te01,221,lambda_rdo,True,0.0
pcarv5_mixed_te01,222,lambda_rdo,True,0.0
pcarv5_mixed_te01,223,lambda_rdo,True,0.0
pcarv5_mixed_te01,224,lambda_rdo,True,0.0
pcarv5_mixed_te01,225,lambda_rdo,True,0.0
pcarv5_mixed_te01,226,lambda_rdo,True,0.0
pcarv5_mixed_te01,227,lambda_rdo,True,0.0
pcarv5_mixed_te01,228,lambda_rdo,True,0.0
pcarv5_mixed_te01,229,lambda_rdo,True,0.0
pcarv5_mixed_te01,230,lambda_rdo,True,0.0
pcarv5_mixed_te01,231,lambda_rdo,True,0.0
pcarv5_mixed_te01,232,lambda_rdo,True,0.0
pcarv5_mixed_te01,233,lambda_rdo,True,0.0
pcarv5_mixed_te01,234,lambda_rdo,True,0.0
pcarv5_mixed_te01,235,lambda_rdo,True,0.0
pcarv5_mixed_te01,236,lambda_rdo,True,0.0
pcarv5_mixed_te01,237,lambda_rdo,True,0.0
pcarv5_mixed_te01,238,lambda_rdo,True,0.0
pcarv5_mixed_te01,239,lambda_rdo,True,0.0
pcarv5_mixed_te01,240,lambda_rdo,True,0.0
pcarv5_mixed_te01,241,lambda_rdo,True,0.0
pcarv5_mixed_te01,242,lambda_rdo,True,0.0
pcarv5_mixed_te01,243,lambda_rdo,True,0.0
pcarv5_mixed_te01,244,lambda_rdo,True,0.0
pcarv5_mixed_te01,245,lambda_rdo,True,0.0
pcarv5_mixed_te01,246,lambda_rdo,True,0.0
pcarv5_mixed_te01,247,lambda_rdo,True,0.0
pcarv5_mixed_te01,248,lambda_rdo,True,0.0
pcarv5_mixed_te01,249,lambda_rdo,True,0.0
