scenario,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,mean_bound_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,attempts,capture_attempt_pct,delivery_pct_attempted,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct
clear_to_fade,clairvoyant,240,99.58333333333333,0.4166666666666667,32.916666666666664,33.33333333333333,0.0,66.66666666666666,66.66666666666666,0.0,0.0,0.0,1.8345381606702642,2.054083243447785,2.054083243447785,0.7510514514617045,0.06891902451480052,0.0,0.0,23,9.583333333333334,100.0,240,240,0,100.0
clear_to_fade,shielded,240,100.0,0.0,32.083333333333336,32.083333333333336,0.0,66.66666666666666,66.66666666666666,1.25,1.25,0.0,1.8286757760734842,2.054083243447785,2.054083243447785,0.7526609541371462,0.07131146128183614,0.0,1.25,23,9.583333333333334,100.0,240,240,0,100.0
empty_clear,clairvoyant,120,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0,
empty_clear,shielded,120,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0,
fast_strong,clairvoyant,240,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1137703951692464,3.1137703951692455,3.1137703951692455,0.23449672136166877,0.08093696000000003,0.0,0.0,24,10.0,100.0,240,240,0,100.0
fast_strong,shielded,240,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.113770395169247,3.1137703951692455,3.1137703951692455,0.23079367788976465,0.0846400034719041,0.0,0.0,24,10.0,100.0,240,240,0,100.0
slow_clear,clairvoyant,240,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.1549819599900106,1.1549819599900106,1.1549819599900106,0.9109303636288907,0.03985297297297297,0.0,0.0,24,10.0,100.0,240,240,0,100.0
slow_clear,shielded,240,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.1549819599900106,1.1549819599900106,1.1549819599900106,0.9090356265117822,0.04174771009008113,0.0,0.0,24,10.0,100.0,240,240,0,100.0
