time,eNB_ID,frame,subframe,rsrp,rssi,snr,rx_power,noise_power,w_cqi,freq_offset
21:23:10.279314,0,848,0,-2147483648,-183,-95,-90,5,-95,5
21:23:10.302346,0,850,0,-2147483648,-183,-93,-90,3,-93,5
21:23:11.523591,0,948,0,-2147483648,-183,-95,-90,5,-95,5
21:23:11.547020,0,950,0,-2147483648,-183,-93,-90,3,-93,5
21:23:12.766399,0,24,0,-2147483648,-183,-95,-90,5,-95,5
21:23:12.789683,0,26,0,-2147483648,-183,-95,-90,5,-95,5
21:23:13.955216,0,124,0,-2147483648,-183,-93,-90,3,-93,5
21:23:13.978259,0,126,0,-2147483648,-183,-93,-90,3,-93,5
21:23:15.197007,0,224,0,-2147483648,-183,-93,-90,3,-93,5
21:23:15.220141,0,226,0,-2147483648,-183,-90,-90,0,-90,5
21:23:16.369341,0,324,0,-2147483648,-183,-93,-90,3,-93,5
21:23:16.392621,0,326,0,-2147483648,-183,-93,-90,3,-93,5
21:23:17.641034,0,424,0,-2147483648,-183,-93,-90,3,-93,5
21:23:17.664452,0,426,0,-2147483648,-183,-93,-90,3,-93,5
21:23:18.786031,0,524,0,-2147483648,-183,-93,-90,3,-93,5
21:23:18.809332,0,526,0,-2147483648,-183,-95,-90,5,-95,5
21:23:19.977145,0,624,0,-2147483648,-183,-95,-90,5,-95,5
21:23:20.000107,0,626,0,-2147483648,-183,-95,-90,5,-95,5
21:23:21.220012,0,724,0,-2147483648,-183,-95,-90,5,-95,5
21:23:21.243605,0,726,0,-2147483648,-183,-95,-90,5,-95,5
21:23:22.405045,0,824,0,-2147483648,-183,-93,-90,3,-93,5
21:23:22.428572,0,826,0,-2147483648,-183,-93,-90,3,-93,5
21:23:23.704439,0,924,0,-2147483648,-183,-93,-90,3,-93,5
21:23:23.728686,0,926,0,-2147483648,-183,-93,-90,3,-93,5
21:23:24.937832,0,0,0,-2147483648,-183,-93,-90,3,-93,5
21:23:24.961222,0,2,0,-2147483648,-183,-90,-90,0,-90,5
21:23:26.118623,0,100,0,-2147483648,-183,-93,-90,3,-93,5
21:23:26.141559,0,102,0,-2147483648,-183,-93,-90,3,-93,5
21:23:27.347647,0,200,0,-2147483648,-183,-93,-90,3,-93,5
21:23:27.371781,0,202,0,-2147483648,-183,-93,-90,3,-93,5
21:23:28.556618,0,300,0,-2147483648,-183,-93,-90,3,-93,5
