time,mono_sec,mono_nsec,ue_id,rb_id,sdu_bytes
19:59:24.018987,891009,82532658,0,1,1501
19:59:24.018993,891009,82538187,0,1,1501
19:59:24.018994,891009,82539047,0,1,1501
19:59:24.018995,891009,82539877,0,1,1501
19:59:24.018995,891009,82540622,0,1,1501
19:59:24.018996,891009,82541338,0,1,1501
19:59:24.018997,891009,82542168,0,1,1501
19:59:24.018998,891009,82542912,0,1,1501
19:59:24.018998,891009,82543610,0,1,1501
19:59:24.018999,891009,82544310,0,1,1501
19:59:24.019000,891009,82544998,0,1,1501
19:59:24.019000,891009,82545718,0,1,1501
19:59:24.019001,891009,82546288,0,1,1501
19:59:24.019002,891009,82546873,0,1,1501
19:59:24.019002,891009,82547442,0,1,1501
19:59:24.019003,891009,82548059,0,1,1501
19:59:24.019004,891009,82549022,0,1,1501
19:59:24.019004,891009,82549706,0,1,1501
19:59:24.019005,891009,82550364,0,1,1501
19:59:24.019006,891009,82550986,0,1,1501
19:59:24.019006,891009,82551520,0,1,1501
19:59:24.019007,891009,82552075,0,1,1501
19:59:24.019007,891009,82552670,0,1,1501
19:59:24.019008,891009,82553254,0,1,1501
19:59:24.019008,891009,82553803,0,1,1501
19:59:24.019009,891009,82554441,0,1,1501
19:59:24.019010,891009,82555105,0,1,1501
19:59:24.019012,891009,82557299,0,1,1501
19:59:24.019013,891009,82557880,0,1,1501
19:59:24.019013,891009,82558469,0,1,1501
19:59:24.019014,891009,82559036,0,1,1501
19:59:24.019015,891009,82559953,0,1,1501
19:59:24.019016,891009,82560971,0,1,1501
19:59:24.019017,891009,82561829,0,1,1501
19:59:24.019017,891009,82562574,0,1,1501
19:59:24.019018,891009,82563342,0,1,1501
19:59:24.019019,891009,82564370,0,1,1501
19:59:24.019020,891009,82565298,0,1,1501
19:59:24.019021,891009,82566208,0,1,1501
19:59:24.019022,891009,82567302,0,1,1501
19:59:24.019023,891009,82568557,0,1,829
19:59:24.019024,891009,82569363,0,1,1501
19:59:24.019025,891009,82570197,0,1,1501
19:59:24.019027,891009,82571735,0,1,1501
19:59:24.019027,891009,82572746,0,1,1501
19:59:24.019029,891009,82574773,0,1,1501
19:59:24.019030,891009,82575367,0,1,1501
19:59:24.019031,891009,82576385,0,1,1501
19:59:24.019032,891009,82577542,0,1,1501
19:59:24.019033,891009,82578483,0,1,1501
19:59:24.019035,891009,82579963,0,1,1501
19:59:24.019035,891009,82580701,0,1,1501
19:59:24.019037,891009,82581890,0,1,1501
19:59:24.019038,891009,82583131,0,1,1501
19:59:24.019039,891009,82584792,0,1,1501
19:59:24.019040,891009,82585780,0,1,1501
19:59:24.019041,891009,82586622,0,1,1501
19:59:24.019042,891009,82587591,0,1,1501
19:59:24.019043,891009,82588446,0,1,1501
19:59:24.019045,891009,82590022,0,1,1501
19:59:24.019046,891009,82590926,0,1,1501
19:59:24.019047,891009,82591778,0,1,1501
19:59:24.019048,891009,82593000,0,1,1501
19:59:24.019049,891009,82593826,0,1,1501
19:59:24.019050,891009,82595433,0,1,1501
19:59:24.019051,891009,82596047,0,1,1501
19:59:24.019051,891009,82596721,0,1,1501
19:59:24.019052,891009,82597412,0,1,1501
19:59:24.019053,891009,82598295,0,1,1501
19:59:24.019054,891009,82599620,0,1,1501
19:59:24.019056,891009,82601286,0,1,1501
19:59:24.019057,891009,82601977,0,1,1501
19:59:24.019062,891009,82606811,0,1,1501
19:59:24.019063,891009,82608463,0,1,1501
19:59:24.019064,891009,82609085,0,1,1501
19:59:24.019064,891009,82609692,0,1,1501
19:59:24.019066,891009,82610843,0,1,1501
19:59:24.019067,891009,82612521,0,1,1501
19:59:24.019068,891009,82613306,0,1,1501
19:59:24.019069,891009,82614282,0,1,1501
19:59:24.019071,891009,82616162,0,1,1501
19:59:24.019072,891009,82616816,0,1,829
19:59:24.019073,891009,82618578,0,1,1501
19:59:24.019074,891009,82619278,0,1,1501
19:59:24.019075,891009,82620469,0,1,1501
19:59:24.019077,891009,82621933,0,1,1501
19:59:24.019077,891009,82622637,0,1,1501
19:59:24.019078,891009,82623549,0,1,1501
19:59:24.019079,891009,82624692,0,1,1501
19:59:24.019081,891009,82625793,0,1,1501
19:59:24.019082,891009,82627281,0,1,1501
19:59:24.019083,891009,82627984,0,1,1501
19:59:24.019087,891009,82632070,0,1,1501
19:59:24.019088,891009,82633122,0,1,1501
19:59:24.019089,891009,82634271,0,1,1501
19:59:24.019090,891009,82635383,0,1,1501
19:59:24.019091,891009,82636749,0,1,1501
19:59:24.019092,891009,82637456,0,1,1501
19:59:24.019093,891009,82638606,0,1,1501
19:59:24.019095,891009,82640199,0,1,1501
19:59:24.019095,891009,82640777,0,1,1501
19:59:24.019097,891009,82641862,0,1,1501
19:59:24.019098,891009,82643095,0,1,1501
19:59:24.019099,891009,82644716,0,1,1501
19:59:24.019100,891009,82645342,0,1,1501
19:59:24.019101,891009,82646441,0,1,1501
19:59:24.019102,891009,82647230,0,1,1501
19:59:24.019103,891009,82648529,0,1,1501
19:59:24.019104,891009,82649467,0,1,1501
19:59:24.019106,891009,82651379,0,1,1501
19:59:24.019107,891009,82652064,0,1,1501
19:59:24.019108,891009,82652746,0,1,1501
19:59:24.019109,891009,82654070,0,1,1501
19:59:24.019110,891009,82655139,0,1,1501
19:59:24.019111,891009,82656462,0,1,1501
19:59:24.019112,891009,82657172,0,1,1501
19:59:24.019113,891009,82658234,0,1,1501
19:59:24.019114,891009,82659268,0,1,1501
19:59:24.019115,891009,82660107,0,1,1501
19:59:24.019116,891009,82661762,0,1,1501
19:59:24.019117,891009,82662709,0,1,1501
19:59:24.019118,891009,82663375,0,1,1501
19:59:24.019119,891009,82664611,0,1,829
19:59:24.019121,891009,82666504,0,1,1501
19:59:24.019122,891009,82667720,0,1,1501
19:59:24.019123,891009,82668687,0,1,1501
19:59:24.019125,891009,82669860,0,1,1501
19:59:24.019126,891009,82671543,0,1,1501
19:59:24.019128,891009,82673058,0,1,1501
19:59:24.019128,891009,82673732,0,1,1501
19:59:24.019131,891009,82676618,0,1,1501
19:59:24.019132,891009,82677599,0,1,1501
19:59:24.019134,891009,82678896,0,1,1501
19:59:24.019135,891009,82680029,0,1,1501
19:59:24.019136,891009,82680999,0,1,1501
19:59:24.019137,891009,82682532,0,1,1501
19:59:24.019138,891009,82683311,0,1,1501
19:59:24.019139,891009,82684036,0,1,1501
19:59:24.019140,891009,82685129,0,1,1501
19:59:24.019141,891009,82685952,0,1,1501
19:59:24.019142,891009,82686881,0,1,1501
19:59:24.019143,891009,82688005,0,1,1501
19:59:24.019144,891009,82688915,0,1,1501
19:59:24.019144,891009,82689732,0,1,1501
19:59:24.019146,891009,82691467,0,1,1501
19:59:24.019147,891009,82692309,0,1,1501
19:59:24.019148,891009,82693154,0,1,1501
19:59:24.019149,891009,82694178,0,1,1501
19:59:24.019150,891009,82695624,0,1,1501
19:59:24.019151,891009,82696245,0,1,1501
19:59:24.019152,891009,82697102,0,1,1501
19:59:24.019153,891009,82697989,0,1,1501
19:59:24.019154,891009,82699303,0,1,1501
19:59:24.019155,891009,82700477,0,1,1501
19:59:24.019157,891009,82702274,0,1,1501
19:59:24.019158,891009,82702938,0,1,1501
19:59:24.019159,891009,82704056,0,1,1501
19:59:24.019160,891009,82705799,0,1,1501
19:59:24.019161,891009,82706583,0,1,1501
19:59:24.019162,891009,82707350,0,1,1501
19:59:24.019163,891009,82708426,0,1,1501
19:59:24.019164,891009,82709647,0,1,1501
19:59:24.019165,891009,82710591,0,1,1501
19:59:24.019166,891009,82711619,0,1,829
19:59:24.019168,891009,82713037,0,1,1501
19:59:24.019168,891009,82713737,0,1,1501
19:59:24.019170,891009,82714726,0,1,1501
19:59:24.019171,891009,82715811,0,1,1501
19:59:24.019171,891009,82716685,0,1,1501
19:59:24.019173,891009,82718239,0,1,1501
19:59:24.019174,891009,82718940,0,1,1501
19:59:24.019175,891009,82719798,0,1,1501
19:59:24.019176,891009,82721106,0,1,1501
19:59:24.019177,891009,82722144,0,1,1501
19:59:24.019178,891009,82723167,0,1,1501
19:59:24.019179,891009,82724191,0,1,1501
19:59:24.019180,891009,82725151,0,1,1501
19:59:24.019181,891009,82726575,0,1,1501
19:59:24.019182,891009,82727198,0,1,1501
19:59:24.019184,891009,82728802,0,1,1501
19:59:24.019185,891009,82730373,0,1,1501
19:59:24.019186,891009,82731188,0,1,1501
19:59:24.019187,891009,82732063,0,1,1501
19:59:24.019188,891009,82733157,0,1,1501
19:59:24.019189,891009,82733993,0,1,1501
19:59:24.019190,891009,82735284,0,1,1501
19:59:24.019191,891009,82736787,0,1,1501
19:59:24.019192,891009,82737693,0,1,1501
19:59:24.019193,891009,82738368,0,1,1501
19:59:24.019194,891009,82739379,0,1,1501
19:59:24.019195,891009,82740700,0,1,1501
19:59:24.019196,891009,82741394,0,1,1501
19:59:24.019197,891009,82742324,0,1,1501
19:59:24.019198,891009,82743403,0,1,1501
19:59:24.019199,891009,82744494,0,1,1501
19:59:24.019200,891009,82745291,0,1,1501
19:59:24.019201,891009,82746746,0,1,1501
19:59:24.019203,891009,82748058,0,1,1501
19:59:24.019204,891009,82749009,0,1,1501
19:59:24.019205,891009,82750014,0,1,1501
19:59:24.019206,891009,82750840,0,1,1501
19:59:24.019207,891009,82751807,0,1,1501
19:59:24.019208,891009,82753285,0,1,1501
19:59:24.019209,891009,82754204,0,1,1501
19:59:24.019210,891009,82755104,0,1,829
19:59:24.019211,891009,82755935,0,1,1501
19:59:24.019212,891009,82756708,0,1,1501
19:59:24.019212,891009,82757561,0,1,1501
19:59:24.019213,891009,82758495,0,1,1501
19:59:24.019214,891009,82759359,0,1,1501
19:59:24.019215,891009,82760244,0,1,1501
19:59:24.019216,891009,82761078,0,1,1501
19:59:24.019217,891009,82762450,0,1,1501
19:59:24.019218,891009,82763471,0,1,1501
19:59:24.019219,891009,82764388,0,1,1501
19:59:24.019221,891009,82765819,0,1,1501
19:59:24.019221,891009,82766471,0,1,1501
19:59:24.019222,891009,82767641,0,1,1501
19:59:24.019223,891009,82768506,0,1,1501
19:59:24.019224,891009,82769387,0,1,1501
19:59:24.019225,891009,82770526,0,1,1501
19:59:24.019226,891009,82771359,0,1,1501
19:59:24.019228,891009,82773042,0,1,1501
19:59:24.019228,891009,82773652,0,1,1501
19:59:24.019229,891009,82774418,0,1,1501
19:59:24.019230,891009,82775205,0,1,1501
19:59:24.019231,891009,82775980,0,1,1501
19:59:24.019232,891009,82776794,0,1,1501
19:59:24.019233,891009,82777717,0,1,1501
19:59:24.019234,891009,82779336,0,1,1501
19:59:24.019235,891009,82779964,0,1,1501
19:59:24.019235,891009,82780697,0,1,1501
19:59:24.019236,891009,82781356,0,1,1501
19:59:24.019237,891009,82782129,0,1,1501
19:59:24.019238,891009,82782979,0,1,1501
19:59:24.019239,891009,82784151,0,1,1501
19:59:24.019240,891009,82785586,0,1,1501
19:59:24.019241,891009,82786216,0,1,1501
19:59:24.019242,891009,82787305,0,1,1501
19:59:24.019243,891009,82788317,0,1,1501
19:59:24.019244,891009,82789636,0,1,1501
19:59:24.019246,891009,82790880,0,1,1501
19:59:24.019247,891009,82792499,0,1,1501
19:59:24.019248,891009,82793147,0,1,1501
19:59:24.019249,891009,82794023,0,1,1501
19:59:24.019250,891009,82794898,0,1,829
19:59:24.019251,891009,82796588,0,1,1501
19:59:24.019252,891009,82797409,0,1,1501
19:59:24.019254,891009,82799031,0,1,1501
19:59:24.019254,891009,82799715,0,1,1501
19:59:24.019256,891009,82800899,0,1,1501
19:59:24.019258,891009,82802894,0,1,1501
19:59:24.019259,891009,82803827,0,1,1501
19:59:24.019259,891009,82804678,0,1,1501
19:59:24.019261,891009,82806203,0,1,1501
19:59:24.019262,891009,82806899,0,1,1501
19:59:24.019262,891009,82807679,0,1,1501
