time,eNB_ID,rnti,rb_id,length
20:54:59.808537,0,61809,4,94
20:54:59.819926,0,61809,4,464
20:54:59.820633,0,61809,4,959
20:54:59.820633,0,61809,4,1208
20:54:59.821009,0,61809,4,304
20:54:59.821009,0,61809,4,1507
20:54:59.821009,0,61809,4,356
20:54:59.825433,0,61809,4,464
20:54:59.826215,0,61809,4,697
20:54:59.826215,0,61809,4,1473
20:54:59.826740,0,61809,4,39
20:54:59.826741,0,61809,4,1507
20:54:59.826741,0,61809,4,621
20:54:59.831238,0,61809,4,464
20:54:59.831936,0,61809,4,432
20:54:59.831936,0,61809,4,1507
20:54:59.831936,0,61809,4,226
20:54:59.832757,0,61809,4,1286
20:54:59.832757,0,61809,4,884
20:54:59.837242,0,61809,4,464
20:54:59.838246,0,61809,4,169
20:54:59.838246,0,61809,4,1507
20:54:59.838246,0,61809,4,491
20:54:59.838801,0,61809,4,1021
20:54:59.838802,0,61809,4,860
20:54:59.842825,0,61809,4,464
20:54:59.843666,0,61809,4,193
20:54:59.843666,0,61809,4,1507
20:54:59.843666,0,61809,4,240
20:54:59.844028,0,61809,4,1272
20:54:59.844028,0,61809,4,673
20:54:59.848360,0,61809,4,464
20:54:59.849098,0,61809,4,380
20:54:59.849099,0,61809,4,1507
20:54:59.849099,0,61809,4,280
20:54:59.849622,0,61809,4,1232
20:54:59.849622,0,61809,4,938
20:54:59.854114,0,61809,4,464
20:54:59.854759,0,61809,4,115
20:54:59.854759,0,61809,4,1507
20:54:59.854759,0,61809,4,542
20:54:59.855194,0,61809,4,970
20:54:59.855194,0,61809,4,1200
20:54:59.859540,0,61809,4,312
20:54:59.859540,0,61809,4,150
20:54:59.860142,0,61809,4,1362
20:54:59.860143,0,61809,4,808
20:54:59.860795,0,61809,4,704
20:54:59.860795,0,61809,4,1177
20:54:59.865242,0,61809,4,335
20:54:59.865243,0,61809,4,127
20:54:59.866056,0,61809,4,1385
20:54:59.866056,0,61809,4,782
20:54:59.866431,0,61809,4,730
20:54:59.866432,0,61809,4,1440
20:54:59.870906,0,61809,4,72
20:54:59.870906,0,61809,4,389
20:54:59.871546,0,61809,4,1123
20:54:59.871546,0,61809,4,1047
20:54:59.872028,0,61809,4,465
20:54:59.872028,0,61809,4,1507
20:54:59.872028,0,61809,4,196
20:54:59.876849,0,61809,4,464
20:54:59.877447,0,61809,4,857
20:54:59.877447,0,61809,4,1310
20:54:59.878212,0,61809,4,202
20:54:59.878212,0,61809,4,1507
20:54:59.878212,0,61809,4,458
20:54:59.882357,0,61809,4,464
20:54:59.883099,0,61809,4,595
20:54:59.883099,0,61809,4,1507
20:54:59.883100,0,61809,4,66
20:54:59.883664,0,61809,4,1446
20:54:59.883664,0,61809,4,435
20:54:59.888192,0,61809,4,464
20:54:59.888934,0,61809,4,618
20:54:59.888934,0,61809,4,1507
20:54:59.888934,0,61809,4,40
20:54:59.889286,0,61809,4,1472
20:54:59.889286,0,61809,4,698
20:54:59.893723,0,61809,4,142
20:54:59.893723,0,61809,4,319
20:54:59.894447,0,61809,4,1193
20:54:59.894448,0,61809,4,977
20:54:59.894856,0,61809,4,535
20:54:59.894856,0,61809,4,1507
20:54:59.894856,0,61809,4,126
20:54:59.899428,0,61809,4,464
20:54:59.900296,0,61809,4,927
20:54:59.900296,0,61809,4,1111
20:54:59.900695,0,61809,4,401
20:54:59.900695,0,61809,4,1507
20:54:59.900695,0,61809,4,259
20:54:59.905036,0,61809,4,464
20:54:59.905898,0,61809,4,794
20:54:59.905899,0,61809,4,1376
20:54:59.906423,0,61809,4,136
20:54:59.906423,0,61809,4,1507
20:54:59.906424,0,61809,4,236
20:54:59.910987,0,61809,4,464
20:54:59.911715,0,61809,4,817
20:54:59.911715,0,61809,4,1350
20:54:59.912354,0,61809,4,162
20:54:59.912355,0,61809,4,1507
20:54:59.912355,0,61809,4,498
20:54:59.916689,0,61809,4,464
20:54:59.917323,0,61809,4,555
20:54:59.917323,0,61809,4,1507
20:54:59.917323,0,61809,4,106
20:54:59.917923,0,61809,4,1406
20:54:59.917923,0,61809,4,764
20:54:59.922960,0,61809,4,464
20:54:59.923304,0,61809,4,289
20:54:59.923304,0,61809,4,1507
20:54:59.923304,0,61809,4,368
20:54:59.923874,0,61809,4,1144
20:54:59.923874,0,61809,4,1026
20:54:59.928292,0,61809,4,464
20:54:59.929142,0,61809,4,27
20:54:59.929142,0,61809,4,1507
20:54:59.929143,0,61809,4,633
20:54:59.930302,0,61809,4,879
20:54:59.930302,0,61809,4,1002
20:54:59.934204,0,61809,4,464
20:54:59.934992,0,61809,4,51
20:54:59.934992,0,61809,4,1507
20:54:59.934992,0,61809,4,381
20:54:59.935335,0,61809,4,1131
20:54:59.935335,0,61809,4,814
20:54:59.939809,0,61809,4,464
20:54:59.940493,0,61809,4,239
20:54:59.940493,0,61809,4,1507
20:54:59.940493,0,61809,4,421
20:54:59.940995,0,61809,4,1091
20:54:59.940996,0,61809,4,1079
20:54:59.945406,0,61809,4,433
20:54:59.945406,0,61809,4,29
20:54:59.946163,0,61809,4,1483
20:54:59.946163,0,61809,4,684
20:54:59.946711,0,61809,4,828
20:54:59.946711,0,61809,4,1342
20:54:59.951161,0,61809,4,170
20:54:59.951161,0,61809,4,291
20:54:59.951759,0,61809,4,1221
20:54:59.951759,0,61809,4,949
20:54:59.952464,0,61809,4,563
20:54:59.952464,0,61809,4,1318
20:54:59.957118,0,61809,4,194
20:54:59.957119,0,61809,4,267
20:54:59.958135,0,61809,4,1245
20:54:59.958135,0,61809,4,922
20:54:59.958464,0,61809,4,590
20:54:59.958464,0,61809,4,1507
20:54:59.958464,0,61809,4,71
20:54:59.962592,0,61809,4,464
20:54:59.963250,0,61809,4,982
20:54:59.963250,0,61809,4,1188
20:54:59.963795,0,61809,4,324
20:54:59.963795,0,61809,4,1507
20:54:59.963796,0,61809,4,336
20:54:59.968306,0,61809,4,464
20:54:59.969445,0,61809,4,45
20:54:59.969445,0,61809,4,1507
20:54:59.969445,0,61809,4,612
20:54:59.969883,0,61809,4,900
20:54:59.969883,0,61809,4,1270
20:54:59.973990,0,61809,4,242
20:54:59.973990,0,61809,4,220
20:54:59.975018,0,61809,4,1292
20:54:59.975019,0,61809,4,878
20:54:59.975452,0,61809,4,634
20:54:59.975452,0,61809,4,1247
20:54:59.980018,0,61809,4,265
20:54:59.980019,0,61809,4,197
20:54:59.980654,0,61809,4,1315
20:54:59.980654,0,61809,4,852
20:54:59.981117,0,61809,4,660
20:54:59.981117,0,61809,4,1507
20:54:59.985773,0,61809,4,464
20:54:59.986178,0,61809,4,1048
20:54:59.986178,0,61809,4,1122
20:54:59.986923,0,61809,4,390
20:54:59.986923,0,61809,4,1507
20:54:59.986924,0,61809,4,270
20:54:59.991221,0,61809,4,464
20:54:59.991818,0,61809,4,783
20:54:59.991818,0,61809,4,1384
20:54:59.992342,0,61809,4,128
20:54:59.992342,0,61809,4,1507
20:54:59.992342,0,61809,4,532
20:54:59.996728,0,61809,4,464
20:54:59.997420,0,61809,4,521
20:54:59.997420,0,61809,4,1507
20:54:59.997421,0,61809,4,140
20:54:59.998117,0,61809,4,1372
20:54:59.998117,0,61809,4,509
20:55:00.002439,0,61809,4,464
20:55:00.003402,0,61809,4,544
20:55:00.003402,0,61809,4,1507
20:55:00.003402,0,61809,4,114
20:55:00.004253,0,61809,4,1398
20:55:00.004253,0,61809,4,772
