scenario,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct
ALL_VERIFIED_REPLAY,aoi_index,2638,21.721000758150115,78.27899924184989,3.0705079605761942,14.518574677786203,0.0,78.43062926459439,92.7975739196361,14.404852160727824,0.03790750568612585,7.429871114480667,7.429871114480667,0,359,0.0,0.0,1.0587155153602403,196,2383,8.224926563155686,7.1879011152779535,9.396420283943677,196,2449,8.003266639444671,6.993202187564676,9.14487544469336,2.5079998210865497,4.1833270905132886e-17,3.552713678800501e-15,1000000.0,13.533024188020375,0.13518451758603678,0.13518451758603678,-3335.692473022246,-9.335558267769551,0.14188766433931096,2637,0.07785284120313067,0.043105302549884955,19.18119787717968,15.959059893858985,221,8.377558756633814,98.19004524886877,4,1.809954751131222,0.7060507525038,4.560530812481248,1252,753,499,60.14376996805112
ALL_VERIFIED_REPLAY,budgeted_enumerator,2638,29.378316906747536,70.62168309325246,3.639120545868082,14.177407126611069,0.0,78.99924184988627,92.75966641394996,13.798332069749812,0.03790750568612585,7.088703563305534,7.088703563305534,0,570,0.0,0.0,0.6694285959381073,187,2383,7.847251363827109,6.834141708463731,8.996044977139611,187,2449,7.635769701919151,6.6490519789489,8.755182871287086,2.4981464821407444,4.3937560186075186e-17,3.552713678800501e-15,1000000.0,13.533024188020375,0.14267919510938998,0.14267919510938998,-3070.3240944781305,-9.328479974240404,0.14886848794861993,2637,0.06822645075758516,0.030398188620869692,17.62699014404852,13.343442001516301,236,8.946171341925702,99.15254237288136,2,0.847457627118644,0.2327119302983828,3.036722328170005,1252,753,499,60.14376996805112
ALL_VERIFIED_REPLAY,lambda_rdo,2638,29.378316906747536,70.62168309325246,3.639120545868082,14.177407126611069,0.0,78.99924184988627,92.75966641394996,13.798332069749812,0.03790750568612585,7.088703563305534,7.088703563305534,0,570,0.0,0.0,0.6694285959381073,187,2383,7.847251363827109,6.834141708463731,8.996044977139611,187,2449,7.635769701919151,6.6490519789489,8.755182871287086,2.4981464821407444,4.3937560186075186e-17,3.552713678800501e-15,1000000.0,13.533024188020375,0.14267919510938998,0.14267919510938998,-3070.3240944781305,-9.328479974240404,0.14886848794861993,2637,0.06822645075758516,0.030398188620869692,17.62699014404852,13.343442001516301,236,8.946171341925702,99.15254237288136,2,0.847457627118644,0.2327119302983828,3.036722328170005,1252,753,499,60.14376996805112
policy_corpus_advisor_rich_v5__test__fast__01,aoi_index,119,10.92436974789916,89.07563025210085,2.5210084033613445,76.47058823529412,0.0,0.0,22.689075630252102,23.52941176470588,0.8403361344537815,0.0,0.0,0,0,,,,0,0,,,,0,27,0.0,0.0,12.455502974186706,19.439875775331004,3.358657889622322e-17,8.881784197001252e-16,1000000.0,48.953921801462634,0.18798578524732096,0.18798578524732096,-4831.5944642875065,0.19215092438313078,0.19215092438313078,119,0.0625650737865025,0.0,31.092436974789916,22.689075630252102,10,8.403361344537815,100.0,0,0.0,0.0,27.75327998628892,143,102,41,71.32867132867133
policy_corpus_advisor_rich_v5__test__fast__01,budgeted_enumerator,119,10.92436974789916,89.07563025210085,2.5210084033613445,76.47058823529412,0.0,0.0,22.689075630252102,23.52941176470588,0.8403361344537815,0.0,0.0,0,0,,,,0,0,,,,0,27,0.0,0.0,12.455502974186706,19.439875775331004,3.358657889622322e-17,8.881784197001252e-16,1000000.0,48.953921801462634,0.18798578524732096,0.18798578524732096,-4831.5944642875065,0.19215092438313078,0.19215092438313078,119,0.0625650737865025,0.0,31.092436974789916,22.689075630252102,10,8.403361344537815,100.0,0,0.0,0.0,27.75327998628892,143,102,41,71.32867132867133
policy_corpus_advisor_rich_v5__test__fast__01,lambda_rdo,119,10.92436974789916,89.07563025210085,2.5210084033613445,76.47058823529412,0.0,0.0,22.689075630252102,23.52941176470588,0.8403361344537815,0.0,0.0,0,0,,,,0,0,,,,0,27,0.0,0.0,12.455502974186706,19.439875775331004,3.358657889622322e-17,8.881784197001252e-16,1000000.0,48.953921801462634,0.18798578524732096,0.18798578524732096,-4831.5944642875065,0.19215092438313078,0.19215092438313078,119,0.0625650737865025,0.0,31.092436974789916,22.689075630252102,10,8.403361344537815,100.0,0,0.0,0.0,27.75327998628892,143,102,41,71.32867132867133
policy_corpus_advisor_rich_v5__test__fast__02,aoi_index,119,2.5210084033613445,97.47899159663865,2.5210084033613445,78.99159663865547,0.0,0.0,21.008403361344538,21.008403361344538,0.0,0.0,0.0,0,0,,,,0,0,,,,0,25,0.0,1.3877787807814457e-15,13.319225093904846,24.95468852124899,7.463684199160716e-18,4.440892098500626e-16,1000000.0,57.60046618068161,0.12067446905745959,0.12067446905745959,-2310.9099887476223,0.10363480135990011,0.10363480135990011,119,0.006695020031494876,0.0,9.243697478991598,9.243697478991598,3,2.5210084033613445,100.0,0,0.0,5.551115123125783e-15,56.14970317550454,119,94,25,78.99159663865547
policy_corpus_advisor_rich_v5__test__fast__02,budgeted_enumerator,119,2.5210084033613445,97.47899159663865,2.5210084033613445,78.99159663865547,0.0,0.0,21.008403361344538,21.008403361344538,0.0,0.0,0.0,0,0,,,,0,0,,,,0,25,0.0,1.3877787807814457e-15,13.319225093904846,24.95468852124899,7.463684199160716e-18,4.440892098500626e-16,1000000.0,57.60046618068161,0.12067446905745959,0.12067446905745959,-2310.9099887476223,0.10363480135990011,0.10363480135990011,119,0.006695020031494876,0.0,9.243697478991598,9.243697478991598,3,2.5210084033613445,100.0,0,0.0,5.551115123125783e-15,56.14970317550454,119,94,25,78.99159663865547
policy_corpus_advisor_rich_v5__test__fast__02,lambda_rdo,119,2.5210084033613445,97.47899159663865,2.5210084033613445,78.99159663865547,0.0,0.0,21.008403361344538,21.008403361344538,0.0,0.0,0.0,0,0,,,,0,0,,,,0,25,0.0,1.3877787807814457e-15,13.319225093904846,24.95468852124899,7.463684199160716e-18,4.440892098500626e-16,1000000.0,57.60046618068161,0.12067446905745959,0.12067446905745959,-2310.9099887476223,0.10363480135990011,0.10363480135990011,119,0.006695020031494876,0.0,9.243697478991598,9.243697478991598,3,2.5210084033613445,100.0,0,0.0,5.551115123125783e-15,56.14970317550454,119,94,25,78.99159663865547
policy_corpus_advisor_rich_v5__test__mixed__01,aoi_index,600,0.33333333333333337,99.66666666666667,0.33333333333333337,0.33333333333333337,0.0,95.83333333333334,99.83333333333333,4.0,0.0,0.33333333333333337,0.33333333333333337,0,0,,,,2,600,0.3333333333333333,0.09145966868046472,1.2071359653471396,2,600,0.3333333333333333,0.09145966868046472,1.2071359653471396,0.017323037974277207,0.0,0.0,1.1980664249947377,0.0,0.00028383229547364905,0.00028383229547364905,-1041.6612468527517,-41.66875601981624,0.0001784129367147947,599,0.0021600407095782085,0.0,5.166666666666667,4.833333333333333,2,0.33333333333333337,50.0,1,50.0,9.453120573423075,90.54687942657694,31,2,29,6.451612903225806
