label,class_aware_mode,object_rows,current_supported_rows,current_supported_rate,class_aware_supported_rows,class_aware_supported_rate,support_gain_rows,support_loss_rows,current_support_mean,class_aware_support_mean,current_support_median,class_aware_support_median
person,bbox,3967,497,0.12528358961431812,496,0.12503150995714646,0,1,0.2651877993445929,0.26342324174439125,0.0,0.0
vehicle,bbox,2166,1349,0.6228070175438597,1349,0.6228070175438597,0,0,10.132040627885504,10.133887349953833,2.0,2.0
