ue_id,frame_id,message_id,scheduled_raw_ns,first_chunk_raw_ns,complete_raw_ns,complete_latency_ms,payload_bytes,chunks,onwire_bytes,checksum_expected,checksum_actual,checksum_ok,identity_ok,source_ip
1,200000000,736870912,880768094829072,880768096029689,880768096280131,1.451059,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000000,368435456,880768344829072,880768345651290,880768345908076,1.079004,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000001,736870913,880768594829072,880768595812038,880768595961974,1.132902,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000001,368435457,880768844829072,880768846039733,880768846157086,1.328014,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000002,736870914,880769094829072,880769095786755,880769095900674,1.071602,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000002,368435458,880769344829072,880769345851909,880769345975235,1.146163,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000003,736870915,880769544829072,880769545812816,880769545922918,1.093846,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000003,368435459,880769794829072,880769800904420,880769801022887,6.193815,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000004,736870916,880770044829072,880770045848015,880770046017165,1.188093,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000004,368435460,880770294829072,880770295954861,880770296098878,1.269806,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000005,736870917,880770544829072,880770545873810,880770545995658,1.166586,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000005,368435461,880770794829072,880770795828031,880770795940614,1.111542,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000006,736870918,880771044829072,880771045733882,880771045856756,1.027684,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000006,368435462,880771244829072,880771245742598,880771245865524,1.036452,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000007,736870919,880771494829072,880771495922455,880771496077469,1.248397,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000007,368435463,880771744829072,880771746144814,880771746284547,1.455475,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000008,736870920,880771994829072,880771995730148,880771995829340,1.000268,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000008,368435464,880772244829072,880772245745991,880772246778138,1.949066,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000009,736870921,880772494829072,880772495828350,880772495936275,1.107203,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000009,368435465,880772744829072,880772745896691,880772745997692,1.16862,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000010,736870922,880772944829072,880772949535866,880772949631976,4.802904,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000010,368435466,880773194829072,880773195884755,880773196001224,1.172152,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000011,736870923,880773444829072,880773445856174,880773445961593,1.132521,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000011,368435467,880773694829072,880773695803914,880773695934687,1.105615,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000012,736870924,880773944829072,880773945808630,880773945937986,1.108914,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000012,368435468,880774194829072,880774195799045,880774195957852,1.12878,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000013,736870925,880774394829072,880774395937131,880774396041557,1.212485,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000013,368435469,880774644829072,880774645883605,880774646016185,1.187113,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000014,736870926,880774894829072,880774895829649,880774895973422,1.14435,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000014,368435470,880775144829072,880775145787049,880775145923452,1.09438,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
1,200000015,736870927,880775394829072,880775395826165,880775395929990,1.100918,409600,7,409852,3346413535,3346413535,1,1,127.0.0.1
0,100000015,368435471,880775644829072,880775645835904,880775645943353,1.114281,409600,7,409852,3512885954,3512885954,1,1,127.0.0.1
