1787367533657743988,1582178721289314,connecting to 127.0.0.1:2031
1787367533657763693,1582178721308684,turning ON GNB_MAC_UL_MCS_DECISION
1787367533657771400,1582178721316339,time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
1787367533710763343,1582178774308479,19:58:53.709836,1904,870,2,870,8,470,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367533775319197,1582178838864398,19:58:53.774255,1904,880,2,880,8,471,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,437,-1
1787367533839318469,1582178902863727,19:58:53.838797,1904,890,2,890,8,472,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367533904104496,1582178967649649,19:58:53.903778,1904,900,2,900,8,473,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367533970669092,1582179034214538,19:58:53.969441,1904,910,2,910,8,474,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367534035356104,1582179098901696,19:58:54.034676,1904,920,2,920,8,475,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,437,-1
1787367534101501538,1582179165046894,19:58:54.100406,1904,930,2,930,8,475,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367534198738892,1582179262285084,19:58:54.197503,1904,940,2,940,8,476,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367534265063870,1582179328610286,19:58:54.263553,1904,950,2,950,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367534333472872,1582179397019163,19:58:54.333216,1904,960,2,960,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,437,-1
1787367534396626419,1582179460171940,19:58:54.395453,1904,970,2,970,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367534458786378,1582179522331979,19:58:54.458075,1904,980,2,980,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367534520789125,1582179584334770,19:58:54.520146,1904,990,2,990,8,480,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787367534523995438,1582179587540414,19:58:54.522899,1904,990,11,990,17,480,0,28,28,28,28,28,0,480,0,5,5,5,48,20,5,106,-1
1787367534526934717,1582179590479698,19:58:54.525970,1904,991,1,991,7,481,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787367534526970828,1582179590515753,19:58:54.526252,1904,991,2,991,8,481,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787367534526973641,1582179590518563,19:58:54.526577,1904,991,3,991,9,481,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787367534529264321,1582179592809257,19:58:54.528941,1904,991,11,991,17,481,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787367534530341116,1582179593886054,19:58:54.529224,1904,991,12,991,18,481,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787367534530349010,1582179593893945,19:58:54.529549,1904,991,13,991,19,481,0,28,28,28,28,28,20516,12425,8091,5,94,94,48,20,85,8197,-1
1787367534588134680,1582179651680547,19:58:54.587962,1904,1001,2,1001,8,484,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787367534625102692,1582179688653027,19:58:54.624750,1904,1007,1,1007,7,485,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787367534628326749,1582179691872023,19:58:54.627850,1904,1007,11,1007,17,485,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787367534631303742,1582179694848785,19:58:54.630839,1904,1008,1,1008,7,486,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787367534631312473,1582179694857386,19:58:54.631120,1904,1008,2,1008,8,486,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,9222,-1
1787367534632350755,1582179695895731,19:58:54.631446,1904,1008,3,1008,9,486,0,28,28,28,28,28,20516,11400,9116,5,106,106,48,20,95,9222,-1
1787367534634516865,1582179698061872,19:58:54.633872,1904,1008,11,1008,17,486,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787367534634521176,1582179698066112,19:58:54.634156,1904,1008,12,1008,18,486,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787367534635587199,1582179699132198,19:58:54.634486,1904,1008,13,1008,19,486,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787367534692687943,1582179756233586,19:58:54.692169,1904,1018,2,1018,8,489,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787367534724172900,1582179787718326,19:58:54.723215,1904,1023,1,1023,7,489,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787367534727282002,1582179790827540,19:58:54.726286,1904,1023,11,1023,17,489,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787367534729353957,1582179792898945,19:58:54.729281,1904,0,1,0,7,490,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
