1787365821979115041,1580467042674982,connecting to 127.0.0.1:2031
1787365821979192656,1580467042737655,turning ON GNB_MAC_PUSCH_POWER_CONTROL
1787365821979195277,1580467042740226,time,rnti,frame,slot,snrx10,phr,tpc,tb_size,txpower_calc,rbSize,mcs,rssi
1787365822036686040,1580467100231484,19:30:22.036029,65103,903,8,505,48,0,480,0,5,28,860
1787365822100985304,1580467164530643,19:30:22.099753,65103,913,8,505,48,0,480,0,5,28,860
1787365822164488357,1580467228033644,19:30:22.163320,65103,923,8,505,48,0,480,0,5,28,860
1787365822227639679,1580467291184907,19:30:22.226708,65103,933,8,505,48,0,480,0,5,28,860
1787365822290748325,1580467354293576,19:30:22.290637,65103,943,8,505,48,1,480,0,5,28,860
1787365822354973612,1580467418519110,19:30:22.354398,65103,953,8,505,48,0,480,0,5,28,860
1787365822421286352,1580467484831680,19:30:22.420720,65103,963,8,505,48,0,480,0,5,28,860
1787365822491734303,1580467555279653,19:30:22.490852,65103,973,8,505,48,0,480,0,5,28,860
1787365822560158727,1580467623704358,19:30:22.559637,65103,983,8,505,48,0,480,0,5,28,860
1787365822628592142,1580467692137355,19:30:22.627447,65103,993,8,505,48,0,480,0,5,28,860
1787365822695867557,1580467759413081,19:30:22.695243,65103,1003,8,505,48,0,480,0,5,28,860
1787365822764234940,1580467827780117,19:30:22.763664,65103,1013,8,505,48,1,480,0,5,28,860
1787365822832667751,1580467896213494,19:30:22.832054,65103,1023,8,505,48,0,480,0,5,28,860
1787365822849553167,1580467913098302,19:30:22.849000,65103,1,17,505,48,0,106,0,5,28,860
1787365822852615315,1580467916160398,19:30:22.852431,65103,2,7,510,48,1,106,0,5,28,890
1787365822856906801,1580467920451724,19:30:22.856071,65103,2,17,500,48,0,2178,0,106,28,860
1787365822856916871,1580467920461795,19:30:22.856493,65103,2,18,505,61,1,10247,0,106,28,860
1787365822857018195,1580467920563110,19:30:22.856802,65103,2,19,505,61,1,8197,0,85,28,860
1787365822860363822,1580467923908837,19:30:22.859443,65103,3,7,500,61,0,2178,0,106,28,860
1787365822860372454,1580467923917393,19:30:22.859823,65103,3,8,505,61,1,10247,0,106,28,860
1787365822861272587,1580467924817529,19:30:22.860249,65103,3,9,505,61,1,8197,0,85,28,860
1787365822927976720,1580467991522003,19:30:22.927711,65103,13,8,505,61,0,480,0,5,28,860
1787365822951323990,1580468014868959,19:30:22.950900,65103,16,17,510,48,0,106,0,5,28,890
1787365822954448151,1580468017993081,19:30:22.954188,65103,17,7,510,48,0,106,0,5,28,890
1787365822958800910,1580468022345924,19:30:22.957663,65103,17,17,500,48,0,2178,0,106,28,860
1787365822958803550,1580468022348482,19:30:22.958199,65103,17,18,505,61,0,10247,0,106,28,860
1787365822959688784,1580468023233717,19:30:22.958626,65103,17,19,505,61,0,8197,0,85,28,860
1787365822961853047,1580468025397985,19:30:22.961231,65103,18,7,500,61,0,2178,0,106,28,860
1787365822961859058,1580468025403973,19:30:22.961749,65103,18,8,505,61,1,10247,0,106,28,860
1787365822962960699,1580468026505726,19:30:22.962118,65103,18,9,505,61,1,8197,0,85,28,860
1787365823031046931,1580468094592005,19:30:23.030594,65103,28,8,505,61,0,480,0,5,28,860
1787365823051403351,1580468114948348,19:30:23.050811,65103,31,7,510,48,0,106,0,5,28,890
1787365823054618498,1580468118163437,19:30:23.054325,65103,31,17,505,48,0,106,0,5,28,860
1787365823059153873,1580468122698958,19:30:23.057720,65103,32,7,500,48,0,2178,0,106,28,860
1787365823059169515,1580468122714451,19:30:23.058254,65103,32,8,505,61,0,9222,0,106,28,860
1787365823059171030,1580468122715946,19:30:23.058566,65103,32,9,505,61,0,9222,0,95,28,860
1787365823062418604,1580468125963544,19:30:23.061126,65103,32,17,500,61,0,2178,0,106,28,860
1787365823062423531,1580468125968455,19:30:23.061611,65103,32,18,505,61,1,10247,0,106,28,860
1787365823063082225,1580468126627279,19:30:23.062010,65103,32,19,505,61,1,8197,0,85,28,860
1787365823152688732,1580468216234127,19:30:23.152129,65103,42,8,510,61,0,480,0,5,28,860
1787365823160084344,1580468223629405,19:30:23.158787,65103,43,7,500,48,0,2178,0,106,28,860
1787365823160090591,1580468223635557,19:30:23.159039,65103,43,8,505,48,0,10247,0,106,28,860
1787365823160098823,1580468223643744,19:30:23.159256,65103,43,9,505,61,0,8197,0,85,28,860
1787365823162231247,1580468225776297,19:30:23.161930,65103,43,17,510,61,0,106,0,5,28,890
1787365823228668949,1580468292214107,19:30:23.227296,65103,53,8,505,61,0,480,0,5,28,860
1787365823251545719,1580468315090696,19:30:23.250598,65103,56,17,505,48,0,106,0,5,28,860
1787365823254750362,1580468318295288,19:30:23.254100,65103,57,7,510,48,0,106,0,5,28,860
1787365823257943606,1580468321488607,19:30:23.257556,65103,57,17,500,48,0,2178,0,106,28,860
1787365823259036546,1580468322581630,19:30:23.258254,65103,57,18,505,61,0,10247,0,106,28,860
1787365823259040472,1580468322585438,19:30:23.258694,65103,57,19,505,61,1,8197,0,85,28,860
1787365823262333530,1580468325878623,19:30:23.261198,65103,58,7,500,61,0,2178,0,106,28,860
1787365823262339084,1580468325884040,19:30:23.261755,65103,58,8,505,61,1,10247,0,106,28,860
1787365823262340471,1580468325885385,19:30:23.262070,65103,58,9,505,61,1,8197,0,85,28,860
1787365823327919676,1580468391464723,19:30:23.327073,65103,68,8,505,61,0,480,0,5,28,860
1787365823350789629,1580468414334780,19:30:23.349187,65103,71,17,505,48,0,106,0,5,28,860
1787365823353158514,1580468416703474,19:30:23.352654,65103,72,7,510,48,0,106,0,5,28,890
1787365823356311637,1580468419856686,19:30:23.355701,65103,72,17,500,48,0,2178,0,106,28,860
1787365823357347125,1580468420892172,19:30:23.356281,65103,72,18,505,61,0,10247,0,106,28,860
