label,class_aware_mode,object_rows,current_supported_rows,current_supported_rate,class_aware_supported_rows,class_aware_supported_rate,support_gain_rows,support_loss_rows,current_support_mean,class_aware_support_mean,current_support_median,class_aware_support_median
person,person_radius,9493,1533,0.1614874117770989,1534,0.16159275255451386,1,0,0.40798483092805227,0.4081955124828821,0.0,0.0
vehicle,bbox,8622,3996,0.46346555323590816,3996,0.46346555323590816,0,0,5.127000695894224,5.127812572488982,0.0,0.0
