time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
11:25:08.746176,54415,815,2,815,8,464,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:08.815657,54415,825,2,825,8,466,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:08.884874,54415,835,2,835,8,467,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:08.953269,54415,845,2,845,8,468,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.023928,54415,855,2,855,8,469,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.095459,54415,865,2,865,8,470,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.176790,54415,875,2,875,8,471,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.247636,54415,885,2,885,8,472,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.319576,54415,895,2,895,8,473,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.391086,54415,905,2,905,8,474,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.461695,54415,915,2,915,8,474,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.531796,54415,925,2,925,8,475,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.602961,54415,935,2,935,8,476,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.673912,54415,945,2,945,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.745350,54415,955,2,955,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.819407,54415,965,2,965,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.891868,54415,975,2,975,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.964026,54415,985,2,985,8,480,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
11:25:09.971083,54415,986,1,986,7,481,0,28,28,28,28,28,39818,0,39818,5,106,106,48,20,106,2178,-1
11:25:09.971400,54415,986,2,986,8,481,0,28,28,28,28,28,39818,2178,37640,5,106,106,48,20,106,10247,-1
11:25:09.971789,54415,986,3,986,9,481,0,28,28,28,28,28,39818,12425,27393,5,106,106,48,20,106,10247,-1
11:25:09.974753,54415,986,11,986,17,481,0,28,28,28,28,28,39818,22672,17146,5,106,106,48,20,106,2178,-1
11:25:09.975235,54415,986,12,986,18,481,0,28,28,28,28,28,39818,24850,14968,5,106,106,48,20,106,10247,-1
11:25:09.975716,54415,986,13,986,19,481,0,28,28,28,28,28,39818,35097,4721,5,106,106,48,20,49,4737,-1
11:25:09.978465,54415,987,1,987,7,482,0,28,28,28,28,28,3909,0,3909,5,106,106,61,20,106,2178,-1
11:25:09.978870,54415,987,2,987,8,482,0,28,28,28,28,28,3909,2178,1731,5,106,106,61,20,19,1825,-1
11:25:10.051171,54415,997,2,997,8,485,0,28,28,28,28,28,0,0,0,5,5,5,54,20,5,480,-1
11:25:10.072403,54415,1000,1,1000,7,486,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
11:25:10.076057,54415,1000,11,1000,17,486,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
11:25:10.079707,54415,1001,1,1001,7,486,0,28,28,28,28,28,39818,0,39818,5,106,106,48,20,106,2178,-1
11:25:10.080134,54415,1001,2,1001,8,486,0,28,28,28,28,28,39818,2178,37640,5,106,106,48,20,106,10247,-1
11:25:10.080505,54415,1001,3,1001,9,486,0,28,28,28,28,28,39818,12425,27393,5,106,106,48,20,106,10247,-1
11:25:10.083254,54415,1001,11,1001,17,487,0,28,28,28,28,28,39818,0,39818,5,106,106,48,20,106,2178,-1
11:25:10.083875,54415,1001,12,1001,18,487,0,28,28,28,28,28,39818,2178,37640,5,106,106,48,20,106,10247,-1
11:25:10.084257,54415,1001,13,1001,19,487,0,28,28,28,28,28,39818,12425,27393,5,94,94,48,20,94,8961,-1
11:25:10.087020,54415,1002,1,1002,7,488,0,28,28,28,28,28,3909,0,3909,5,106,106,61,20,106,2178,-1
11:25:10.087533,54415,1002,2,1002,8,488,0,28,28,28,28,28,3909,2178,1731,5,106,106,61,20,19,1825,-1
11:25:10.159340,54415,1012,2,1012,8,490,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
11:25:10.173212,54415,1014,1,1014,7,490,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
11:25:10.176795,54415,1014,11,1014,17,490,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
11:25:10.180391,54415,1015,1,1015,7,491,0,28,28,28,28,28,39818,0,39818,5,106,106,48,20,106,2178,-1
11:25:10.180970,54415,1015,2,1015,8,491,0,28,28,28,28,28,39818,2178,37640,5,106,106,48,20,106,10247,-1
11:25:10.181548,54415,1015,3,1015,9,491,0,28,28,28,28,28,39818,12425,27393,5,106,106,48,20,106,10247,-1
11:25:10.184895,54415,1015,11,1015,17,491,0,28,28,28,28,28,39818,0,39818,5,106,106,48,20,106,2178,-1
11:25:10.185220,54415,1015,12,1015,18,491,0,28,28,28,28,28,39818,2178,37640,5,106,106,48,20,106,10247,-1
11:25:10.185731,54415,1015,13,1015,19,491,0,28,28,28,28,28,39818,12425,27393,5,94,94,48,20,94,8961,-1
11:25:10.189343,54415,1016,1,1016,7,492,0,28,28,28,28,28,3909,0,3909,5,106,106,61,20,106,2178,-1
11:25:10.189666,54415,1016,2,1016,8,492,0,28,28,28,28,28,3909,2178,1731,5,106,106,61,20,20,1761,-1
11:25:10.262176,54415,2,2,2,8,493,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
11:25:10.269213,54415,3,1,3,7,494,0,28,28,28,28,28,39818,0,39818,5,106,106,48,20,106,2178,-1
11:25:10.269535,54415,3,2,3,8,494,0,28,28,28,28,28,39818,2178,37640,5,106,106,48,20,106,10247,-1
11:25:10.269890,54415,3,3,3,9,494,0,28,28,28,28,28,39818,12425,27393,5,106,106,48,20,106,10247,-1
11:25:10.272603,54415,3,11,3,17,494,0,28,28,28,28,28,39818,22672,17146,5,106,106,48,20,106,2178,-1
11:25:10.273071,54415,3,12,3,18,494,0,28,28,28,28,28,39818,24850,14968,5,106,106,48,20,106,10247,-1
11:25:10.273636,54415,3,13,3,19,494,0,28,28,28,28,28,39818,35097,4721,5,94,94,48,20,49,4737,-1
11:25:10.276443,54415,4,1,4,7,494,0,28,28,28,28,28,3909,0,3909,5,106,106,61,20,106,2178,-1
11:25:10.276764,54415,4,2,4,8,494,0,28,28,28,28,28,3909,2178,1731,5,106,106,61,20,19,1825,-1
11:25:10.348556,54415,14,2,14,8,495,0,28,28,28,28,28,0,0,0,5,5,5,54,20,5,480,-1
11:25:10.373514,54415,17,11,17,17,496,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
11:25:10.377059,54415,18,1,18,7,496,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
11:25:10.380667,54415,18,11,18,17,496,0,28,28,28,28,28,39818,0,39818,5,106,106,48,20,106,2178,-1
