time,rnti,frame,slot,lcid,data_size
21:22:08.193118,3836,816,8,4,680
21:22:08.204229,3836,817,7,4,3712
21:22:08.204800,3836,817,8,4,7744
21:22:08.204800,3836,817,8,4,9592
21:22:08.205319,3836,817,9,4,2504
21:22:08.205319,3836,817,9,4,12056
21:22:08.205320,3836,817,9,4,2776
21:22:08.209867,3836,817,17,4,3712
21:22:08.210602,3836,817,18,4,5648
21:22:08.210602,3836,817,18,4,11712
21:22:08.211189,3836,817,19,4,384
21:22:08.211189,3836,817,19,4,12056
21:22:08.211189,3836,817,19,4,2584
21:22:08.215651,3836,818,7,4,3712
21:22:08.216386,3836,818,8,4,5840
21:22:08.216386,3836,818,8,4,11496
21:22:08.216972,3836,818,9,4,600
21:22:08.216973,3836,818,9,4,12056
21:22:08.216973,3836,818,9,4,4680
21:22:08.221641,3836,818,17,4,3712
21:22:08.222239,3836,818,18,4,3744
21:22:08.222239,3836,818,18,4,12056
21:22:08.222239,3836,818,18,4,1544
21:22:08.222806,3836,818,19,4,10552
21:22:08.222806,3836,818,19,4,6808
21:22:08.227049,3836,819,7,4,3712
21:22:08.228234,3836,819,8,4,1616
21:22:08.228234,3836,819,8,4,12056
21:22:08.228234,3836,819,8,4,3640
21:22:08.228440,3836,819,9,4,8456
21:22:08.228440,3836,819,9,4,8904
21:22:08.232955,3836,819,17,4,3192
21:22:08.232955,3836,819,17,4,504
21:22:08.233638,3836,819,18,4,11592
21:22:08.233638,3836,819,18,4,5768
21:22:08.234352,3836,819,19,4,6328
21:22:08.234353,3836,819,19,4,8720
21:22:08.238718,3836,820,7,4,3376
21:22:08.238718,3836,820,7,4,320
21:22:08.239382,3836,820,8,4,11776
21:22:08.239382,3836,820,8,4,5560
21:22:08.239947,3836,820,9,4,6536
21:22:08.239947,3836,820,9,4,10824
21:22:08.245009,3836,820,17,4,1272
21:22:08.245009,3836,820,17,4,2416
21:22:08.245421,3836,820,18,4,9680
21:22:08.245421,3836,820,18,4,7680
21:22:08.245992,3836,820,19,4,4416
21:22:08.245992,3836,820,19,4,12056
21:22:08.245993,3836,820,19,4,872
21:22:08.250507,3836,821,7,4,3712
21:22:08.251239,3836,821,8,4,7552
21:22:08.251239,3836,821,8,4,9784
21:22:08.251803,3836,821,9,4,2312
21:22:08.251803,3836,821,9,4,12056
21:22:08.251803,3836,821,9,4,2968
21:22:08.256388,3836,821,17,4,3712
21:22:08.257389,3836,821,18,4,5456
21:22:08.257389,3836,821,18,4,11904
21:22:08.258184,3836,821,19,4,192
21:22:08.258184,3836,821,19,4,12056
21:22:08.258185,3836,821,19,4,2776
21:22:08.262225,3836,822,7,4,3712
21:22:08.262867,3836,822,8,4,5648
21:22:08.262867,3836,822,8,4,11688
21:22:08.263482,3836,822,9,4,408
21:22:08.263482,3836,822,9,4,12056
21:22:08.263482,3836,822,9,4,4872
21:22:08.268147,3836,822,17,4,3712
21:22:08.268858,3836,822,18,4,3552
21:22:08.268858,3836,822,18,4,12056
21:22:08.268858,3836,822,18,4,1736
21:22:08.269344,3836,822,19,4,10360
21:22:08.269344,3836,822,19,4,7000
21:22:08.273857,3836,823,7,4,3712
21:22:08.274409,3836,823,8,4,1424
21:22:08.274409,3836,823,8,4,12056
21:22:08.274410,3836,823,8,4,3832
21:22:08.275099,3836,823,9,4,8264
21:22:08.275099,3836,823,9,4,6680
21:22:08.275099,3836,823,9,4,2392
21:22:08.279478,3836,823,17,4,3712
21:22:08.280416,3836,823,18,4,6032
21:22:08.280417,3836,823,18,4,11328
21:22:08.280754,3836,823,19,4,768
21:22:08.280755,3836,823,19,4,12056
21:22:08.280755,3836,823,19,4,2200
21:22:08.285332,3836,824,7,4,3712
21:22:08.285859,3836,824,8,4,6224
21:22:08.285859,3836,824,8,4,9312
21:22:08.286535,3836,824,9,4,2784
21:22:08.286536,3836,824,9,4,12056
21:22:08.286536,3836,824,9,4,704
21:22:08.291024,3836,824,17,4,3712
21:22:08.291720,3836,824,18,4,7720
21:22:08.291720,3836,824,18,4,9640
21:22:08.292183,3836,824,19,4,2456
21:22:08.292183,3836,824,19,4,12056
21:22:08.292184,3836,824,19,4,2824
21:22:08.296920,3836,825,7,4,3712
21:22:08.297270,3836,825,8,4,5600
21:22:08.297270,3836,825,8,4,10704
21:22:08.297762,3836,825,9,4,1392
21:22:08.297762,3836,825,9,4,12056
21:22:08.297762,3836,825,9,4,3888
21:22:08.302323,3836,825,17,4,3712
21:22:08.302982,3836,825,18,4,4536
21:22:08.302982,3836,825,18,4,12056
21:22:08.302982,3836,825,18,4,752
21:22:08.303741,3836,825,19,4,11344
21:22:08.303741,3836,825,19,4,3704
21:22:08.308106,3836,826,7,4,3712
21:22:08.308864,3836,826,8,4,4720
21:22:08.308865,3836,826,8,4,12056
21:22:08.308865,3836,826,8,4,544
21:22:08.309398,3836,826,9,4,11552
21:22:08.309398,3836,826,9,4,5808
21:22:08.313951,3836,826,17,4,3712
21:22:08.314657,3836,826,18,4,2616
21:22:08.314657,3836,826,18,4,12056
21:22:08.314657,3836,826,18,4,2664
21:22:08.315187,3836,826,19,4,9432
21:22:08.315188,3836,826,19,4,7928
21:22:08.319642,3836,827,7,4,3712
21:22:08.320355,3836,827,8,4,496
21:22:08.320355,3836,827,8,4,12056
21:22:08.320355,3836,827,8,4,4760
21:22:08.320902,3836,827,9,4,7336
21:22:08.320903,3836,827,9,4,10024
21:22:08.325293,3836,827,17,4,2072
21:22:08.325294,3836,827,17,4,1624
21:22:08.326017,3836,827,18,4,10472
21:22:08.326017,3836,827,18,4,6888
21:22:08.326708,3836,827,19,4,5208
21:22:08.326708,3836,827,19,4,9840
21:22:08.331170,3836,828,7,4,2256
21:22:08.331170,3836,828,7,4,1440
21:22:08.331947,3836,828,8,4,10656
21:22:08.331947,3836,828,8,4,6680
21:22:08.332400,3836,828,9,4,5416
21:22:08.332401,3836,828,9,4,11944
21:22:08.337123,3836,828,17,4,152
21:22:08.337124,3836,828,17,4,3536
21:22:08.337747,3836,828,18,4,8560
21:22:08.337747,3836,828,18,4,8800
21:22:08.338299,3836,828,19,4,3296
21:22:08.338299,3836,828,19,4,12056
21:22:08.338299,3836,828,19,4,1992
21:22:08.342699,3836,829,7,4,3712
21:22:08.343429,3836,829,8,4,6432
21:22:08.343429,3836,829,8,4,10904
21:22:08.343895,3836,829,9,4,1192
21:22:08.343896,3836,829,9,4,12056
21:22:08.343896,3836,829,9,4,4088
21:22:08.348396,3836,829,17,4,3712
21:22:08.349164,3836,829,18,4,4336
21:22:08.349164,3836,829,18,4,12056
21:22:08.349164,3836,829,18,4,952
21:22:08.349868,3836,829,19,4,11144
21:22:08.349868,3836,829,19,4,3904
21:22:08.354228,3836,830,7,4,2816
21:22:08.354228,3836,830,7,4,880
21:22:08.354848,3836,830,8,4,11216
21:22:08.354849,3836,830,8,4,6120
21:22:08.355415,3836,830,9,4,5976
21:22:08.355415,3836,830,9,4,11384
21:22:08.359934,3836,830,17,4,712
21:22:08.359934,3836,830,17,4,2976
21:22:08.360643,3836,830,18,4,9120
21:22:08.360643,3836,830,18,4,8240
21:22:08.361278,3836,830,19,4,3856
21:22:08.361278,3836,830,19,4,12056
21:22:08.361278,3836,830,19,4,1432
21:22:08.365697,3836,831,7,4,3712
21:22:08.366345,3836,831,8,4,6992
21:22:08.366346,3836,831,8,4,10344
21:22:08.366954,3836,831,9,4,1752
21:22:08.366954,3836,831,9,4,12056
21:22:08.366955,3836,831,9,4,3528
21:22:08.371728,3836,831,17,4,3712
21:22:08.372276,3836,831,18,4,4896
21:22:08.372277,3836,831,18,4,12056
21:22:08.372277,3836,831,18,4,392
21:22:08.373099,3836,831,19,4,11704
21:22:08.373099,3836,831,19,4,3344
21:22:08.377343,3836,832,7,4,3712
21:22:08.378192,3836,832,8,4,5080
21:22:08.378192,3836,832,8,4,10456
21:22:08.378835,3836,832,9,4,1640
21:22:08.378836,3836,832,9,4,12056
21:22:08.378836,3836,832,9,4,1848
21:22:08.383137,3836,832,17,4,3712
21:22:08.383859,3836,832,18,4,6576
21:22:08.383859,3836,832,18,4,10784
21:22:08.384371,3836,832,19,4,1312
21:22:08.384372,3836,832,19,4,12056
21:22:08.384372,3836,832,19,4,3968
21:22:08.388969,3836,833,7,4,3712
21:22:08.389827,3836,833,8,4,4456
21:22:08.389827,3836,833,8,4,12056
21:22:08.389827,3836,833,8,4,808
21:22:08.390300,3836,833,9,4,11288
21:22:08.390301,3836,833,9,4,6072
21:22:08.394764,3836,833,17,4,3712
21:22:08.395606,3836,833,18,4,2352
21:22:08.395607,3836,833,18,4,12056
21:22:08.395607,3836,833,18,4,2928
21:22:08.396200,3836,833,19,4,9168
21:22:08.396200,3836,833,19,4,5880
21:22:08.400449,3836,834,7,4,3712
21:22:08.401166,3836,834,8,4,2544
21:22:08.401166,3836,834,8,4,12056
21:22:08.401167,3836,834,8,4,2712
21:22:08.402047,3836,834,9,4,9384
21:22:08.402047,3836,834,9,4,7976
21:22:08.406256,3836,834,17,4,3712
21:22:08.407061,3836,834,18,4,448
21:22:08.407061,3836,834,18,4,12056
21:22:08.407061,3836,834,18,4,4832
21:22:08.407585,3836,834,19,4,7264
21:22:08.407585,3836,834,19,4,10096
21:22:08.412287,3836,835,7,4,2000
21:22:08.412287,3836,835,7,4,1696
21:22:08.413031,3836,835,8,4,10400
21:22:08.413031,3836,835,8,4,5904
21:22:08.413770,3836,835,9,4,6192
21:22:08.413771,3836,835,9,4,11168
21:22:08.418116,3836,835,17,4,928
21:22:08.418116,3836,835,17,4,2760
21:22:08.418842,3836,835,18,4,9336
21:22:08.418843,3836,835,18,4,8024
21:22:08.419390,3836,835,19,4,4072
21:22:08.419391,3836,835,19,4,10976
21:22:08.423879,3836,836,7,4,1120
21:22:08.423879,3836,836,7,4,2568
21:22:08.424270,3836,836,8,4,9528
21:22:08.424270,3836,836,8,4,7808
21:22:08.424836,3836,836,9,4,4288
21:22:08.424836,3836,836,9,4,12056
21:22:08.424837,3836,836,9,4,1000
21:22:08.429334,3836,836,17,4,3712
21:22:08.430085,3836,836,18,4,2048
21:22:08.430085,3836,836,18,4,12056
21:22:08.430085,3836,836,18,4,3232
21:22:08.430608,3836,836,19,4,8864
21:22:08.430608,3836,836,19,4,8496
21:22:08.434908,3836,837,7,4,3600
21:22:08.434908,3836,837,7,4,96
21:22:08.435684,3836,837,8,4,12000
21:22:08.435684,3836,837,8,4,5336
21:22:08.436219,3836,837,9,4,6760
21:22:08.436219,3836,837,9,4,10600
21:22:08.440875,3836,837,17,4,1496
21:22:08.440875,3836,837,17,4,2192
21:22:08.441309,3836,837,18,4,9904
21:22:08.441309,3836,837,18,4,7456
21:22:08.442014,3836,837,19,4,4640
21:22:08.442015,3836,837,19,4,10408
21:22:08.446328,3836,838,7,4,1688
21:22:08.446328,3836,838,7,4,2008
21:22:08.447004,3836,838,8,4,10088
21:22:08.447004,3836,838,8,4,7248
21:22:08.447525,3836,838,9,4,4848
21:22:08.447525,3836,838,9,4,12056
21:22:08.447526,3836,838,9,4,440
