wall_time_iso,elapsed_s,run_id,run_group,stream_id,transport_label,role,frame_id,carla_timestamp,result_received,front_ms,back_ms,round_trip_ms,transport_round_trip_ms_estimate,total_pipeline_ms_estimate,feature_payload_bytes,feature_payload_bytes_uncompressed,feature_payload_chunks,result_payload_bytes_estimate,result_payload_chunks_estimate,mask_present,segmentation_class_count,gt_camera_available,miou_binary,miou_3class_macro,miou_vehicle_iou,miou_person_iou,gt_vehicle_pixels,gt_person_pixels,object_count,radar_projected_points,ego_speed_mps,tracked_target_actor_id,tracked_target_speed_mps,tracked_gap_m,diagnostic_target_actor_id,diagnostic_target_forward_m,diagnostic_target_lateral_m,diagnostic_target_radar_points,spatial_map_enabled,spatial_map_dropped_packets,bind_host,remote_host,camera_source_port,remote_port,remote_source_port,camera_result_port,camera_width,camera_height,model_input_width,model_input_height,quantization_mode,entropy_coder
2026-07-16T21:36:24.615,6.484809286077507,20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,fusion_ego_25,front,front,14231,135.58926635282114,True,865.8522729529068,382.67603900749236,418.919367948547,36.24332894105464,1284.7716409014538,1133887,2903040,19,4976,1,True,2,0,nan,nan,nan,nan,0,0,3,18555,2.133374563991068,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:36:24.934,6.804782431107014,20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,fusion_ego_25,front,front,14232,135.68926635431126,True,40.96239397767931,16.107629984617233,49.60242100059986,33.49479101598263,90.56481497827917,1125852,2903040,19,5149,1,True,3,0,nan,nan,nan,nan,0,0,4,18540,2.5215312500520386,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:36:25.209,7.0794096330646425,20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,fusion_ego_25,front,front,14233,135.78926635580137,True,39.86971196718514,9.892187896184623,42.93036600574851,33.03817810956389,82.80007797293365,1120283,2903040,19,4736,1,True,3,0,nan,nan,nan,nan,0,0,6,18583,2.906817169045347,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:36:25.471,7.3416367480531335,20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,fusion_ego_25,front,front,14234,135.8892663572915,True,41.98716499377042,6.454447982832789,39.70172896515578,33.24728098232299,81.6888939589262,1111393,2903040,19,4588,1,True,3,0,nan,nan,nan,nan,0,0,6,18613,3.295161979979277,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:36:25.714,7.58509985008277,20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,fusion_ego_25,front,front,14235,135.9892663587816,True,35.08597507607192,6.503879092633724,40.453354944474995,33.94947585184127,75.53933002054691,1108735,2903040,19,4837,1,True,3,0,nan,nan,nan,nan,0,0,7,18687,3.6867688585858205,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:36:25.960,7.830200597061776,20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,fusion_ego_25,front,front,14236,136.08926636027172,True,37.52585593611002,6.606883951462805,38.60810806509107,32.00122411362827,76.1339640012011,1107335,2903040,19,4808,1,True,3,0,nan,nan,nan,nan,0,0,7,18748,4.1067359267221715,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:36:26.226,8.096469959011301,20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,fusion_ego_25,front,front,14237,136.18926636176184,True,47.036463976837695,9.876287076622248,45.688854064792395,35.81256698817015,92.72531804163009,1099140,2903040,19,4210,1,True,3,0,nan,nan,nan,nan,0,0,4,18705,4.5697951622971,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:36:26.509,8.3798600200098,20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,fusion_ego_25,front,front,14238,136.28926636325195,True,39.12636695895344,6.493567023426294,40.200790972448885,33.70722394902259,79.32715793140233,1101947,2903040,19,4298,1,True,3,0,nan,nan,nan,nan,0,0,4,18619,5.0796289794495255,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:36:26.778,8.649018299067393,20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,fusion_ego_25,front,front,14239,136.38926636474207,True,43.07582997716963,6.469635991379619,40.40294804144651,33.93331205006689,83.47877801861614,1101740,2903040,19,4425,1,True,3,0,nan,nan,nan,nan,0,0,5,18648,5.637583466184392,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:36:27.043,8.913679413031787,20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,fusion_ego_25,front,front,14240,136.4892663662322,True,39.08363694790751,9.744656039401889,49.24298799596727,39.49833195656538,88.32662494387478,1106174,2903040,19,4429,1,True,3,0,nan,nan,nan,nan,0,0,4,18644,6.245318798721884,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
