scenario,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct
policy_corpus_vehicle_v2__test__exact_fast__02,fixed,199,1.507537688442211,98.49246231155779,1.507537688442211,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,,,0,0,,,,72.15307772414297,4.463208139196609e-18,4.440892098500626e-16,125.22361485876911,125.22361485876911,-0.8067826325626489,-0.8067826325626489,-0.7451749653360634,-0.7451749653360634,-0.7451749653360634,199,0.006903533311425198,0.002742660445770504,0.0,0.0,3,1.507537688442211,100.0,0,0.0,5.551115123125783e-15,56.14970317550454,199,199,0,100.0
policy_corpus_vehicle_v2__test__exact_fast__02,greedy,199,1.507537688442211,98.49246231155779,1.507537688442211,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,,,0,0,,,,72.15195755529821,0.0,0.0,125.22316166747243,125.22316166747243,-0.8009347732407104,-0.8009347732407104,-0.7391705797744547,-0.7391705797744547,-0.7391705797744547,199,0.006800499423915403,0.0006164425458716368,0.0,0.0,3,1.507537688442211,100.0,0,0.0,5.551115123125783e-15,56.14970317550454,199,199,0,100.0
policy_corpus_vehicle_v2__test__exact_fast__02,linucb,199,1.507537688442211,98.49246231155779,1.507537688442211,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,,,0,0,,,,72.15195755529821,0.0,0.0,125.22316166747243,125.22316166747243,-0.8009347732407104,-0.8009347732407104,-0.7391705797744547,-0.7391705797744547,-0.7391705797744547,199,0.006800499423915403,0.0006164425458716368,0.0,0.0,3,1.507537688442211,100.0,0,0.0,5.551115123125783e-15,56.14970317550454,199,199,0,100.0
policy_corpus_vehicle_v2__test__exact_fast__02,mpc,199,1.507537688442211,98.49246231155779,1.507537688442211,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,,,0,0,,,,72.15195755529821,0.0,0.0,125.22316166747243,125.22316166747243,-0.8009347732407104,-0.8009347732407104,-0.7391705797744547,-0.7391705797744547,-0.7391705797744547,199,0.006800499423915403,0.0006164425458716368,0.0,0.0,3,1.507537688442211,100.0,0,0.0,5.551115123125783e-15,56.14970317550454,199,199,0,100.0
policy_corpus_vehicle_v2__test__exact_fast__02,rule,199,1.507537688442211,98.49246231155779,1.507537688442211,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,,,0,0,,,,72.15323312877823,6.6948122087949135e-18,8.881784197001252e-16,125.22361485876911,125.22361485876911,-0.839830224565385,-0.839830224565385,-0.7781477096617634,-0.7781477096617634,-0.7781477096617634,199,0.005563369422257825,0.001849329388339858,0.0,0.0,3,1.507537688442211,100.0,0,0.0,5.551115123125783e-15,56.14970317550454,199,199,0,100.0
policy_corpus_vehicle_v2__test__slow__01,fixed,600,1.5,98.5,1.5,99.33333333333333,0.0,87.16666666666667,90.66666666666666,0.5,0.0,89.5,90.0,0,1,0.0,0.0,79.34506856227625,537,538,99.81412639405204,98.95474351496516,99.9671812057072,540,544,99.26470588235294,98.12482679108528,99.71369772544463,35.54820224110306,5.551115123125783e-18,8.881784197001252e-16,1000000.0,6.649010281759072,0.3006507454591839,0.3006507454591839,-2374.162526752814,0.8543110261393101,0.8543110261393101,600,0.005004320549975155,0.0023510581825532647,10.5,9.5,9,1.5,100.0,0,0.0,0.0,29.914504841954408,1349,1259,90,93.3283914010378
policy_corpus_vehicle_v2__test__slow__01,greedy,600,1.5,98.5,1.1666666666666667,99.33333333333333,0.0,87.16666666666667,90.66666666666666,0.5,0.0,89.5,90.0,0,1,0.0,0.0,79.34506856227625,537,538,99.81412639405204,98.95474351496516,99.9671812057072,540,544,99.26470588235294,98.12482679108528,99.71369772544463,35.54561145987911,4.070817756958907e-18,8.881784197001252e-16,1000000.0,6.64046874089324,0.3086848868891702,0.3086848868891702,-2374.1539035508727,0.8634199809086185,0.8634199809086185,600,0.005677733857321585,0.00277448841680646,10.166666666666666,9.5,9,1.5,100.0,0,0.0,0.0,29.914504841954408,1349,1259,90,93.3283914010378
policy_corpus_vehicle_v2__test__slow__01,linucb,600,1.5,98.5,1.5,99.33333333333333,0.0,87.16666666666667,90.66666666666666,0.5,0.0,89.5,90.0,0,1,0.0,0.0,79.34506856227625,537,538,99.81412639405204,98.95474351496516,99.9671812057072,540,544,99.26470588235294,98.12482679108528,99.71369772544463,35.548113831322844,3.3306690738754695e-18,8.881784197001252e-16,1000000.0,6.649010281759072,0.30105259577225674,0.30105259577225674,-2374.161966587926,0.8547064105015253,0.8547064105015253,600,0.004835065700001322,0.0023510581825532647,10.5,9.5,9,1.5,100.0,0,0.0,0.0,29.914504841954408,1349,1259,90,93.3283914010378
policy_corpus_vehicle_v2__test__slow__01,mpc,600,1.5,98.5,1.1666666666666667,99.33333333333333,0.0,87.16666666666667,90.66666666666666,0.5,0.0,89.5,90.0,0,1,0.0,0.0,79.34506856227625,537,538,99.81412639405204,98.95474351496516,99.9671812057072,540,544,99.26470588235294,98.12482679108528,99.71369772544463,35.54561145987911,4.070817756958907e-18,8.881784197001252e-16,1000000.0,6.64046874089324,0.3086848868891702,0.3086848868891702,-2374.1539035508727,0.8634199809086185,0.8634199809086185,600,0.005677733857321585,0.00277448841680646,10.166666666666666,9.5,9,1.5,100.0,0,0.0,0.0,29.914504841954408,1349,1259,90,93.3283914010378
policy_corpus_vehicle_v2__test__slow__01,rule,600,1.5,98.5,1.1666666666666667,99.33333333333333,0.0,87.16666666666667,90.66666666666666,0.5,0.0,89.5,90.0,0,1,0.0,0.0,79.34506856227625,537,538,99.81412639405204,98.95474351496516,99.9671812057072,540,544,99.26470588235294,98.12482679108528,99.71369772544463,35.54813030008375,6.29126380620922e-18,8.881784197001252e-16,1000000.0,6.649010281759072,0.2692060922407637,0.2692060922407637,-2374.193513756194,0.8228651499153575,0.8228651499153575,600,0.004752912544256262,0.003683913482226387,10.166666666666666,9.5,9,1.5,100.0,0,0.0,0.0,29.914504841954408,1349,1259,90,93.3283914010378
policy_corpus_vehicle_v2__test__slow__02,fixed,600,0.6666666666666667,99.33333333333333,0.0,98.5,0.0,90.16666666666666,94.0,0.8333333333333334,0.0,92.83333333333333,92.5,0,4,0.0,0.0,48.98908364545973,557,562,99.11032028469751,97.93442703593685,99.61940034717112,555,564,98.40425531914893,96.9953536415176,99.15824548700412,30.836828137429837,7.401486830834377e-19,2.220446049250313e-16,1000000.0,3.0001392502831514,0.5112646003942928,0.5112646003942928,-2457.4153230282045,0.9423364870215357,0.9423364870215357,600,0.001768036202239401,0.0020024486296596634,9.833333333333332,9.833333333333332,2,0.33333333333333337,100.0,0,0.0,0.0,65.76197724933469,1272,1200,72,94.33962264150944
policy_corpus_vehicle_v2__test__slow__02,greedy,600,1.1666666666666667,98.83333333333333,0.0,98.5,0.0,90.66666666666666,94.0,0.33333333333333337,0.0,92.5,92.5,0,7,0.0,5.551115123125783e-15,35.433043506668746,555,562,98.75444839857651,97.45154274160205,99.39537284887473,555,564,98.40425531914893,96.9953536415176,99.15824548700412,30.838796787048487,1.4802973661668755e-18,2.220446049250313e-16,1000000.0,3.0001392502831514,0.5105428039237576,0.5105428039237576,-2332.4133418332,0.9420172684758893,0.9420172684758893,600,0.002467299032535359,0.0018271038520937446,9.333333333333334,9.333333333333334,1,0.16666666666666669,100.0,0,0.0,0.0,79.34506856227625,1272,1200,72,94.33962264150944
policy_corpus_vehicle_v2__test__slow__02,linucb,600,1.1666666666666667,98.83333333333333,0.0,98.5,0.0,90.66666666666666,94.0,0.33333333333333337,0.0,92.5,92.5,0,7,0.0,5.551115123125783e-15,35.433043506668746,555,562,98.75444839857651,97.45154274160205,99.39537284887473,555,564,98.40425531914893,96.9953536415176,99.15824548700412,30.838796787048487,1.4802973661668755e-18,2.220446049250313e-16,1000000.0,3.0001392502831514,0.5105428039237576,0.5105428039237576,-2332.4133418332,0.9420172684758893,0.9420172684758893,600,0.002467299032535359,0.0018271038520937446,9.333333333333334,9.333333333333334,1,0.16666666666666669,100.0,0,0.0,0.0,79.34506856227625,1272,1200,72,94.33962264150944
policy_corpus_vehicle_v2__test__slow__02,mpc,600,1.1666666666666667,98.83333333333333,0.0,98.5,0.0,90.66666666666666,94.0,0.33333333333333337,0.0,92.5,92.5,0,7,0.0,5.551115123125783e-15,35.433043506668746,555,562,98.75444839857651,97.45154274160205,99.39537284887473,555,564,98.40425531914893,96.9953536415176,99.15824548700412,30.838796787048487,1.4802973661668755e-18,2.220446049250313e-16,1000000.0,3.0001392502831514,0.5105428039237576,0.5105428039237576,-2332.4133418332,0.9420172684758893,0.9420172684758893,600,0.002467299032535359,0.0018271038520937446,9.333333333333334,9.333333333333334,1,0.16666666666666669,100.0,0,0.0,0.0,79.34506856227625,1272,1200,72,94.33962264150944
policy_corpus_vehicle_v2__test__slow__02,rule,600,1.0,99.0,0.33333333333333337,98.0,0.0,90.5,94.16666666666667,1.0,0.0,92.83333333333333,92.16666666666666,0,6,0.0,2.7755575615628914e-15,39.033428790216526,557,563,98.93428063943162,97.69462903345172,99.51068145077926,553,565,97.87610619469027,96.32463915029895,98.78094635353996,30.485343363154414,2.220446049250313e-18,2.220446049250313e-16,1000000.0,2.751847910811373,0.40975325945249297,0.40975325945249297,-2374.1860621707315,0.8343699575473346,0.8343699575473346,600,0.0055630787333711094,0.004911447920257931,9.833333333333332,9.5,6,1.0,100.0,0,0.0,2.7755575615628914e-15,39.033428790216526,1272,1200,72,94.33962264150944
policy_corpus_vehicle_v2__test__typical__01,fixed,600,7.166666666666667,92.83333333333333,1.0,93.16666666666666,0.0,72.16666666666667,84.66666666666667,0.6666666666666667,0.16666666666666669,73.66666666666667,78.0,0,37,0.0,0.0,9.405782583720251,442,479,92.27557411273486,89.5342519533459,94.34421220944236,468,508,92.1259842519685,89.45520417385927,94.16443871050795,22.712533670438958,3.7747582837255325e-17,7.105427357601002e-15,1000000.0,6.991283941731682,0.37068747505007205,0.37068747505007205,-2832.558901170349,0.7842182536093464,0.7842182536093464,600,0.027306612881844813,0.021926371225753995,12.333333333333334,11.666666666666666,24,4.0,100.0,0,0.0,1.3877787807814457e-15,13.797620467498017,1038,841,197,81.02119460500964
