wall_time,stream_id,frame_id,carla_timestamp,object_count,packet_bytes,t_capture_perf,t_front_start_perf,t_backbone_input_perf,t_front_model_done_perf,t_front_payload_ready_perf,t_front_send_perf,t_edge_recv_perf,t_tail_done_perf,t_map_publish_perf,t_map_ingest_perf,t_map_update_start_perf,t_map_update_done_perf,front_to_edge_ms,tail_ms,edge_to_map_publish_ms,capture_to_backbone_input_ms,sync_world_tick_ms,camera_frame_wait_ms,radar_wait_ms,rgb_convert_ms,camera_inverse_matrix_ms,radar_tensor_build_ms,camera_matrix_ms,camera_transform_payload_ms,pre_model_other_ms,capture_pipeline_queue_wait_ms,capture_pipeline_queue_depth,model_preprocess_ms,front_backbone_ms,feature_serialize_ms,backbone_input_to_front_send_ms,backbone_input_to_edge_recv_ms,backbone_input_to_tail_done_ms,backbone_input_to_map_publish_ms,backbone_input_to_map_ingest_ms,backbone_input_to_map_update_done_ms,map_queue_ms,map_service_ms,capture_to_map_ingest_ms,capture_to_map_update_done_ms,map_update_delay_ms_config
2026-07-30T00:04:50.845,Lsweep_veryfast,16053260,192063.07836998947,2,1755,212100.573312224,212100.600278696,212100.650516265,212101.287917764,212101.311348693,212101.311348693,212101.319859639,212101.503745835,212101.503766041,212101.50629138,212101.506405759,212101.506408874,8.510946005117148,183.85672601289116,183.90640197321773,77.20404100837186,24.603127007139847,55.486886005382985,0.007452006684616208,1.077619002899155,0.02965301973745227,25.806885008933023,0.025189976440742612,0.01093200989998877,0.002084969310089946,,,50.237569026649,637.4014989996795,23.43092899536714,660.8324279950466,669.3433740001637,853.2295699988026,853.2497759733815,855.7751149928663,855.8926089899614,2.525339019484818,0.003115012077614665,932.9791560012382,933.0966499983333,0.0
2026-07-30T00:04:50.871,Lsweep_veryfast,16053261,192063.17836999096,3,1943,212101.387747577,212101.42310471,212101.436032121,212101.438808977,212101.441159011,212101.441159011,212101.449242586,212101.530038362,212101.530056743,212101.532409788,212101.532514402,212101.532520469,8.083574997726828,24.22229398507625,80.81415700144134,48.28454399830662,26.389284001197666,44.17061500134878,0.009164010407403111,1.0485970124136657,0.019834988052025437,34.230293007567525,0.026358000468462706,0.011759024346247315,0.003213935997337103,,,12.9274110076949,2.7768559812102467,2.3500340175814927,5.126889998791739,13.210464996518567,94.00624097906984,94.02462199795991,96.37766698142514,96.48834797553718,2.3530449834652245,0.006066984497010708,144.66221097973175,144.7728919738438,0.0
2026-07-30T00:04:50.907,Lsweep_veryfast,16053262,192063.27836999245,1,1537,212101.508027978,212101.541481317,212101.551826663,212101.554169195,212101.554763445,212101.554763445,212101.560886722,212101.565882986,212101.565895855,212101.568167589,212101.568290056,212101.568299954,6.1232770094648,4.968120018020272,5.009132990380749,43.79868498654105,32.64898300403729,29.601276997709647,0.009520997991785407,1.0813559929374605,0.018948980141431093,32.29816100792959,0.02321100328117609,0.011274998541921377,0.002701999619603157,,,10.345346003305167,2.342532010516152,0.5942499847151339,2.9367819952312857,9.060059004696086,14.056323008844629,14.069191995076835,16.340925998520106,16.473291005240753,2.271734003443271,0.009898009011521935,60.139610985061154,60.2719759917818,0.0
2026-07-30T00:04:51.005,Lsweep_veryfast,16053263,192063.37836999394,2,1765,212101.612318271,212101.639641455,212101.650098613,212101.652190225,212101.652791394,212101.652791394,212101.658688982,212101.663849619,212101.663863764,212101.666409017,212101.666541275,212101.6665496,5.897587980143726,5.1317250181455165,5.174782010726631,37.78034198330715,26.991560007445514,25.66582802683115,0.011286989320069551,1.0907610121648759,0.026990979677066207,26.148396980715916,0.023733009584248066,0.011625990737229586,0.0032390234991908073,,,10.45715800137259,2.091611997457221,0.601169012952596,2.692781010409817,8.590368990553543,13.751006015809253,13.765151001280174,16.310403996612877,16.45098699373193,2.545252995332703,0.008325005182996392,54.09074597992003,54.231328977039084,0.0
2026-07-30T00:04:51.110,Lsweep_veryfast,16053264,192063.47836999543,0,1266,212101.715903151,212101.740468202,212101.754836633,212101.756839182,212101.757436792,212101.757436792,212101.7633651,212101.768598923,212101.768616587,212101.771108055,212101.771317424,212101.771323566,5.928308004513383,5.200740008149296,5.251487018540502,38.93348199198954,24.561272002756596,33.77894600271247,0.01082901144400239,1.0695960081648082,0.028391979867592454,23.40835699578747,0.02448598388582468,0.012564996723085642,0.0031180388759821653,,,14.368430973263457,2.0025490084663033,0.5976099928375334,2.6001590013038367,8.52846700581722,13.762290007434785,13.779954024357721,16.271422005956993,16.48693301831372,2.4914679815992713,0.006142014171928167,55.20490399794653,55.42041501030326,0.0
2026-07-30T00:04:51.225,Lsweep_veryfast,16053265,192063.57836999692,1,1533,212101.828766569,212101.857419305,212101.868028842,212101.870090489,212101.870719862,212101.870719862,212101.876760858,212101.882086631,212101.882101055,212101.885360357,212101.88622294,212101.886231504,6.040995998773724,5.292405985528603,5.34019700717181,39.26227299962193,31.09140001470223,35.46460697543807,0.010009011020883918,1.0661999986041337,0.023205007892102003,27.50408201245591,0.025004002964124084,0.012002012226730585,0.003793946234509349,,,10.609537013806403,2.061647013761103,0.6293729820754379,2.691019995836541,8.732015994610265,14.057788997888565,14.072213001782075,17.331515002297238,18.202662002295256,3.259302000515163,0.00856400583870709,56.593788001919165,57.46493500191718,0.0
2026-07-30T00:04:51.322,Lsweep_veryfast,16053266,192063.6783699984,3,1958,212101.928952922,212101.951086963,212101.964875294,212101.966898615,212101.967514291,212101.967514291,212101.973691687,212101.980592528,212101.980608447,212101.982874405,212101.983287855,212101.98329726,6.177395989652723,6.869378994451836,6.916760001331568,35.922372015193105,38.8860420207493,14.518439013045281,0.007608003215864301,1.2210739951115102,0.02266900264658034,20.83637801115401,0.024515989935025573,0.011075986549258232,0.0026640191208571196,,,13.788331008981913,2.0233209943398833,0.6156759918667376,2.638996986206621,8.816392975859344,15.717233996838331,15.733152977190912,17.99911097623408,18.42196600046009,2.2659579990431666,0.009405019227415323,53.92148299142718,54.34433801565319,0.0
2026-07-30T00:04:51.420,Lsweep_veryfast,16053267,192063.7783699999,1,1547,212102.027907411,212102.052062864,212102.064791291,212102.066855547,212102.067463192,212102.067463192,212102.073510631,212102.078553244,212102.078566683,212102.081078553,212102.081244816,212102.081257366,6.047438975656405,5.013952992158011,5.056052003055811,36.88388000591658,36.421349010197446,19.078822020674124,0.009051000233739614,1.0625360009726137,0.022378982976078987,23.01390000502579,0.025304005248472095,0.010944990208372474,0.0032730167731642723,,,12.728426983812824,2.0642559975385666,0.6076450226828456,2.671901020221412,8.719339995877817,13.761953014181927,13.775391998933628,16.287261998513713,16.46607500151731,2.5118699995800853,0.012549979146569967,53.171142004430294,53.34995500743389,0.0
2026-07-30T00:04:51.531,Lsweep_veryfast,16053268,192063.8783700014,1,1531,212102.126159771,212102.147569783,212102.165492205,212102.167649521,212102.168249444,212102.168249444,212102.174425203,212102.190272792,212102.190288089,212102.192807924,212102.192921821,212102.192928242,6.175759015604854,15.810945013072342,15.862886008108035,39.3324340111576,36.057094985153526,17.7999559964519,0.010592018952593207,1.1909960012417287,0.02854500780813396,20.13349300250411,0.02144899917766452,0.012076983693987131,0.0038250000216066837,,,17.92242200463079,2.1573159901890904,0.5999229906592518,2.757238980848342,8.932997996453196,24.78058700216934,24.79588400456123,27.315718994941562,27.436036994913593,2.519834990380332,0.006421003490686417,66.64815300609916,66.7684710060712,0.0
2026-07-30T00:04:51.648,Lsweep_veryfast,16053269,192063.97837000288,0,1254,212102.23040504,212102.254675833,212102.270761137,212102.272757001,212102.273384885,212102.273384885,212102.279428755,212102.286184144,212102.286201652,212102.288712498,212102.309805102,212102.309815106,6.043870002031326,6.7239330091979355,6.77289700252004,40.35609701531939,33.145290974061936,24.17457298724912,0.010805000783875585,1.0702339932322502,0.024392997147515416,23.1207039905712,0.022772990632802248,0.011572992661967874,0.003093038685619831,,,16.085303999716416,1.9958639750257134,0.627884001005441,2.6237479760311544,8.66761797806248,15.423006989294663,15.44051498058252,17.951360990991816,39.05396899790503,2.5108460104092956,0.01000400516204536,58.30745800631121,79.41006601322442,0.0
